tour,snapshot_date,player_id,display_name,full_name,rank,rank_points,source_url,fetched_at_utc
atp,2023-08-21,A0E2,C. Alcaraz,Carlos Alcaraz,1,9815,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,D643,N. Djokovic,Novak Djokovic,2,9795,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,MM58,D. Medvedev,Daniil Medvedev,3,6260,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,R0DG,H. Rune,Holger Rune,4,4790,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,RH16,C. Ruud,Casper Ruud,5,4715,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,S0AG,J. Sinner,Jannik Sinner,6,4645,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,TE51,S. Tsitsipas,Stefanos Tsitsipas,7,4580,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,RE44,A. Rublev,Andrey Rublev,8,4515,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,FB98,T. Fritz,Taylor Fritz,9,3605,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,TD51,F. Tiafoe,Frances Tiafoe,10,3050,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,KE29,K. Khachanov,Karen Khachanov,11,2845,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,Z355,A. Zverev,Alexander Zverev,12,2670,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,DH58,A. de Minaur,Alex De Minaur,13,2595,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,PL56,T. Paul,Tommy Paul,14,2570,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,AG37,F. Auger-Aliassime,Felix Auger Aliassime,15,2375,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,N771,C. Norrie,Cameron Norrie,16,2075,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,HB71,H. Hurkacz,Hubert Hurkacz,17,2035,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,M0EJ,L. Musetti,Lorenzo Musetti,18,2005,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
atp,2023-08-21,D875,G. Dimitrov,Grigor Dimitrov,19,1690,https://www.atptour.com/en/rankings/singles?dateWeek=2023-08-21&rankRange=0-5000,2026-03-22T00:50:40Z
