tour,snapshot_date,player_id,display_name,full_name,rank,rank_points,source_url,fetched_at_utc
atp,2024-06-10,S0AG,J. Sinner,Jannik Sinner,1,9525,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,A0E2,C. Alcaraz,Carlos Alcaraz,2,8580,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,D643,N. Djokovic,Novak Djokovic,3,8360,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,Z355,A. Zverev,Alexander Zverev,4,6885,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,MM58,D. Medvedev,Daniil Medvedev,5,6485,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,RE44,A. Rublev,Andrey Rublev,6,4710,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,RH16,C. Ruud,Casper Ruud,7,4025,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,HB71,H. Hurkacz,Hubert Hurkacz,8,3995,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,DH58,A. de Minaur,Alex De Minaur,9,3845,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,D875,G. Dimitrov,Grigor Dimitrov,10,3775,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,TE51,S. Tsitsipas,Stefanos Tsitsipas,11,3740,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,FB98,T. Fritz,Taylor Fritz,12,3090,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,PL56,T. Paul,Tommy Paul,13,2710,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,S0S1,B. Shelton,Ben Shelton,14,2590,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,R0DG,H. Rune,Holger Rune,15,2540,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,HH26,U. Humbert,Ugo Humbert,16,2250,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,BK92,A. Bublik,Alexander Bublik,17,2150,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,AG37,F. Auger-Aliassime,Felix Auger Aliassime,18,2075,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,B0BI,S. Baez,Sebastian Baez,19,2030,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,J551,N. Jarry,Nicolas Jarry,20,1905,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,ME82,A. Mannarino,Adrian Mannarino,21,1865,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,KE29,K. Khachanov,Karen Khachanov,22,1780,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,GJ37,T. Griekspoor,Tallon Griekspoor,23,1690,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,TE30,A. Tabilo,Alejandro Tabilo,24,1639,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,L0BV,J. Lehecka,Jiri Lehecka,25,1630,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,K0AH,S. Korda,Sebastian Korda,26,1620,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,C0AU,F. Cerundolo,Francisco Cerundolo,27,1610,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,TD51,F. Tiafoe,Frances Tiafoe,28,1590,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,N0BS,M. Navone,Mariano Navone,29,1382,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,M0EJ,L. Musetti,Lorenzo Musetti,30,1290,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,EA24,T. Etcheverry,Tomas Martin Etcheverry,31,1290,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,DH50,A. Davidovich Fokina,Alejandro Davidovich Fokina,32,1240,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,M0FH,T. Machac,Tomas Machac,33,1225,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,A0FC,M. Arnaldi,Matteo Arnaldi,34,1220,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,SL28,J. Struff,Jan Lennard Struff,35,1180,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,MC65,G. Monfils,Gael Monfils,36,1160,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,TC61,J. Thompson,Jordan Thompson,37,1156,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,F0F1,A. Fils,Arthur Fils,38,1155,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,N771,C. Norrie,Cameron Norrie,39,1150,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,D0CO,J. Draper,Jack Draper,40,1131,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,D0FJ,L. Darderi,Luciano Darderi,41,1126,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,M0CI,F. Marozsan,Fabian Marozsan,42,1122,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,SX50,R. Safiullin,Roman Safiullin,43,1097,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,Z371,Z. Zhang,Zhizhen Zhang,44,1066,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,E865,C. Eubanks,Christopher Eubanks,45,1017,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,DB63,L. Djere,Laslo Djere,46,975,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,MO44,P. Martinez,Pedro Martinez,47,975,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,BT72,N. Borges,Nuno Borges,48,971,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,P09Z,A. Popyrin,Alexei Popyrin,49,961,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,C0E9,F. Cobolli,Flavio Cobolli,50,955,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,K09F,P. Kotov,Pavel Kotov,51,944,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,O513,S. Ofner,Sebastian Ofner,52,933,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,KI95,M. Kecmanovic,Miomir Kecmanovic,53,920,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,GC88,M. Giron,Marcos Giron,54,910,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,F724,M. Fucsovics,Marton Fucsovics,55,887,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,MW02,C. Moutet,Corentin Moutet,56,875,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,L987,D. Lajovic,Dusan Lajovic,57,871,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,SU87,L. Sonego,Lorenzo Sonego,58,861,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,S0H2,A. Shevchenko,Alexander Shevchenko,59,860,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,MU94,J. Munar,Jaume Munar,60,850,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,M0QI,A. Michelsen,Alex Michelsen,61,832,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,E687,D. Evans,Daniel Evans,62,828,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,CF59,R. Carballes Baena,Roberto Carballes Baena,63,821,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
atp,2024-06-10,D0CG,F. Diaz Acosta,Facundo Diaz Acosta,64,818,https://www.atptour.com/en/rankings/singles?dateWeek=2024-06-10&rankRange=0-5000,2026-03-22T00:51:02Z
