fighter1,fighter2,fight_odds_url,Bet,5Dimes_win,Bet365_win,BetDSI_win,BetOnline_win,BookMaker_win,Bovada_win,Intertops_win,Pinnacle_win,SportBet_win,SportsInt_win,Sportsbook_win,William_H_win,meanodds_win,5Dimes_vig,BetDSI_vig,BookMaker_vig,SportBet_vig,Bet365_vig,Bovada_vig,Sportsbook_vig,William_H_vig,Pinnacle_vig,SportsInt_vig,BetOnline_vig,Intertops_vig,Winner_Cleaned,Loser_Cleaned,wiki_url,bestfightodds_winner,bestfightodds_loser,WeightClass,Winner,Outcome,Loser,Method,Round,Time,Notes,Card,Winner_url,Loser_url,event_order,Method_Cleaned,Card_Cleaned,Champion,Interim_Champion,Card_Date,#,Event,5Dimes_lose,BetDSI_lose,BookMaker_lose,SportBet_lose,Bet365_lose,Bovada_lose,Sportsbook_lose,William_H_lose,Pinnacle_lose,SportsInt_lose,BetOnline_lose,Intertops_lose,meanodds_lose
Andy Enz,Thiago Santos,https://www.bestfightodds.com/events/ufc-183-silva-vs-diaz-856,Thiago Santos,1.625,,1.6666666666666665,1.625,1.6666666666666665,1.5714285714285714,,1.606060606060606,1.617283950617284,1.4504504504504505,1.5555555555555556,,1.598234718605089,0.01538461538461533,0.03478260869565242,0.03478260869565242,0.0215464171386357,,0.0445269016697587,0.04771544245228454,,0.02424793513677348,0.08159785653391793,0.03205128205128216,,Thiago Santos,Andy Enz,https://en.wikipedia.org/wiki/UFC_183,Thiago Santos,Andy Enz,Middleweight,Thiago Santos,def,Andy Enz,TKO (punches),1.0,1:56,,Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Thiago_de_Lima_Santos,https://en.wikipedia.org/wiki/Andy_Enz,11,KO,Prelim,,,2015-01-31,307,UFC 183: Silva vs. Diaz,2.5,2.3,2.3,2.48,,2.45,2.4699999999999998,,2.49,2.55,2.4,,2.437777777777778
Andy Ogle,Charles Oliveira,https://www.bestfightodds.com/events/ufc-fight-night-36-machida-vs-mousasi-758,Charles Oliveira,1.1626016260162602,,,1.1612903225806452,1.1577287066246056,1.1538461538461537,,1.1633986928104576,1.1602564102564104,1.08,1.121212121212121,,1.1450417541683318,0.02407428636936837,,0.03950714241247377,0.028267804120204687,,0.05714285714285716,0.05189189189189203,,0.0242952075967644,0.07977207977207978,0.04459734964322104,,Charles Oliveira,Andy Ogle,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mousasi,Charles Oliveira,Andy Ogle,Featherweight,Charles Oliveira,def,Andy Ogle,Submission (triangle choke),3.0,2:40,,Main card (Fox Sports 1),https://en.wikipedia.org/wiki/Charles_Oliveira,https://en.wikipedia.org/wiki/Andy_Ogle,5,Sub,Main Event,,,2014-02-15,262,UFC Fight Night: Machida vs. Mousasi,6.1,,5.69,6.01,,5.25,6.25,,6.07,6.5,5.45,,5.915
Andy Ogle,Cole Miller,https://www.bestfightodds.com/events/ufc-fight-night-30-machida-vs-munoz-712,Cole Miller,1.5714285714285714,,1.5,1.5,1.5,1.5,,1.5464480874316942,1.5524861878453038,1.5714285714285714,1.4545454545454546,,1.5218152080755105,0.013722126929674117,0.03703703703703698,0.03703703703703698,0.02291599266688249,,0.0512820512820511,0.05787037037037024,,0.024001600106673848,0.0445269016697587,0.0512820512820511,,Cole Miller,Andy Ogle,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mu%C3%B1oz,Cole Miller,Andy Ogle,Featherweight,Cole Miller,def,Andy Ogle,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,,Preliminary card (Online Prelims),https://en.wikipedia.org/wiki/Cole_Miller,https://en.wikipedia.org/wiki/Andy_Ogle,10,Unanimous Decision,Prelim,,,2013-10-26,250,UFC Fight Night: Machida vs. Muñoz,2.65,2.7,2.7,2.6399999999999997,,2.6,2.7,,2.65,2.45,2.6,,2.6322222222222225
Andy Ogle,Josh Grispi,https://www.bestfightodds.com/events/ufc-on-fuel-tv-7-barao-vs-mcdonald-632,Andy Ogle,2.25,,2.15,2.2,2.1,2.15,,2.27,2.23,2.15,2.05,,2.172222222222222,0.01891252955082745,0.05695301376364492,0.05952380952380931,0.026489565003500415,,0.05695301376364492,0.06227296315516351,,0.023861967694566832,0.05695301376364492,0.037878787878787845,,Andy Ogle,Josh Grispi,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Bar%C3%A3o_vs._McDonald,Andy Ogle,Josh Grispi,Featherweight,Andy Ogle,def,Josh Grispi,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,,Preliminary Card (Facebook and YouTube),https://en.wikipedia.org/wiki/Andy_Ogle,https://en.wikipedia.org/wiki/Josh_Grispi,9,Unanimous Decision,Prelim,,,2013-02-16,228,UFC on Fuel TV: Barão vs. McDonald,1.7407407407407407,1.6896551724137931,1.7142857142857144,1.72992700729927,,1.6896551724137931,1.7407407407407407,,1.7142857142857144,1.6896551724137931,1.7142857142857144,,1.713692349875475
Andy Ogle,Makwan Amirkhani,https://www.bestfightodds.com/events/ufc-on-fox-14-gustafsson-vs-johnson-906,Makwan Amirkhani,2.4,,2.4299999999999997,2.35,2.4,2.3,,2.38,2.38,2.2,2.25,,2.3433333333333333,0.01666666666666683,0.03838830538664695,0.03930817610062909,0.023342670401493848,,0.05016722408026775,0.05228758169934644,,0.02491115023084345,0.08001361933946205,0.03337505214851899,,Makwan Amirkhani,Andy Ogle,https://en.wikipedia.org/wiki/UFC_on_Fox:_Gustafsson_vs._Johnson,Makwan Amirkhani,Andy Ogle,Featherweight,Makwan Amirkhani,def,Andy Ogle,TKO (flying knee and punches),1.0,0:08,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Makwan_Amirkhani,https://en.wikipedia.org/wiki/Andy_Ogle,7,KO,Prelim,,,2015-01-24,306,UFC on Fox: Gustafsson vs. Johnson,1.6666666666666665,1.5952380952380953,1.606060606060606,1.6578947368421053,,1.625,1.6451612903225805,,1.65359477124183,1.5988023952095807,1.6451612903225805,,1.6326199835448938
Andy Ogle,Maximo Blanco,https://www.bestfightodds.com/events/ufc-fight-night-41-munoz-vs-mousasi-799,Maximo Blanco,1.5,,1.4878048780487805,1.4878048780487805,1.4761904761904763,1.4444444444444444,,1.4975124378109452,1.4878048780487805,1.3676470588235294,1.4761904761904763,,1.4694888364006904,0.01754385964912286,0.03576751117734722,0.03584229390680993,0.02927400468384067,,0.055944055944055826,0.04778972520907998,,0.024916943521594792,0.08083314534927433,0.03576751117734722,,Maximo Blanco,Andy Ogle,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Mu%C3%B1oz_vs._Mousasi,Maximo Blanco,Andy Ogle,Featherweight,Maximo Blanco,def,Andy Ogle,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Maximo_Blanco,https://en.wikipedia.org/wiki/Andy_Ogle,9,Unanimous Decision,Prelim,,,2014-05-31,274,UFC Fight Night: Muñoz vs. Mousasi,2.85,2.75,2.79,2.8,,2.75,2.7,,2.8,2.8600000000000003,2.75,,2.783333333333333
Angela Hill,Ariane Carnelossi,https://www.bestfightodds.com/events/ufc-on-espn-17-rodriguez-vs-stephens-1753,Angela Hill,1.7407407407407407,1.6578947368421053,1.6711409395973154,1.6896551724137931,1.6451612903225805,1.6451612903225805,1.625,1.6896551724137931,1.72992700729927,1.6896551724137931,1.6666666666666665,1.6711409395973154,1.676816594052496,0.01891252955082745,0.04283801874163329,0.05427170868347342,0.026489565003500415,0.04761904761904745,0.05228758169934644,0.054545454545454675,0.05293902884264323,0.03043322592194775,0.05695301376364492,0.03628117913832196,0.05982905982905984,Angela Hill,Ariane Carnelossi,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Stephens,Angela Hill,Ariane Carnelossi,Women's Strawweight,Angela Hill,def,Ariane Carnelossi,TKO (doctor stoppage),3.0,1:56,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Angela_Hill_(fighter),,8,KO,Prelim,,,2019-09-21,494,UFC Fight Night: Rodríguez vs. Stephens,2.25,2.25,2.24,2.23,2.25,2.25,2.2,2.2,2.2800000000000002,2.15,2.25,2.25,2.2333333333333334
Angela Hill,Ashley Yoder,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-25-finale-johnson-vs-gaethje-1289,Angela Hill,1.303030303030303,,1.2652519893899203,1.2777777777777777,1.2652519893899203,1.2777777777777777,,1.2724795640326976,1.2976190476190477,1.2777777777777777,1.2702702702702702,1.3003003003003002,1.2807536797365793,0.01744186046511631,0.05145299987410423,0.05145299987410423,0.024449308433847072,,0.05287896592244423,0.04697430229345123,0.054767403497195666,0.029176240120456054,0.07246376811594213,0.03577325261419917,,Angela Hill,Ashley Yoder,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Redemption#The_Ultimate_Fighter_25_Finale,Angela Hill,Ashley Yoder,Women's Strawweight,Angela Hill,def,Ashley Yoder,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Angela_Hill_(fighter),https://en.wikipedia.org/wiki/Ashley_Yoder,7,Unanimous Decision,Prelim,,,2017-07-07,403,The Ultimate Fighter: Redemption Finale,4.0,3.83,3.83,3.94,,3.7,3.85,3.5,4.109999999999999,3.45,3.95,,3.8160000000000003
Angela Hill,Cortney Casey,https://www.bestfightodds.com/events/ufc-fight-night-135-gaethje-vs-vick-1528,Cortney Casey,2.2,,2.05,2.13,2.15,2.1,2.1,2.16,2.1799999999999997,2.15,2.05,2.1,2.1245454545454545,0.01976284584980248,0.06227296315516351,0.03958436417615041,0.027681113571654592,,0.05952380952380931,0.06227296315516351,0.054249547920433905,0.030062530062529902,0.05695301376364492,0.040299018718894075,0.05952380952380931,Cortney Casey,Angela Hill,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Gaethje_vs._Vick,Cortney Casey,Angela Hill,Women's Strawweight,Cortney Casey,def,Angela Hill,"Decision (split) (30–27, 28–29, 29–28)",3.0,5:00,,Main card (Fox Sports 1),https://en.wikipedia.org/wiki/Cortney_Casey,https://en.wikipedia.org/wiki/Angela_Hill_(fighter),3,Split Decision,Main Event,,,2018-08-25,449,UFC Fight Night: Gaethje vs. Vick,1.7692307692307692,1.7407407407407407,1.7407407407407407,1.7575757575757576,,1.7142857142857144,1.7407407407407407,1.72992700729927,1.7633587786259541,1.6896551724137931,1.7518796992481203,1.7142857142857144,1.7374928031988472
Angela Hill,Emily Kagan,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-20-finale-912,Angela Hill,1.625,,1.5882352941176472,1.5882352941176472,1.5882352941176472,1.5714285714285714,,1.5988023952095807,1.617283950617284,1.5494505494505495,1.625,,1.594630149895436,0.01538461538461533,0.037792894935752,0.037792894935752,0.0215464171386357,,0.0445269016697587,0.05016722408026775,,0.023874539295999586,0.06205673758865249,0.037792894935752,,Angela Hill,Emily Kagan,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_Champion_Will_Be_Crowned#The_Ultimate_Fighter_20_Finale,Angela Hill,Emily Kagan,Women's Strawweight,Angela Hill,def,Emily Kagan,"Decision (unanimous) (30–26, 30–26, 30–27)",3.0,5:00,,Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Angela_Hill_(fighter),https://en.wikipedia.org/wiki/Emily_Kagan,11,Unanimous Decision,Prelim,,,2014-12-12,301,The Ultimate Fighter: A Champion Will Be Crowned Finale,2.5,2.45,2.45,2.48,,2.45,2.3,,2.51,2.4,2.45,,2.4433333333333334
Angela Hill,Hannah Cifers,https://www.bestfightodds.com/events/ufc-on-espn-24-blaydes-vs-dos-santos-1841,Angela Hill,1.5882352941176472,,1.5405405405405406,1.5494505494505495,1.526315789473684,1.5714285714285714,1.5555555555555556,1.5847953216374269,1.5813953488372094,,1.5405405405405406,,1.5598063901757473,0.01424501424501412,0.05072923272035501,0.05517241379310356,0.019949840401276786,,0.0445269016697587,0.04912280701754401,,0.030996309963099655,,0.03449512928774445,0.059523809523809534,Angela Hill,Hannah Cifers,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,Angela Hill,Hannah Cifers,Women's Strawweight,Angela Hill,def,Hannah Cifers,TKO (elbows and punches),2.0,4:26,,Main Card (ESPN+),https://en.wikipedia.org/wiki/Angela_Hill_(fighter),https://en.wikipedia.org/wiki/Hannah_Cifers,4,KO,Main Event,,,2020-01-25,507,UFC Fight Night: Blaydes vs. dos Santos,2.6,2.49,2.5,2.58,,2.45,2.5,,2.5,,2.5700000000000003,2.4,2.51
Angela Hill,Jessica Andrade,https://www.bestfightodds.com/events/ufc-fight-night-104-bermudez-vs-korean-zombie-1226,Jessica Andrade,1.1904761904761905,,1.1818181818181819,1.1941747572815533,1.1818181818181819,1.1818181818181819,,1.1872659176029963,1.1883239171374764,1.1818181818181819,1.1818181818181819,1.1700680272108843,1.183939971880001,0.021818181818181737,0.038461538461538325,0.038461538461538325,0.0253449240234922,,0.05668016194331971,0.04615384615384621,0.054651162790697816,0.029187181225861725,0.05891980360065463,0.03739837398374002,,Jéssica Andrade,Angela Hill,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._The_Korean_Zombie,Jessica Andrade,Angela Hill,Women's Strawweight,Jéssica Andrade,def,Angela Hill,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/J%C3%A9ssica_Andrade,https://en.wikipedia.org/wiki/Angela_Hill_(fighter),6,Unanimous Decision,Main Event,,,2017-02-04,388,UFC Fight Night: Bermudez vs. The Korean Zombie,5.5,5.2,5.2,5.44,,4.75,5.0,5.0,5.35,4.7,5.0,,5.114000000000001
Angela Hill,Jodie Esquibel,https://www.bestfightodds.com/events/ufc-on-espn-8-jacare-vs-hermansson-1657,Angela Hill,1.1724137931034484,1.16,1.16,1.1818181818181819,1.16,1.1666666666666667,1.16,1.1672240802675584,1.167785234899329,1.196078431372549,1.1666666666666667,1.2197802197802199,1.1732027728812182,0.022432701894316898,0.043887147335423204,0.05624372279879486,0.027554715792788453,0.043887147335423204,0.05714285714285716,0.04761904761904745,0.0579150579150578,0.0385517061734828,0.06595063124175615,0.038461538461538325,0.05624372279879486,Angela Hill,Jodie Esquibel,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Jacar%C3%A9_vs._Hermansson,Angela Hill,Jodie Esquibel,Women's Strawweight,Angela Hill,def,Jodie Esquibel,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,5:00,,Early Preliminary card (ESPN2),https://en.wikipedia.org/wiki/Angela_Hill_(fighter),https://en.wikipedia.org/wiki/Jodie_Esquibel,12,Unanimous Decision,Prelim,,,2019-04-27,476,UFC Fight Night: Jacaré vs. Hermansson,5.9,5.5,5.15,5.84,5.5,5.0,5.25,4.2,5.5,4.35,5.2,5.15,5.211666666666667
Angela Hill,Loma Lookboonmee,https://www.bestfightodds.com/events/ufc-on-espn-26-felder-vs-hooker-1846,Angela Hill,1.5882352941176472,1.529100529100529,1.5405405405405406,1.5555555555555556,1.5,1.5405405405405406,1.526315789473684,1.5524861878453038,1.5813953488372094,1.5405405405405406,1.5128205128205128,1.5,1.5389609032810057,0.01424501424501412,0.04437972401359125,0.05426356589147274,0.019949840401276786,0.035658628067302356,0.04912280701754401,0.04563233376792697,0.0512820512820511,0.036284976624101795,0.05728607232366634,0.03501400560224077,0.05517241379310356,Angela Hill,Loma Lookboonmee,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Felder_vs._Hooker,Angela Hill,Loma Lookboonmee,Women's Strawweight,Angela Hill,def,Loma Lookboonmee,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,,Preliminary card (ESPN+),https://en.wikipedia.org/wiki/Angela_Hill_(fighter),https://en.wikipedia.org/wiki/Loma_Lookboonmee,11,Unanimous Decision,Prelim,,,2020-02-23,510,UFC Fight Night: Felder vs. Hooker,2.6,2.5300000000000002,2.58,2.58,2.62,2.5,2.6,2.6,2.55,2.45,2.55,2.5,2.555
Angela Hill,Maryna Moroz,https://www.bestfightodds.com/events/ufc-on-fox-28-stephens-vs-emmett-1425,Angela Hill,1.606060606060606,,1.625,1.625,1.5681818181818183,1.606060606060606,1.5714285714285714,1.62111801242236,1.5988023952095807,1.606060606060606,1.5714285714285714,1.5714285714285714,1.5973245234801174,0.014798372179060326,0.05016722408026775,0.0441852244609402,0.020725081790054833,,0.04817342432757932,0.0445269016697587,0.05653170359052706,0.02838087129274891,0.057424118129614676,0.03205128205128216,0.061895551257253434,Angela Hill,Maryna Moroz,https://en.wikipedia.org/wiki/UFC_on_Fox:_Emmett_vs._Stephens,Angela Hill,Maryna Moroz,Women's Strawweight,Angela Hill,def,Maryna Moroz,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary Card (Fox),https://en.wikipedia.org/wiki/Angela_Hill_(fighter),https://en.wikipedia.org/wiki/Maryna_Moroz,7,Unanimous Decision,Prelim,,,2018-02-24,431,UFC on Fox: Emmett vs. Stephens,2.55,2.3,2.46,2.5300000000000002,,2.35,2.45,2.38,2.4299999999999997,2.3,2.4,2.35,2.409090909090909
Angela Hill,Nina Ansaroff,https://www.bestfightodds.com/events/ufc-fight-night-120-poirier-vs-pettis-1353,Nina Ansaroff,2.65,,2.7,2.65,2.6,2.55,2.5,2.6,2.6399999999999997,2.65,2.67,2.6,2.619090909090909,0.013722126929674117,0.03703703703703698,0.0512820512820511,0.02291599266688249,,0.047329276538201626,0.04666298274697622,0.0512820512820511,0.028743498494388176,0.05989817310572043,0.0325309043591413,0.05517241379310356,Nina Ansaroff,Angela Hill,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Poirier_vs._Pettis,Nina Ansaroff,Angela Hill,Women's Strawweight,Nina Ansaroff,def,Angela Hill,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Nina_Ansaroff,https://en.wikipedia.org/wiki/Angela_Hill_(fighter),10,Unanimous Decision,Prelim,,,2017-11-11,417,UFC Fight Night: Poirier vs. Pettis,1.5714285714285714,1.5,1.5,1.5524861878453038,,1.526315789473684,1.4878048780487805,1.5,1.5524861878453038,1.4651162790697674,1.526315789473684,1.526315789473684,1.5189335884235255
Angela Hill,Randa Markos,https://www.bestfightodds.com/events/ufc-on-espn-6-thompson-vs-pettis-1654,Randa Markos,2.35,,2.25,2.29,2.2,2.2,2.2,2.2800000000000002,2.33,2.2,2.25,2.3,2.259090909090909,0.01736864958749451,0.05228758169934644,0.054545454545454675,0.024326249761081442,,0.054545454545454675,0.05228758169934644,0.051640846243544924,0.028760425654299704,0.06238859180035661,0.03507479700461236,0.054545454545454675,Randa Markos,Angela Hill,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Thompson_vs._Pettis,Randa Markos,Angela Hill,Women's Strawweight,Randa Markos,def,Angela Hill,Submission (armbar),1.0,4:24,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Randa_Markos,https://en.wikipedia.org/wiki/Angela_Hill_(fighter),10,Sub,Prelim,,,2019-03-23,472,UFC Fight Night: Thompson vs. Pettis,1.6896551724137931,1.6451612903225805,1.6666666666666665,1.6802721088435373,,1.6666666666666665,1.6451612903225805,1.62111801242236,1.6944444444444444,1.6451612903225805,1.6711409395973154,1.6666666666666665,1.66291950442629
Angela Hill,Rose Namajunas,https://www.bestfightodds.com/events/ufc-192-cormier-vs-gustafsson-990,Rose Namajunas,1.4545454545454546,,1.4166666666666667,1.4651162790697674,1.4166666666666667,1.4166666666666667,,1.4761904761904763,1.4464285714285714,1.3846153846153846,1.3846153846153846,,1.4290568389405598,0.02083333333333326,0.039215686274509665,0.039215686274509665,0.029195862529195704,,0.05070993914807298,0.047955121245023546,,0.02464157706093184,0.06704980842911867,0.03341687552213868,,Rose Namajunas,Angela Hill,https://en.wikipedia.org/wiki/UFC_192,Rose Namajunas,Angela Hill,Women's Strawweight,Rose Namajunas,def,Angela Hill,Submission (standing rear-naked choke),1.0,2:47,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Rose_Namajunas,https://en.wikipedia.org/wiki/Angela_Hill_(fighter),9,Sub,Prelim,,,2015-10-03,335,UFC 192: Cormier vs. Gustafsson,3.0,3.0,3.0,2.96,,2.9,3.07,,2.88,2.9,2.85,,2.951111111111111
Angela Hill,Tecia Torres,https://www.bestfightodds.com/events/ufc-188-velasquez-vs-werdum-930,Tecia Torres,1.3571428571428572,,1.3703703703703702,1.3508771929824561,1.3703703703703702,1.3333333333333333,,1.353356890459364,1.353356890459364,1.3174603174603174,1.3333333333333333,,1.3488446173235298,0.018532246108228234,0.037422037422037535,0.037422037422037535,0.02299430334678365,,0.05303030303030298,0.04850746268656714,,0.02461767997016029,0.06206644760861635,0.030114812723508466,,Tecia Torres,Angela Hill,https://en.wikipedia.org/wiki/UFC_188,Tecia Torres,Angela Hill,Women's Strawweight,Tecia Torres,def,Angela Hill,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,,Main Card,https://en.wikipedia.org/wiki/Tecia_Torres,https://en.wikipedia.org/wiki/Angela_Hill_(fighter),5,Unanimous Decision,Main Event,,,2015-06-13,322,UFC 188: Velasquez vs. Werdum,3.55,3.25,3.25,3.52,,3.3,3.35,,3.5,3.3,3.45,,3.385555555555556
Angela Hill,Xiaonan Yan,https://www.bestfightodds.com/events/ufc-238-cejudo-vs-moraes-1677,Xiaonan Yan,1.5882352941176472,1.529100529100529,1.5,1.5555555555555556,1.526315789473684,1.5405405405405406,1.5714285714285714,1.5494505494505495,1.5813953488372094,1.526315789473684,1.5405405405405406,1.5714285714285714,1.5483589233289239,0.01424501424501412,0.04402515723270439,0.05517241379310356,0.019949840401276786,0.0539792387543252,0.04912280701754401,0.04912280701754401,0.05653170359052706,0.02853183337409293,0.05517241379310356,0.03501400560224077,0.061895551257253434,Xiaonan Yan,Angela Hill,https://en.wikipedia.org/wiki/UFC_238,Xiaonan Yan,Angela Hill,Women's Strawweight,Xiaonan Yan,def,Angela Hill,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,,Early Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Xiaonan_Yan,https://en.wikipedia.org/wiki/Angela_Hill_(fighter),10,Unanimous Decision,Prelim,,,2019-06-08,481,UFC 238: Cejudo vs. Moraes,2.6,2.65,2.5,2.58,2.5,2.5,2.5,2.38,2.6100000000000003,2.5,2.55,2.35,2.518333333333333
Angela Magana,Michelle Waterson,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-21-finale-ellenberger-vs-thompson-971,Michelle Waterson,1.165289256198347,,1.1428571428571428,1.1538461538461537,1.1579778830963665,1.1538461538461537,,1.1623376623376624,1.1626016260162602,1.16,1.1666666666666667,,1.1583802827627503,0.023445284567141567,0.04166666666666674,0.03510093859909813,0.028207087030616362,,0.05714285714285716,0.04761904761904745,,0.024269621760234283,0.0620689655172415,0.04057971014492745,,Michelle Waterson,Angela Magaña,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_American_Top_Team_vs._Blackzilians#The_Ultimate_Fighter_21_Finale,Michelle Waterson,Angela Magana,Women's Strawweight,Michelle Waterson,def,Angela Magaña,Submission (rear-naked choke),3.0,2:38,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Michelle_Waterson,https://en.wikipedia.org/wiki/Angela_Maga%C3%B1a,5,Sub,Main Event,,,2015-07-12,326,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,6.05,6.0,5.83,5.95,,5.25,5.25,,6.1,5.0,5.75,,5.6866666666666665
Angela Magana,Tecia Torres,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-20-finale-912,Tecia Torres,1.1724137931034484,,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1538461538461537,,1.1689189189189189,1.1730103806228374,1.1499250374812593,1.1538461538461537,,1.1635511597576411,0.022432701894316898,0.03571428571428559,0.03571428571428559,0.027332549456443367,,0.05714285714285716,0.048484848484848575,,0.02441024839868766,0.06009809399639909,0.03896103896103886,,Tecia Torres,Angela Magaña,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_Champion_Will_Be_Crowned#The_Ultimate_Fighter_20_Finale,Tecia Torres,Angela Magana,Women's Strawweight,Tecia Torres,def,Angela Magaña,"Decision (unanimous) (30–27, 30–27, 30–26)",3.0,5:00,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Tecia_Torres,https://en.wikipedia.org/wiki/Angela_Maga%C3%B1a,9,Unanimous Decision,Prelim,,,2014-12-12,301,The Ultimate Fighter: A Champion Will Be Crowned Finale,5.9,5.6,5.6,5.72,,5.25,5.5,,5.92,5.25,5.5,,5.582222222222223
Anistavio Medeiros,Rodrigo Damm,https://www.bestfightodds.com/events/ufc-147-silva-vs-franklin-ii-517,Rodrigo Damm,1.526315789473684,,,,,,,,1.5434782608695652,,1.5405405405405406,,1.5367781969612633,0.05517241379310356,,,0.038512323943662,,,0.04127966976264208,,,,,,Rodrigo Damm,Anistavio Medeiros,https://en.wikipedia.org/wiki/UFC_147,Rodrigo Damm,Anistavio Medeiros,Featherweight,Rodrigo Damm,def,Anistavio Medeiros,Submission (rear-naked choke),1.0,2:12,,Preliminary Card (FX),https://en.wikipedia.org/wiki/Rodrigo_Damm,,6,Sub,Prelim,,,2012-06-23,209,UFC 147: Silva vs. Franklin II,2.5,,,2.56,,,2.55,,,,,,2.5366666666666666
Anna Elmose,Germaine de Randamie,https://www.bestfightodds.com/events/ufc-fight-night-87-overeem-vs-arlovski-1088,Germaine de Randamie,1.2666666666666666,,1.263157894736842,1.273972602739726,1.263157894736842,1.263157894736842,,1.2666666666666666,1.263157894736842,1.2197802197802199,1.2222222222222223,1.289855072463768,1.2591795029486637,0.019358741681790637,0.03556910569105698,0.03556910569105698,0.02422480620155043,,0.04807692307692313,0.053475935828877,0.05305867665418229,0.029281837687744616,0.06372225884421012,0.034946236559139754,,Germaine de Randamie,Anna Elmose,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Overeem_vs._Arlovski,Germaine de Randamie,Anna Elmose,Women's Bantamweight,Germaine de Randamie,def,Anna Elmose,TKO (knee to the body and punches),1.0,3:46,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Germaine_de_Randamie,,4,KO,Main Event,,,2016-05-08,356,UFC Fight Night: Overeem vs. Arlovski,4.35,4.1,4.1,4.3,,3.9,4.25,3.6,4.17,4.1,4.0,,4.087
Anthony Birchak,Dileno Lopes,https://www.bestfightodds.com/events/ufc-fight-night-90-dos-anjos-vs-alvarez-1118,Anthony Birchak,1.4081632653061225,,1.4166666666666667,1.4166666666666667,1.4166666666666667,1.4,,1.4366812227074237,1.4184100418410042,1.3703703703703702,1.425531914893617,,1.4121285350131707,0.03801377999524824,0.039215686274509665,0.039215686274509665,0.026558157622665668,,0.053268765133172025,0.04632012352032944,,0.029381965552178313,0.06306306306306309,0.03375120540019294,,Anthony Birchak,Dileno Lopes,https://en.wikipedia.org/wiki/UFC_Fight_Night:_dos_Anjos_vs._Alvarez,Anthony Birchak,Dileno Lopes,Bantamweight,Anthony Birchak,def,Dileno Lopes,"Decision (split) (27–30, 29–28, 29–28)",3.0,5:00,,Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Anthony_Birchak,,7,Split Decision,Prelim,,,2016-07-07,361,UFC Fight Night: dos Anjos vs. Alvarez,3.05,3.0,3.0,3.11,,2.95,2.9,,3.0,3.0,3.05,,3.0066666666666664
