event_date,fighter_a,fighter_b,winner,method,finish_round,num_rounds,weight_class,title_bout,source,a_kd,a_sig_str_landed,a_sig_str_attempted,a_td_landed,a_td_attempted,a_sub_att,a_rev,a_ctrl_seconds,b_kd,b_sig_str_landed,b_sig_str_attempted,b_td_landed,b_td_attempted,b_sub_att,b_rev,b_ctrl_seconds
2006-01-21,Chad Reiner,Ryan Wilson,Chad Reiner,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-01-28,Chad Reiner,Geno Roderick,Chad Reiner,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-02-11,Chad Reiner,Aaron Romero,Chad Reiner,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-04-05,Chad Reiner,Joey Clark,Chad Reiner,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-04-22,Chad Reiner,Yancy Cuellar,Chad Reiner,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-05-20,Chad Reiner,Danny Anderson,Chad Reiner,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-06-17,Chad Reiner,Jay Jack,Chad Reiner,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-07-15,Chad Reiner,Edward O'Daniel,Chad Reiner,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-07-15,Chad Reiner,Justin Wilcox,Chad Reiner,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-08-26,Chad Reiner,Dustin Hazelett,Draw,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-12-09,Chad Reiner,Victor Moreno,Chad Reiner,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-03-11,Charlie Valencia,Octavio Morales,Charlie Valencia,U-DEC,0,,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-02-18,Charlie Valencia,David Velasquez,Charlie Valencia,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-09-29,Charlie Valencia,Bobby Gamboa,Charlie Valencia,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-02-09,Charlie Valencia,David Velasquez,Charlie Valencia,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2003-09-05,Charlie Valencia,Greg Mayer,Charlie Valencia,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2004-02-20,Charlie Valencia,Bobby Gamboa,Charlie Valencia,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-03-25,Charlie Valencia,Del Hawkins,Charlie Valencia,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-05-13,Charlie Valencia,Urijah Faber,Urijah Faber,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-10-13,Charlie Valencia,Cub Swanson,Draw,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-03-24,Charlie Valencia,Antonio Banuelos,Charlie Valencia,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-06-03,Charlie Valencia,Brian Bowles,Brian Bowles,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-12-12,Charlie Valencia,Ian McCall,Charlie Valencia,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-02-13,Charlie Valencia,Yoshiro Maeda,Yoshiro Maeda,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-06-01,Charlie Valencia,Dominick Cruz,Dominick Cruz,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-01-25,Charlie Valencia,Seth Dikun,Charlie Valencia,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-10-10,Charlie Valencia,Coty Wheeler,Charlie Valencia,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-01-10,Charlie Valencia,Akitoshi Tamura,Charlie Valencia,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-09-30,Charlie Valencia,Miguel Torres,Miguel Torres,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-04-27,Chase Gormley,Jon Murphy,Chase Gormley,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-07-27,Chase Gormley,John Devine,Chase Gormley,SUB,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-08-25,Chase Gormley,Adolfo de la Torre,Chase Gormley,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-09-22,Chase Gormley,Brandon Tarns,Chase Gormley,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-12-22,Chase Gormley,Rick Cheek,Chase Gormley,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-05-09,Chase Gormley,Eric Pele,Chase Gormley,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-01-18,Chris Avila,Christian Buron,Christian Buron,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-06-28,Chris Avila,Beau Hamilton,Chris Avila,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-10-18,Chris Avila,Mike Ryan,Chris Avila,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-12-13,Chris Avila,Jason Powell,Jason Powell,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2015-09-26,Chris Avila,Adel Altamimi,Chris Avila,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2015-11-21,Chris Avila,Zach Zane,Chris Avila,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2016-03-26,Chris Avila,Drake Boen,Chris Avila,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-01-24,Chris Haseman,Willie Peeters,Chris Haseman,N/A,0,,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-11-22,Chris Haseman,Murilo Bustamante,Murilo Bustamante,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1997-03-22,Chris Haseman,Hiriwa Te Rangi,Chris Haseman,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1997-03-22,Chris Haseman,Elvis Sinosic,Chris Haseman,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1997-03-22,Chris Haseman,Mario Sperry,Draw,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1997-04-22,Chris Haseman,Alexander Otsuka,Chris Haseman,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1997-10-25,Chris Haseman,Mitsuya Nagai,Mitsuya Nagai,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1998-02-08,Chris Haseman,Valentijn Overeem,Valentijn Overeem,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1998-05-29,Chris Haseman,Kenichi Yamamoto,Kenichi Yamamoto,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1999-03-07,Chris Haseman,Dick Vrij,Chris Haseman,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1999-03-20,Chris Haseman,Yasuhito Namekawa,Chris Haseman,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1999-04-23,Chris Haseman,Masayuki Naruse,Chris Haseman,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1999-08-19,Chris Haseman,Willie Peeters,Chris Haseman,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1999-12-22,Chris Haseman,Tsuyoshi Kosaka,Tsuyoshi Kosaka,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-02-26,Chris Haseman,Brad Kohler,Chris Haseman,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-03-19,Chris Haseman,Yasuhito Namekawa,Chris Haseman,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-05-20,Chris Haseman,Iouri Bekichev,Draw,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-07-15,Chris Haseman,Matt Frost,Chris Haseman,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-07-15,Chris Haseman,Jermaine Andre,Chris Haseman,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-08-23,Chris Haseman,Matt Hughes,Matt Hughes,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-09-30,Chris Haseman,Yasuhito Namekawa,Chris Haseman,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-09-30,Chris Haseman,Jeremy Horn,Jeremy Horn,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-11-12,Chris Haseman,Joe Slick,Chris Haseman,U-DEC,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-12-22,Chris Haseman,Carlos Barreto,Chris Haseman,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-12-22,Chris Haseman,Yoshihisa Yamamoto,Yoshihisa Yamamoto,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-06-15,Chris Haseman,Alexandre Ferreira,Chris Haseman,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-08-11,Chris Haseman,Gustavo Machado,Gustavo Machado,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-10-20,Chris Haseman,Koba Tkeshelashvili,Chris Haseman,U-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-12-21,Chris Haseman,Egidijus Valavicius,Chris Haseman,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-02-15,Chris Haseman,Fedor Emelianenko,Draw,KO/TKO,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-05-06,Chris Haseman,Yukiyasu Ozawa,Chris Haseman,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-05-19,Chris Heatherly,Corey Barreiro,Chris Heatherly,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-06-23,Chris Heatherly,David Colter,Chris Heatherly,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-08-18,Chris Heatherly,Sean Huffman,Chris Heatherly,U-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-11-03,Chris Heatherly,Salvador Woods,Chris Heatherly,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-04-05,Chris Heatherly,Gert Kocani,Chris Heatherly,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-08-17,Chris Heatherly,Alex Garcia,Alex Garcia,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-09-14,Chris Heatherly,Josh Tulley,Chris Heatherly,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-10-26,Chris Heatherly,Dakota Cochrane,Chris Heatherly,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-03-07,Chris Heatherly,Chidi Njokuani,Draw,Overturned,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-07-25,Chris Heatherly,Josh Cavan,Chris Heatherly,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-10-12,Chris Liguori,Themi Papadimitriou,Chris Liguori,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2003-08-15,Chris Liguori,Pete Sell,Pete Sell,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2005-09-03,Chris Price,Chad Bratton,Chris Price,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2005-10-21,Chris Price,Jon Miller,Chris Price,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2005-12-16,Chris Price,Corey Abbott,Chris Price,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-01-07,Chris Price,Jack O'Neil,Chris Price,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-01-20,Chris Price,Mike Merriman,Chris Price,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-02-24,Chris Price,Mitch Whitesel,Chris Price,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-06-17,Chris Price,Matt Masterson,Chris Price,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-06-30,Chris Price,Mando Rosales,Chris Price,U-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-07-28,Chris Price,Troy King,Chris Price,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-06-30,Chris Sanford,Bobby Martin,Chris Sanford,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-09-09,Chris Sanford,Travis Robinson,Chris Sanford,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2003-03-27,Chris Sanford,Jack Cardenas,Chris Sanford,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2003-07-05,Chris Sanford,Desi Miner,Chris Sanford,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-07-17,Chris Saunders,Thor Skancke,Chris Saunders,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-08-15,Chris Saunders,Guilherme Cotliarenko,Chris Saunders,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-11-20,Chris Saunders,Isaac Gutierrez,Isaac Gutierrez,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-12-18,Chris Saunders,Todd Willingham,Chris Saunders,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-02-10,Chris Saunders,Billy Terry,Chris Saunders,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-04-18,Chris Saunders,Nick Reale,Chris Saunders,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-05-13,Chris Saunders,Todd Willingham,Chris Saunders,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-06-24,Chris Saunders,Andy Morales,Chris Saunders,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-11-19,Chris Saunders,George Valdez,Chris Saunders,KO/TKO,4,4.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-04-10,Chris Saunders,Cleber Luciano,Chris Saunders,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-07-23,Chris Saunders,Chris Horodecki,Chris Horodecki,U-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-05-02,Chris Tickle,Ryan McIntosh,Chris Tickle,KO/TKO,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-05-31,Chris Tickle,Chris McDaniel,Chris McDaniel,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-04-11,Chris Tickle,James Marino,James Marino,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-06-27,Chris Tickle,Marshall Blevins,Chris Tickle,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-08-28,Chris Tickle,Todd Murphey,Todd Murphey,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-09-05,Chris Tickle,Ramiro Hernandez,Ramiro Hernandez,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-10-03,Chris Tickle,Dave Lehr Cochran,Chris Tickle,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-08-21,Chris Tickle,Myron Neisler,Chris Tickle,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-11-19,Chris Tickle,Jimmy Donahue,Chris Tickle,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-03-26,Chris Tickle,Steve Berger,Chris Tickle,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-10-15,Chris Tickle,Brian Geraghty,Chris Tickle,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-01-24,Cindy Dandois,Marloes Coenen,Cindy Dandois,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-02-05,Cindy Dandois,Maria Hougaard Djursaa,Cindy Dandois,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-03-27,Cindy Dandois,Daria Ibragimova,Cindy Dandois,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-05-29,Cindy Dandois,Sheila Gaff,Cindy Dandois,DQ,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
