event_date,fighter_a,fighter_b,winner,method,finish_round,num_rounds,weight_class,title_bout,source,organization,a_kd,a_sig_str_landed,a_sig_str_attempted,a_td_landed,a_td_attempted,a_sub_att,a_rev,a_ctrl_seconds,b_kd,b_sig_str_landed,b_sig_str_attempted,b_td_landed,b_td_attempted,b_sub_att,b_rev,b_ctrl_seconds
2016-03-05,Farid Basharat,Tom Gibbs,Farid Basharat,KO/TKO,2.0,,,0,tapology,Battle Arena Mixed Martial Arts,,,,,,,,,,,,,,,,
2005-05-21,Bobby Voelker,Josh Johnson,Bobby Voelker,SUB,1.0,,,0,tapology,Shamrock Fighting Championships,,,,,,,,,,,,,,,,
2015-12-05,Cortavious Romious,David Evans,Cortavious Romious,KO/TKO,1.0,,,0,tapology,Shamrock Fighting Championships,,,,,,,,,,,,,,,,
2015-04-18,Cortavious Romious,Alejandro Soccorro,Cortavious Romious,U-DEC,,,,0,tapology,Shamrock Fighting Championships,,,,,,,,,,,,,,,,
2015-08-08,Steven Nguyen,Darius Lando,Steven Nguyen,S-DEC,3.0,3.0,,1,sherdog,Evolution Fighting Championship,,,,,,,,,,,,,,,,
2009-02-28,Adam Cella,Mike Foster,Adam Cella,KO/TKO,,,,0,tapology,Shamrock Fighting Championships,,,,,,,,,,,,,,,,
2009-10-30,Carl Deaton,Ryan Brettingham,Carl Deaton,SUB,,,,0,tapology,Spyder Submissions Fight League,,,,,,,,,,,,,,,,
2015-09-11,Cortavious Romious,Cort Wahle,Cortavious Romious,SUB,1.0,,,1,tapology,Shamrock Fighting Championships,,,,,,,,,,,,,,,,
2017-11-11,Erin Blanchfield,Destiny Quinones,Erin Blanchfield,SUB,1.0,,,0,tapology,Aggressive Combat Championships,,,,,,,,,,,,,,,,
2016-09-24,Darian Weeks,Drew Elrod,Darian Weeks,KO/TKO,1.0,,,0,tapology,Shamrock Fighting Championships,,,,,,,,,,,,,,,,
2016-04-16,Evan Elder,Luis Pena,Luis Pena,U-DEC,,,,0,tapology,Shamrock Fighting Championships,,,,,,,,,,,,,,,,
2015-03-21,Cortavious Romious,Cody Naucke,Cortavious Romious,KO/TKO,1.0,,,0,tapology,Shamrock Fighting Championships,,,,,,,,,,,,,,,,
2015-09-19,Jake Hadley,Aman Sakhizadeh,Jake Hadley,SUB,4.0,,,0,sherdog,Golden Ticket Fight Promotions,,,,,,,,,,,,,,,,
2016-10-28,Blake Bilder,Charles Anozie,Blake Bilder,U-DEC,,,,0,tapology,Resurrection Fighting Alliance,,,,,,,,,,,,,,,,
2016-07-15,Blake Bilder,Clay Uddley,Blake Bilder,U-DEC,,,,0,tapology,Resurrection Fighting Alliance,,,,,,,,,,,,,,,,
2014-10-10,Blake Bilder,Sam Hernandez,Blake Bilder,SUB,1.0,,,0,tapology,Resurrection Fighting Alliance,,,,,,,,,,,,,,,,
2012-03-23,Eryk Anders,Justin Patterson,Justin Patterson,U-DEC,,,,0,tapology,Renaissance Mixed Martial Arts,,,,,,,,,,,,,,,,
2016-12-10,Jake Hadley,Liam Gittins,Liam Gittins,U-DEC,5.0,5.0,,1,sherdog,Almighty Fighting Championship,,,,,,,,,,,,,,,,
2016-03-04,Blake Bilder,James Reed,Blake Bilder,SUB,1.0,,,0,tapology,Resurrection Fighting Alliance,,,,,,,,,,,,,,,,
2025-08-30,Alberto Montes,Miguel Quintanilla,Alberto Montes,KO/TKO,1.0,,,0,tapology,Revolutvm Mma Tournament Rmmat,,,,,,,,,,,,,,,,
2017-05-06,Bea Malecki,Helin Paara,Bea Malecki,KO/TKO,2.0,,,0,tapology,International Ring Fight Arena,,,,,,,,,,,,,,,,
2015-08-07,Dakota Bush,Derek Clardy,Dakota Bush,KO/TKO,2.0,,,0,tapology,Resurrection Fighting Alliance,,,,,,,,,,,,,,,,
2011-04-02,Aiemann Zahabi,Derek Charbonneau,Aiemann Zahabi,SUB,3.0,,,0,tapology,Fight Quest Boxe Mixte Amateur,,,,,,,,,,,,,,,,
2016-09-24,Jordan Vucenic,Scott Wells,Jordan Vucenic,SUB,1.0,,,0,sherdog,Golden Ticket Fight Promotions,,,,,,,,,,,,,,,,
2015-09-19,Michal Figlak,Ricardo Franco,Michal Figlak,KO/TKO,5.0,,,0,sherdog,Golden Ticket Fight Promotions,,,,,,,,,,,,,,,,
2017-02-26,Jordan Vucenic,Percy Hess,Jordan Vucenic,KO/TKO,1.0,,,0,sherdog,Golden Ticket Fight Promotions,,,,,,,,,,,,,,,,
2010-12-04,Aiemann Zahabi,Stephane Grenon,Aiemann Zahabi,SUB,1.0,,,0,tapology,Fight Quest Boxe Mixte Amateur,,,,,,,,,,,,,,,,
2017-05-06,David Onama,Theo Brown,David Onama,KO/TKO,1.0,,,0,tapology,Kansas City Fighting Alliance,,,,,,,,,,,,,,,,
2015-07-25,Darrius Flowers,Ivey Nixon,Ivey Nixon,SUB,2.0,,,0,tapology,Victory Fighting Championship,,,,,,,,,,,,,,,,
2015-09-05,Cameron Saaiman,Righard Burger,Cameron Saaiman,Win,,,,0,tapology,Gauteng Fighting Championship,,,,,,,,,,,,,,,,
2018-03-10,Billy Ray Goff,Harrison Adamo,Billy Ray Goff,KO/TKO,2.0,,,0,tapology,Premier Fighting Championship,,,,,,,,,,,,,,,,
2012-04-13,Darrick Minner,Corey Roberts,Corey Roberts,DQ,,,,0,tapology,Victory Fighting Championship,,,,,,,,,,,,,,,,
2015-10-03,David Onama,Travis Chapin,David Onama,KO/TKO,2.0,,,0,tapology,Kansas City Fighting Alliance,,,,,,,,,,,,,,,,
2017-09-30,David Onama,Kyle Powell,David Onama,U-DEC,,,,0,tapology,Kansas City Fighting Alliance,,,,,,,,,,,,,,,,
2010-02-05,Brian Houston,Jeff Souder,Brian Houston,U-DEC,,,,0,tapology,Victory Fighting Championship,,,,,,,,,,,,,,,,
2010-07-30,Brian Houston,Miles Marshall,Miles Marshall,U-DEC,,,,0,tapology,Victory Fighting Championship,,,,,,,,,,,,,,,,
2011-10-14,Darrick Minner,Kevin Gray,Kevin Gray,U-DEC,,,,0,tapology,Victory Fighting Championship,,,,,,,,,,,,,,,,
2010-12-10,Brian Houston,Jon Kennedy,Brian Houston,SUB,,,,0,tapology,Victory Fighting Championship,,,,,,,,,,,,,,,,
2018-06-16,Billy Ray Goff,Chris Nino Almestica,Billy Ray Goff,KO/TKO,3.0,,,1,tapology,Premier Fighting Championship,,,,,,,,,,,,,,,,
2011-04-28,Austin Arnett,Jon Weber,Austin Arnett,SUB,1.0,,,1,tapology,LOTC 11: Conquest Of The Cage,,,,,,,,,,,,,,,,
2017-12-16,Danny Silva,Garik Mitchell,Danny Silva,KO/TKO,2.0,,,0,tapology,Archangel Worldwide Mma Awmma,,,,,,,,,,,,,,,,
2017-12-02,David Onama,Cortavious Romious,David Onama,U-DEC,,,,0,tapology,Kansas City Fighting Alliance,,,,,,,,,,,,,,,,
2015-09-26,Alex Pereira,Eduardo Mora,Eduardo Mora,SUB,2.0,,,0,tapology,Clasificatoria Nacional Dia 1,,,,,,,,,,,,,,,,
2017-05-06,Garrett Armfield,Alan Olivas,Garrett Armfield,U-DEC,,,,0,tapology,Kansas City Fighting Alliance,,,,,,,,,,,,,,,,
2018-03-30,Nick Klein,Austin Drabick,Nick Klein,KO/TKO,1.0,,,1,sherdog,Victory Fighting Championship,,,,,,,,,,,,,,,,
2014-01-11,Jamal Pogues,Kenosha Saunders,Jamal Pogues,KO/TKO,3.0,,,0,sherdog,Sugar Shane Mosley Promotions,,,,,,,,,,,,,,,,
2015-08-30,Eric Nolan,Joe McMahon,Eric Nolan,KO/TKO,2.0,,,1,sherdog,Underdog Xtreme Championships,,,,,,,,,,,,,,,,
2016-10-01,Cortavious Romious,Terrance Kaiser,Cortavious Romious,KO/TKO,1.0,,,0,tapology,Horizon Fighting Championship,,,,,,,,,,,,,,,,
2014-07-12,Daniel Rodriguez,Ernie Necochea,Daniel Rodriguez,KO/TKO,1.0,,,0,tapology,Archangel Worldwide Mma Awmma,,,,,,,,,,,,,,,,
2020-11-07,Danny Barlow,Keith Dowell,Keith Dowell,SUB,2.0,,,0,tapology,Summit Fighting Championships,,,,,,,,,,,,,,,,
2015-04-04,Darrius Flowers,Seth Bass,Seth Bass,SUB,1.0,,,0,tapology,Victory Fighting Championship,,,,,,,,,,,,,,,,
2018-02-17,David Onama,Garrett Armfield,David Onama,U-DEC,,,,1,tapology,Kansas City Fighting Alliance,,,,,,,,,,,,,,,,
2014-08-29,Bryce Mitchell,Zachary Ort,Bryce Mitchell,SUB,1.0,,,0,tapology,Legacy Fighting Championship,,,,,,,,,,,,,,,,
2015-10-17,Darrius Flowers,Robbie Alexander,Darrius Flowers,SUB,2.0,,,0,tapology,Xtreme Fighting Organization,,,,,,,,,,,,,,,,
2013-12-13,Danny Martinez,Nicolas Billegas,Nicolas Billegas,U-DEC,,,,0,tapology,Xtreme Fighting Organization,,,,,,,,,,,,,,,,
2009-07-25,Abel Trujillo,Leo Villareal,Abel Trujillo,SUB,,,,0,tapology,Glory Fighting Championships,,,,,,,,,,,,,,,,
2014-06-13,Albert Morales,Jacob Unger,Albert Morales,SUB,1.0,,,0,tapology,World Fighting Championships,,,,,,,,,,,,,,,,
2012-06-16,Bobby Moffett,Trevor Rose,Bobby Moffett,KO/TKO,1.0,,,0,tapology,Xtreme Fighting Organization,,,,,,,,,,,,,,,,
2007-04-06,Russell Doane,Chris Williams,Chris Williams,SUB,1.0,,,1,sherdog,Hawaii Fighting Championship,,,,,,,,,,,,,,,,
2016-10-14,Austin Lingo,Austin Wilson,Austin Lingo,KO/TKO,1.0,,,0,tapology,Legacy Fighting Championship,,,,,,,,,,,,,,,,
2011-05-18,Jared Cannonier,Josh Aynes,Jared Cannonier,KO/TKO,1.0,,,1,sherdog,Alaska Fighting Championship,,,,,,,,,,,,,,,,
2017-02-03,David Onama,Drake Heitfield,David Onama,SUB,1.0,,,0,tapology,Ultimate Blue Corner Battles,,,,,,,,,,,,,,,,
2021-07-31,Fernando Padilla,Joel Revollar,Fernando Padilla,SUB,3.0,,,0,tapology,Peruvian Kombat Championship,,,,,,,,,,,,,,,,
2011-10-15,Geoff Neal,Jason Gribbs,Geoff Neal,KO/TKO,2.0,,,0,tapology,In Ya Face Fight Productions,,,,,,,,,,,,,,,,
2021-08-14,Fernando Padilla,Jhilmar Chavez,Fernando Padilla,KO/TKO,3.0,,,0,tapology,Peruvian Kombat Championship,,,,,,,,,,,,,,,,
2012-05-12,Nathaniel Wood,Joe Tayler,Nathaniel Wood,U-DEC,2.0,2.0,,1,sherdog,Fusion Fighting Championship,,,,,,,,,,,,,,,,
2012-09-08,Nathaniel Wood,Chris Ada,Nathaniel Wood,SUB,1.0,,,1,sherdog,Fusion Fighting Championship,,,,,,,,,,,,,,,,
2011-06-25,Nathaniel Wood,Andras Dacza,Nathaniel Wood,SUB,2.0,,,1,sherdog,Fusion Fighting Championship,,,,,,,,,,,,,,,,
2014-12-20,Rizvan Kuniev,Vladimir Daineko,Rizvan Kuniev,SUB,2.0,,,0,sherdog,FEFoMP and Russian MMA Union,,,,,,,,,,,,,,,,
2012-02-18,Nathaniel Wood,James Humphries,Nathaniel Wood,KO/TKO,2.0,,,1,sherdog,Fusion Fighting Championship,,,,,,,,,,,,,,,,
2015-12-04,David Onama,Travis Sumler,David Onama,U-DEC,,,,0,tapology,Ultimate Blue Corner Battles,,,,,,,,,,,,,,,,
2008-04-25,Dan Stittgen,Chase Thomas,Dan Stittgen,SUB,,,,0,tapology,Xtreme Fighting Organization,,,,,,,,,,,,,,,,
2016-06-03,David Onama,Nico Byrd,David Onama,SUB,2.0,,,0,tapology,Ultimate Blue Corner Battles,,,,,,,,,,,,,,,,
2008-10-17,Dan Stittgen,Matt Tobie,Dan Stittgen,U-DEC,,,,0,tapology,Xtreme Fighting Organization,,,,,,,,,,,,,,,,
2021-11-21,Fernando Padilla,Enzo Juarez,Enzo Juarez,U-DEC,,,,0,tapology,Peruvian Kombat Championship,,,,,,,,,,,,,,,,
2021-07-28,Fernando Padilla,Fernando Palomino,Fernando Padilla,SUB,2.0,,,0,tapology,Peruvian Kombat Championship,,,,,,,,,,,,,,,,
2018-05-05,Brady Hiestand,Joseph Brooks,Brady Hiestand,SUB,2.0,,,0,tapology,Reign Fighting Championships,,,,,,,,,,,,,,,,
2022-02-19,Malcolm Wellmaker,Earl McKinney,Malcolm Wellmaker,SUB,3.0,,,0,sherdog,NFC x Ares FC x Conflict MMA,,,,,,,,,,,,,,,,
2014-02-21,Curtis Blaydes,Tyler Reece,Curtis Blaydes,SUB,1.0,,,0,tapology,Xtreme Fighting Organization,,,,,,,,,,,,,,,,
2011-03-23,Jared Cannonier,Isaac Taylor,Jared Cannonier,KO/TKO,2.0,,,1,sherdog,Alaska Fighting Championship,,,,,,,,,,,,,,,,
2012-02-25,Justin Jones,Brandon Collins,Justin Jones,U-DEC,3.0,3.0,,0,sherdog,Xplode Amateur Fight Series,,,,,,,,,,,,,,,,
2019-10-04,Cameron Smotherman,Connor Stampley,Connor Stampley,SUB,1.0,,,0,tapology,Bayou Fighting Championship,,,,,,,,,,,,,,,,
2015-03-06,Ali AlQaisi,Mohamad Seeto,Ali AlQaisi,U-DEC,,,,0,tapology,Jordan Amateur Championship,,,,,,,,,,,,,,,,
2013-02-02,Gaston Bolanos,Francisco Contreras,Gaston Bolanos,U-DEC,,,,0,tapology,Zhong Luos Dragon House Mma,,,,,,,,,,,,,,,,
2022-05-07,Steven Asplund,Joseph Ndubuasi,Steven Asplund,KO/TKO,1.0,,,0,sherdog,Brutaal Genesis Fight Night,,,,,,,,,,,,,,,,
2015-03-06,Cory Sandhagen,Jorge Dominguez,Cory Sandhagen,U-DEC,,,,0,tapology,Prize Fighting Championship,,,,,,,,,,,,,,,,
2019-08-24,Francis Marshall,Damon Vincent,Francis Marshall,KO/TKO,1.0,,,1,tapology,Bayou Fighting Championship,,,,,,,,,,,,,,,,
2012-06-16,Jesse Strader,Victor Borrayo,Jesse Strader,SUB,1.0,,,0,sherdog,Xplode Amateur Fight Series,,,,,,,,,,,,,,,,
2019-06-15,Francis Marshall,Nakia Brown,Francis Marshall,SUB,2.0,,,1,tapology,Bayou Fighting Championship,,,,,,,,,,,,,,,,
2012-11-09,Amanda Cooper,Tracy Emerick,Amanda Cooper,SUB,,,,1,tapology,Warrior Xtreme Cagefighting,,,,,,,,,,,,,,,,
2014-05-30,Bobby Nash,Willis Black,Bobby Nash,KO/TKO,4.0,,,1,tapology,Warrior Xtreme Cagefighting,,,,,,,,,,,,,,,,
2014-11-21,Ali AlQaisi,Abd Al Kareem Nassr Allah,Ali AlQaisi,KO/TKO,1.0,,,0,tapology,Jordan Amateur Championship,,,,,,,,,,,,,,,,
2012-02-25,Matt Sayles,Dominick Griffen,Matt Sayles,SUB,2.0,,,0,sherdog,Xplode Amateur Fight Series,,,,,,,,,,,,,,,,
2012-03-09,Amanda Cooper,Tori Music,Amanda Cooper,KO/TKO,,,,1,tapology,Warrior Xtreme Cagefighting,,,,,,,,,,,,,,,,
2016-08-20,Eric Nolan,Nathan Jessimer,Eric Nolan,S-DEC,3.0,3.0,,1,sherdog,First Fighting Championship,,,,,,,,,,,,,,,,
2019-07-27,Gauge Young,Mike Murray,Gauge Young,U-DEC,3.0,3.0,,0,sherdog,Cageside Promotions / KCFA,,,,,,,,,,,,,,,,
2019-08-23,Cameron Smotherman,Nate Fay,Cameron Smotherman,KO/TKO,2.0,,,0,tapology,Fury Fighting Championship,,,,,,,,,,,,,,,,
2008-11-13,Daniel Spohn,Josh Moore,Daniel Spohn,U-DEC,,,,0,tapology,Explosive Fight Promotions,,,,,,,,,,,,,,,,
2013-07-20,Austin Hubbard,Dimitri Boyer,Dimitri Boyer,U-DEC,,,,0,tapology,Caged Aggression Mma Camma,,,,,,,,,,,,,,,,
2004-01-31,Bristol Marunde,Eddie Blackburn,Bristol Marunde,KO/TKO,1.0,,,0,tapology,UFCF: Night of Champions 6,,,,,,,,,,,,,,,,
2019-11-09,Cameron Smotherman,Tony Toro,Tony Toro,S-DEC,,,,0,tapology,Fury Fighting Championship,,,,,,,,,,,,,,,,
2023-05-13,Elisha Ellison,Cody Snider,Elisha Ellison,KO/TKO,1.0,,,0,sherdog,Northwest Fight Promotions,,,,,,,,,,,,,,,,
2019-09-28,Gauge Young,Marshall Kemp,Gauge Young,S-DEC,3.0,3.0,,0,sherdog,Cageside Promotions / KCFA,,,,,,,,,,,,,,,,
2019-12-07,Gauge Young,Brandon McMahon,Gauge Young,KO/TKO,2.0,,,0,sherdog,Cageside Promotions / KCFA,,,,,,,,,,,,,,,,
2019-05-04,Gauge Young,Zadac Lankford,Gauge Young,KO/TKO,1.0,,,0,sherdog,Cageside Promotions / KCFA,,,,,,,,,,,,,,,,
2015-04-25,Daniel Marcos,Sebastian Candela,Daniel Marcos,U-DEC,,,,0,tapology,Mma Proyecto Amateur Mmapa,,,,,,,,,,,,,,,,
2015-05-16,Devonte Smith,Jeremiah Leviege,Devonte Smith,KO/TKO,2.0,,,0,sherdog,Explosive Fight Promotions,,,,,,,,,,,,,,,,
2015-03-14,Daniel Marcos,Miguel Altamirano,Daniel Marcos,U-DEC,,,,0,tapology,Mma Proyecto Amateur Mmapa,,,,,,,,,,,,,,,,
2019-07-13,Kevin Vallejos,Emiliano Ramirez,Kevin Vallejos,KO/TKO,0.0,,,1,sherdog,Best Warriors Championship,,,,,,,,,,,,,,,,
2014-08-22,Austin Hubbard,Ryan Warczyski,Austin Hubbard,KO/TKO,,,,0,tapology,Caged Aggression Mma Camma,,,,,,,,,,,,,,,,
2018-09-29,Fernando Padilla,Cristian Payat,Cristian Payat,U-DEC,,,,0,tapology,Amateur King Town Champion,,,,,,,,,,,,,,,,
2016-04-30,Mike Breeden,Calvin Williams,Mike Breeden,KO/TKO,1.0,,,0,sherdog,Cageside Promotions / KCFA,,,,,,,,,,,,,,,,
2017-12-15,Bryan Battle,Harley Rabon,Bryan Battle,KO/TKO,1.0,,,0,tapology,Warfare Mixed Martial Arts,,,,,,,,,,,,,,,,
2020-02-23,Cameron Smotherman,Curry Gaut,Cameron Smotherman,KO/TKO,1.0,,,0,tapology,Fury Fighting Championship,,,,,,,,,,,,,,,,
2014-09-06,Keifer Roberts,Dereck Hornback,Dereck Hornback,SUB,1.0,,,0,tapology,Explosive Fight Promotions,,,,,,,,,,,,,,,,
2019-07-27,Thomas Petersen,Jordan Franks,Thomas Petersen,KO/TKO,1.0,,,0,sherdog,Cageside Promotions / KCFA,,,,,,,,,,,,,,,,
2008-09-06,Daniel Spohn,Justin Taylor,Daniel Spohn,KO/TKO,,,,0,tapology,Explosive Fight Promotions,,,,,,,,,,,,,,,,
2016-02-27,Keifer Roberts,Luke Nelson,Luke Nelson,SUB,1.0,,,0,tapology,Explosive Fight Promotions,,,,,,,,,,,,,,,,
2014-12-13,Jamal Pogues,Ruben Castanon,Jamal Pogues,U-DEC,3.0,3.0,,0,sherdog,Mosley Showdown Promotions,,,,,,,,,,,,,,,,
2016-10-01,Mike Breeden,Richard Moad,Mike Breeden,SUB,1.0,,,0,sherdog,Cageside Promotions / KCFA,,,,,,,,,,,,,,,,
2015-03-27,Austin Hubbard,Chance Cretsinger,Austin Hubbard,U-DEC,,,,1,tapology,Caged Aggression Mma Camma,,,,,,,,,,,,,,,,
2019-12-07,Isaac Dulgarian,Justin Little,Isaac Dulgarian,SUB,1.0,,,0,sherdog,Cageside Promotions / KCFA,,,,,,,,,,,,,,,,
2019-02-23,Gauge Young,Larry Hill,Gauge Young,KO/TKO,3.0,,,0,sherdog,Cageside Promotions / KCFA,,,,,,,,,,,,,,,,
2014-10-10,Austin Hubbard,Luke Rodriguez,Austin Hubbard,SUB,2.0,,,1,tapology,Caged Aggression Mma Camma,,,,,,,,,,,,,,,,
2019-09-28,Kevin Vallejos,Diego Valencia,Kevin Vallejos,KO/TKO,1.0,,,0,sherdog,Ultimate Fighting Brothers,,,,,,,,,,,,,,,,
2015-07-17,Daniel Marcos,Kevin Ramirez,Daniel Marcos,U-DEC,,,,0,tapology,Inka Fighting Championship,,,,,,,,,,,,,,,,
2009-10-31,Aaron Phillips,Thomas Vasquez,Thomas Vasquez,U-DEC,,,,0,tapology,Bang Fighting Championship,,,,,,,,,,,,,,,,
2008-09-27,Daniel Spohn,Wally Sothard,Daniel Spohn,KO/TKO,,,,1,tapology,Explosive Fight Promotions,,,,,,,,,,,,,,,,
2013-03-08,Austin Hubbard,Jamie Tigges,Austin Hubbard,KO/TKO,,,,0,tapology,Caged Aggression Mma Camma,,,,,,,,,,,,,,,,
2019-02-24,Fernando Padilla,Alan Espinoza,Fernando Padilla,U-DEC,,,,0,tapology,Rudo Fighting Championship,,,,,,,,,,,,,,,,
2020-12-12,Cameron Smotherman,Tony Toro,Cameron Smotherman,KO/TKO,2.0,,,1,tapology,Fury Fighting Championship,,,,,,,,,,,,,,,,
2014-12-13,Jalin Turner,Emilas Jimenez,Jalin Turner,SUB,1.0,,,0,sherdog,Mosley Showdown Promotions,,,,,,,,,,,,,,,,
2013-03-09,Brendan Allen,Matthew Blackburn,Brendan Allen,U-DEC,,,,0,tapology,Fight Force International,,,,,,,,,,,,,,,,
2014-04-19,Daniel Spitz,Tyson Davis,Daniel Spitz,KO/TKO,,,,1,tapology,Thunder And Lightning Mma,,,,,,,,,,,,,,,,
2008-03-29,Demetrious Johnson,Louis Contreras,Demetrious Johnson,SUB,1.0,,,0,tapology,Northwest Fight Challenge,,,,,,,,,,,,,,,,
2013-08-03,Daniel Spitz,Keaton Irby,Daniel Spitz,KO/TKO,,,,0,tapology,Thunder And Lightning Mma,,,,,,,,,,,,,,,,
2010-08-07,Austin Arnett,Cory Clemm,Austin Arnett,SUB,1.0,,,0,tapology,Thunder And Lightning Mma,,,,,,,,,,,,,,,,
2014-07-05,Louis Jourdain,James Clarke,Louis Jourdain,DQ,0.0,,,0,sherdog,Fightquest Amateur Combat,,,,,,,,,,,,,,,,
2015-02-07,Charles Jourdain,Sam Debalke,Charles Jourdain,U-DEC,5.0,5.0,,0,sherdog,Fightquest Amateur Combat,,,,,,,,,,,,,,,,
2008-08-16,Demetrious Johnson,Jose Garza,Demetrious Johnson,SUB,2.0,,,1,tapology,Ax Fighting Championships,,,,,,,,,,,,,,,,
2009-06-27,Demetrious Johnson,Louis Contreras,Demetrious Johnson,SUB,1.0,,,1,tapology,Genesis Fights Washington,,,,,,,,,,,,,,,,
2021-05-01,Julius Walker,Terry Copling,Julius Walker,KO/TKO,1.0,,,0,sherdog,Nemesis Fighting Alliance,,,,,,,,,,,,,,,,
2007-04-28,Demetrious Johnson,Brandon Fieds,Demetrious Johnson,KO/TKO,1.0,,,0,tapology,Ax Fighting Championships,,,,,,,,,,,,,,,,
2019-02-23,Dan Argueta,Richard Jennings,Dan Argueta,SUB,1.0,,,0,tapology,Jacksons Mma Series Jmmas,,,,,,,,,,,,,,,,
2011-11-19,Cory Hendricks,Tyson Nation,Cory Hendricks,KO/TKO,1.0,,,0,tapology,Fight Night Entertainment,,,,,,,,,,,,,,,,
2010-08-28,Brok Weaver,BJ Lawrence,BJ Lawrence,KO/TKO,,,,0,tapology,Fight Force International,,,,,,,,,,,,,,,,
2021-08-07,Julius Walker,Tristan Overvig,Tristan Overvig,S-DEC,5.0,5.0,,0,sherdog,Nemesis Fighting Alliance,,,,,,,,,,,,,,,,
2005-07-16,Bryan Caraway,Joe Cummings,Bryan Caraway,SUB,1.0,,,0,tapology,Northwest Fight Challenge,,,,,,,,,,,,,,,,
2009-10-03,Austin Arnett,Bobby Hollaway,Austin Arnett,SUB,1.0,,,0,tapology,Thunder And Lightning Mma,,,,,,,,,,,,,,,,
2016-02-27,Darrius Flowers,Chris Mabee,Darrius Flowers,SUB,1.0,,,1,tapology,True Revelation Mma Trmma,,,,,,,,,,,,,,,,
2005-06-25,Bryan Caraway,Garvis Cox,Bryan Caraway,KO/TKO,,,,0,tapology,Usa Mma Washington Usamma,,,,,,,,,,,,,,,,
2009-07-27,Jason Knight,Tony Johnson,Jason Knight,SUB,1.0,,,0,sherdog,Ultimate Event Promotions,,,,,,,,,,,,,,,,
2004-06-12,Bristol Marunde,Jared Freeman,Bristol Marunde,SUB,1.0,,,0,tapology,Ax Fighting Championships,,,,,,,,,,,,,,,,
2018-06-30,Dan Argueta,J. S.,Dan Argueta,U-DEC,,,,0,tapology,Jacksons Mma Series Jmmas,,,,,,,,,,,,,,,,
2017-05-27,Danny Chavez,Jose Perez,Jose Perez,U-DEC,,,,0,tapology,Ax Fighting Championships,,,,,,,,,,,,,,,,
2006-07-29,Demetrious Johnson,Oren Ulrich,Demetrious Johnson,KO/TKO,1.0,,,0,tapology,UFCF: Brawl At The Mall 3,,,,,,,,,,,,,,,,
2015-09-26,Darrius Flowers,Jeremiah Nelson,Darrius Flowers,SUB,1.0,,,0,tapology,True Revelation Mma Trmma,,,,,,,,,,,,,,,,
2011-09-24,Alexandr Romanov,Evgeny Matasov,Evgeny Matasov,KO/TKO,,,,0,tapology,World Pan Fighting League,,,,,,,,,,,,,,,,
2010-05-15,Brok Weaver,Derek Edwards,Brok Weaver,KO/TKO,,,,0,tapology,Fight Force International,,,,,,,,,,,,,,,,
2018-02-24,Danny Silva,Larry Sosa,Danny Silva,KO/TKO,3.0,,,0,tapology,Inland Empire Fight Night,,,,,,,,,,,,,,,,
2010-03-06,Brok Weaver,Rudy Flores,Brok Weaver,U-DEC,,,,0,tapology,Fight Force International,,,,,,,,,,,,,,,,
2008-12-06,Demetrious Johnson,Forrest Seabourn,Demetrious Johnson,SUB,1.0,,,1,tapology,Genesis Fights Washington,,,,,,,,,,,,,,,,
2014-11-01,Brendan Allen,Matt Elkins,Brendan Allen,SUB,3.0,,,1,tapology,Fight Force International,,,,,,,,,,,,,,,,
2014-08-09,Brendan Allen,Marcel Stamps,Brendan Allen,SUB,2.0,,,1,tapology,Fight Force International,,,,,,,,,,,,,,,,
2005-05-07,Bryan Caraway,Chanti Johnson,Chanti Johnson,U-DEC,,,,0,tapology,Usa Mma Washington Usamma,,,,,,,,,,,,,,,,
2013-05-18,Brendan Allen,Thadeus Jackson,Brendan Allen,SUB,1.0,,,0,tapology,Fight Force International,,,,,,,,,,,,,,,,
2006-03-17,Bryan Caraway,Galen Bush,Bryan Caraway,KO/TKO,1.0,,,0,tapology,Ax Fighting Championships,,,,,,,,,,,,,,,,
2016-10-29,Yohan Lainesse,Pierre Patry,Pierre Patry,SUB,2.0,,,0,sherdog,Fightquest Amateur Combat,,,,,,,,,,,,,,,,
2018-03-31,Yohan Lainesse,James Cardinal Lauzon,Yohan Lainesse,KO/TKO,1.0,,,0,sherdog,Fightquest Amateur Combat,,,,,,,,,,,,,,,,
2005-01-07,Bryan Caraway,Alexander Ramirez,Bryan Caraway,KO/TKO,,,,0,tapology,Usa Mma Washington Usamma,,,,,,,,,,,,,,,,
2018-11-17,Connor Matthews,Will Schoenfeld,Connor Matthews,KO/TKO,1.0,,,0,sherdog,Northwest Fight Challenge,,,,,,,,,,,,,,,,
2008-08-16,Austin Arnett,Daniel Mattoon,Austin Arnett,S-DEC,,,,0,tapology,Thunder And Lightning Mma,,,,,,,,,,,,,,,,
2009-06-20,Austin Arnett,Hank Hughes,Austin Arnett,KO/TKO,1.0,,,0,tapology,Thunder And Lightning Mma,,,,,,,,,,,,,,,,
2011-02-26,Brok Weaver,BJ Lawrence,BJ Lawrence,KO/TKO,,,,0,tapology,Fight Force International,,,,,,,,,,,,,,,,
2013-01-26,Brok Weaver,Brandon Jenkins,Brok Weaver,U-DEC,,,,0,tapology,Fight Force International,,,,,,,,,,,,,,,,
