event_date,fighter_a,fighter_b,event_title,source,source_url,captured_at,a_ko_odds_prob,a_sub_odds_prob,a_dec_odds_prob,b_ko_odds_prob,b_sub_odds_prob,b_dec_odds_prob
2021-05-01,Ion Cutelaba,Dustin Jacoby,UFC Fight Night: Reyes vs. Prochazka,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-on-espn-23-reyes-vs-prochazka-2074,2026-03-18T00:00:00Z,0.454545,0.090909,0.129032,0.294118,0.066667,0.190476
2021-06-05,Alan Patrick,Mason Jones,UFC Fight Night: Rozenstruik vs. Sakai,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-fight-night-189-rozenstruik-vs-sakai-2108,2026-03-18T00:00:00Z,0.090909,0.090909,0.190476,0.5,0.066667,0.3125
2021-06-26,Andre Fili,Daniel Pineda,UFC Fight Night: Gane vs. Volkov,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-fight-night-190-gane-vs-volkov-2109,2026-03-18T00:00:00Z,0.330579,0.102564,0.364078,0.148148,0.095238,0.190476
2021-07-31,Danny Chavez,Kai Kamaka,UFC Fight Night: Hall vs. Strickland,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-on-espn-hall-vs-strickland-2165,2026-03-18T00:00:00Z,0.218739,0.073171,0.285714,,,
2021-09-18,Gustavo Lopez, Alatengheili,UFC Fight Night: Smith vs. Spann,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-fight-night-smith-vs-spann-2171,2026-03-18T00:00:00Z,0.131868,0.144578,0.284553,,,
2021-10-23,Grant Dawson,Ricky Glenn,UFC Fight Night: Costa vs. Vettori,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-fight-night-costa-vs-vettori-2203,2026-03-18T00:00:00Z,0.204778,0.262009,0.457516,0.104348,0.039474,0.150538
2022-04-09,Mike Malott,Mickey Gall,UFC 273: Volkanovski vs. The Korean Zombie,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-273-2411,2026-03-18T00:00:00Z,0.334728,0.213904,0.228519,0.111111,0.213904,0.15873
2022-07-02,Pedro Munhoz,Sean O'Malley,UFC 276: Adesanya vs. Cannonier,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-276-adesanya-vs-cannonier-2478,2026-03-18T00:00:00Z,0.121212,0.086957,0.147368,0.4158,0.064516,0.38674
2022-07-30,Don'Tale Mayes,Hamdy Abdelwahab,UFC 277: Pena vs. Nunes 2,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-277-pena-vs-nunes-2-2517,2026-03-18T00:00:00Z,0.390879,0.060606,0.278884,0.210158,0.087591,0.145833
2022-08-13,Youssef Zalal,Da'Mon Blackshear,UFC Fight Night: Vera vs. Cruz,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-fight-night-vera-vs-cruz-2552,2026-03-18T00:00:00Z,0.12766,0.098361,0.413712,0.083916,0.17341,0.295983
2022-08-20,Sean Woodson,Luis Saldana,UFC 278: Usman vs. Edwards,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-278-usman-vs-edwards-2-2545,2026-03-18T00:00:00Z,0.377358,0.055556,0.434783,0.114286,0.057692,0.14433
2022-12-10,Jan Blachowicz,Magomed Ankalaev,UFC 282: Blachowicz vs. Ankalaev,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-282-2621,2026-03-18T00:00:00Z,,,,0.470588,0.093023,0.315315
2023-02-11,Jimmy Crute,Alonzo Menifield,UFC 284: Makhachev vs. Volkanovski,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-284-makhachev-vs-volkanovski-2710,2026-03-18T00:00:00Z,0.305344,0.27088,0.157303,0.304569,0.045455,0.111111
2023-03-18,Jai Herbert,Ludovit Klein,UFC 286: Edwards vs. Usman 3,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-286-2746,2026-03-18T00:00:00Z,0.201613,0.063291,0.17192,0.384615,0.135135,0.227704
2023-04-08,Christian Rodriguez,Raul Rosas Jr.,UFC 287: Pereira vs. Adesanya 2,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-287-2760,2026-03-18T00:00:00Z,,,,0.119048,0.3861,0.301508
2023-06-10,Nassourdine Imavov,Chris Curtis,UFC 289: Nunes vs. Aldana,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-289-2830,2026-03-18T00:00:00Z,0.182482,0.125786,0.4,0.201005,0.045977,0.21978
2023-06-10,Diana Belbita,Maria Oliveira,UFC 289: Nunes vs. Aldana,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-289-2830,2026-03-18T00:00:00Z,,,,0.137931,0.058824,0.344828
2023-07-01,Benoit Saint Denis,Ismael Bonfim,UFC Fight Night: Strickland vs. Magomedov,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-fight-night-strickland-vs-magomedov-2871,2026-03-18T00:00:00Z,,,,0.348432,0.177936,0.304569
2023-07-01,Nursulton Ruziboev,Brunno Ferreira,UFC Fight Night: Strickland vs. Magomedov,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-fight-night-strickland-vs-magomedov-2871,2026-03-18T00:00:00Z,0.128205,0.177305,0.117647,0.547101,0.128205,0.094488
2023-07-01,Rinat Fakhretdinov,Kevin Lee,UFC Fight Night: Strickland vs. Magomedov,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-fight-night-strickland-vs-magomedov-2871,2026-03-18T00:00:00Z,0.229885,0.135135,0.382166,0.083333,0.133333,0.222635
2023-07-01,Joanderson Brito,Westin Wilson,UFC Fight Night: Strickland vs. Magomedov,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-fight-night-strickland-vs-magomedov-2871,2026-03-18T00:00:00Z,0.534884,0.35461,0.142857,0.034965,0.054945,0.0625
2023-07-01,Karol Rosa,Yana Santos,UFC Fight Night: Strickland vs. Magomedov,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-fight-night-strickland-vs-magomedov-2871,2026-03-18T00:00:00Z,0.140845,0.086957,0.58651,0.111111,0.057471,0.29703
2023-07-01,Elves Brener,Guram Kutateladze,UFC Fight Night: Strickland vs. Magomedov,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-fight-night-strickland-vs-magomedov-2871,2026-03-18T00:00:00Z,,,,0.456204,0.066667,0.43956
2023-07-01,Luana Carolina,Ivana Petrovic,UFC Fight Night: Strickland vs. Magomedov,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-fight-night-strickland-vs-magomedov-2871,2026-03-18T00:00:00Z,0.080645,0.04386,0.321716,0.148148,0.162866,0.394737
2023-07-01,Alexandr Romanov,Blagoy Ivanov,UFC Fight Night: Strickland vs. Magomedov,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-fight-night-strickland-vs-magomedov-2871,2026-03-18T00:00:00Z,0.153846,0.296736,0.206897,0.155039,0.097087,0.264901
2023-07-29,Uros Medic,Matthew Semelsberger,UFC 291: Poirier vs. Gaethje 2,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-291-2900,2026-03-18T00:00:00Z,,,,0.418118,0.109091,0.219092
2023-07-29,Miranda Maverick,Priscila Cachoeira,UFC 291: Poirier vs. Gaethje 2,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-291-2900,2026-03-18T00:00:00Z,0.126316,0.346821,0.357143,0.175953,0.048387,0.137255
2023-08-19,Andre Petroski,Gerald Meerschaert,UFC 292: Sterling vs. O'Malley,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-292-sterling-vs-o-malley-2899,2026-03-18T00:00:00Z,0.21978,0.338028,0.232172,0.074074,0.220588,0.116667
2023-08-19,Natalia Silva,Andrea Lee,UFC 292: Sterling vs. O'Malley,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-292-sterling-vs-o-malley-2899,2026-03-18T00:00:00Z,0.106195,0.297324,0.252708,0.057143,0.068182,0.200861
2023-08-19,Karine Silva,Maryna Moroz,UFC 292: Sterling vs. O'Malley,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-292-sterling-vs-o-malley-2899,2026-03-18T00:00:00Z,0.106195,0.297324,0.252708,0.072289,0.164384,0.297872
2023-09-16,Charlie Campbell,Alex Reyes,UFC Fight Night: Grasso vs. Shevchenko 2,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-fight-night-grasso-vs-shevchenko-2-2951,2026-03-18T00:00:00Z,0.689119,0.121212,0.129032,0.096774,0.070588,0.089552
2023-09-16,Josefine Knutsson,Marnic Mann,UFC Fight Night: Grasso vs. Shevchenko 2,bfo_comprehensive_v2,https://www.bestfightodds.com/events/ufc-fight-night-grasso-vs-shevchenko-2-2951,2026-03-18T00:00:00Z,0.372439,0.111111,0.750939,0.052632,0.049587,0.106195
