fight_key,pair_key,event_key,event_id,event_title,event_url,event_date,scheduled_start_utc,fighter_a,fighter_a_id,fighter_a_athlete_url,fighter_b,fighter_b_id,fighter_b_athlete_url,weight_class,identity_status,status,observed_at_utc
065b869aadf86b84e7a023f7bacf0a61fee3dc6fc9ba2ec05e43503b544c09db,unresolved:hector santiago|lawrence lui,url:ufc.com/event/ufc-fight-night-august-29-2026,,UFC Fight Night: Nurmagomedov vs Song,https://www.ufc.com/event/ufc-fight-night-august-29-2026,2026-08-29,,Lawrence Lui,a1ad35b98a9136e5,https://www.ufc.com/athlete/lawrence-lui,Hector Santiago,,https://www.ufc.com/athlete/hector-de-sousa-santiago,Bantamweight Bout,unresolved,active,2026-08-23T06:18:54.080321Z
28d255376a4c595b58dcb53bef46600dd59c144f5070891ec186dec88f571799,unresolved:julia polastri|xiong jingnan,url:ufc.com/event/ufc-fight-night-august-29-2026,,UFC Fight Night: Nurmagomedov vs Song,https://www.ufc.com/event/ufc-fight-night-august-29-2026,2026-08-29,,Xiong Jingnan,,https://www.ufc.com/athlete/xiong-jingnan,Julia Polastri,abb68e3c7ca128f2,https://www.ufc.com/athlete/julia-polastri,Women's Strawweight Bout,unresolved,active,2026-08-23T06:18:54.080321Z
3d9feaf6886f5702c01f2166d49a7eb1b4df8a4c2db04fd95bca52e112242b3e,unresolved:francesco nuzzi|xiao long,url:ufc.com/event/ufc-fight-night-august-29-2026,,UFC Fight Night: Nurmagomedov vs Song,https://www.ufc.com/event/ufc-fight-night-august-29-2026,2026-08-29,,Xiao Long,86bace9e4ad85542,https://www.ufc.com/athlete/xiao-long,Francesco Nuzzi,,https://www.ufc.com/athlete/francesco-nuzzi,Bantamweight Bout,unresolved,active,2026-08-23T06:18:54.080321Z
5587fd820c29f226175f7a467741e9c4abe9b9c4105bcdaa1f131746a939bf68,unresolved:denise gomes|yan xiaonan,url:ufc.com/event/ufc-fight-night-august-29-2026,,UFC Fight Night: Nurmagomedov vs Song,https://www.ufc.com/event/ufc-fight-night-august-29-2026,2026-08-29,,Yan Xiaonan,,https://www.ufc.com/athlete/yan-xiaonan,Denise Gomes,cffb87059e645bd1,https://www.ufc.com/athlete/denise-gomes,Women's Strawweight Bout,unresolved,active,2026-08-23T06:18:54.080321Z
73638f134b9584383b34a7b217f91953930ebe59bcf7cc5ff4165657d27284a1,unresolved:andre lima|namsrai batbayar,url:ufc.com/event/ufc-fight-night-august-29-2026,,UFC Fight Night: Nurmagomedov vs Song,https://www.ufc.com/event/ufc-fight-night-august-29-2026,2026-08-29,,Namsrai Batbayar,,https://www.ufc.com/athlete/namsrai-batbayar,Andre Lima,b1f21ce050035d58,https://www.ufc.com/athlete/andre-lima,Flyweight Bout,unresolved,active,2026-08-23T06:18:54.080321Z
7a1822ff5c470c406e716a7a920ec55a56f49bc536998fe4710222802cc9357c,unresolved:bilal hasan|nilson rojas,url:ufc.com/event/ufc-fight-night-august-29-2026,,UFC Fight Night: Nurmagomedov vs Song,https://www.ufc.com/event/ufc-fight-night-august-29-2026,2026-08-29,,Bilal Hasan,,https://www.ufc.com/athlete/bilal-hasan,Nilson Rojas,,https://www.ufc.com/athlete/nilson-rojas,Flyweight Bout,unresolved,active,2026-08-23T06:18:54.080321Z
89486acd41b10bc16fc4cff25b4282b7b4fa98e728c7d24f094184037a86345b,unresolved:liu ce|tafa,url:ufc.com/event/ufc-fight-night-august-29-2026,,UFC Fight Night: Nurmagomedov vs Song,https://www.ufc.com/event/ufc-fight-night-august-29-2026,2026-08-29,,Liu Ce,,https://www.ufc.com/athlete/liu-ce,Junior Tafa,c15fa95b9a12fde4,https://www.ufc.com/athlete/junior-tafa,Light Heavyweight Bout,unresolved,active,2026-08-23T06:18:54.080321Z
d1829f1e7752e974478be598786a69b8ad8b4c65e5b77cd06e38d43f3ec22c3a,unresolved:cam nelson|ding meng,url:ufc.com/event/ufc-fight-night-august-29-2026,,UFC Fight Night: Nurmagomedov vs Song,https://www.ufc.com/event/ufc-fight-night-august-29-2026,2026-08-29,,Ding Meng,e0664abaa023fd6f,https://www.ufc.com/athlete/ding-meng,Cam Nelson,,https://www.ufc.com/athlete/cameron-nelson,Welterweight Bout,unresolved,active,2026-08-23T06:18:54.080321Z
url:ufc.com/event/ufc-fight-night-august-29-2026|fighters:2b6fc1c02736833d:efb96bf3e9ada36f,ufcstats:2b6fc1c02736833d|efb96bf3e9ada36f,url:ufc.com/event/ufc-fight-night-august-29-2026,,UFC Fight Night: Nurmagomedov vs Song,https://www.ufc.com/event/ufc-fight-night-august-29-2026,2026-08-29,,Umar Nurmagomedov,2b6fc1c02736833d,https://www.ufc.com/athlete/umar-nurmagomedov,Song Yadong,efb96bf3e9ada36f,https://www.ufc.com/athlete/song-yadong,Bantamweight Bout,resolved,active,2026-08-23T06:18:54.080321Z
url:ufc.com/event/ufc-fight-night-august-29-2026|fighters:2f43a3e82661fa99:34b96d52db1d26e6,ufcstats:2f43a3e82661fa99|34b96d52db1d26e6,url:ufc.com/event/ufc-fight-night-august-29-2026,,UFC Fight Night: Nurmagomedov vs Song,https://www.ufc.com/event/ufc-fight-night-august-29-2026,2026-08-29,,Rei Tsuruya,2f43a3e82661fa99,https://www.ufc.com/athlete/rei-tsuruya,Kevin Borjas,34b96d52db1d26e6,https://www.ufc.com/athlete/kevin-borjas,Flyweight Bout,resolved,active,2026-08-23T06:18:54.080321Z
url:ufc.com/event/ufc-fight-night-august-29-2026|fighters:3cf18e01cb6cbde3:ab2b4ff41d6ebe0f,ufcstats:3cf18e01cb6cbde3|ab2b4ff41d6ebe0f,url:ufc.com/event/ufc-fight-night-august-29-2026,,UFC Fight Night: Nurmagomedov vs Song,https://www.ufc.com/event/ufc-fight-night-august-29-2026,2026-08-29,,Alex Perez,ab2b4ff41d6ebe0f,https://www.ufc.com/athlete/alex-perez,Sumudaerji,3cf18e01cb6cbde3,https://www.ufc.com/athlete/sumudaerji,Flyweight Bout,resolved,active,2026-08-23T06:18:54.080321Z
url:ufc.com/event/ufc-fight-night-august-29-2026|fighters:4682bc59d5f55145:a9da3158dd2c2b5a,ufcstats:4682bc59d5f55145|a9da3158dd2c2b5a,url:ufc.com/event/ufc-fight-night-august-29-2026,,UFC Fight Night: Nurmagomedov vs Song,https://www.ufc.com/event/ufc-fight-night-august-29-2026,2026-08-29,,Jack Jenkins,a9da3158dd2c2b5a,https://www.ufc.com/athlete/jack-jenkins,Sean Woodson,4682bc59d5f55145,https://www.ufc.com/athlete/sean-woodson,Featherweight Bout,resolved,active,2026-08-23T06:18:54.080321Z
url:ufc.com/event/ufc-fight-night-august-29-2026|fighters:7d420039bbfe7c1a:d33da8a3d82bdb62,ufcstats:7d420039bbfe7c1a|d33da8a3d82bdb62,url:ufc.com/event/ufc-fight-night-august-29-2026,,UFC Fight Night: Nurmagomedov vs Song,https://www.ufc.com/event/ufc-fight-night-august-29-2026,2026-08-29,,Aoriqileng,7d420039bbfe7c1a,https://www.ufc.com/athlete/aoriqileng,Kai Asakura,d33da8a3d82bdb62,https://www.ufc.com/athlete/kai-asakura,Bantamweight Bout,resolved,active,2026-08-23T06:18:54.080321Z
7ed3fd78aaf7dfcbed4bbebe46ae7472478ab11248b6300cf3ee984a07b93c3b,unresolved:delphine benouaich|sofia montenegro,url:ufc.com/event/ufc-fight-night-september-05-2026,,UFC Fight Night: Hooker vs Parnasse,https://www.ufc.com/event/ufc-fight-night-september-05-2026,2026-09-05,,Delphine Benouaich,,https://www.ufc.com/athlete/delphine-benouaich,Sofia Montenegro,8b1b051038354655,https://www.ufc.com/athlete/sofia-montenegro,Women's Strawweight Bout,unresolved,active,2026-08-23T06:18:54.080321Z
8d6daefa636724723720f969fe69e33f5a7c96001db5bc401e861edab1d414c8,unresolved:michael venom page|nursulton ruziboev,url:ufc.com/event/ufc-fight-night-september-05-2026,,UFC Fight Night: Hooker vs Parnasse,https://www.ufc.com/event/ufc-fight-night-september-05-2026,2026-09-05,,Michael Venom Page,,https://www.ufc.com/athlete/michael-page,Nursulton Ruziboev,49d2a08964c5eb11,https://www.ufc.com/athlete/nursulton-ruziboev,Middleweight Bout,unresolved,active,2026-08-23T06:18:54.080321Z
e60256fe75e0036f467fd2eb88cf1aaa802e2d244840b91a93b6290bc3fbcd70,unresolved:luis felipe dias|matthieu letho duclos,url:ufc.com/event/ufc-fight-night-september-05-2026,,UFC Fight Night: Hooker vs Parnasse,https://www.ufc.com/event/ufc-fight-night-september-05-2026,2026-09-05,,Matthieu Letho Duclos,,https://www.ufc.com/athlete/matthieu-letho-duclos,Luis Felipe Dias,33a86e839ad202d8,https://www.ufc.com/athlete/luis-dias-de-assis,Middleweight Bout,unresolved,active,2026-08-23T06:18:54.080321Z
url:ufc.com/event/ufc-fight-night-september-05-2026|fighters:0bc697c5936a2d0a:9d51798e61f2e0c7,ufcstats:0bc697c5936a2d0a|9d51798e61f2e0c7,url:ufc.com/event/ufc-fight-night-september-05-2026,,UFC Fight Night: Hooker vs Parnasse,https://www.ufc.com/event/ufc-fight-night-september-05-2026,2026-09-05,,Kurtis Campbell,9d51798e61f2e0c7,https://www.ufc.com/athlete/kurtis-campbell,Trevor Peek,0bc697c5936a2d0a,https://www.ufc.com/athlete/trevor-peek,Featherweight Bout,resolved,active,2026-08-23T06:18:54.080321Z
