spec,spec_payload_sha256,policy_sha256,features_sha256,protocol_sha256,evaluation_sample_sha256,data_quality_sha256,data_quality_rows,model_seed,odds_noise_seed,execution_mode,entry_offset_days,entry_offset_for_features,evaluation_start_date,evaluation_end_date,evaluation_n_fights,evaluation_n_folds,evaluation_excluded_draw_nc_dq,model_accuracy,model_log_loss,model_brier_score,model_ece,model_n_fights,blend_accuracy,blend_log_loss,blend_brier_score,blend_ece,blend_n_fights,strategy_total_bets,strategy_win_rate,strategy_total_wagered,strategy_roi,strategy_total_profit,strategy_avg_clv,strategy_max_drawdown_pct,strategy_execution_mode
full_live_contract_v6_integrity_205,b9bb833e9f04b27f74676e5957147538dba8dd50d4c568517cb946301615b015,b9a8ad069c0482d9908cb31a54d60e7d0caf41884146586943472951b83e14ff,214df0cb3f8bcab74eb10c1e0dbd8b97673ce5170b3df64dce4d241cc5afc9f3,d06c88ffa69b550ca409684e46dc1881c2c83c3f13e6d1d34c5e3ad9c8a93063,1bee328f4e5d7f0d75e575a57a722f4fc48379e60ee2158081c7bf3c481b6d75,9cc95418107763368a16de974c715f74f2e656e9d7a0a502f7ada693d9387d8b,1761,42,42,realistic,1.0,True,2022-01-15,2026-08-01,1761,10,160,0.6201022146507666,0.6465124382645798,0.2276067864666097,0.06510749626573946,1761,0.682601880877743,0.6054073640069092,0.20833819211200563,0.048393160185587314,1276,278,0.5071942446043165,3014.97,-0.011051383498844228,-33.31958970751038,-0.009730227715944005,0.4272438043100025,realistic
