target_key,event_date,commence_time,commence_time_source_kind,commence_time_source_locator,commence_time_source_observed_at,commence_time_source_sha256,commence_time_source_event_id,commence_time_source_matchup,commence_time_semantics,event_id,event_title,fighter_a,fighter_b,a_num_fights,b_num_fights,established_fighters,status,terminal_reason,recovery_preconditions_met,target_recovery_complete,attempted_sources,success_source,source_url,original_source_url,observation_captured_at,validation_captured_at,page_sha256,parser_contract,revalidated_schema_v1,schema_v1_snapshot_path,schema_v1_snapshot_sha256,method_odds_complete,a_ko_odds_prob,a_sub_odds_prob,a_dec_odds_prob,b_ko_odds_prob,b_sub_odds_prob,b_dec_odds_prob
2026-04-25|julia polastri|talita alencar,2026-04-25,2026-04-25T21:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-24T12:00:00Z,2026-04-24T11:55:38Z,89be6b945b83972f773db6875cf0945e59a7a3f439e20676eff2e9f8715fb70a,c1ca349730d52f62b779f10f9f90f960,Talita Alencar vs Julia Polastri,scheduled_bout_time,,UFC Fight Night: Sterling vs. Zalal,Talita Alencar,Julia Polastri,5,6,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-25|marcus buchecha|ryan spann,2026-04-25,2026-04-26T00:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-24T12:00:00Z,2026-04-24T11:55:38Z,89be6b945b83972f773db6875cf0945e59a7a3f439e20676eff2e9f8715fb70a,3c6748aa1b40bddddf19f5deb5ee482b,Marcus Buchecha vs Ryan Spann,scheduled_bout_time,,UFC Fight Night: Sterling vs. Zalal,Marcus Buchecha,Ryan Spann,2,17,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-25|max griffin|victor valenzuela,2026-04-25,2026-04-25T21:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-24T12:00:00Z,2026-04-24T11:55:38Z,89be6b945b83972f773db6875cf0945e59a7a3f439e20676eff2e9f8715fb70a,47769d01880fd9cc3753f75a697688d8,Max Griffin vs Victor Valenzuela,scheduled_bout_time,,UFC Fight Night: Sterling vs. Zalal,Max Griffin,Victor Valenzuela,18,1,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-25|mayra bueno silva|michelle montague,2026-04-25,2026-04-25T21:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-24T12:00:00Z,2026-04-24T11:55:38Z,89be6b945b83972f773db6875cf0945e59a7a3f439e20676eff2e9f8715fb70a,c625ba8faec8f1445c8543f1c0698f15,Mayra Bueno Silva vs Michelle Montague,scheduled_bout_time,,UFC Fight Night: Sterling vs. Zalal,Mayra Bueno Silva,Michelle Montague,14,1,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-25|montel jackson|raoni barcelos,2026-04-25,2026-04-26T00:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-24T12:00:00Z,2026-04-24T11:55:38Z,89be6b945b83972f773db6875cf0945e59a7a3f439e20676eff2e9f8715fb70a,2259acc08cdedd31fadfe5c7ecd499cd,Montel Jackson vs Raoni Barcelos,scheduled_bout_time,,UFC Fight Night: Sterling vs. Zalal,Montel Jackson,Raoni Barcelos,13,14,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-02|beneil dariush|quillan salkilld,2026-05-02,2026-05-02T12:45:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-01T12:00:00Z,2026-05-01T11:55:38Z,3a7304f934e14a0a3a0bc2c92c2ccfbf7588c367ea1fc9761bee9750238bfcc1,5c7d9ec8f1e95d64bcead567c0946c1d,Quillan Salkilld vs Beneil Dariush,scheduled_bout_time,,UFC Fight Night: Della Maddalena vs. Prates,Beneil Dariush,Quillan Salkilld,25,5,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-02|benjamin johnston|wesley schultz,2026-05-02,2026-05-02T09:15:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-01T12:00:00Z,2026-05-01T11:55:38Z,3a7304f934e14a0a3a0bc2c92c2ccfbf7588c367ea1fc9761bee9750238bfcc1,783061f020d8480cd696d9b91ac0b1c7,Wes Schultz vs Ben Johnston,scheduled_bout_time,,UFC Fight Night: Della Maddalena vs. Prates,Ben Johnston,Wes Schultz,0,3,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-02|brando pericic|shamil gaziev,2026-05-02,2026-05-02T11:45:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-01T12:00:00Z,2026-05-01T11:55:38Z,3a7304f934e14a0a3a0bc2c92c2ccfbf7588c367ea1fc9761bee9750238bfcc1,5df097b38ef78a244dd9274d2ab025ce,Brando Pericic vs Shamil Gaziev,scheduled_bout_time,,UFC Fight Night: Della Maddalena vs. Prates,Shamil Gaziev,Brando Pericic,6,2,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-02|cam rowston|robert bryczek,2026-05-02,2026-05-02T10:45:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-01T12:00:00Z,2026-05-01T11:55:38Z,3a7304f934e14a0a3a0bc2c92c2ccfbf7588c367ea1fc9761bee9750238bfcc1,7bcb7fecc9f0abb2fa681739960a829c,Robert Bryczek vs Cam Rowston,scheduled_bout_time,,UFC Fight Night: Della Maddalena vs. Prates,Cam Rowston,Robert Bryczek,4,2,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-02|carlos prates|john della maddalena,2026-05-02,2026-05-02T13:45:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-01T12:00:00Z,2026-05-01T11:55:38Z,3a7304f934e14a0a3a0bc2c92c2ccfbf7588c367ea1fc9761bee9750238bfcc1,ae22ee2cfaa7d47bdfbf58c00e46a7d7,Carlos Prates vs Jack Della Maddalena,scheduled_bout_time,,UFC Fight Night: Della Maddalena vs. Prates,Jack Della Maddalena,Carlos Prates,10,8,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-02|colby thicknesse|vincent morales,2026-05-02,2026-05-02T09:45:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-01T12:00:00Z,2026-05-01T11:55:38Z,3a7304f934e14a0a3a0bc2c92c2ccfbf7588c367ea1fc9761bee9750238bfcc1,90f603711355e10eb78ef195a8c39d84,Vince Morales vs Colby Thicknesse,scheduled_bout_time,,UFC Fight Night: Della Maddalena vs. Prates,Colby Thicknesse,Vince Morales,2,12,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-02|dom mar fan|kody steele,2026-05-02,2026-05-02T08:15:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-01T12:00:00Z,2026-05-01T11:55:38Z,3a7304f934e14a0a3a0bc2c92c2ccfbf7588c367ea1fc9761bee9750238bfcc1,14907f094f1e69182dca6b1f05475d7c,Kody Steele vs Dom Mar Fan,scheduled_bout_time,,UFC Fight Night: Della Maddalena vs. Prates,Dom Mar Fan,Kody Steele,3,2,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-02|gerald meerschaert|jacob malkoun,2026-05-02,2026-05-02T10:15:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-01T12:00:00Z,2026-05-01T11:55:38Z,3a7304f934e14a0a3a0bc2c92c2ccfbf7588c367ea1fc9761bee9750238bfcc1,fbf7ef7423c3133a9a019981db7cb18e,Gerald Meerschaert vs Jacob Malkoun,scheduled_bout_time,,UFC Fight Night: Della Maddalena vs. Prates,Jacob Malkoun,Gerald Meerschaert,8,25,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-02|jonathan micallef|themba gorimbo,2026-05-02,2026-05-02T08:45:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-01T12:00:00Z,2026-05-01T11:55:38Z,3a7304f934e14a0a3a0bc2c92c2ccfbf7588c367ea1fc9761bee9750238bfcc1,bdca2911eed89d98c9297b13557c5bf6,Themba Gorimbo vs Jonathan Micallef,scheduled_bout_time,,UFC Fight Night: Della Maddalena vs. Prates,Jonathan Micallef,Themba Gorimbo,3,7,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-02|kevin christian|tafa,2026-05-02,2026-05-02T10:30:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-01T12:00:00Z,2026-05-01T11:55:38Z,3a7304f934e14a0a3a0bc2c92c2ccfbf7588c367ea1fc9761bee9750238bfcc1,9b8a4523ec28a0c91297dd06ee3690fe,Kevin Christian vs Junior Tafa,scheduled_bout_time,,UFC Fight Night: Della Maddalena vs. Prates,Junior Tafa,Kevin Christian,7,2,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-02|louie sutherland|tai tuivasa,2026-05-02,2026-05-02T11:15:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-01T12:00:00Z,2026-05-01T11:55:38Z,3a7304f934e14a0a3a0bc2c92c2ccfbf7588c367ea1fc9761bee9750238bfcc1,6049085de42ddc0b1980dbcdcda70467,Louie Sutherland vs Tai Tuivasa,scheduled_bout_time,,UFC Fight Night: Della Maddalena vs. Prates,Tai Tuivasa,Louie Sutherland,17,2,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-02|marwan rahiki|ollie schmid,2026-05-02,2026-05-02T12:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-01T12:00:00Z,2026-05-01T11:55:38Z,3a7304f934e14a0a3a0bc2c92c2ccfbf7588c367ea1fc9761bee9750238bfcc1,a60247fbe8841f60b47006901fb77b43,Marwan Rahiki vs Ollie Schmid,scheduled_bout_time,,UFC Fight Night: Della Maddalena vs. Prates,Marwan Rahiki,Ollie Schmid,2,0,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-02|steven erceg|timothy elliott,2026-05-02,2026-05-02T12:15:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-01T12:00:00Z,2026-05-01T11:55:38Z,3a7304f934e14a0a3a0bc2c92c2ccfbf7588c367ea1fc9761bee9750238bfcc1,2f4054240d75e5992a009c2eb2886288,Stephen Erceg vs Tim Elliott,scheduled_bout_time,,UFC Fight Night: Della Maddalena vs. Prates,Tim Elliott,Steve Erceg,21,7,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
