event_date,fighter_a,fighter_b,query_date,offset_days,a_fair_prob,b_fair_prob,a_decimal_odds,b_decimal_odds,num_bookmakers,source_url,source_fighter_page,source_row_text
2026-08-01,Aleksandar Rakic,Marcin Tybura,2026-08-01,0,0.766355,0.233645,1.25,4.1,5,https://www.bestfightodds.com/events/ufc-belgrade-4285,https://www.bestfightodds.com/fighters/aleksandar-rakic-7356,Marcin Tybura | +210 | +260 | ... | +310 | Aug 1st 2026
2026-08-01,Borislav Nikolic,Mark Vologdin,2026-08-01,0,0.642239,0.357761,1.47619,2.65,5,https://www.bestfightodds.com/events/ufc-belgrade-4285,https://www.bestfightodds.com/fighters/borislav-nikolic-10871,Mark Vologdin | +130 | +163 | ... | +190 | Aug 1st 2026
2026-08-01,Dusko Todorovic,Robert Valentin,2026-08-01,0,0.409077,0.590923,2.32,1.606061,5,https://www.bestfightodds.com/events/ufc-belgrade-4285,https://www.bestfightodds.com/fighters/dusko-todorovic-9397,Robert Valentin | -130 | -175 | ... | -150 | Aug 1st 2026
2026-08-01,Jan Blachowicz,Navajo Stirling,2026-08-01,0,0.270607,0.729393,3.5,1.298507,5,https://www.bestfightodds.com/events/ufc-belgrade-4285,https://www.bestfightodds.com/fighters/jan-blachowicz-2371,Navajo Stirling | -200 | -370 | ... | -330 | Aug 1st 2026
2026-08-01,Jovan Leka,Alexander Poppeck,2026-08-01,0,0.733493,0.266507,1.289855,3.55,5,https://www.bestfightodds.com/events/ufc-belgrade-4285,https://www.bestfightodds.com/fighters/jovan-leka-20125,Alexander Poppeck | +250 | +225 | ... | +280 | Aug 1st 2026
2026-08-01,Ludovit Klein,Tofiq Musayev,2026-08-01,0,0.688898,0.311102,1.377358,3.05,5,https://www.bestfightodds.com/events/ufc-belgrade-4285,https://www.bestfightodds.com/fighters/ludovit-klein-7610,Tofiq Musayev | +125 | +200 | ... | +225 | Aug 1st 2026
2026-08-01,Marina Spasic,Stephanie Luciano,2026-08-01,0,0.256696,0.743304,3.7,1.294118,5,https://www.bestfightodds.com/events/ufc-belgrade-4285,https://www.bestfightodds.com/fighters/marina-spasic-14299,Stephanie Luciano | -300 | -425 | ... | -333 | Aug 1st 2026
2026-08-01,Mateusz Rebecki,Kyle Prepolec,2026-08-01,0,0.856564,0.143436,1.11976,6.7,5,https://www.bestfightodds.com/events/ufc-belgrade-4285,https://www.bestfightodds.com/fighters/mateusz-rebecki-10102,Kyle Prepolec | +385 | +450 | ... | +709 | Aug 1st 2026
2026-08-01,Milos Janicic,Noah Gugnon,2026-08-01,0,0.525424,0.474576,1.806452,2.0,5,https://www.bestfightodds.com/events/ufc-belgrade-4285,https://www.bestfightodds.com/fighters/milos-janicic-9056,Noah Gugnon | +375 | -120 | ... | +118 | Aug 1st 2026
2026-08-01,Nina Milosevic,Hailey Cowan,2026-08-01,0,0.81923,0.18077,1.169492,5.3,5,https://www.bestfightodds.com/events/ufc-belgrade-4285,https://www.bestfightodds.com/fighters/nina-milosevic-16678,Hailey Cowan | +385 | +350 | ... | +575 | Aug 1st 2026
2026-08-01,Oban Elliott,Michael Oliveira,2026-08-01,0,0.213592,0.786408,4.5,1.222222,5,https://www.bestfightodds.com/events/ufc-belgrade-4285,https://www.bestfightodds.com/fighters/oban-elliott-9107,Michael Oliveira | -275 | -910 | ... | -350 | Aug 1st 2026
2026-08-01,Uros Medic,Daniel Rodriguez,2026-08-01,0,0.768519,0.231481,1.25,4.1,5,https://www.bestfightodds.com/events/ufc-belgrade-4285,https://www.bestfightodds.com/fighters/uros-medic-10229,Daniel Rodriguez | +386 | +280 | ... | +315 | Aug 1st 2026
2026-08-01,Vlasto Cepo,Gilbert Urbina,2026-08-01,0,0.738251,0.261749,1.289855,3.65,5,https://www.bestfightodds.com/events/ufc-belgrade-4285,https://www.bestfightodds.com/fighters/vlasto-cepo-10177,Gilbert Urbina | +300 | +230 | ... | +275 | Aug 1st 2026
