event_date,fighter_a,fighter_b
2014-01-04,Kyung Ho Kang,Shunichi Shimizu
2014-01-04,Kiichi Kunimoto,Luiz Dutra
2014-01-04,Katsunori Kikuno,Quinn Mulhern
2014-01-04,Dustin Kimura,Jon Delos Reyes
2014-01-04,Leandro Issa,Russell Doane
2014-01-15,Ramsey Nijem,Justin Edwards
2014-01-15,Yoel Romero,Derek Brunson
2014-01-15,Vinc Pichel,Garett Whiteley
2014-01-15,Trevor Smith,Brian Houston
2014-01-15,TJ Dillashaw,Mike Easton
2014-01-15,Luke Rockhold,Costas Philippou
2014-01-15,Charlie Brenneman,Beneil Dariush
2014-01-15,Lorenz Larkin,Brad Tavares
2014-01-15,John Moraga,Dustin Ortiz
2014-01-15,Isaac Vallie-Flagg,Elias Silverio
2014-01-15,Cole Miller,Sam Sicilia
2014-01-15,Alptekin Ozkilic,Louis Smolka
2014-01-15,Luke Rockhold,Constantinos Philippou
2014-01-25,George Sullivan,Mike Rhodes
2014-01-25,Walt Harris,Nikita Krylov
2014-01-25,Ramiro Hernandez,Hugo Viana
2014-01-25,Junior Hernandez,Hugo Viana
2014-01-25,Eddie Wineland,Yves Jabouin
2014-01-25,Stipe Miocic,Gabriel Gonzaga
2014-01-25,Darren Elkins,Jeremy Stephens
2014-01-25,Daron Cruickshank,Mike Rio
2014-01-25,Chico Camus,Yaotzin Meza
2014-01-25,Benson Henderson,Josh Thomson
2014-01-25,Alex Caceres,Sergio Pettis
2014-01-25,Donald Cerrone,Adriano Martins
2014-02-01,Renan Barao,Urijah Faber
2014-02-01,Nick Catone,Tom Watson
2014-02-01,Neil Magny,Gasan Umalatov
2014-02-01,Jose Aldo,Ricardo Lamas
2014-02-01,John Makdessi,Alan Patrick
2014-02-01,John Lineker,Ali Bagautinov
2014-02-01,Jamie Varner,Abel Trujillo
2014-02-01,Frank Mir,Alistair Overeem
2014-02-01,Clint Hester,Andy Enz
2014-02-01,Chris Cariaso,Danny Martinez
2014-02-01,Anthony Rocco Martin,Rashid Magomedov
2014-02-01,Al Iaquinta,Kevin Lee
2014-02-15,Viscardi Andrade,Nicholas Musoke
2014-02-15,Rodrigo Damm,Ivan Jorge
2014-02-15,Lyoto Machida,Gegard Mousasi
2014-02-15,Viscardi Andrade,Nico Musoke
2014-02-15,Jacare Souza,Francis Carmont
2014-02-15,Iuri Alcantara,Wilson Reis
2014-02-15,Erick Silva,Takenori Sato
2014-02-15,Francisco Trinaldo,Jesse Ronson
2014-02-15,Felipe Arantes,Maximo Blanco
2014-02-15,Douglas Silva de Andrade,Zubaira Tukhugov
2014-02-15,Cristiano Marcello,Joe Proctor
2014-02-15,Charles Oliveira,Andy Ogle
2014-02-15,Ildemar Alcantara,Albert Tumenov
2014-02-22,Zach Makovsky,Josh Sampo
2014-02-22,Rory MacDonald,Demian Maia
2014-02-22,Ronda Rousey,Sara McMann
2014-02-22,Robert Whittaker,Stephen Thompson
2014-02-22,Raphael Assuncao,Pedro Munhoz
2014-02-22,Ernest Chavez,Yosdenis Cedeno
2014-02-22,Mike Pyle,TJ Waldburger
2014-02-22,Daniel Cormier,Patrick Cummins
2014-02-22,Cody Gibson,Aljamain Sterling
2014-02-22,Alexis Davis,Jessica Eye
2014-02-22,Zach Makovsky,Joshua Sampo
2014-02-22,Rafaello Oliveira,Erik Koch
2014-03-01,Nam Phan,Vaughan Lee
2014-03-01,Matt Mitrione,Shawn Jordan
2014-03-01,Sai Wang,Zhang Lipeng
2014-03-01,Kazuki Tokudome,Yui Chul Nam
2014-03-01,Hatsu Hioki,Ivan Menjivar
2014-03-01,Jumabieke Tuerxun,Mark Eddiva
2014-03-01,Dong Hyun Kim,John Hathaway
2014-03-01,Albert Cheng,Anying Wang
2014-03-01,Albert Cheng,An Ying Wang
2014-03-08,Phil Harris,Louis Gaudinot
2014-03-08,Michael Johnson,Melvin Guillard
2014-03-08,Luke Barnatt,Mats Nilsson
2014-03-08,Gunnar Nelson,Omari Akhmedov
2014-03-08,Igor Araujo,Danny Mitchell
2014-03-08,Bradley Scott,Claudio Silva
2014-03-08,Brad Scott,Claudio Silva
2014-03-08,Brad Pickett,Neil Seery
2014-03-08,Alexander Gustafsson,Jimi Manuwa
2014-03-08,Cyrille Diabate,Ilir Latifi
2014-03-15,Ovince Saint Preux,Nikita Krylov
2014-03-15,Will Campuzano,Justin Scoggins
2014-03-15,Sean Spencer,Alex Garcia
2014-03-15,Robert McDaniel,Sean Strickland
2014-03-15,Renee Forte,Francisco Trevino
2014-03-15,Raquel Pennington,Jessica Andrade
2014-03-15,Kelvin Gastelum,Rick Story
2014-03-15,Daniel Pineda,Rob Whiteford
2014-03-15,Jake Shields,Hector Lombard
2014-03-15,Diego Sanchez,Myles Jury
2014-03-15,Dennis Bermudez,Jimy Hettes
2014-03-15,Daniel Pineda,Robert Whiteford
2014-03-15,Carlos Condit,Tyron Woodley
2014-03-15,Bubba McDaniel,Sean Strickland
2014-03-15,Johny Hendricks,Robbie Lawler
2014-03-23,Mauricio Rua,Dan Henderson
2014-03-23,Rony Jason,Steven Siler
2014-03-23,Ronny Markes,Thiago Santos
2014-03-23,Michel Prazeres,Mairbek Taisumov
2014-03-23,Leonardo Santos,Norman Parke
2014-03-23,Thiago Perpetuo,Kenny Robertson
2014-03-23,Godofredo Pepey,Noad Lahat
2014-03-23,Francimar Barroso,Hans Stringer
2014-03-23,Fabio Maldonado,Gian Villante
2014-03-23,Cezar Ferreira,CB Dollaway
2014-03-23,Jussier Formiga,Scott Jorgensen
2014-04-11,Thales Leites,Trevor Smith
2014-04-11,Rani Yahya,Johnny Bedford
2014-04-11,Ramsey Nijem,Beneil Dariush
2014-04-11,Minotauro Nogueira,Roy Nelson
2014-04-11,John Howard,Ryan LaFlare
2014-04-11,Clay Guida,Tatsuya Kawajiri
2014-04-11,Antonio Rodrigo Nogueira,Roy Nelson
2014-04-11,Alan Omer,Jim Alers
2014-04-11,Jared Rosholt,Daniel Omielanczuk
2014-04-16,Sheldon Westcott,Elias Theodorou
2014-04-16,Sarah Kaufman,Leslie Smith
2014-04-16,Sam Stout,KJ Noons
2014-04-16,Ryan Jimmo,Sean O'Connell
2014-04-16,Richard Walsh,Chris Indich
2014-04-16,Nordine Taleb,Vik Grujic
2014-04-16,Patrick Cote,Kyle Noke
2014-04-16,Michael Bisping,Tim Kennedy
2014-04-16,Mark Bocek,Mike de la Torre
2014-04-16,George Roop,Dustin Kimura
2014-04-16,Dustin Poirier,Akira Corassani
2014-04-16,Chad Laprise,Olivier Aubin-Mercier
2014-04-16,Mitch Gagnon,Tim Gorman
2014-04-19,Thiago Alves,Seth Baczynski
2014-04-19,Rafael Dos Anjos,Khabib Nurmagomedov
2014-04-19,Mirsad Bektic,Chas Skelly
2014-04-19,Miesha Tate,Liz Carmouche
2014-04-19,Jorge Masvidal,Pat Healy
2014-04-19,Jordan Mein,Hernani Perpetuo
2014-04-19,Estevan Payan,Alex White
2014-04-19,Dustin Ortiz,Ray Borg
2014-04-19,Donald Cerrone,Edson Barboza
2014-04-19,Derrick Lewis,Jack May
2014-04-19,Caio Magalhaes,Luke Zachrich
2014-04-19,Brad Tavares,Yoel Romero
2014-04-19,Fabricio Werdum,Travis Browne
2014-04-26,Luke Rockhold,Tim Boetsch
2014-04-26,Takanori Gomi,Isaac Vallie-Flagg
2014-04-26,Max Holloway,Andre Fili
2014-04-26,Joseph Benavidez,Tim Elliott
2014-04-26,Phil Davis,Anthony Johnson
2014-04-26,Jim Miller,Yancy Medeiros
2014-04-26,Jessamyn Duke,Bethe Correia
2014-04-26,Danny Castillo,Charlie Brenneman
2014-04-26,Jon Jones,Glover Teixeira
2014-04-26,Chris Beal,Patrick Williams
2014-05-10,Yan Cabral,Zak Cummings
2014-05-10,Soa Palelei,Ruan Potts
2014-05-10,Neil Magny,Tim Means
2014-05-10,Matt Brown,Erick Silva
2014-05-10,Manvel Gamburyan,Nik Lentz
2014-05-10,Kyoji Horiguchi,Darrell Montague
2014-05-10,Justin Salas,Ben Wall
2014-05-10,Eddie Wineland,Johnny Eduardo
2014-05-10,Ed Herman,Rafael Natal
2014-05-10,Costas Philippou,Lorenz Larkin
2014-05-10,Constantinos Philippou,Lorenz Larkin
2014-05-10,Chris Cariaso,Louis Smolka
2014-05-10,Anthony Lapsley,Albert Tumenov
2014-05-10,Erik Koch,Daron Cruickshank
2014-05-24,Renan Barao,TJ Dillashaw
2014-05-24,Takeya Mizugaki,Francisco Rivera
2014-05-24,Tony Ferguson,Katsunori Kikuno
2014-05-24,Sam Sicilia,Aaron Phillips
2014-05-24,Robbie Lawler,Jake Ellenberger
2014-05-24,Michael Chiesa,Francisco Trinaldo
2014-05-24,Anthony Njokuani,Vinc Pichel
2014-05-24,David Michaud,Li Jingliang
2014-05-24,Daniel Cormier,Dan Henderson
2014-05-24,Chris Holdsworth,Chico Camus
2014-05-24,Al Iaquinta,Mitch Clarke
2014-05-24,Jamie Varner,James Krause
2014-05-31,Vitor Miranda,Antonio Carlos Junior
2014-05-31,Viktor Pesta,Ruslan Magomedov
2014-05-31,Vaughan Lee,Iuri Alcantara
2014-05-31,Tom Niinimaki,Niklas Backstrom
2014-05-31,Stipe Miocic,Fabio Maldonado
2014-05-31,Rony Jason,Robert Peralta
2014-05-31,Rodrigo Damm,Rashid Magomedov
2014-05-31,Ricardo Abreu,Wagner Silva
2014-05-31,Peter Sobotta,Pawel Pawlak
2014-05-31,Pedro Munhoz,Matt Hobar
2014-05-31,Nick Hein,Drew Dober
2014-05-31,Paulo Thiago,Gasan Umalatov
2014-05-31,Marcos Rogerio de Lima,Richardson Moreira
2014-05-31,Marcio Alexandre Junior,Warlley Alves
2014-05-31,Magnus Cedenblad,Krzysztof Jotko
2014-05-31,Luke Barnatt,Sean Strickland
2014-05-31,Kevin Souza,Mark Eddiva
2014-05-31,Francis Carmont,CB Dollaway
2014-05-31,Elias Silverio,Ernest Chavez
2014-05-31,Edimilson Souza,Mark Eddiva
2014-05-31,Demian Maia,Alexander Yakovlev
2014-05-31,Andy Ogle,Maximo Blanco
2014-05-31,Mark Munoz,Gegard Mousasi
2014-06-07,Yves Edwards,Piotr Hallmann
2014-06-07,Yaotzin Meza,Sergio Pettis
2014-06-07,Scott Jorgensen,Danny Martinez
2014-06-07,Rafael Dos Anjos,Jason High
2014-06-07,Patrick Cummins,Roger Narvaez
2014-06-07,Diego Sanchez,Ross Pearson
2014-06-07,John Dodson,John Moraga
2014-06-07,Erik Perez,Bryan Caraway
2014-06-07,Bobby Voelker,Lance Benoist
2014-06-07,Benson Henderson,Rustam Khabilov
2014-06-07,Jon Tuck,Jake Lindsey
2014-06-14,Rory MacDonald,Tyron Woodley
2014-06-14,Yves Jabouin,Mike Easton
2014-06-14,Valerie Letourneau,Elizabeth Phillips
2014-06-14,Ryan Bader,Rafael Feijao
2014-06-14,Ryan Bader,Rafael Cavalcante
2014-06-14,Roland Delorme,Michinori Tanaka
2014-06-14,Andrei Arlovski,Brendan Schaub
2014-06-14,Kajan Johnson,Tae Hyun Bang
2014-06-14,Jason Saggo,Josh Shockley
2014-06-14,Demetrious Johnson,Ali Bagautinov
2014-06-14,Daniel Sarafian,Kiichi Kunimoto
2014-06-14,Ovince Saint Preux,Ryan Jimmo
2014-06-28,Kelvin Gastelum,Nicholas Musoke
2014-06-28,Soa Palelei,Jared Rosholt
2014-06-28,Robert Whittaker,Mike Rhodes
2014-06-28,Richie Vaculik,Roldan Sangcha-an
2014-06-28,Richie Vaculik,Roldan Sangcha'an
2014-06-28,Ricardo Lamas,Hacran Dias
2014-06-28,Ray Borg,Shane Howell
2014-06-28,Neil Magny,Rodrigo de Lima
2014-06-28,Marcelo Guimaraes,Andy Enz
2014-06-28,Kelvin Gastelum,Nico Musoke
2014-06-28,Johnny Bedford,Cody Gibson
2014-06-28,James Te Huna,Nate Marquardt
2014-06-28,Joe Ellenberger,James Moontasri
2014-06-28,Jake Matthews,Dashon Johnson
2014-06-28,Hatsu Hioki,Charles Oliveira
2014-06-28,Gian Villante,Sean O'Connell
2014-06-28,Dan Hooker,Ian Entwistle
2014-06-28,Cub Swanson,Jeremy Stephens
2014-06-28,Colton Smith,Diego Ferreira
2014-06-28,Clint Hester,Antonio Braga Neto
2014-06-28,Chris Indich,Vik Grujic
2014-06-28,Cezar Ferreira,Andrew Craig
2014-06-28,Aleksei Oleinik,Anthony Hamilton
2014-07-05,Urijah Faber,Alex Caceres
2014-07-05,Uriah Hall,Thiago Santos
2014-07-05,Marcus Brimage,Russell Doane
2014-07-05,Luke Zachrich,Guilherme Vasconcelos
2014-07-05,Ronda Rousey,Alexis Davis
2014-07-05,Kenny Robertson,Ildemar Alcantara
2014-07-05,George Roop,Rob Font
2014-07-05,Chris Weidman,Lyoto Machida
2014-07-05,Chris Camozzi,Bruno Santos
2014-07-05,Kevin Casey,Bubba Bush
2014-07-06,Sarah Moras,Alexis Dufresne
2014-07-06,Robert Drysdale,Keith Berish
2014-07-06,Patrick Walsh,Daniel Spohn
2014-07-06,Justin Scoggins,Dustin Ortiz
2014-07-06,Jumabieke Tuerxun,Leandro Issa
2014-07-06,Jesse Ronson,Kevin Lee
2014-07-06,Frankie Edgar,BJ Penn
2014-07-06,Derrick Lewis,Guto Inocente
2014-07-06,Corey Anderson,Matt Van Buren
2014-07-06,Adriano Martins,Juan Puig
2014-07-06,Adriano Martins,Juan Manuel Puig
2014-07-06,Dhiego Lima,Eddie Gordon
2014-07-16,John Lineker,Alptekin Ozkilic
2014-07-16,Yosdenis Cedeno,Jerrod Sanders
2014-07-16,Rick Story,Leonardo Mafra
2014-07-16,Justin Salas,Joe Proctor
2014-07-16,Jessamyn Duke,Leslie Smith
2014-07-16,Lucas Martins,Alex White
2014-07-16,Gleison Tibau,Pat Healy
2014-07-16,Edson Barboza,Evan Dunham
2014-07-16,Hugo Viana,Aljamain Sterling
2014-07-16,Donald Cerrone,Jim Miller
2014-07-16,Claudia Gadelha,Tina Lahdemaki
2014-07-19,Tor Troeng,Trevor Smith
2014-07-19,Paddy Holohan,Joshua Sampo
2014-07-19,Paddy Holohan,Josh Sampo
2014-07-19,Norman Parke,Naoyuki Kotani
2014-07-19,Neil Seery,Phil Harris
2014-07-19,Cathal Pendred,Mike King
2014-07-19,Gunnar Nelson,Zak Cummings
2014-07-19,Conor McGregor,Diego Brandao
2014-07-19,Cody Donovan,Nikita Krylov
2014-07-19,Brad Pickett,Ian McCall
2014-07-19,Ilir Latifi,Chris Dempsey
2014-07-26,Steven Siler,Noad Lahat
2014-07-26,Robbie Lawler,Matt Brown
2014-07-26,Kyle Kingsbury,Patrick Cummins
2014-07-26,Juliana Lima,Joanna Jedrzejczyk
2014-07-26,Josh Thomson,King Green
2014-07-26,Josh Thomson,Bobby Green
2014-07-26,Mike de la Torre,Brian Ortega
2014-07-26,Daron Cruickshank,Jorge Masvidal
2014-07-26,Akbarh Arreola,Tiago Trator
2014-07-26,Akbarh Arreola,Tiago dos Santos e Silva
2014-07-26,Hernani Perpetuo,Tim Means
2014-07-26,Anthony Johnson,Rogerio Nogueira
2014-07-26,Clay Guida,Dennis Bermudez
2014-07-26,Andreas Stahl,Gilbert Burns
2014-08-16,Tom Watson,Sam Alvey
2014-08-16,Tim Boetsch,Brad Tavares
2014-08-16,Thiago Tavares,Robert Peralta
2014-08-16,Shawn Jordan,Jack May
2014-08-16,Seth Baczynski,Alan Jouban
2014-08-16,Nolan Ticman,Frankie Saenz
2014-08-16,Jussier Formiga,Zach Makovsky
2014-08-16,Gray Maynard,Ross Pearson
2014-08-16,Sara McMann,Lauren Murphy
2014-08-16,Ryan Bader,Ovince Saint Preux
2014-08-23,Sai Wang,Danny Mitchell
2014-08-23,Neil Magny,Alex Garcia
2014-08-23,Ning Guangyou,Jianping Yang
2014-08-23,Roland Delorme,Ulka Sasaki
2014-08-23,Roland Delorme,Yuta Sasaki
2014-08-23,Ben Saunders,Chris Heatherly
2014-08-23,Wilson Reis,Joby Sanchez
2014-08-23,Yao Zhikui,Royston Wee
2014-08-23,Zhang Lipeng,Brendan O'Reilly
2014-08-23,Mike Pyle,Jordan Mein
2014-08-23,Tyron Woodley,Dong Hyun Kim
2014-08-23,Michael Bisping,Cung Le
2014-08-23,Aaron Phillips,Matt Hobar
2014-08-23,James Vick,Valmir Lazaro
2014-08-23,Alberto Mina,Shinsho Anzai
2014-08-23,An Ying Wang,Colby Covington
2014-08-23,Anying Wang,Colby Covington
2014-08-23,Beneil Dariush,Anthony Rocco Martin
2014-08-23,Max Holloway,Clay Collard
2014-08-23,Chas Skelly,Tom Niinimaki
2014-08-23,Elizabeth Phillips,Milana Dudieva
2014-08-23,Francis Carmont,Thales Leites
2014-08-23,Guangyou Ning,Jianping Yang
2014-08-23,Benson Henderson,Rafael Dos Anjos
2014-08-30,Yancy Medeiros,Damon Jackson
2014-08-30,Tony Ferguson,Danny Castillo
2014-08-30,Ruan Potts,Anthony Hamilton
2014-08-30,TJ Dillashaw,Joe Soto
2014-08-30,Lorenz Larkin,Derek Brunson
2014-08-30,Chris Wade,Cain Carrizosa
2014-08-30,Bethe Correia,Shayna Baszler
2014-08-30,Ramsey Nijem,Diego Ferreira
2014-09-05,Sean Soriano,Chas Skelly
2014-09-05,Rafael Natal,Chris Camozzi
2014-09-05,Matt Mitrione,Derrick Lewis
2014-09-05,Joe Lauzon,Michael Chiesa
2014-09-05,John Moraga,Justin Scoggins
2014-09-05,Chris Beal,Tateki Matsuda
2014-09-05,Alistair Overeem,Ben Rothwell
2014-09-05,Jacare Souza,Gegard Mousasi
2014-09-05,Al Iaquinta,Rodrigo Damm
2014-09-13,Santiago Ponzinibbio,Wendell Oliveira Marques
2014-09-13,Jessica Andrade,Larissa Pacheco
2014-09-13,Santiago Ponzinibbio,Wendell Oliveira
2014-09-13,Rani Yahya,Johnny Bedford
2014-09-13,Paulo Thiago,Sean Spencer
2014-09-13,Leonardo Santos,Efrain Escudero
2014-09-13,Iuri Alcantara,Russell Doane
2014-09-13,Godofredo Pepey,Dashon Johnson
2014-09-13,Gleison Tibau,Piotr Hallmann
2014-09-13,Francisco Trinaldo,Leandro Silva
2014-09-13,Antonio Silva,Andrei Arlovski
2014-09-13,Igor Araujo,George Sullivan
2014-09-20,Myles Jury,Takanori Gomi
2014-09-20,Miesha Tate,Rin Nakai
2014-09-20,Michinori Tanaka,Kyung Ho Kang
2014-09-20,Maximo Blanco,Dan Hooker
2014-09-20,Mark Hunt,Roy Nelson
2014-09-20,Yoshihiro Akiyama,Amir Sadollah
2014-09-20,Kiichi Kunimoto,Richard Walsh
2014-09-20,Kazuki Tokudome,Johnny Case
2014-09-20,Katsunori Kikuno,Sam Sicilia
2014-09-20,Hyun Gyu Lim,Takenori Sato
2014-09-20,Alex Caceres,Masanori Kanehara
2014-09-20,Kyoji Horiguchi,Jon Delos Reyes
2014-09-27,Tim Kennedy,Yoel Romero
2014-09-27,Patrick Cote,Stephen Thompson
2014-09-27,Manvel Gamburyan,Cody Gibson
2014-09-27,Jorge Masvidal,James Krause
2014-09-27,Jon Tuck,Kevin Lee
2014-09-27,Dustin Poirier,Conor McGregor
2014-09-27,Donald Cerrone,Eddie Alvarez
2014-09-27,Dominick Cruz,Takeya Mizugaki
2014-09-27,Demetrious Johnson,Chris Cariaso
2014-09-27,Cat Zingano,Amanda Nunes
2014-09-27,John Howard,Brian Ebersole
2014-10-04,Olivier Aubin-Mercier,Jake Lindsey
2014-10-04,Nico Musoke,Alexander Yakovlev
2014-10-04,Niklas Backstrom,Mike Wilkinson
2014-10-04,Nordine Taleb,Li Jingliang
2014-10-04,Paddy Holohan,Chris Kelades
2014-10-04,Nicholas Musoke,Alexander Yakovlev
2014-10-04,Raphael Assuncao,Bryan Caraway
2014-10-04,Rory MacDonald,Tarec Saffiedine
2014-10-04,Tor Troeng,Krzysztof Jotko
2014-10-04,Zubaira Tukhugov,Ernest Chavez
2014-10-04,Pedro Munhoz,Jerrod Sanders
2014-10-04,Mitch Gagnon,Roman Salazar
2014-10-04,Magnus Cedenblad,Scott Askham
2014-10-04,Mairbek Taisumov,Marcin Bandel
2014-10-04,Jason Saggo,Paul Felder
2014-10-04,Ilir Latifi,Jan Blachowicz
2014-10-04,Gunnar Nelson,Rick Story
2014-10-04,Elias Theodorou,Bruno Santos
2014-10-04,Dennis Siver,Charles Rosa
2014-10-04,Daron Cruickshank,Anthony Njokuani
2014-10-04,Chad Laprise,Yosdenis Cedeno
2014-10-04,Cathal Pendred,Gasan Umalatov
2014-10-04,Albert Tumenov,Matt Dwyer
2014-10-04,Akira Corassani,Max Holloway
2014-10-25,Yan Cabral,Naoyuki Kotani
2014-10-25,William Patolino,Neil Magny
2014-10-25,William Macario,Neil Magny
2014-10-25,Jose Aldo,Chad Mendes
2014-10-25,Glover Teixeira,Phil Davis
2014-10-25,Scott Jorgensen,Wilson Reis
2014-10-25,Felipe Arantes,Andre Fili
2014-10-25,Fabricio Camoes,Anthony Rocco Martin
2014-10-25,Fabio Maldonado,Hans Stringer
2014-10-25,Diego Ferreira,Beneil Dariush
2014-10-25,Darren Elkins,Lucas Martins
2014-10-25,Gilbert Burns,Christos Giagos
2014-11-07,Vik Grujic,Chris Clements
2014-11-07,Soa Palelei,Walt Harris
2014-11-07,Ross Pearson,Al Iaquinta
2014-11-07,Robert Whittaker,Clint Hester
2014-11-07,Richie Vaculik,Louis Smolka
2014-11-07,Luke Zachrich,Daniel Kelly
2014-11-07,Jumabieke Tuerxun,Marcus Brimage
2014-11-07,Jake Matthews,Vagner Rocha
2014-11-07,Dylan Andrews,Sam Alvey
2014-11-07,Anthony Perosh,Guto Inocente
2014-11-07,Luke Rockhold,Michael Bisping
2014-11-08,Leandro Silva,Charlie Brenneman
2014-11-08,Warlley Alves,Alan Jouban
2014-11-08,Wagner Silva,Colby Covington
2014-11-08,Thomas Almeida,Tim Gorman
2014-11-08,Mauricio Rua,Ovince Saint Preux
2014-11-08,Juliana Lima,Nina Nunes
2014-11-08,Diego Rivas,Rodolfo Rubio Perez
2014-11-08,Dhiego Lima,Jorge de Oliveira
2014-11-08,Diego Rivas,Rodolfo Rubio
2014-11-08,Claudio Silva,Leon Edwards
2014-11-08,Caio Magalhaes,Trevor Smith
2014-11-08,Juliana Lima,Nina Ansaroff
2014-11-15,Yair Rodriguez,Leonardo Morales
2014-11-15,Marco Beltran,Marlon Vera
2014-11-15,Jessica Eye,Leslie Smith
2014-11-15,Jake Ellenberger,Kelvin Gastelum
2014-11-15,Henry Briones,Guido Cannetti
2014-11-15,Ricardo Lamas,Dennis Bermudez
2014-11-15,Gabriel Benitez,Humberto Brown
2014-11-15,Fabricio Werdum,Mark Hunt
2014-11-15,Edgar Garcia,Hector Urbina
2014-11-15,Augusto Montano,Chris Heatherly
2014-11-15,Alejandro Perez,Jose Quinonez
2014-11-15,Gabriel Benitez,Humberto Brown Morrison
2014-11-22,Ruslan Magomedov,Josh Copeland
2014-11-22,Paige VanZant,Kailin Curran
2014-11-22,Matt Wiman,Isaac Vallie-Flagg
2014-11-22,Luke Barnatt,Roger Narvaez
2014-11-22,King Green,Edson Barboza
2014-11-22,Juan Puig,Dooho Choi
2014-11-22,Jared Rosholt,Aleksei Oleinik
2014-11-22,Joseph Benavidez,Dustin Ortiz
2014-11-22,James Vick,Nick Hein
2014-11-22,Frankie Edgar,Cub Swanson
2014-11-22,Brad Pickett,Chico Camus
2014-11-22,Bobby Green,Edson Barboza
2014-11-22,Yves Edwards,Akbarh Arreola
2014-11-22,Juan Manuel Puig,Dooho Choi
2014-12-06,Tony Ferguson,Abel Trujillo
2014-12-06,Travis Browne,Brendan Schaub
2014-12-06,Sergio Pettis,Matt Hobar
2014-12-06,Urijah Faber,Francisco Rivera
2014-12-06,Raquel Pennington,Ashlee Evans-Smith
2014-12-06,Todd Duffee,Anthony Hamilton
2014-12-06,Eddie Gordon,Josh Samman
2014-12-06,Johny Hendricks,Robbie Lawler
2014-12-06,Corey Anderson,Justin Jones
2014-12-06,Anthony Pettis,Gilbert Melendez
2014-12-06,Alex White,Clay Collard
2014-12-12,Tecia Torres,Angela Magana
2014-12-12,KJ Noons,Daron Cruickshank
2014-12-12,Joe Proctor,Yancy Medeiros
2014-12-12,Joanne Wood,Seo Hee Ham
2014-12-12,Joanne Calderwood,Seohee Ham
2014-12-12,Jessica Penne,Randa Markos
2014-12-12,Jeremy Stephens,Charles Oliveira
2014-12-12,Tecia Pennington,Angela Magana
2014-12-12,Emily Peters Kagan,Angela Hill
2014-12-12,Emily Kagan,Angela Hill
2014-12-12,Carla Esparza,Rose Namajunas
2014-12-12,Bec Rawlings,Heather Jo Clark
2014-12-12,Bec Rawlings,Heather Clark
2014-12-12,Aisling Daly,Alex Chambers
2014-12-12,Felice Herrig,Lisa Ellis
2014-12-13,Rafael Dos Anjos,Nate Diaz
2014-12-13,Junior Dos Santos,Stipe Miocic
2014-12-13,John Moraga,Willie Gates
2014-12-13,Joe Riggs,Ben Saunders
2014-12-13,Joe Ellenberger,Bryan Barberena
2014-12-13,Jamie Varner,Drew Dober
2014-12-13,Henry Cejudo,Dustin Kimura
2014-12-13,David Michaud,Garett Whiteley
2014-12-13,Claudia Gadelha,Joanna Jedrzejczyk
2014-12-13,Anthony Birchak,Ian Entwistle
2014-12-13,Alistair Overeem,Stefan Struve
2014-12-13,Gabriel Gonzaga,Matt Mitrione
2014-12-20,Lyoto Machida,CB Dollaway
2014-12-20,Tom Niinimaki,Renato Moicano
2014-12-20,Renan Barao,Mitch Gagnon
2014-12-20,Marcos Rogerio de Lima,Igor Pokrajac
2014-12-20,Vitor Miranda,Jake Collier
2014-12-20,Leandro Issa,Yuta Sasaki
2014-12-20,Marcio Alexandre Junior,Tim Means
2014-12-20,Erick Silva,Mike Rhodes
2014-12-20,Elias Silverio,Rashid Magomedov
2014-12-20,Darren Elkins,Hacran Dias
2014-12-20,Daniel Sarafian,Antonio Dos Santos
2014-12-20,Antonio Carlos Junior,Patrick Cummins
2014-12-20,Leandro Issa,Ulka Sasaki
2015-01-03,Shawn Jordan,Jared Cannonier
2015-01-03,Omari Akhmedov,Mats Nilsson
2015-01-03,Marcus Brimage,Cody Garbrandt
2015-01-03,Kyoji Horiguchi,Louis Gaudinot
2015-01-03,Jon Jones,Daniel Cormier
2015-01-03,Hector Lombard,Joshua Burkman
2015-01-03,Donald Cerrone,Myles Jury
2015-01-03,Danny Castillo,Paul Felder
2015-01-03,Brad Tavares,Nate Marquardt
2015-01-03,Alexis Dufresne,Marion Reneau
2015-01-03,Evan Dunham,Rodrigo Damm
2015-01-18,Zhang Lipeng,Chris Wade
2015-01-18,Uriah Hall,Ron Stallings
2015-01-18,Tateki Matsuda,Joby Sanchez
2015-01-18,Paddy Holohan,Shane Howell
2015-01-18,Norman Parke,Gleison Tibau
2015-01-18,Matt Van Buren,Sean O'Connell
2015-01-18,John Howard,Lorenz Larkin
2015-01-18,Donald Cerrone,Benson Henderson
2015-01-18,Conor McGregor,Dennis Siver
2015-01-18,Charles Rosa,Sean Soriano
2015-01-18,Cathal Pendred,Sean Spencer
2015-01-18,Johnny Case,Frankie Perez
2015-01-24,Phil Davis,Ryan Bader
2015-01-24,Nikita Krylov,Stanislav Nedkov
2015-01-24,Nico Musoke,Albert Tumenov
2015-01-24,Nicholas Musoke,Albert Tumenov
2015-01-24,Neil Seery,Chris Beal
2015-01-24,Mirsad Bektic,Paul Redmond
2015-01-24,Kenny Robertson,Sultan Aliev
2015-01-24,Dan Henderson,Gegard Mousasi
2015-01-24,Andy Ogle,Makwan Amirkhani
2015-01-24,Alexander Gustafsson,Anthony Johnson
2015-01-24,Akira Corassani,Sam Sicilia
2015-01-24,Viktor Pesta,Konstantin Erokhin
