event_date,fighter_a,fighter_b
2015-01-24,Mairbek Taisumov,Anthony Christodoulou
2015-01-31,Thales Leites,Tim Boetsch
2015-01-31,Richardson Moreira,Ildemar Alcantara
2015-01-31,Tyron Woodley,Kelvin Gastelum
2015-01-31,Thiago Santos,Andy Enz
2015-01-31,Rafael Natal,Tom Watson
2015-01-31,Joe Lauzon,Al Iaquinta
2015-01-31,Jordan Mein,Thiago Alves
2015-01-31,Miesha Tate,Sara McMann
2015-01-31,Ian McCall,John Lineker
2015-01-31,Ed Herman,Derek Brunson
2015-01-31,Anderson Silva,Nick Diaz
2015-02-14,Zach Makovsky,Tim Elliott
2015-02-14,Ray Borg,Chris Kelades
2015-02-14,Neil Magny,Kiichi Kunimoto
2015-02-14,Michel Prazeres,Kevin Lee
2015-02-14,Max Holloway,Cole Miller
2015-02-14,Efrain Escudero,Rodrigo de Lima
2015-02-14,Daniel Kelly,Patrick Walsh
2015-02-14,Chas Skelly,Jim Alers
2015-02-14,Benson Henderson,Brandon Thatch
2015-02-14,James Moontasri,Cody Pfister
2015-02-22,Santiago Ponzinibbio,Sean Strickland
2015-02-22,William Patolino,Matt Dwyer
2015-02-22,William Macario,Matt Dwyer
2015-02-22,Tiago dos Santos e Silva,Mike de la Torre
2015-02-22,Tiago Trator,Mike de la Torre
2015-02-22,Jessica Andrade,Marion Reneau
2015-02-22,Rustam Khabilov,Adriano Martins
2015-02-22,Iuri Alcantara,Frankie Saenz
2015-02-22,Edson Barboza,Michael Johnson
2015-02-22,Douglas Silva de Andrade,Cody Gibson
2015-02-22,Cezar Ferreira,Sam Alvey
2015-02-22,Antonio Silva,Frank Mir
2015-02-22,Ivan Jorge,Josh Shockley
2015-02-28,Mark Munoz,Roan Carneiro
2015-02-28,Tony Ferguson,Gleison Tibau
2015-02-28,Ronda Rousey,Cat Zingano
2015-02-28,Roman Salazar,Norifumi Yamamoto
2015-02-28,Raquel Pennington,Holly Holm
2015-02-28,Masio Fullen,Alex Torres
2015-02-28,Jake Ellenberger,Josh Koscheck
2015-02-28,Dhiego Lima,Tim Means
2015-02-28,Derrick Lewis,Ruan Potts
2015-02-28,Alan Jouban,Richard Walsh
2015-02-28,James Krause,Valmir Lazaro
2015-03-14,Larissa Pacheco,Germaine de Randamie
2015-03-14,Ross Pearson,Sam Stout
2015-03-14,Johny Hendricks,Matt Brown
2015-03-14,Sergio Pettis,Ryan Benoit
2015-03-14,Roy Nelson,Alistair Overeem
2015-03-14,Jared Rosholt,Josh Copeland
2015-03-14,Carla Esparza,Joanna Jedrzejczyk
2015-03-14,Elias Theodorou,Roger Narvaez
2015-03-14,Daron Cruickshank,Beneil Dariush
2015-03-14,Chris Cariaso,Henry Cejudo
2015-03-14,Jake Lindsey,Joe Duffy
2015-03-14,Anthony Pettis,Rafael Dos Anjos
2015-03-21,Leonardo Mafra,Cain Carrizosa
2015-03-21,Leandro Silva,Drew Dober
2015-03-21,Kevin Souza,Katsunori Kikuno
2015-03-21,Jorge de Oliveira,Christos Giagos
2015-03-21,Godofredo Pepey,Andre Fili
2015-03-21,Gilbert Burns,Alex Oliveira
2015-03-21,Leonardo Santos,Anthony Rocco Martin
2015-03-21,Erick Silva,Josh Koscheck
2015-03-21,Edimilson Souza,Katsunori Kikuno
2015-03-21,Demian Maia,Ryan LaFlare
2015-03-21,Bentley Syler,Fredy Serrano
2015-03-21,Amanda Nunes,Shayna Baszler
2015-03-21,Francisco Trinaldo,Akbarh Arreola
2015-04-04,Shamil Abdurakhimov,Timothy Johnson
2015-04-04,Shamil Abdurakhimov,Tim Johnson
2015-04-04,Ron Stallings,Justin Jones
2015-04-04,Michael Chiesa,Mitch Clarke
2015-04-04,Liz Carmouche,Lauren Murphy
2015-04-04,Julianna Pena,Milana Dudieva
2015-04-04,Gray Maynard,Alexander Yakovlev
2015-04-04,Dustin Poirier,Diego Ferreira
2015-04-04,Clay Guida,Robert Peralta
2015-04-04,Chad Mendes,Ricardo Lamas
2015-04-04,Jorge Masvidal,Al Iaquinta
2015-04-11,Joanne Wood,Maryna Moroz
2015-04-11,Seth Baczynski,Leon Edwards
2015-04-11,Sergio Moraes,Mickael Lebout
2015-04-11,Pawel Pawlak,Sheldon Westcott
2015-04-11,Marcin Bandel,Stevie Ray
2015-04-11,Taylor Lapilus,Rocky Lee
2015-04-11,Joanne Calderwood,Maryna Moroz
2015-04-11,Gabriel Gonzaga,Mirko Filipovic
2015-04-11,Izabela Badurek,Alexandra Albu
2015-04-11,Izabela Badurek,Aleksandra Albu
2015-04-11,Gabriel Gonzaga,Mirko Cro Cop
2015-04-11,Daniel Omielanczuk,Anthony Hamilton
2015-04-11,Damian Stasiak,Yaotzin Meza
2015-04-11,Bartosz Fabinski,Garreth McLellan
2015-04-11,Jimi Manuwa,Jan Blachowicz
2015-04-18,Takeya Mizugaki,Aljamain Sterling
2015-04-18,Ovince Saint Preux,Patrick Cummins
2015-04-18,Lyoto Machida,Luke Rockhold
2015-04-18,Jim Miller,Beneil Dariush
2015-04-18,Jacare Souza,Chris Camozzi
2015-04-18,Felice Herrig,Paige VanZant
2015-04-18,Eddie Gordon,Chris Dempsey
2015-04-18,Diego Brandao,Jimy Hettes
2015-04-18,Cub Swanson,Max Holloway
2015-04-18,Corey Anderson,Gian Villante
2015-04-18,George Sullivan,Tim Means
2015-04-25,Patrick Cote,Joe Riggs
2015-04-25,Yves Jabouin,Thomas Almeida
2015-04-25,Randa Markos,Aisling Daly
2015-04-25,Rampage Jackson,Fabio Maldonado
2015-04-25,Quinton Jackson,Fabio Maldonado
2015-04-25,Olivier Aubin-Mercier,David Michaud
2015-04-25,Alexis Davis,Sarah Kaufman
2015-04-25,Michael Bisping,CB Dollaway
2015-04-25,John Makdessi,Shane Campbell
2015-04-25,Jessica Rakoczy,Valerie Letourneau
2015-04-25,Demetrious Johnson,Kyoji Horiguchi
2015-04-25,Chad Laprise,Bryan Barberena
2015-04-25,Nordine Taleb,Chris Clements
2015-05-09,Vik Grujic,Brendan O'Reilly
2015-05-09,Stipe Miocic,Mark Hunt
2015-05-09,Kyle Noke,Jonavin Webb
2015-05-09,Jake Matthews,James Vick
2015-05-09,Hatsu Hioki,Dan Hooker
2015-05-09,Dylan Andrews,Brad Scott
2015-05-09,Dylan Andrews,Bradley Scott
2015-05-09,Brad Tavares,Robert Whittaker
2015-05-09,Bec Rawlings,Lisa Ellis
2015-05-09,Anthony Perosh,Sean O'Connell
2015-05-09,Alptekin Ozkilic,Ben Nguyen
2015-05-09,Alex Chambers,Kailin Curran
2015-05-09,Daniel Kelly,Sam Alvey
2015-05-16,Zhang Lipeng,Kajan Johnson
2015-05-16,Roldan Sangcha-an,Jon Delos Reyes
2015-05-16,Roldan Sangcha'an,Jon Delos Reyes
2015-05-16,Phillipe Nover,Yui Chul Nam
2015-05-16,Nolan Ticman,Yao Zhikui
2015-05-16,Ning Guangyou,Royston Wee
2015-05-16,Mark Munoz,Luke Barnatt
2015-05-16,Tae Hyun Bang,Jon Tuck
2015-05-16,Li Jingliang,Dhiego Lima
2015-05-16,Hyun Gyu Lim,Neil Magny
2015-05-16,Guangyou Ning,Royston Wee
2015-05-16,Gegard Mousasi,Costas Philippou
2015-05-16,Gegard Mousasi,Constantinos Philippou
2015-05-16,Frankie Edgar,Urijah Faber
2015-05-16,Mark Eddiva,Levan Makashvili
2015-05-23,Uriah Hall,Rafael Natal
2015-05-23,Travis Browne,Andrei Arlovski
2015-05-23,Mike Pyle,Colby Covington
2015-05-23,Justin Scoggins,Joshua Sampo
2015-05-23,Justin Scoggins,Josh Sampo
2015-05-23,Joseph Benavidez,John Moraga
2015-05-23,John Dodson,Zach Makovsky
2015-05-23,Dong Hyun Kim,Joshua Burkman
2015-05-23,Donald Cerrone,John Makdessi
2015-05-23,Chris Weidman,Vitor Belfort
2015-05-23,Anthony Johnson,Daniel Cormier
2015-05-23,Islam Makhachev,Leo Kuntz
2015-05-30,Lucas Martins,Mirsad Bektic
2015-05-30,Wendell Oliveira,Darren Till
2015-05-30,Rony Jason,Damon Jackson
2015-05-30,Nik Lentz,Charles Oliveira
2015-05-30,Luiz Dutra,Tom Breese
2015-05-30,KJ Noons,Alex Oliveira
2015-05-30,Wendell Oliveira Marques,Darren Till
2015-05-30,Juliana Lima,Ericka Almeida
2015-05-30,Francisco Trinaldo,Norman Parke
2015-05-30,Francimar Barroso,Ryan Jimmo
2015-05-30,Elizeu Zaleski dos Santos,Nicolas Dalby
2015-05-30,Carlos Condit,Thiago Alves
2015-05-30,Jussier Formiga,Wilson Reis
2015-06-06,Thiago Tavares,Brian Ortega
2015-06-06,Shawn Jordan,Derrick Lewis
2015-06-06,Ricardo Abreu,Jake Collier
2015-06-06,Tim Boetsch,Dan Henderson
2015-06-06,Joe Soto,Anthony Birchak
2015-06-06,Jose Quinonez,Leonardo Morales
2015-06-06,Francisco Rivera,Alex Caceres
2015-06-06,Joe Proctor,Justin Edwards
2015-06-06,Dustin Poirier,Yancy Medeiros
2015-06-06,Chris Wade,Christos Giagos
2015-06-06,Brian Ebersole,Omari Akhmedov
2015-06-06,Ben Rothwell,Matt Mitrione
2015-06-13,Yair Rodriguez,Charles Rosa
2015-06-13,Tecia Torres,Angela Hill
2015-06-13,Tecia Pennington,Angela Hill
2015-06-13,Kelvin Gastelum,Nate Marquardt
2015-06-13,Henry Cejudo,Chico Camus
2015-06-13,Gilbert Melendez,Eddie Alvarez
2015-06-13,Gabriel Benitez,Clay Collard
2015-06-13,Francisco Trevino,Johnny Case
2015-06-13,Efrain Escudero,Drew Dober
2015-06-13,Cain Velasquez,Fabricio Werdum
2015-06-13,Augusto Montano,Cathal Pendred
2015-06-13,Alejandro Perez,Patrick Williams
2015-06-20,Taylor Lapilus,Yuta Sasaki
2015-06-20,Taylor Lapilus,Ulka Sasaki
2015-06-20,Scott Askham,Antonio Dos Santos
2015-06-20,Piotr Hallmann,Magomed Mustafaev
2015-06-20,Peter Sobotta,Steve Kennedy
2015-06-20,Niklas Backstrom,Noad Lahat
2015-06-20,Mairbek Taisumov,Alan Patrick
2015-06-20,Makwan Amirkhani,Masio Fullen
2015-06-20,Joanna Jedrzejczyk,Jessica Penne
2015-06-20,Dennis Siver,Tatsuya Kawajiri
2015-06-20,Alan Omer,Arnold Allen
2015-06-20,Nick Hein,Lukasz Sajewski
2015-06-27,Thiago Santos,Steve Bosse
2015-06-27,Steve Montgomery,Tony Sims
2015-06-27,Santiago Ponzinibbio,Lorenz Larkin
2015-06-27,Lyoto Machida,Yoel Romero
2015-06-27,Leandro Silva,Lewis Gonzalez
2015-06-27,Danny Martinez,Sirwan Kakai
2015-06-27,Antonio Carlos Junior,Eddie Gordon
2015-06-27,Alex Oliveira,Joe Merritt
2015-06-27,Hacran Dias,Levan Makashvili
2015-07-11,Mike Swick,Alex Garcia
2015-07-11,Yosdenis Cedeno,Cody Pfister
2015-07-11,Robbie Lawler,Rory MacDonald
2015-07-11,Neil Seery,Louis Smolka
2015-07-11,Matt Brown,Tim Means
2015-07-11,Brad Pickett,Thomas Almeida
2015-07-11,Dennis Bermudez,Jeremy Stephens
2015-07-11,Cody Garbrandt,Henry Briones
2015-07-11,Chad Mendes,Conor McGregor
2015-07-11,Cathal Pendred,John Howard
2015-07-11,Gunnar Nelson,Brandon Thatch
2015-07-12,Russell Doane,Jerrod Sanders
2015-07-12,Michael Graves,Vicente Luque
2015-07-12,Maximo Blanco,Mike de la Torre
2015-07-12,Kamaru Usman,Hayder Hassan
2015-07-12,Josh Samman,Caio Magalhaes
2015-07-12,Jorge Masvidal,Cezar Ferreira
2015-07-12,George Sullivan,Dominic Waters
2015-07-12,Darrell Montague,Willie Gates
2015-07-12,Dan Miller,Trevor Smith
2015-07-12,Angela Magana,Michelle Waterson-Gomez
2015-07-12,Angela Magana,Michelle Waterson
2015-07-12,Jake Ellenberger,Stephen Thompson
2015-07-15,Kevin Casey,Ildemar Alcantara
2015-07-15,Scott Jorgensen,Manvel Gamburyan
2015-07-15,Sam Sicilia,Yaotzin Meza
2015-07-15,Rani Yahya,Masanori Kanehara
2015-07-15,Kevin Lee,James Moontasri
2015-07-15,Josh Thomson,Tony Ferguson
2015-07-15,Alan Jouban,Matt Dwyer
2015-07-15,Igor Araujo,Sean Strickland
2015-07-15,Holly Holm,Marion Reneau
2015-07-15,Frank Mir,Todd Duffee
2015-07-15,Andrew Craig,Lyman Good
2015-07-15,Jessica Andrade,Sarah Moras
2015-07-18,Mickael Lebout,Teemu Packalen
2015-07-18,Stevie Ray,Leonardo Mafra
2015-07-18,Ross Pearson,Evan Dunham
2015-07-18,Robert Whiteford,Paul Redmond
2015-07-18,Paddy Holohan,Vaughan Lee
2015-07-18,Michael Bisping,Thales Leites
2015-07-18,Rob Whiteford,Paul Redmond
2015-07-18,Leon Edwards,Pawel Pawlak
2015-07-18,Joe Duffy,Ivan Jorge
2015-07-18,Joanne Wood,Cortney Casey
2015-07-18,Marcus Brimage,Jimmie Rivera
2015-07-18,Joanne Calderwood,Cortney Casey
2015-07-18,Ilir Latifi,Hans Stringer
2015-07-18,Daniel Omielanczuk,Chris de la Rocha
2015-07-25,Zak Cummings,Dominique Steele
2015-07-25,TJ Dillashaw,Renan Barao
2015-07-25,Ramsey Nijem,Andrew Holbrook
2015-07-25,Miesha Tate,Jessica Eye
2015-07-25,Kenny Robertson,Ben Saunders
2015-07-25,Joe Lauzon,Takanori Gomi
2015-07-25,Jessamyn Duke,Elizabeth Phillips
2015-07-25,Gian Villante,Tom Lawlor
2015-07-25,Edson Barboza,Paul Felder
2015-07-25,Eddie Wineland,Bryan Caraway
2015-07-25,Daron Cruickshank,James Krause
2015-07-25,Jim Miller,Danny Castillo
2015-08-01,Rafael Feijao,Patrick Cummins
2015-08-01,Warlley Alves,Nordine Taleb
2015-08-01,Vitor Miranda,Clint Hester
2015-08-01,Stefan Struve,Minotauro Nogueira
2015-08-01,Stefan Struve,Antonio Rodrigo Nogueira
2015-08-01,Ronda Rousey,Bethe Correia
2015-08-01,Reginaldo Vieira,Dileno Lopes
2015-08-01,Rafael Cavalcante,Patrick Cummins
2015-08-01,Claudia Gadelha,Jessica Aguilar
2015-08-01,Iuri Alcantara,Leandro Issa
2015-08-01,Hugo Viana,Guido Cannetti
2015-08-01,Glaico Franca Moreira,Fernando Bruno
2015-08-01,Glaico Franca,Fernando Bruno
2015-08-01,Demian Maia,Neil Magny
2015-08-01,Antonio Silva,Soa Palelei
2015-08-01,Mauricio Rua,Rogerio Nogueira
2015-08-08,Jared Rosholt,Timothy Johnson
2015-08-08,Sara McMann,Amanda Nunes
2015-08-08,Ray Borg,Geane Herrera
2015-08-08,Michael Johnson,Beneil Dariush
2015-08-08,Uriah Hall,Oluwale Bamgbose
2015-08-08,Jared Rosholt,Tim Johnson
2015-08-08,Marlon Vera,Roman Salazar
2015-08-08,Frankie Saenz,Sirwan Kakai
2015-08-08,Dustin Ortiz,Willie Gates
2015-08-08,Derek Brunson,Sam Alvey
2015-08-08,Chris Dempsey,Jonathan Wilson
2015-08-08,Chris Camozzi,Tom Watson
2015-08-08,Anthony Christodoulou,Scott Holtzman
2015-08-08,Glover Teixeira,Ovince Saint Preux
2015-08-23,Yves Jabouin,Felipe Arantes
2015-08-23,Shane Campbell,Elias Silverio
2015-08-23,Sam Stout,Frankie Perez
2015-08-23,Patrick Cote,Joshua Burkman
2015-08-23,Olivier Aubin-Mercier,Tony Sims
2015-08-23,Neil Magny,Erick Silva
2015-08-23,Misha Cirkunov,Daniel Jolly
2015-08-23,Maryna Moroz,Valerie Letourneau
2015-08-23,Marcos Rogerio de Lima,Nikita Krylov
2015-08-23,Chris Kelades,Chris Beal
2015-08-23,Chad Laprise,Francisco Trinaldo
2015-08-23,Max Holloway,Charles Oliveira
2015-09-05,Ross Pearson,Paul Felder
2015-09-05,Paige VanZant,Alex Chambers
2015-09-05,Joe Riggs,Ron Stallings
2015-09-05,Joaquim Silva,Nazareno Malegarie
2015-09-05,Jessica Andrade,Raquel Pennington
2015-09-05,Jan Blachowicz,Corey Anderson
2015-09-05,Demetrious Johnson,John Dodson
2015-09-05,Clay Collard,Tiago dos Santos e Silva
2015-09-05,Clay Collard,Tiago Trator
2015-09-05,Anthony Johnson,Jimi Manuwa
2015-09-05,Andrei Arlovski,Frank Mir
2015-09-05,Francisco Rivera,John Lineker
2015-09-26,Takeya Mizugaki,George Roop
2015-09-26,Shinsho Anzai,Roger Zapata
2015-09-26,Nick Hein,Yusuke Kasuya
2015-09-26,Naoyuki Kotani,Kajan Johnson
2015-09-26,Mizuto Hirota,Teruto Ishihara
2015-09-26,Keita Nakamura,Li Jingliang
2015-09-26,Katsunori Kikuno,Diego Brandao
2015-09-26,Josh Barnett,Roy Nelson
2015-09-26,Gegard Mousasi,Uriah Hall
2015-09-26,Kyoji Horiguchi,Chico Camus
2015-10-03,Joseph Benavidez,Ali Bagautinov
2015-10-03,Yair Rodriguez,Dan Hooker
2015-10-03,Shawn Jordan,Ruslan Magomedov
2015-10-03,Ryan Bader,Rashad Evans
2015-10-03,Rose Namajunas,Angela Hill
2015-10-03,Jessica Eye,Julianna Pena
2015-10-03,Daniel Cormier,Alexander Gustafsson
2015-10-03,Derrick Lewis,Viktor Pesta
2015-10-03,Francisco Trevino,Sage Northcutt
2015-10-03,Chris Cariaso,Sergio Pettis
2015-10-03,Alan Jouban,Albert Tumenov
2015-10-03,Adriano Martins,Islam Makhachev
2015-10-24,Stevie Ray,Mickael Lebout
2015-10-24,Scott Askham,Krzysztof Jotko
2015-10-24,Paddy Holohan,Louis Smolka
2015-10-24,Norman Parke,Reza Madadi
2015-10-24,Neil Seery,Jon Delos Reyes
2015-10-24,Nicolas Dalby,Darren Till
2015-10-24,Darren Elkins,Rob Whiteford
2015-10-24,Cathal Pendred,Tom Breese
2015-10-24,Bubba Bush,Garreth McLellan
2015-10-24,Aisling Daly,Ericka Almeida
2015-10-24,Darren Elkins,Robert Whiteford
2015-11-07,Kevin Souza,Chas Skelly
2015-11-07,Yan Cabral,Johnny Case
2015-11-07,Vitor Belfort,Dan Henderson
2015-11-07,Viscardi Andrade,Gasan Umalatov
2015-11-07,Thomas Almeida,Anthony Birchak
2015-11-07,Pedro Munhoz,Jimmie Rivera
2015-11-07,Glover Teixeira,Patrick Cummins
2015-11-07,Bruno Korea,Matheus Nicolau
2015-11-07,Gilbert Burns,Rashid Magomedov
2015-11-07,Fabio Maldonado,Corey Anderson
2015-11-07,Edimilson Souza,Chas Skelly
2015-11-07,Clay Guida,Thiago Tavares
2015-11-07,Alex Oliveira,Piotr Hallmann
2015-11-07,Gleison Tibau,Abel Trujillo
2015-11-14,Mark Hunt,Antonio Silva
2015-11-14,Uriah Hall,Robert Whittaker
2015-11-14,Stefan Struve,Jared Rosholt
2015-11-14,Ronda Rousey,Holly Holm
2015-11-14,Richie Vaculik,Danny Martinez
2015-11-14,Kyle Noke,Peter Sobotta
2015-11-14,Richard Walsh,Steve Kennedy
2015-11-14,James Moontasri,Anton Zafir
2015-11-14,Jake Matthews,Akbarh Arreola
2015-11-14,Daniel Kelly,Steve Montgomery
2015-11-14,Ben Nguyen,Ryan Benoit
2015-11-14,Anthony Perosh,Gian Villante
2015-11-14,Joanna Jedrzejczyk,Valerie Letourneau
2015-11-21,Vernon Ramos Ho,Alvaro Herrera Mendoza
2015-11-21,Valmir Lazaro,Michel Prazeres
2015-11-21,Ricardo Lamas,Diego Sanchez
2015-11-21,Neil Magny,Kelvin Gastelum
2015-11-21,Jussier Formiga,Henry Cejudo
2015-11-21,Horacio Gutierrez,Enrique Barzola
2015-11-21,Hector Urbina,Bartosz Fabinski
2015-11-21,Vernon Ramos,Alvaro Herrera
2015-11-21,Erik Perez,Taylor Lapilus
2015-11-21,Erick Montano,Enrique Marin
2015-11-21,Efrain Escudero,Leandro Silva
2015-11-21,Cesar Arzamendia,Polo Reyes
2015-11-21,Cesar Arzamendia,Marco Polo Reyes
2015-11-21,Alejandro Perez,Scott Jorgensen
2015-11-21,Gabriel Benitez,Andre Fili
2015-11-28,Yui Chul Nam,Mike de la Torre
2015-11-28,Yoshihiro Akiyama,Alberto Mina
2015-11-28,Yao Zhikui,Fredy Serrano
2015-11-28,Tae Hyun Bang,Leo Kuntz
2015-11-28,Seohee Ham,Cortney Casey
2015-11-28,Seo Hee Ham,Cortney Casey
2015-11-28,Guangyou Ning,Marco Beltran
2015-11-28,Dooho Choi,Sam Sicilia
2015-11-28,Dongi Yang,Jake Collier
2015-11-28,Dong Hyun Kim,Dominic Waters
2015-11-28,Dominique Steele,Dong Hyun Ma
2015-11-28,Benson Henderson,Jorge Masvidal
2015-11-28,Ning Guangyou,Marco Beltran
2015-12-10,Omari Akhmedov,Sergio Moraes
2015-12-10,Zubaira Tukhugov,Phillipe Nover
2015-12-10,Santiago Ponzinibbio,Andreas Stahl
2015-12-10,Sage Northcutt,Cody Pfister
2015-12-10,Rose Namajunas,Paige VanZant
2015-12-10,Kailin Curran,Emily Peters Kagan
2015-12-10,Tim Means,John Howard
2015-12-10,Jim Miller,Michael Chiesa
2015-12-10,Elias Theodorou,Thiago Santos
2015-12-10,Danny Roberts,Nathan Coy
2015-12-10,Antonio Carlos Junior,Kevin Casey
2015-12-10,Aljamain Sterling,Johnny Eduardo
2015-12-10,Kailin Curran,Emily Kagan
2015-12-11,Tatsuya Kawajiri,Jason Knight
2015-12-11,Ryan LaFlare,Mike Pierce
2015-12-11,Julian Erosa,Marcin Wrzosek
2015-12-11,Joe Lauzon,Evan Dunham
2015-12-11,Joby Sanchez,Geane Herrera
2015-12-11,Gabriel Gonzaga,Konstantin Erokhin
2015-12-11,Frankie Edgar,Chad Mendes
2015-12-11,Edson Barboza,Tony Ferguson
2015-12-11,Chris Gruetzemacher,Abner Lloveras
2015-12-11,Artem Lobov,Ryan Hall
2015-12-12,Warlley Alves,Colby Covington
2015-12-12,Urijah Faber,Frankie Saenz
2015-12-12,Tecia Torres,Jocelyn Jones-Lybarger
2015-12-12,Tecia Pennington,Jocelyn Jones-Lybarger
2015-12-12,Max Holloway,Jeremy Stephens
2015-12-12,Jose Aldo,Conor McGregor
2015-12-12,Leonardo Santos,Kevin Lee
2015-12-12,Joe Proctor,Magomed Mustafaev
2015-12-12,Jacare Souza,Yoel Romero
2015-12-12,Demian Maia,Gunnar Nelson
2015-12-12,Court McGee,Marcio Alexandre Junior
2015-12-12,Chris Weidman,Luke Rockhold
2015-12-12,John Makdessi,Yancy Medeiros
2015-12-19,Junior Dos Santos,Alistair Overeem
2015-12-19,Sarah Kaufman,Valentina Shevchenko
2015-12-19,Randa Markos,Karolina Kowalkiewicz
2015-12-19,Rafael Dos Anjos,Donald Cerrone
2015-12-19,Nik Lentz,Danny Castillo
2015-12-19,Michael Johnson,Nate Diaz
2015-12-19,Kamaru Usman,Leon Edwards
2015-12-19,Hayder Hassan,Vicente Luque
2015-12-19,Francis Ngannou,Luis Henrique
2015-12-19,Cole Miller,Jim Alers
2015-12-19,Charles Oliveira,Myles Jury
2015-12-19,CB Dollaway,Nate Marquardt
2015-12-19,Josh Samman,Tamdan McCrory
2016-01-02,Robbie Lawler,Carlos Condit
2016-01-02,Scott Holtzman,Drew Dober
2016-01-02,Michael McDonald,Masanori Kanehara
2016-01-02,Sheldon Westcott,Edgar Garcia
2016-01-02,Stipe Miocic,Andrei Arlovski
2016-01-02,Lorenz Larkin,Albert Tumenov
2016-01-02,Diego Brandao,Brian Ortega
2016-01-02,Justine Kish,Nina Nunes
2016-01-02,Justine Kish,Nina Ansaroff
2016-01-02,Joe Soto,Michinori Tanaka
2016-01-02,Dustin Poirier,Joe Duffy
2016-01-02,Abel Trujillo,Tony Sims
2016-01-02,Kyle Noke,Alex Morono
2016-01-17,Tim Boetsch,Ed Herman
2016-01-17,TJ Dillashaw,Dominick Cruz
2016-01-17,Ross Pearson,Francisco Trinaldo
2016-01-17,Rob Font,Joey Gomez
2016-01-17,Paul Felder,Daron Cruickshank
2016-01-17,Patrick Cote,Ben Saunders
2016-01-17,Travis Browne,Matt Mitrione
2016-01-17,Ilir Latifi,Sean O'Connell
2016-01-17,Francimar Barroso,Elvis Mutapcic
2016-01-17,Chris Wade,Mehdi Baghdad
2016-01-17,Charles Rosa,Kyle Bochniak
2016-01-17,Anthony Pettis,Eddie Alvarez
2016-01-17,Maximo Blanco,Luke Sanders
2016-01-30,Tarec Saffiedine,Jake Ellenberger
2016-01-30,Sage Northcutt,Bryan Barberena
2016-01-30,Rafael Natal,Kevin Casey
2016-01-30,Olivier Aubin-Mercier,Diego Ferreira
2016-01-30,Matt Dwyer,Randy Brown
2016-01-30,Josh Barnett,Ben Rothwell
2016-01-30,Iuri Alcantara,Jimmie Rivera
2016-01-30,Dustin Ortiz,Wilson Reis
2016-01-30,Damon Jackson,Levan Makashvili
2016-01-30,Anthony Rocco Martin,Felipe Olivieri
2016-01-30,Anthony Johnson,Ryan Bader
2016-01-30,Alex Caceres,Masio Fullen
2016-01-30,George Sullivan,Alexander Yakovlev
2016-02-06,Misha Cirkunov,Alex Nicholson
2016-02-06,Ray Borg,Justin Scoggins
2016-02-06,Ovince Saint Preux,Rafael Feijao
2016-02-06,Roy Nelson,Jared Rosholt
2016-02-06,Noad Lahat,Diego Rivas
2016-02-06,Mike Pyle,Sean Spencer
2016-02-06,Ovince Saint Preux,Rafael Cavalcante
2016-02-06,Joshua Burkman,KJ Noons
2016-02-06,Joseph Benavidez,Zach Makovsky
2016-02-06,Johny Hendricks,Stephen Thompson
2016-02-06,Derrick Lewis,Damian Grabowski
2016-02-06,Artem Lobov,Alex White
2016-02-06,Mickey Gall,Mike Jackson
2016-02-21,Lauren Murphy,Kelly Faszholz
2016-02-21,Jonavin Webb,Nathan Coy
2016-02-21,James Krause,Shane Campbell
2016-02-21,Donald Cerrone,Alex Oliveira
2016-02-21,Derek Brunson,Roan Carneiro
2016-02-21,Dennis Bermudez,Tatsuya Kawajiri
2016-02-21,Marion Reneau,Ashlee Evans-Smith
2016-02-21,Cody Garbrandt,Augusto Mendes
2016-02-21,Chris Camozzi,Joe Riggs
2016-02-21,Anthony Smith,Leonardo Guimaraes
2016-02-21,Anthony Smith,Leonardo Augusto Leleco
2016-02-21,Anthony Hamilton,Shamil Abdurakhimov
2016-02-21,Alex Garcia,Sean Strickland
2016-02-21,Daniel Sarafian,Oluwale Bamgbose
2016-02-27,Tom Breese,Keita Nakamura
2016-02-27,Teemu Packalen,Thibault Gouti
2016-02-27,Scott Askham,Chris Dempsey
2016-02-27,Norman Parke,Rustam Khabilov
2016-02-27,Mike Wilkinson,Makwan Amirkhani
2016-02-27,Gegard Mousasi,Thales Leites
2016-02-27,Francisco Rivera,Brad Pickett
2016-02-27,Davey Grant,Marlon Vera
2016-02-27,Daniel Omielanczuk,Jarjis Danho
2016-02-27,Bradley Scott,Krzysztof Jotko
2016-02-27,Brad Scott,Krzysztof Jotko
2016-02-27,Arnold Allen,Yaotzin Meza
2016-02-27,Anderson Silva,Michael Bisping
2016-02-27,David Teymur,Martin Svensson
2016-03-05,Gian Villante,Ilir Latifi
2016-03-05,Julian Erosa,Teruto Ishihara
2016-03-05,Jason Saggo,Justin Salas
2016-03-05,Holly Holm,Miesha Tate
2016-03-05,Erick Silva,Nordine Taleb
2016-03-05,Vitor Miranda,Marcelo Guimaraes
2016-03-05,Darren Elkins,Chas Skelly
2016-03-05,Amanda Nunes,Valentina Shevchenko
2016-03-05,Brandon Thatch,Siyar Bahadurzada
2016-03-05,Diego Sanchez,Jim Miller
2016-03-05,Corey Anderson,Tom Lawlor
2016-03-05,Conor McGregor,Nate Diaz
2016-03-19,Ross Pearson,Chad Laprise
2016-03-19,Richard Walsh,Viscardi Andrade
