event_date,fighter_a,fighter_b,query_date,offset_days,a_fair_prob,b_fair_prob,a_decimal_odds,b_decimal_odds,num_bookmakers,source_url,source_fighter_page,source_row_text
2026-04-11,Kevin Holland,Randy Brown,2026-04-11,0,0.530546,0.469454,1.787402,2.02,5,https://www.bestfightodds.com/events/ufc-327-4074,https://www.bestfightodds.com/fighters/Kevin-Holland-5910,Randy Brown | -129 | -110 | ... | +118 | Apr 11th 2026
2026-04-11,Mateusz Gamrot,Esteban Ribovics,2026-04-11,0,0.666584,0.333416,1.425532,2.85,5,https://www.bestfightodds.com/events/ufc-327-4074,https://www.bestfightodds.com/fighters/Mateusz-Gamrot-4189,Esteban Ribovics | +165 | +150 | ... | +210 | Apr 11th 2026
2026-04-18,Gilbert Burns,Mike Malott,2026-04-18,0,0.305499,0.694501,3.1,1.363636,5,https://www.bestfightodds.com/events/ufc-winnipeg-4145,https://www.bestfightodds.com/fighters/Gilbert-Burns-4747,Mike Malott | -335 | -280 | ... | -250 | Apr 19th 2026
2026-04-18,JJ Aldrich,Jamey-Lyn Horth,2026-04-18,0,0.379085,0.620915,2.5,1.526316,5,https://www.bestfightodds.com/events/ufc-winnipeg-4130,https://www.bestfightodds.com/fighters/Jj-Aldrich-12276,Jamey-Lyn Horth | -260 | -205 | ... | -150 | Apr 18th 2026
2026-04-18,Jasmine Jasudavicius,Karine Silva,2026-04-18,0,0.736218,0.263782,1.289855,3.6,5,https://www.bestfightodds.com/events/ufc-winnipeg-4145,https://www.bestfightodds.com/fighters/Jasmine-Jasudavicius-9869,Karine Silva | +210 | +225 | ... | +290 | Apr 19th 2026
2026-04-18,Kyler Phillips,Charles Jourdain,2026-04-18,0,0.425532,0.574468,2.25,1.649351,5,https://www.bestfightodds.com/events/ufc-winnipeg-4145,https://www.bestfightodds.com/fighters/Kyler-Phillips-7228,Charles Jourdain | -150 | -165 | ... | -136 | Apr 19th 2026
2026-04-18,Melissa Croden,Daria Zhelezniakova,2026-04-18,0,0.559687,0.440313,1.699301,2.16,5,https://www.bestfightodds.com/events/ufc-winnipeg-4130,https://www.bestfightodds.com/fighters/Melissa-Croden-10633,Daria Zhelezniakova | +155 | +110 | ... | +130 | Apr 18th 2026
2026-04-18,Thiago Moises,Gauge Young,2026-04-18,0,0.412858,0.587142,2.3,1.617284,5,https://www.bestfightodds.com/events/ufc-winnipeg-4145,https://www.bestfightodds.com/fighters/Thiago-Moises-6149,Gauge Young | +130 | -175 | ... | -138 | Apr 19th 2026
2026-04-25,Aljamain Sterling,Youssef Zalal,2026-04-25,0,0.450928,0.549072,2.1,1.724638,5,https://www.bestfightodds.com/events/ufc-vegas-116-4147,https://www.bestfightodds.com/fighters/Aljamain-Sterling-4688,Youssef Zalal | +135 | -141 | ... | -125 | Apr 25th 2026
2026-04-25,Jackson McVey,Sedriques Dumas,2026-04-25,0,0.618321,0.381679,1.531915,2.52,5,https://www.bestfightodds.com/events/ufc-vegas-116-4147,https://www.bestfightodds.com/fighters/Jackson-McVey-15053,Sedriques Dumas | +130 | +140 | ... | +165 | Apr 25th 2026
2026-04-25,Jafel Filho,Cody Durden,2026-04-25,0,0.834071,0.165929,1.153846,5.8,5,https://www.bestfightodds.com/events/ufc-vegas-116-4147,https://www.bestfightodds.com/fighters/Jafel-Filho-14406,Cody Durden | +330 | +400 | ... | +500 | Apr 25th 2026
2026-04-25,Marcus Buchecha,Ryan Spann,2026-04-25,0,0.57764,0.42236,1.645161,2.25,5,https://www.bestfightodds.com/events/ufc-vegas-116-4147,https://www.bestfightodds.com/fighters/Marcus-Buchecha-14323,Ryan Spann | -110 | +110 | ... | +136 | Apr 25th 2026
2026-04-25,Montel Jackson,Raoni Barcelos,2026-04-25,0,0.649891,0.350109,1.454545,2.7,5,https://www.bestfightodds.com/events/ufc-vegas-116-4147,https://www.bestfightodds.com/fighters/Montel-Jackson-8255,Raoni Barcelos | +186 | +150 | ... | +180 | Apr 25th 2026
2026-04-25,Norma Dumont,Joselyne Edwards,2026-04-25,0,0.646418,0.353582,1.47619,2.72,5,https://www.bestfightodds.com/events/ufc-vegas-116-4147,https://www.bestfightodds.com/fighters/Norma-Dumont-9825,Joselyne Edwards | +170 | +165 | ... | +195 | Apr 25th 2026
2026-04-25,Rafa Garcia,Alexander Hernandez,2026-04-25,0,0.480176,0.519824,2.0,1.833333,5,https://www.bestfightodds.com/events/ufc-vegas-116-4147,https://www.bestfightodds.com/fighters/Rafa-Garcia-9241,Alexander Hernandez | -150 | -125 | ... | -118 | Apr 25th 2026
2026-04-25,Rodolfo Vieira,Eric McConico,2026-04-25,0,0.761905,0.238095,1.25641,4.0,5,https://www.bestfightodds.com/events/ufc-vegas-116-4147,https://www.bestfightodds.com/fighters/Rodolfo-Vieira-9318,Eric McConico | +250 | +225 | ... | +310 | Apr 25th 2026
2026-04-25,Talita Alencar,Julia Polastri,2026-04-25,0,0.321839,0.678161,2.95,1.4,5,https://www.bestfightodds.com/events/ufc-vegas-116-4147,https://www.bestfightodds.com/fighters/Talita-Alencar-11655,Julia Polastri | -200 | -250 | ... | -230 | Apr 25th 2026
2026-05-02,Beneil Dariush,Quillan Salkilld,2026-05-02,0,0.227671,0.772329,4.2,1.238095,5,https://www.bestfightodds.com/events/ufc-perth-4079,https://www.bestfightodds.com/fighters/Beneil-Dariush-4633,Quillan Salkilld | -350 | -450 | ... | -350 | May 2nd 2026
2026-05-02,Cam Rowston,Robert Bryczek,2026-05-02,0,0.655629,0.344371,1.454545,2.75,5,https://www.bestfightodds.com/events/ufc-perth-4079,https://www.bestfightodds.com/fighters/Cam-Rowston-16458,Robert Bryczek | +250 | +130 | ... | +185 | May 2nd 2026
2026-05-02,Colby Thicknesse,Vince Morales,2026-05-02,0,0.543611,0.456389,1.746269,2.08,5,https://www.bestfightodds.com/events/ufc-perth-4079,https://www.bestfightodds.com/fighters/Colby-Thicknesse-19115,Vince Morales | -110 | -128 | ... | +122 | May 2nd 2026
2026-05-02,Dom Mar Fan,Kody Steele,2026-05-02,0,0.41672,0.58328,2.28,1.628931,5,https://www.bestfightodds.com/events/ufc-perth-4079,https://www.bestfightodds.com/fighters/Dom-Mar-Fan-19458,Kody Steele | -205 | -380 | ... | -150 | May 2nd 2026
2026-05-02,Jack Della Maddalena,Carlos Prates,2026-05-02,0,0.497865,0.502135,1.909091,1.892857,5,https://www.bestfightodds.com/events/ufc-perth-4079,https://www.bestfightodds.com/fighters/Jack-Della-Maddalena-7492,Carlos Prates | -175 | -120 | ... | -104 | May 2nd 2026
2026-05-02,Jacob Malkoun,Gerald Meerschaert,2026-05-02,0,0.904523,0.095477,1.059988,10.0,5,https://www.bestfightodds.com/events/ufc-perth-4079,https://www.bestfightodds.com/fighters/Jacob-Malkoun-10348,Gerald Meerschaert | +450 | +350 | ... | +950 | May 2nd 2026
2026-05-02,Jonathan Micallef,Themba Gorimbo,2026-05-02,0,0.662638,0.337362,1.425532,2.8,5,https://www.bestfightodds.com/events/ufc-perth-4079,https://www.bestfightodds.com/fighters/Jonathan-Micallef-18608,Themba Gorimbo | +130 | +170 | ... | +205 | May 2nd 2026
2026-05-02,Junior Tafa,Kevin Christian,2026-05-02,0,0.662638,0.337362,1.425532,2.8,5,https://www.bestfightodds.com/events/ufc-perth-4079,https://www.bestfightodds.com/fighters/Junior-Tafa-14832,Kevin Christian | +330 | +175 | ... | +200 | May 2nd 2026
2026-05-02,Shamil Gaziev,Brando Pericic,2026-05-02,0,0.5,0.5,1.892857,1.892857,5,https://www.bestfightodds.com/events/ufc-perth-4079,https://www.bestfightodds.com/fighters/Shamil-Gaziev-12522,Brando Pericic | +135 | -122 | ... | -105 | May 2nd 2026
2026-05-02,Tai Tuivasa,Louie Sutherland,2026-05-02,0,0.655629,0.344371,1.444444,2.75,5,https://www.bestfightodds.com/events/ufc-perth-4079,https://www.bestfightodds.com/fighters/Tai-Tuivasa-7444,Louie Sutherland | +130 | +175 | ... | +215 | May 2nd 2026
2026-05-02,Tim Elliott,Steve Erceg,2026-05-02,0,0.379947,0.620053,2.5,1.531915,5,https://www.bestfightodds.com/events/ufc-perth-4079,https://www.bestfightodds.com/fighters/Tim-Elliott-3288,Steve Erceg | -250 | -196 | ... | -180 | May 2nd 2026
2026-05-09,Alexander Volkov,Waldo Cortes Acosta,2026-05-09,0,0.555957,0.444043,1.70922,2.14,5,https://www.bestfightodds.com/events/ufc-328-4165,https://www.bestfightodds.com/fighters/Alexander-Volkov-2439,Waldo Cortes-Acosta | +160 | +108 | ... | +130 | May 9th 2026
