Date,Winner,Loser,odds_w,odds_l,tournament,tour,event_type,source
2026-02-21,Lazaro Garcia A.,Ferro F.,3.25,1.33,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-21,Salkova D.,Korneeva A.,3.5,1.3,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-20,Lazaro Garcia A.,Martynov D.,1.35,3.4,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-20,Salkova D.,Barthel M.,1.909,1.833,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-20,Ferro F.,Costoulas S.,1.98,1.8,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-20,Korneeva A.,Lee C. Y.,1.26,3.75,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-19,Lazaro Garcia A.,Leonard M.,1.73,2.04,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-19,Korneeva A.,Tan H.,1.18,4.75,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-18,Martynov D.,Dodin O.,4.5,1.2,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-18,Costoulas S.,Lew Yan Foon A.,1.18,4.75,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-18,Lee C. Y.,Bolsova Zadoinov A.,1.36,3.25,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-18,Salkova D.,Siskova A.,1.847,1.909,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-18,Barthel M.,Rosatello C.,1.18,4.75,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-18,Korneeva A.,Radivojevic L.,1.25,3.75,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-18,Ferro F.,Stefanini L.,1.571,2.35,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-17,Mladenovic K.,Yang Y.,1.87,1.909,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-17,Dodin O.,Korpatsch T.,2.79,1.441,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-17,Lazaro Garcia A.,Bronzetti L.,3.0,1.42,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-17,Siskova A.,Ponchet J.,1.621,2.25,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-17,Leonard M.,Serban R.,1.571,2.5,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-17,Rosatello C.,Minnen G.,8.0,1.1,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-16,Costoulas S.,Paquet C.,1.529,2.5,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-16,Salkova D.,Sobolieva A.,1.09,7.0,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-16,Lew Yan Foon A.,Kazionova E.,1.649,2.2,Les Sables D'Olonne 125,wta,125,oddsportal
2026-02-16,Martynov D.,Pigato L.,3.5,1.3,Les Sables D'Olonne 125,wta,125,oddsportal
