Date,Winner,Loser,odds_w,odds_l,tournament,tour,event_type,source
2024-11-15,Raducanu E.,Niemeier J.,1.33,3.25,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-16,Erjavec V.,Rus A.,2.9,1.36,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-16,Osorio C.,Burel C.,1.3,3.25,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-16,Bouzkova M.,Frech M.,1.9,1.87,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-14,Sramkova R.,Collins D.,2.15,1.67,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-17,Burel C.,Arango E.,1.55,2.4,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-16,Tsurenko L.,Paszek T.,1.19,4.1,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-16,Parry D.,Arango E.,1.28,3.3,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-15,Golubic V.,Ristic M.,1.2,4.33,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-15,Lamens S.,Erjavec V.,1.5,2.55,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-15,Linette M.,Sorribes Tormo S.,1.48,2.6,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-15,Bencic B.,Radivojevic L.,1.33,3.25,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-16,Wei S.,Benoit M.,1.22,4.1,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2026-03-20,SET 1,Alcaraz C.,5.5,1.14,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-17,Hruncakova V.,Birrell K.,2.45,1.53,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-16,Paolini J.,Uchijima M.,1.18,4.75,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-19,Raducanu E.,Hruncakova V.,1.16,5.0,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-14,Shibahara E.,Cristian J.,2.4,1.55,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-15,Haddad Maia B.,Ortenzi J.,1.08,7.5,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-16,Kraus S.,Zavatska K.,1.85,1.85,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-18,Swiatek I.,Paolini J.,1.15,5.25,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2026-03-21,Dzumhur D.,Jannik Sinner,16.5,1.01,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-16,Haddad Maia B.,Sierra S.,1.22,4.1,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-16,Lamens S.,Zidansek T.,1.48,2.5,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-14,Townsend T.,Jamrichova R.,1.22,4.1,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-15,Tauson C.,Olmos G.,1.02,12.0,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-19,Sramkova R.,Boulter K.,2.15,1.67,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-16,Svendsen J. C.,Olmos G.,1.45,2.55,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-20,Paolini J.,Sramkova R.,1.3,3.4,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-16,Golubic V.,Radivojevic L.,1.28,3.4,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-16,Rybakina E.,Park S.,1.01,23.0,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-16,Ortenzi J.,Pigossi L.,2.8,1.42,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-17,Boulter K.,Fernandez L.,1.9,1.87,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-15,Sierra S.,Pigossi L.,1.6,2.3,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-20,Bronzetti L.,Hruncakova V.,1.4,2.75,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-14,Bogdan A.,Hibino N.,1.45,2.7,bjk-cup-world-group-2024,wta,bjk_cup,flashscore
2024-11-16,Mboko V.,Zarazua R.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-16,Branstine C.,Garcia J.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-16,Swiatek I.,Lee G.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-16,Waltert S.,Sierra S.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-16,Noskova L.,Ruzic A.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-16,Seidel E.,Vandewinkel H.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-16,Bandecchi S.,Riera J.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-16,Klimovicova L.,Bertea E. R.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-16,Bartunkova N.,Marcinko P.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-16,Friedsam A-L.,Vandromme J.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-16,Lamens S.,Yamalapalli S.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-16,Koevermans A.,Bhamidipaty S. R.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-15,Joint M.,Pigossi L.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-15,Mboko V.,Svendsen J. C.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-15,Birrell K.,Leme Da Silva N. V.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-15,Brace C.,Munk Mortensen R.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-15,Sramkova R.,Waltert S.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-15,Lee G.,Tse E.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-15,Osorio C.,Ruzic A.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-15,Vandewinkel H.,Sonmez Z.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-15,Bertea E. R.,Yang V.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-15,Hruncakova V.,Bandecchi S.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-15,Lizarazo Y.,Marcinko P.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-15,Costoulas S.,Aksu A.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-15,Juvan K.,Yamalapalli S.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-15,Zidansek T.,Bhamidipaty S. R.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-14,Pigossi L.,Jorge F.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-14,Leme Da Silva N. V.,Jorge M.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-14,Zarazua R.,Svendsen J. C.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-14,Rodriguez V.,Munk Mortensen R.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-14,Swiatek I.,Tse E.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-14,Sramkova R.,Sierra S.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-14,Lys E.,Sonmez Z.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-14,Noskova L.,Osorio C.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-14,Hruncakova V.,Riera J.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-14,Kawa K.,Yang V.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-14,Seidel E.,Cengiz B.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-14,Bartunkova N.,Lizarazo Y.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-14,Lamens S.,Juvan K.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-14,Rus A.,Zidansek T.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-14,Joint M.,Jorge F.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-11-13,Birrell K.,Jorge M.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-09-21,Paolini J.,Pegula J.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-09-21,Cocciaretto E.,Navarro E.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-09-20,Pegula J.,Boulter K.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-09-20,Navarro E.,Kartal S.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-09-19,Paolini J.,Svitolina E.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-09-19,Cocciaretto E.,Kostyuk M.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-09-18,Uchijima M.,Boulter K.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-09-18,Shibahara E.,Kartal S.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-09-18,Rybakina E.,Pegula J.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-09-17,Putintseva Y.,Navarro E.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-09-17,Badosa P.,Svitolina E.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-09-17,Bouzas Maneiro J.,Kostyuk M.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-09-16,Paolini J.,Wang Xin.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-09-16,Cocciaretto E.,Yuan Y.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-13,Sramkova R.,Pera B.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-13,Jamrichova R.,Baptiste H.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-13,Stakusic M.,Uchijima M.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-12,Mboko V.,Shibahara E.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-12,Teichmann J.,Svitolina E.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-12,Noskova L.,Bouzas Maneiro J.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-12,Pera B.,Svendsen J. C.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-12,Boulter K.,Lamens S.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-12,Baptiste H.,Munk Mortensen R.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-12,Bouzkova M.,Bucsa C.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-12,Naef C.,Kostyuk M.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-12,Kartal S.,Vedder E.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-12,Todoni A. A.,Uchijima M.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-12,Bulgaru M.,Shibahara E.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-11,Birrell K.,Lizarazo Y.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-11,Joint M.,Monroy Y.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-11,Bouzas Maneiro J.,Haddad Maia B.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-11,Sramkova R.,Svendsen J. C.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-11,Chwalinska M.,Svitolina E.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-11,Boulter K.,Maria T.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-11,Hruncakova V.,Munk Mortensen R.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-11,Kawa K.,Kostyuk M.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-11,Sorribes Tormo S.,Pigossi L.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-11,Kartal S.,Niemeier J.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-11,Stakusic M.,Todoni A. A.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-11,Mboko V.,Bulgaru M.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-10,Rybakina E.,Lizarazo Y.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-10,Putintseva Y.,Mediorreal A. V.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-10,Linette M.,Golubic V.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-10,Noskova L.,Haddad Maia B.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-10,Bouzkova M.,Pigossi L.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-10,Kawa K.,Teichmann J.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-10,Maria T.,Lamens S.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-10,Niemeier J.,Vedder E.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-10,Birrell K.,Rybakina E.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
2024-04-09,Joint M.,Putintseva Y.,,,bjk-cup-world-group,wta,bjk_cup,flashscore
