ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,tour,source_year,WTA,Tier,BFEW,BFEL
1.0,Adelaide,Adelaide International 1,2022-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Kwon S.W.,Nishioka Y.,53.0,81.0,1115.0,823.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.7,2.26,1.76,2.5,1.64,2.22,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Monteiro T.,Altmaier D.,89.0,84.0,805.0,813.0,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.3,1.61,2.49,1.6,2.6,1.62,2.38,1.57,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Djere L.,Carballes Baena R.,52.0,79.0,1131.0,837.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.81,2.1,1.83,2.26,1.7,2.12,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-03,ATP250,Outdoor,Hard,1st Round,3.0,Johnson S.,Vukic A.,85.0,156.0,812.0,440.0,6.0,4.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.8,2.21,1.74,2.3,1.8,2.1,1.72,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Moutet C.,Rune H.,92.0,103.0,797.0,740.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.66,1.53,2.81,1.54,2.64,1.47,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Daniel T.,Musetti L.,125.0,59.0,584.0,1004.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2.0,1.8,2.19,1.75,2.25,1.8,2.09,1.73,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Gerasimov E.,Fucsovics M.,113.0,40.0,665.0,1459.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.37,1.57,2.91,1.46,2.91,1.57,2.62,1.48,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Ymer M.,Bonzi B.,94.0,64.0,782.0,969.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.15,1.78,2.15,1.82,2.04,1.77,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Cerundolo J.M.,Bolt A.,90.0,137.0,803.0,506.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.87,1.47,3.32,1.47,2.89,1.41,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Paul T.,Vesely J.,43.0,83.0,1349.0,822.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.33,3.4,1.35,3.45,1.35,3.6,1.32,3.35,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Mager G.,Cerundolo F.,62.0,127.0,978.0,582.0,6.0,4.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.8,1.94,1.94,2.0,2.07,1.9,1.88,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Kokkinakis T.,Millman J.,171.0,72.0,394.0,875.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.8,2.11,1.87,2.15,1.77,2.03,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Djere L.,Moutet C.,52.0,92.0,1131.0,797.0,4.0,6.0,7.0,5.0,,,,,,,1.0,1.0,Retired,2.3,1.61,2.31,1.69,2.49,1.72,2.28,1.62,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Cilic M.,Monteiro T.,30.0,89.0,1710.0,805.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.34,3.6,1.35,3.7,1.3,3.44,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Ymer M.,Kwon S.W.,94.0,53.0,782.0,1115.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.37,1.57,2.33,1.68,2.41,1.71,2.31,1.6,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-05,ATP250,Outdoor,Hard,2nd Round,3.0,Kokkinakis T.,Tiafoe F.,171.0,38.0,394.0,1492.0,3.0,6.0,7.0,5.0,6.0,1.0,,,,,2.0,1.0,Completed,2.3,1.61,2.37,1.66,2.4,1.73,2.26,1.63,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Paul T.,Daniel T.,43.0,125.0,1349.0,584.0,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.33,3.4,1.3,3.93,1.38,3.93,1.29,3.5,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Gerasimov E.,Mager G.,113.0,62.0,665.0,978.0,6.0,1.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.66,2.2,1.75,2.21,1.75,2.45,1.67,2.18,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Khachanov K.,Johnson S.,29.0,85.0,1731.0,812.0,6.0,4.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.25,4.0,1.29,3.99,1.3,4.36,1.24,3.91,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Monfils G.,Cerundolo J.M.,21.0,90.0,2158.0,803.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.2,5.21,1.22,5.55,1.18,4.68,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-07,ATP250,Outdoor,Hard,Quarterfinals,3.0,Cilic M.,Djere L.,30.0,52.0,1710.0,1131.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.31,3.85,1.33,4.15,1.29,3.58,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-07,ATP250,Outdoor,Hard,Quarterfinals,3.0,Monfils G.,Paul T.,21.0,43.0,2158.0,1349.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.63,2.44,1.63,2.7,1.56,2.42,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-07,ATP250,Outdoor,Hard,Quarterfinals,3.0,Khachanov K.,Gerasimov E.,29.0,113.0,1731.0,665.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.26,4.3,1.3,4.3,1.26,3.81,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-07,ATP250,Outdoor,Hard,Quarterfinals,3.0,Kokkinakis T.,Ymer M.,171.0,94.0,394.0,782.0,7.0,6.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.61,2.3,1.68,2.33,1.71,2.39,1.63,2.26,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-08,ATP250,Outdoor,Hard,Semifinals,3.0,Khachanov K.,Cilic M.,29.0,30.0,1731.0,1710.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.16,1.78,2.28,1.83,2.14,1.7,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-08,ATP250,Outdoor,Hard,Semifinals,3.0,Monfils G.,Kokkinakis T.,21.0,171.0,2158.0,394.0,7.0,5.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.41,3.17,1.44,3.4,1.37,3.04,atp,2022,,,,
1.0,Adelaide,Adelaide International 1,2022-01-09,ATP250,Outdoor,Hard,The Final,3.0,Monfils G.,Khachanov K.,21.0,29.0,2158.0,1731.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.63,2.44,1.67,2.5,1.6,2.34,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Bagnis F.,Murray A.,76.0,134.0,860.0,521.0,6.0,3.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,7.0,1.1,8.72,1.09,8.8,1.11,7.51,1.08,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Van De Zandschulp B.,Mannarino A.,57.0,71.0,1034.0,879.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.5,2.77,1.53,3.1,1.46,2.67,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Mcdonald M.,Gojowczyk P.,55.0,86.0,1084.0,808.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.4,3.2,1.44,3.24,1.36,3.05,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-04,ATP250,Outdoor,Hard,1st Round,3.0,Griekspoor T.,Koepfer D.,65.0,54.0,966.0,1101.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.54,2.62,1.62,2.65,1.54,2.46,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-05,ATP250,Outdoor,Hard,1st Round,3.0,Berankis R.,Giron M.,104.0,66.0,739.0,929.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.35,1.66,2.45,1.7,2.27,1.63,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-05,ATP250,Outdoor,Hard,1st Round,3.0,Thompson J.,O Connell C.,75.0,175.0,860.0,388.0,1.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,1.9,1.9,1.99,1.9,2.05,1.95,1.92,1.87,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-05,ATP250,Outdoor,Hard,1st Round,3.0,Ruusuvuori E.,Baez S.,95.0,99.0,778.0,762.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.52,2.68,1.53,2.89,1.48,2.62,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-05,ATP250,Outdoor,Hard,1st Round,3.0,Laaksonen H.,Paire B.,98.0,46.0,765.0,1245.0,4.0,6.0,6.0,3.0,5.0,2.0,,,,,1.0,1.0,Retired,1.33,3.4,1.37,3.32,1.5,3.58,1.37,3.1,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-05,ATP250,Outdoor,Hard,1st Round,3.0,Molcan A.,Seppi A.,88.0,102.0,806.0,744.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.66,2.2,1.71,2.25,1.76,2.3,1.66,2.19,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-05,ATP250,Outdoor,Hard,1st Round,3.0,Popyrin A.,Travaglia S.,61.0,78.0,1000.0,846.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.58,2.53,1.62,2.7,1.52,2.51,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-05,ATP250,Outdoor,Hard,1st Round,3.0,Cressy M.,Hijikata R.,112.0,375.0,683.0,113.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.51,2.74,1.53,3.2,1.43,2.79,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-05,ATP250,Outdoor,Hard,1st Round,3.0,Munar J.,Anderson K.,77.0,80.0,848.0,829.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.88,1.47,2.98,1.5,2.77,1.43,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Ruusuvuori E.,Thompson J.,95.0,75.0,778.0,860.0,7.0,6.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.46,2.96,1.48,3.0,1.43,2.79,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Molcan A.,Goffin D.,88.0,39.0,806.0,1476.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.66,2.38,1.67,2.62,1.57,2.38,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Dimitrov G.,Bagnis F.,28.0,76.0,1801.0,860.0,5.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.16,5.0,1.18,5.59,1.18,6.0,1.16,5.04,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Nadal R.,Berankis R.,6.0,104.0,4875.0,739.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.16,6.17,1.19,6.17,1.14,5.44,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Munar J.,Laaksonen H.,77.0,98.0,848.0,765.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.24,1.73,2.24,1.82,2.11,1.71,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Griekspoor T.,Popyrin A.,65.0,61.0,966.0,1000.0,6.0,3.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,1.92,1.99,1.92,2.12,1.83,1.96,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Cressy M.,Opelka R.,112.0,26.0,683.0,1936.0,4.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.2,1.66,2.29,1.7,2.35,1.7,2.22,1.64,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-06,ATP250,Outdoor,Hard,2nd Round,3.0,Van De Zandschulp B.,Mcdonald M.,57.0,55.0,1034.0,1084.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.9,1.9,2.01,1.9,2.01,2.03,1.87,1.91,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-07,ATP250,Outdoor,Hard,Quarterfinals,3.0,Ruusuvuori E.,Molcan A.,95.0,88.0,778.0,806.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.67,2.36,1.75,2.45,1.66,2.2,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-07,ATP250,Outdoor,Hard,Quarterfinals,3.0,Nadal R.,Griekspoor T.,6.0,65.0,4875.0,966.0,,,,,,,,,,,,,Walkover,1.16,5.0,1.23,4.66,1.25,5.5,1.19,4.59,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-07,ATP250,Outdoor,Hard,Quarterfinals,3.0,Cressy M.,Munar J.,112.0,77.0,683.0,848.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.79,2.14,1.8,2.4,1.73,2.1,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-07,ATP250,Outdoor,Hard,Quarterfinals,3.0,Dimitrov G.,Van De Zandschulp B.,28.0,57.0,1801.0,1034.0,6.0,7.0,6.0,0.0,7.0,5.0,,,,,2.0,1.0,Completed,1.66,2.2,1.71,2.27,1.8,2.27,1.69,2.16,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-08,ATP250,Outdoor,Hard,Semifinals,3.0,Cressy M.,Dimitrov G.,112.0,28.0,683.0,1801.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.38,1.37,4.0,1.4,3.2,1.35,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-08,ATP250,Outdoor,Hard,Semifinals,3.0,Nadal R.,Ruusuvuori E.,6.0,95.0,4875.0,778.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.25,4.42,1.25,5.1,1.2,4.45,atp,2022,,,,
2.0,Melbourne,Melbourne Summer Set,2022-01-09,ATP250,Outdoor,Hard,The Final,3.0,Nadal R.,Cressy M.,6.0,112.0,4875.0,683.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.16,6.15,1.18,7.0,1.14,5.66,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Vukic A.,Bublik A.,160.0,35.0,440.0,1538.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.02,1.88,2.24,1.95,2.02,1.79,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Paul T.,Tiafoe F.,41.0,37.0,1374.0,1492.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.07,1.83,2.25,1.83,2.07,1.75,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Rinderknech A.,Mcdonald M.,58.0,55.0,1057.0,1094.0,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.53,2.41,1.63,2.5,1.66,2.37,1.57,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Munar J.,Millman J.,72.0,80.0,868.0,820.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.35,1.65,2.35,1.77,2.14,1.71,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Moutet C.,Struff J.L.,115.0,50.0,643.0,1171.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.1,1.81,2.15,1.84,2.03,1.79,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Kwon S.W.,Harris L.,53.0,32.0,1110.0,1629.0,5.0,7.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,2.3,1.61,2.41,1.63,2.47,1.63,2.33,1.59,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Johnson S.,Bolt A.,84.0,142.0,807.0,496.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.32,3.67,1.4,3.67,1.33,3.29,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Bonzi B.,Carballes Baena R.,65.0,76.0,969.0,837.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.68,2.27,1.68,2.75,1.55,2.42,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Fucsovics M.,Van De Zandschulp B.,38.0,56.0,1447.0,1069.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.19,1.75,2.46,1.76,2.17,1.69,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Mager G.,Gerasimov E.,63.0,106.0,982.0,712.0,4.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,2.2,1.66,2.43,1.62,2.43,1.74,2.23,1.65,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Kokkinakis T.,Paire B.,145.0,47.0,480.0,1205.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.31,3.74,1.33,4.33,1.28,3.64,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-11,ATP250,Outdoor,Hard,1st Round,3.0,Monteiro T.,Nishioka Y.,83.0,99.0,809.0,748.0,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.9,1.9,1.95,1.93,1.95,2.0,1.88,1.92,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-11,ATP250,Outdoor,Hard,2nd Round,3.0,Rinderknech A.,Kwon S.W.,58.0,53.0,1057.0,1110.0,5.0,7.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.9,1.9,1.95,1.95,1.95,2.1,1.84,1.96,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-12,ATP250,Outdoor,Hard,2nd Round,3.0,Cilic M.,Munar J.,29.0,72.0,1760.0,868.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.34,3.57,1.43,3.8,1.35,3.21,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-12,ATP250,Outdoor,Hard,2nd Round,3.0,Paul T.,Bonzi B.,41.0,65.0,1374.0,969.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.43,3.09,1.44,3.24,1.4,2.95,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-12,ATP250,Outdoor,Hard,2nd Round,3.0,Khachanov K.,Mager G.,30.0,63.0,1726.0,982.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.21,4.98,1.25,4.98,1.21,4.33,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-12,ATP250,Outdoor,Hard,2nd Round,3.0,Vukic A.,Johnson S.,160.0,84.0,440.0,807.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.94,1.96,2.02,2.05,1.87,1.94,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-12,ATP250,Outdoor,Hard,2nd Round,3.0,Kokkinakis T.,Isner J.,145.0,24.0,480.0,2016.0,6.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.72,2.1,1.79,2.14,1.83,2.15,1.74,2.09,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-12,ATP250,Outdoor,Hard,2nd Round,3.0,Monteiro T.,Monfils G.,83.0,19.0,809.0,2373.0,6.0,7.0,6.0,3.0,1.0,0.0,,,,,1.0,1.0,Retired,4.5,1.2,5.16,1.2,5.25,1.25,4.67,1.19,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-12,ATP250,Outdoor,Hard,2nd Round,3.0,Moutet C.,Fucsovics M.,115.0,38.0,643.0,1447.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.27,1.71,2.42,1.8,2.18,1.68,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-13,ATP250,Outdoor,Hard,Quarterfinals,3.0,Rinderknech A.,Khachanov K.,58.0,30.0,1057.0,1726.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.09,1.43,3.4,1.46,2.95,1.39,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-13,ATP250,Outdoor,Hard,Quarterfinals,3.0,Cilic M.,Paul T.,29.0,41.0,1760.0,1374.0,6.0,4.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.72,2.1,1.67,2.36,1.75,2.45,1.65,2.23,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-13,ATP250,Outdoor,Hard,Quarterfinals,3.0,Moutet C.,Monteiro T.,115.0,83.0,643.0,809.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.48,2.87,1.54,3.06,1.45,2.75,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-13,ATP250,Outdoor,Hard,Quarterfinals,3.0,Kokkinakis T.,Vukic A.,145.0,160.0,480.0,440.0,6.0,7.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.53,2.5,1.51,2.77,1.54,2.81,1.5,2.56,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-14,ATP250,Outdoor,Hard,Semifinals,3.0,Rinderknech A.,Moutet C.,58.0,115.0,1057.0,643.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.23,1.74,2.25,1.91,2.11,1.73,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-14,ATP250,Outdoor,Hard,Semifinals,3.0,Kokkinakis T.,Cilic M.,145.0,29.0,480.0,1760.0,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.37,1.57,2.45,1.62,2.6,1.62,2.39,1.58,atp,2022,,,,
3.0,Adelaide,Adelaide International 2,2022-01-15,ATP250,Outdoor,Hard,The Final,3.0,Kokkinakis T.,Rinderknech A.,145.0,58.0,480.0,1057.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,1.91,2.0,2.0,2.1,1.85,1.96,atp,2022,,,,
4.0,Sydney,Sydney Tennis Classic,2022-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Goffin D.,Bagnis F.,45.0,71.0,1261.0,868.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.68,2.29,1.8,2.35,1.67,2.18,atp,2022,,,,
4.0,Sydney,Sydney Tennis Classic,2022-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Sonego L.,Gaston H.,27.0,67.0,1825.0,919.0,3.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.44,2.75,1.51,2.74,1.51,2.89,1.46,2.69,atp,2022,,,,
4.0,Sydney,Sydney Tennis Classic,2022-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Thompson J.,Giron M.,73.0,66.0,860.0,929.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.33,1.67,2.35,1.73,2.21,1.65,atp,2022,,,,
4.0,Sydney,Sydney Tennis Classic,2022-01-10,ATP250,Outdoor,Hard,1st Round,3.0,Fognini F.,Altmaier D.,36.0,91.0,1494.0,792.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.75,,,1.48,3.0,1.43,2.74,atp,2022,,,,
