Date,Winner,Loser,score,round,odds_w,odds_l,tournament,tour,event_type,source
2025-06-14,Prado Angelo J. C.,Hotze L.,2:0,,,,davis-cup-g3-2022,atp,davis_cup,betexplorer
2025-06-14,Andre F.,Antchandie H.,2:0,,,,davis-cup-g4-2022,atp,davis_cup,betexplorer
2025-06-14,Domingos D.,Koumba C.,2:0,,,,davis-cup-g4-2022,atp,davis_cup,betexplorer
2025-06-14,Bazu D.,Njogu A.,1:2,,,,davis-cup-g4-2022,atp,davis_cup,betexplorer
2025-06-14,Shah K. S.,Seewoosurrun R.,2:0,,,,davis-cup-g4-2022,atp,davis_cup,betexplorer
2024-11-23,Alansi G.,Abdullah A.,0:2,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-11-23,Camacho C.,Abrar Z.,2:1,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-11-23,Fazeel A. F.,Enkhjargal S.,1:2,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-11-23,Dorji T.,Ho S. L. S.,0:2,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-11-23,Alnusairi N.,Lim G.,1:2,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-11-23,Llarenas D.,Md Hanif M.,2:0,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-11-23,Simmalavong S.,Orazmuhammedov M.,0:2,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-11-23,Oyunbold T.,Izzath Rasheed M.,2:0,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-11-23,Rogusskiy Y.,Bounthala D.,2:0,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-11-23,Tang K. L. Y.,Singye Dorji T.,2:0,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-07-20,Mokobo A.,Ah-Kon K.,0:2,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-07-20,Pandzou Ekoume C.,Gomme M.,0:2,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-07-20,Said M.,Issa A. I.,0:2,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-07-20,Leshoele M.,Derar K.,1:0 RET.,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-07-20,Mathibela L.,Ali H.,2:0,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-07-20,Blal M. L.,Omar Ali O.,0:2,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-07-20,Rakotondramanga A.,Zziwa T. A.,2:0,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-07-20,Rakotondrasoa V.,Kiriwo M.,2:0,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-07-20,Mohammed A. N.,Rashidi R.,0:2,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2024-07-20,Musa D.,Shomvi H.,0:2,,,,davis-cup-g5-2022,atp,davis_cup,betexplorer
2025-09-21,Cocciaretto E.,Navarro E.,2:0,,3.3,1.32,bjk-cup-wg-2022,wta,bjk_cup,betexplorer
2025-09-21,Paolini J.,Pegula J.,2:0,,2.2,1.62,bjk-cup-wg-2022,wta,bjk_cup,betexplorer
2025-09-20,Navarro E.,Kartal S.,2:1,,1.35,3.1,bjk-cup-wg-2022,wta,bjk_cup,betexplorer
2025-09-20,Pegula J.,Boulter K.,2:1,,1.19,4.38,bjk-cup-wg-2022,wta,bjk_cup,betexplorer
2025-09-19,Kostyuk M.,Cocciaretto E.,0:2,,1.36,3.03,bjk-cup-wg-2022,wta,bjk_cup,betexplorer
2025-09-19,Paolini J.,Svitolina E.,2:1,,1.87,1.84,bjk-cup-wg-2022,wta,bjk_cup,betexplorer
2025-09-18,Rybakina E.,Pegula J.,2:0,,1.81,1.91,bjk-cup-wg-2022,wta,bjk_cup,betexplorer
2025-09-18,Kartal S.,Shibahara E.,0:2,,1.3,3.4,bjk-cup-wg-2022,wta,bjk_cup,betexplorer
2025-09-18,Boulter K.,Uchijima M.,0:2,,1.44,2.75,bjk-cup-wg-2022,wta,bjk_cup,betexplorer
2025-09-17,Svitolina E.,Badosa P.,1:2,,1.44,2.75,bjk-cup-wg-2022,wta,bjk_cup,betexplorer
2025-09-17,Kostyuk M.,Bouzas Maneiro J.,0:2,,1.56,2.35,bjk-cup-wg-2022,wta,bjk_cup,betexplorer
2025-09-17,Navarro E.,Putintseva Y.,1:2,,1.35,3.03,bjk-cup-wg-2022,wta,bjk_cup,betexplorer
2025-09-16,Cocciaretto E.,Yuan Y.,2:1,,1.9,1.9,bjk-cup-wg-2022,wta,bjk_cup,betexplorer
2025-09-16,Paolini J.,Wang Xin.,2:1,,1.35,3.1,bjk-cup-wg-2022,wta,bjk_cup,betexplorer
2025-04-12,Jorge M.,Juvan K.,1:2,,,,bjk-cup-g1-2022,wta,bjk_cup,betexplorer
2025-04-12,Jorge F.,Lovric P.,1:2,,1.28,3.4,bjk-cup-g1-2022,wta,bjk_cup,betexplorer
2025-04-12,Marcinko P.,Kostovic T.,2:0,,1.83,1.83,bjk-cup-g1-2022,wta,bjk_cup,betexplorer
2025-04-12,Ristic M.,Ruzic A.,1:2,,3.9,1.22,bjk-cup-g1-2022,wta,bjk_cup,betexplorer
2025-04-11,Aksu A.,Toth A. K.,2:1,,2.48,1.49,bjk-cup-g1-2022,wta,bjk_cup,betexplorer
2025-04-11,Minnen G.,Gracheva V.,2:1,,1.49,2.47,bjk-cup-g1-2022,wta,bjk_cup,betexplorer
2025-04-11,Sonmez Z.,Bondar A.,2:0,,1.55,2.33,bjk-cup-g1-2022,wta,bjk_cup,betexplorer
2025-04-11,Vandromme J.,Cornet A.,2:0,,2.2,1.61,bjk-cup-g1-2022,wta,bjk_cup,betexplorer
2025-06-21,Guzman D.,Castro C.,2:0,,1.03,10.0,bjk-cup-g2-2022,wta,bjk_cup,betexplorer
2025-06-21,Perez Alarcon L.,Kettlewell L.,2:0,,1.04,9.0,bjk-cup-g2-2022,wta,bjk_cup,betexplorer
2025-06-21,Reasco Gonzalez M. E.,Trigosso N.,0:2,,1.06,8.0,bjk-cup-g2-2022,wta,bjk_cup,betexplorer
2025-06-21,Zeballos N.,Romero C.,2:0,,1.33,3.25,bjk-cup-g2-2022,wta,bjk_cup,betexplorer
2025-04-12,Kardava Z.,Burylo M.,2:0,,1.17,4.5,bjk-cup-g2-2022,wta,bjk_cup,betexplorer
2025-04-11,Gorgodze E.,Glushkova D.,0:2,,1.73,1.99,bjk-cup-g2-2022,wta,bjk_cup,betexplorer
2025-04-11,Bolkvadze M.,Karatancheva L.,1:2,,1.22,3.86,bjk-cup-g2-2022,wta,bjk_cup,betexplorer
2025-04-10,Brune A.,Dencheva R.,0:2,,,,bjk-cup-g2-2022,wta,bjk_cup,betexplorer
2025-04-10,Karatancheva L.,Helgo M.,2:0,,1.83,1.83,bjk-cup-g2-2022,wta,bjk_cup,betexplorer
2025-06-21,Hietaranta L.,Gamretkaia A.,0:2,,1.03,9.0,bjk-cup-g3-2022,wta,bjk_cup,betexplorer
2025-06-21,Kulikova A.,Rencheli A.,0:2,,1.22,3.75,bjk-cup-g3-2022,wta,bjk_cup,betexplorer
2025-06-20,Gamretkaia A.,Korneeva A.,0:2,,,,bjk-cup-g3-2022,wta,bjk_cup,betexplorer
2025-06-20,Rencheli A.,Sogomonyan A.,0:2,,1.29,3.2,bjk-cup-g3-2022,wta,bjk_cup,betexplorer
2025-06-19,Kulikova A.,Amiraghyan A.,0:2,,,,bjk-cup-g3-2022,wta,bjk_cup,betexplorer
2025-06-19,Hietaranta L.,Sogomonyan A.,0:2,,,,bjk-cup-g3-2022,wta,bjk_cup,betexplorer
2024-06-15,Eloundou Nga L. C.,Nankulange E. M.,2:0,,,,bjk-cup-g4-2022,wta,bjk_cup,betexplorer
2024-06-15,Eloundou Nga M. P.,Mao S. M.,2:0,,,,bjk-cup-g4-2022,wta,bjk_cup,betexplorer
2024-06-15,Mokhele N.,Costa M.,2:0,,,,bjk-cup-g4-2022,wta,bjk_cup,betexplorer
2024-06-15,Monyatsi P.,Tuluca M.,2:0,,,,bjk-cup-g4-2022,wta,bjk_cup,betexplorer
2024-06-15,Mosimann L.,Joao I. A.,2:0,,,,bjk-cup-g4-2022,wta,bjk_cup,betexplorer
2024-06-15,Shumet M.,Ndeko C.,2:0,,,,bjk-cup-g4-2022,wta,bjk_cup,betexplorer
2024-06-15,Umumararungu G.,Khumalo H.,2:0,,,,bjk-cup-g4-2022,wta,bjk_cup,betexplorer
2024-06-15,Bosman Egate M. M.,Zewdie E.,1:2,,,,bjk-cup-g4-2022,wta,bjk_cup,betexplorer
2022-01-09,Auger-Aliassime F.,Bautista-Agut R.,0:2,,2.0,1.8,atp-cup-2022,atp,atp_cup,betexplorer
2022-01-09,Shapovalov D.,Carreno-Busta P.,0:2,,2.3,1.61,atp-cup-2022,atp,atp_cup,betexplorer
2022-01-08,Medvedev D.,Auger-Aliassime F.,0:2,,1.2,4.33,atp-cup-2022,atp,atp_cup,betexplorer
2022-01-07,Bautista-Agut R.,Hurkacz H.,2:1,,1.83,1.83,atp-cup-2022,atp,atp_cup,betexplorer
2022-01-07,Carreno-Busta P.,Zielinski J.,2:0,,,,atp-cup-2022,atp,atp_cup,betexplorer
2022-01-07,Shapovalov D.,Safiullin R.,2:1,,1.33,3.25,atp-cup-2022,atp,atp_cup,betexplorer
2024-08-04,Djokovic N.,Alcaraz C.,2:0,FINAL,3.05,1.33,olympics-atp-2024,atp,olympics,betexplorer
2024-08-03,Musetti L.,Auger-Aliassime F.,2:1,3RD PLACE,1.6,2.22,olympics-atp-2024,atp,olympics,betexplorer
2024-08-02,Alcaraz C.,Auger-Aliassime F.,0:2,SEMI-FINALS,1.12,5.78,olympics-atp-2024,atp,olympics,betexplorer
2024-08-02,Djokovic N.,Musetti L.,2:0,SEMI-FINALS,1.44,2.67,olympics-atp-2024,atp,olympics,betexplorer
2024-08-01,Djokovic N.,Tsitsipas S.,2:0,QUARTER-FINALS,1.33,3.25,olympics-atp-2024,atp,olympics,betexplorer
2024-08-01,Alcaraz C.,Paul T.,0:2,QUARTER-FINALS,1.14,5.3,olympics-atp-2024,atp,olympics,betexplorer
2024-08-01,Auger-Aliassime F.,Ruud C.,1:2,QUARTER-FINALS,2.45,1.52,olympics-atp-2024,atp,olympics,betexplorer
2024-08-01,Musetti L.,Zverev A.,0:2,QUARTER-FINALS,3.1,1.35,olympics-atp-2024,atp,olympics,betexplorer
2024-07-31,Auger-Aliassime F.,Medvedev D.,2:0,1/8-FINALS,2.45,1.52,olympics-atp-2024,atp,olympics,betexplorer
2024-07-31,Tsitsipas S.,Baez S.,0:2,1/8-FINALS,1.22,4.13,olympics-atp-2024,atp,olympics,betexplorer
2024-07-31,Djokovic N.,Koepfer D.,2:0,1/8-FINALS,1.03,11.5,olympics-atp-2024,atp,olympics,betexplorer
2024-07-31,Paul T.,Moutet C.,0:2,1/8-FINALS,1.18,4.65,olympics-atp-2024,atp,olympics,betexplorer
2024-07-31,Musetti L.,Fritz T.,2:0,1/8-FINALS,1.77,1.98,olympics-atp-2024,atp,olympics,betexplorer
2024-07-31,Ruud C.,Cerundolo F.,2:0,1/8-FINALS,1.53,2.42,olympics-atp-2024,atp,olympics,betexplorer
2024-07-31,Alcaraz C.,Safiullin R.,0:2,1/8-FINALS,1.04,10.15,olympics-atp-2024,atp,olympics,betexplorer
2024-07-31,Zverev A.,Popyrin A.,2:0,1/8-FINALS,1.06,7.5,olympics-atp-2024,atp,olympics,betexplorer
2024-07-30,Auger-Aliassime F.,Marterer M.,2:0,1/16-FINALS,1.2,4.32,olympics-atp-2024,atp,olympics,betexplorer
2024-07-30,Fritz T.,Draper J.,1:2,1/16-FINALS,1.5,2.52,olympics-atp-2024,atp,olympics,betexplorer
2024-07-30,Paul T.,Mensik J.,0:2,1/16-FINALS,1.34,3.15,olympics-atp-2024,atp,olympics,betexplorer
2024-07-30,Musetti L.,Navone M.,2:0,1/16-FINALS,1.42,2.73,olympics-atp-2024,atp,olympics,betexplorer
2024-07-30,Medvedev D.,Ofner S.,0:2,1/16-FINALS,1.1,6.43,olympics-atp-2024,atp,olympics,betexplorer
2024-07-30,Popyrin A.,Wawrinka S.,0:2,1/16-FINALS,1.73,2.04,olympics-atp-2024,atp,olympics,betexplorer
2024-07-30,Zverev A.,Machac T.,2:0,1/16-FINALS,1.12,5.8,olympics-atp-2024,atp,olympics,betexplorer
2024-07-29,Baez S.,Hassan B.,2:1,1/16-FINALS,1.07,8.45,olympics-atp-2024,atp,olympics,betexplorer
2024-07-29,Cerundolo F.,Humbert U.,2:1,1/16-FINALS,1.77,1.98,olympics-atp-2024,atp,olympics,betexplorer
2024-07-29,Djokovic N.,Nadal R.,2:0,1/16-FINALS,1.15,5.13,olympics-atp-2024,atp,olympics,betexplorer
2024-07-29,Tsitsipas S.,Evans D.,0:2,1/16-FINALS,1.04,10.0,olympics-atp-2024,atp,olympics,betexplorer
2024-07-29,Alcaraz C.,Griekspoor T.,0:2,1/16-FINALS,1.03,11.5,olympics-atp-2024,atp,olympics,betexplorer
2024-07-29,Koepfer D.,Arnaldi M.,2:1,1/16-FINALS,2.9,1.39,olympics-atp-2024,atp,olympics,betexplorer
2024-07-29,Ruud C.,Vavassori A.,2:1,1/16-FINALS,1.06,8.43,olympics-atp-2024,atp,olympics,betexplorer
2024-07-29,Safiullin R.,Etcheverry T. M.,2:0,1/16-FINALS,2.48,1.51,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Arnaldi M.,Fils A.,2:0,1/32-FINALS,2.54,1.49,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Auger-Aliassime F.,Giron M.,2:0,1/32-FINALS,1.28,3.58,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Baez S.,Monteiro T.,2:0,1/32-FINALS,1.42,2.81,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Tsitsipas S.,Bergs Z.,1:2,1/32-FINALS,1.14,5.2,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Struff J-L.,Cabral F.,0:2,1/32-FINALS,1.05,9.85,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Cerundolo F.,Barrios Vera T.,2:0,1/32-FINALS,1.35,3.13,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Paul T.,Darderi L.,0:2,1/32-FINALS,1.47,2.63,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Draper J.,Nishikori K.,2:0,1/32-FINALS,1.24,3.92,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Evans D.,Echargui M.,1:2,1/32-FINALS,1.34,3.18,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Etcheverry T. M.,Seyboth Wild T.,2:0,1/32-FINALS,1.48,2.56,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Hassan B.,Eubanks C.,0:2,1/32-FINALS,1.68,2.13,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Nadal R.,Fucsovics M.,1:2,1/32-FINALS,1.42,2.65,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Griekspoor T.,Tsitsipas Pe.,2:0,1/32-FINALS,1.01,21.0,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Ofner S.,Haase R.,0:2,1/32-FINALS,1.07,7.95,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Marterer M.,Lajovic D.,1:2,1/32-FINALS,3.25,1.33,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Machac T.,Zhang Z.,2:1,1/32-FINALS,1.89,1.87,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Humbert U.,Marozsan F.,0:2,1/32-FINALS,1.66,2.16,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Vavassori A.,Martinez P.,1:2,1/32-FINALS,2.67,1.44,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Mensik J.,Shevchenko A.,2:0,1/32-FINALS,1.57,2.32,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Moutet C.,Nagal S.,2:1,1/32-FINALS,1.61,2.26,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Musetti L.,Monfils G.,2:0,1/32-FINALS,1.53,2.44,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Navone M.,Borges N.,2:0,1/32-FINALS,1.78,1.98,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Popyrin A.,Jarry N.,2:0,1/32-FINALS,2.17,1.65,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Koepfer D.,Raonic M.,1:2,1/32-FINALS,1.44,2.75,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Ruud C.,Daniel T.,2:0,1/32-FINALS,1.08,7.45,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Safiullin R.,Tabilo A.,0:2,1/32-FINALS,2.67,1.44,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Wawrinka S.,Kotov P.,2:0,1/32-FINALS,2.33,1.57,olympics-atp-2024,atp,olympics,betexplorer
2024-07-28,Zverev A.,Munar J.,2:0,1/32-FINALS,1.09,7.15,olympics-atp-2024,atp,olympics,betexplorer
2024-07-27,Fritz T.,Bublik A.,0:2,1/32-FINALS,1.22,4.08,olympics-atp-2024,atp,olympics,betexplorer
2024-07-27,Djokovic N.,Ebden M.,2:0,1/32-FINALS,1.0,32.0,olympics-atp-2024,atp,olympics,betexplorer
2024-07-27,Alcaraz C.,Habib H.,0:2,1/32-FINALS,1.01,25.0,olympics-atp-2024,atp,olympics,betexplorer
2024-07-27,Medvedev D.,Hijikata R.,0:2,1/32-FINALS,1.04,10.85,olympics-atp-2024,atp,olympics,betexplorer
2024-08-03,Zheng Q.,Vekic D.,2:0,FINAL,1.36,2.87,olympics-wta-2024,wta,olympics,betexplorer
2024-08-02,Swiatek I.,Schmiedlova A. K.,2:0,3RD PLACE,1.03,12.35,olympics-wta-2024,wta,olympics,betexplorer
2024-08-01,Vekic D.,Schmiedlova A. K.,0:2,SEMI-FINALS,1.47,2.61,olympics-wta-2024,wta,olympics,betexplorer
2024-08-01,Zheng Q.,Swiatek I.,0:2,SEMI-FINALS,7.35,1.08,olympics-wta-2024,wta,olympics,betexplorer
2024-07-31,Zheng Q.,Kerber A.,1:2,QUARTER-FINALS,1.24,3.92,olympics-wta-2024,wta,olympics,betexplorer
2024-07-31,Vekic D.,Kostyuk M.,1:2,QUARTER-FINALS,1.58,2.32,olympics-wta-2024,wta,olympics,betexplorer
2024-07-31,Schmiedlova A. K.,Krejcikova B.,0:2,QUARTER-FINALS,3.61,1.28,olympics-wta-2024,wta,olympics,betexplorer
2024-07-30,Kerber A.,Fernandez L.,2:0,1/8-FINALS,2.75,1.42,olympics-wta-2024,wta,olympics,betexplorer
2024-07-30,Zheng Q.,Navarro E.,1:2,1/8-FINALS,1.59,2.28,olympics-wta-2024,wta,olympics,betexplorer
2024-07-30,Collins D.,Osorio C.,1:2,1/8-FINALS,1.28,3.49,olympics-wta-2024,wta,olympics,betexplorer
2024-07-30,Kostyuk M.,Sakkari M.,1:2,1/8-FINALS,2.47,1.51,olympics-wta-2024,wta,olympics,betexplorer
2024-07-30,Schmiedlova A. K.,Paolini J.,2:1,1/8-FINALS,5.53,1.13,olympics-wta-2024,wta,olympics,betexplorer
2024-07-30,Krejcikova B.,Svitolina E.,1:2,1/8-FINALS,2.0,1.76,olympics-wta-2024,wta,olympics,betexplorer
2024-07-30,Swiatek I.,Wang Xiy.,2:0,1/8-FINALS,1.02,14.0,olympics-wta-2024,wta,olympics,betexplorer
2024-07-30,Vekic D.,Gauff C.,2:0,1/8-FINALS,5.3,1.14,olympics-wta-2024,wta,olympics,betexplorer
2024-07-29,Fernandez L.,Bucsa C.,0:2,1/16-FINALS,1.23,4.04,olympics-wta-2024,wta,olympics,betexplorer
2024-07-29,Kostyuk M.,Burel C.,0:2,1/16-FINALS,1.46,2.63,olympics-wta-2024,wta,olympics,betexplorer
2024-07-29,Gauff C.,Carle M. L.,0:2,1/16-FINALS,1.05,9.65,olympics-wta-2024,wta,olympics,betexplorer
2024-07-29,Kerber A.,Cristian J.,1:2,1/16-FINALS,1.89,1.87,olympics-wta-2024,wta,olympics,betexplorer
2024-07-29,Schmiedlova A. K.,Haddad Maia B.,0:2,1/16-FINALS,3.08,1.36,olympics-wta-2024,wta,olympics,betexplorer
2024-07-29,Paolini J.,Linette M.,0:2,1/16-FINALS,1.28,3.49,olympics-wta-2024,wta,olympics,betexplorer
2024-07-29,Navarro E.,Tomova V.,2:1,1/16-FINALS,1.18,4.54,olympics-wta-2024,wta,olympics,betexplorer
2024-07-29,Osorio C.,Yastremska D.,2:0,1/16-FINALS,1.74,2.03,olympics-wta-2024,wta,olympics,betexplorer
2024-07-29,Svitolina E.,Pegula J.,1:2,1/16-FINALS,1.82,1.94,olympics-wta-2024,wta,olympics,betexplorer
2024-07-29,Zheng Q.,Rus A.,0:2,1/16-FINALS,1.13,5.53,olympics-wta-2024,wta,olympics,betexplorer
2024-07-29,Sakkari M.,Yuan Y.,2:0,1/16-FINALS,1.15,5.18,olympics-wta-2024,wta,olympics,betexplorer
2024-07-29,Swiatek I.,Parry D.,2:0,1/16-FINALS,1.02,13.95,olympics-wta-2024,wta,olympics,betexplorer
2024-07-29,Vekic D.,Andreescu B.,2:0,1/16-FINALS,1.99,1.77,olympics-wta-2024,wta,olympics,betexplorer
2024-07-29,Krejcikova B.,Wang Xin.,0:2,1/16-FINALS,1.38,2.94,olympics-wta-2024,wta,olympics,betexplorer
2024-07-29,Wang Xiy.,Shnaider D.,2:0,1/16-FINALS,3.13,1.35,olympics-wta-2024,wta,olympics,betexplorer
2024-07-29,Collins D.,Wozniacki C.,1:2,1/16-FINALS,1.24,3.88,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Yuan Y.,Alexandrova E.,1:2,1/32-FINALS,2.93,1.39,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Andreescu B.,Tauson C.,2:0,1/32-FINALS,1.8,1.95,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Burel C.,Siniakova K.,2:0,1/32-FINALS,2.63,1.5,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Carle M. L.,Maria T.,2:0,1/32-FINALS,1.4,2.85,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Shnaider D.,Cocciaretto E.,0:2,1/32-FINALS,1.49,2.54,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Zheng Q.,Errani S.,0:2,1/32-FINALS,1.07,7.75,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Tomova V.,Frech M.,0:2,1/32-FINALS,2.09,1.7,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Rus A.,Gadecki O.,0:2,1/32-FINALS,1.41,2.83,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Haddad Maia B.,Gracheva V.,2:1,1/32-FINALS,1.51,2.5,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Linette M.,Andreeva M.,2:0,1/32-FINALS,3.28,1.32,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Bucsa C.,Martic P.,0:2,1/32-FINALS,,,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Fernandez L.,Muchova K.,1:2,1/32-FINALS,2.45,1.52,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Navarro E.,Grabher J.,2:0,1/32-FINALS,1.03,13.65,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Wang Xiy.,Noskova L.,0:2,1/32-FINALS,2.75,1.42,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Osorio C.,Ostapenko J.,0:2,1/32-FINALS,3.2,1.36,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Pegula J.,Golubic V.,2:0,1/32-FINALS,1.1,6.65,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Yastremska D.,Pigossi L.,1:2,1/32-FINALS,1.28,3.58,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Parry D.,Podoroska N.,0:2,1/32-FINALS,1.34,3.2,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Sakkari M.,Kovinic D.,2:0,1/32-FINALS,1.04,11.15,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Schmiedlova A. K.,Boulter K.,2:0,1/32-FINALS,1.97,1.78,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Wozniacki C.,Sherif M.,1:2,1/32-FINALS,2.06,1.72,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Collins D.,Siegemund L.,0:1 RET.,1/32-FINALS,1.2,4.32,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Krejcikova B.,Sorribes Tormo S.,1:2,1/32-FINALS,1.34,3.15,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Kostyuk M.,Sun L.,0:2,1/32-FINALS,1.36,3.04,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Gauff C.,Tomljanovic A.,0:2,1/32-FINALS,1.03,12.35,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Svitolina E.,Uchijima M.,0:2,1/32-FINALS,1.18,4.54,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Vekic D.,Bronzetti L.,2:0,1/32-FINALS,1.58,2.31,olympics-wta-2024,wta,olympics,betexplorer
2024-07-28,Wang Xin.,Korpatsch T.,2:0,1/32-FINALS,1.39,2.9,olympics-wta-2024,wta,olympics,betexplorer
2024-07-27,Paolini J.,Bogdan A.,0:2,1/32-FINALS,1.12,5.78,olympics-wta-2024,wta,olympics,betexplorer
2024-07-27,Cristian J.,Garcia C.,1:2,1/32-FINALS,2.31,1.58,olympics-wta-2024,wta,olympics,betexplorer
2024-07-27,Kerber A.,Osaka N.,0:2,1/32-FINALS,3.7,1.27,olympics-wta-2024,wta,olympics,betexplorer
2024-07-27,Swiatek I.,Begu I.,2:0,1/32-FINALS,1.02,16.75,olympics-wta-2024,wta,olympics,betexplorer
2025-09-21,Alcaraz C.,Cerundolo F.,2:0,,1.1,6.75,laver-cup-2022,atp,laver_cup,betexplorer
2025-09-21,De Minaur A.,Mensik J.,0:2,,1.46,2.65,laver-cup-2022,atp,laver_cup,betexplorer
2025-09-21,Fritz T.,Zverev A.,0:2,,1.52,2.53,laver-cup-2022,atp,laver_cup,betexplorer
2025-09-20,Fritz T.,Alcaraz C.,0:2,,5.1,1.16,laver-cup-2022,atp,laver_cup,betexplorer
2025-09-20,Cerundolo F.,Rune H.,0:2,,2.53,1.5,laver-cup-2022,atp,laver_cup,betexplorer
2025-09-20,De Minaur A.,Zverev A.,0:2,,2.95,1.4,laver-cup-2022,atp,laver_cup,betexplorer
2025-09-19,Fonseca J.,Cobolli F.,0:2,,1.56,2.4,laver-cup-2022,atp,laver_cup,betexplorer
2025-09-19,Mensik J.,Michelsen A.,2:1,,1.61,2.3,laver-cup-2022,atp,laver_cup,betexplorer
2025-09-19,Ruud C.,Opelka R.,2:0,,1.57,2.4,laver-cup-2022,atp,laver_cup,betexplorer
2025-12-21,Tien L.,Blockx A.,3:0,FINAL,1.47,2.61,nextgen-jeddah-2022,atp,nextgen,betexplorer
2025-12-20,Blockx A.,Budkov Kjaer N.,3:0,SEMI-FINALS,1.29,3.42,nextgen-jeddah-2022,atp,nextgen,betexplorer
2025-12-20,Tien L.,Basavareddy N.,3:0,SEMI-FINALS,1.21,3.98,nextgen-jeddah-2022,atp,nextgen,betexplorer
2025-06-22,Alcaraz C.,Lehecka J.,2:1,FINAL,1.21,4.28,atp-finals-2025,atp,main_tour,betexplorer
