Date,Winner,Loser,odds_w,odds_l,source,tournament,tour,event_type
2024-11-19,Raducanu E.,Hruncakova V.,1.17,5.0,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-18,Swiatek I.,Paolini J.,1.17,5.25,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-18,Bronzetti L.,Linette M.,2.9,1.4,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-17,Boulter K.,Fernandez L.,1.901,1.87,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-17,Burel C.,Arango E.,1.549,2.4,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-17,Kraus S.,Tsurenko L.,3.25,1.33,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-17,Raducanu E.,Marino R.,1.36,3.1,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-17,Osorio C.,Gracheva V.,1.5,2.5,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-17,Sramkova R.,Tomljanovic A.,1.571,2.35,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-17,Hruncakova V.,Birrell K.,2.45,1.529,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-17,Vandewinkel H.,Wei S.,3.75,1.36,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-16,Kraus S.,Zavatska K.,1.847,1.847,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-16,Swiatek I.,Noskova L.,1.12,6.0,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-16,Ortenzi J.,Pigossi L.,2.79,1.42,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-16,Osorio C.,Burel C.,1.3,3.4,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-16,Tsurenko L.,Paszek T.,1.2,4.33,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-16,Haddad Maia B.,Sierra S.,1.22,4.09,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-16,Bouzkova M.,Frech M.,1.901,1.87,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-16,Parry D.,Arango E.,1.3,3.4,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-16,Svendsen J. C.,Olmos G.,1.45,2.75,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-16,Golubic V.,Radivojevic L.,1.29,3.5,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-15,Linette M.,Sorribes Tormo S.,1.481,2.63,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-14,Sramkova R.,Collins D.,2.38,1.671,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-14,Townsend T.,Jamrichova R.,1.22,4.09,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-14,Shibahara E.,Cristian J.,2.4,1.621,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-14,Bogdan A.,Hibino N.,1.5,2.7,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-12,Fernandez L.,Paolini J.,1.529,2.38,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-12,Wickmayer Y.,Galfi D.,1.4,2.75,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-12,Stakusic M.,Trevisan M.,2.75,1.4,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-12,Paszek T.,Olmos G.,1.5,2.5,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-12,Boulter K.,Rinaldo Persson K.,1.18,4.5,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-12,Contreras Gomez F.,Kraus S.,2.63,1.441,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-12,Minnen G.,Bondar A.,1.529,2.38,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-12,Yastremska D.,Lamens S.,1.3,3.4,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-12,Kalinina A.,Rus A.,1.571,2.25,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-11,Fernandez L.,Vondrousova M.,3.25,1.33,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-11,Boulter K.,Hennemann C. W.,1.1,7.0,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-11,Krejcikova B.,Stakusic M.,1.13,5.5,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-11,Wickmayer Y.,Bondar A.,1.4,2.75,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-11,Kraus S.,Olmos G.,1.14,5.5,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-11,Rinaldo Persson K.,Burrage J.,5.5,1.14,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-11,Hruncakova V.,Riera J.,1.4,2.75,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-11,Galfi D.,Minnen G.,3.25,1.33,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-11,Haddad Maia B.,Park S.,1.04,13.0,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-11,Contreras Gomez F.,Paszek T.,1.671,2.1,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-11,Paolini J.,Zidansek T.,1.36,3.0,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-11,Kalinina A.,Lamens S.,1.13,6.0,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-11,Trevisan M.,Juvan K.,1.5,2.5,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-10,Osorio C.,Hibino N.,1.529,2.38,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-09,Trevisan M.,Lys E.,1.833,1.833,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-09,Hunter S.,Danilina A.,1.1,7.0,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-08,Stakusic M.,Masarova R.,4.5,1.18,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-08,Paolini J.,Garcia C.,2.2,1.621,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-07,Bouzkova M.,Golubic V.,1.5,2.5,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-07,Noskova L.,Naef C.,1.29,3.5,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-07,Zidansek T.,Saville D.,2.25,1.571,oddsportal,BJK WG singles,wta,bjk_cup
2023-11-07,Juvan K.,Tomljanovic A.,2.1,1.671,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-13,Bencic B.,Tomljanovic A.,1.33,3.25,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-13,Teichmann J.,Hunter S.,1.719,2.0,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-12,Zacarias M.,Stevanovic N.,1.833,1.833,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-12,Bencic B.,Pliskova Ka.,1.441,2.62,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-12,Golubic V.,Muchova K.,2.62,1.441,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-12,Niemeier J.,Konjuh A.,1.5,2.5,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-12,Dart H.,Tomljanovic A.,3.25,1.33,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-12,Juvan K.,Zheng Q.,2.5,1.5,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-12,Ostapenko J.,Kraus S.,1.25,3.75,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-11,Kostyuk M.,Uchijima M.,1.2,4.33,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-11,Zacarias M.,Radivojevic L.,1.658,2.1,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-11,Zarazua R.,Danilovic O.,2.62,1.441,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-11,Siniakova K.,Gauff C.,3.0,1.36,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-11,Vondrousova M.,Collins D.,2.0,1.719,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-11,Ormaechea P.,Pigossi L.,1.719,2.0,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-11,Marcinko P.,Niemeier J.,2.75,1.4,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-11,Juvan K.,Wang Xin.,1.719,2.0,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-10,Andreescu B.,Cocciaretto E.,1.3,3.4,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-10,Hunter S.,Van Uytvanck A.,2.1,1.658,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-09,Linette M.,Keys M.,3.0,1.36,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-09,Badosa P.,Rybakina E.,2.37,1.529,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-09,Collins D.,Frech M.,1.18,4.5,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-09,Parrizas-Diaz N.,Putintseva Y.,3.25,1.33,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-09,Bencic B.,Paolini J.,1.28,3.5,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-09,Schmiedlova A. K.,Zanevska M.,2.2,1.61,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-09,Teichmann J.,Cocciaretto E.,1.441,2.62,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-09,Hruncakova V.,Bonaventure Y.,1.5,2.5,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-08,Rybakina E.,Dart H.,1.14,5.5,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-08,Putintseva Y.,Boulter K.,1.61,2.2,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-08,Tomljanovic A.,Schmiedlova A. K.,1.16,5.0,oddsportal,BJK WG singles,wta,bjk_cup
2022-11-08,Hunter S.,Hruncakova V.,1.833,1.833,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-12,Sanchez A. S.,Riera J.,3.75,1.28,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-12,Cabezas Dominguez E.,Franco Martinessi P.,1.01,17.0,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-12,Vergara Rivera A.,Weedon K.,1.571,2.25,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-12,Balderrama S.,Delmas Schaerer C.,1.22,4.0,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-12,Gerald Gonzalez J. G.,Chavez Vicente N. M.,1.08,7.0,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-12,Rodriguez V.,Ortenzi J.,2.5,1.5,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-12,Back D.,Yamalapalli S.,1.571,2.25,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-12,Jorge F.,Lovric P.,1.29,3.5,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-12,Das A.,Chong E.,7.0,1.08,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-12,Garland J.,Sawangkaew M.,2.38,1.529,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-12,Mikulskyte J.,Grabher J.,1.847,1.847,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-12,Ristic M.,Ruzic A.,4.0,1.22,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-12,Bhamidipaty S. R.,Park S.,1.847,1.847,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-12,Ng M.,Situe S.,1.33,3.25,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-12,Bubelyte K.,Perelygina E.,1.441,2.63,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-12,Marcinko P.,Kostovic T.,1.833,1.833,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-11,Weedon K.,Cabezas Dominguez E.,4.33,1.2,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-11,Sanchez A. S.,Vergara Rivera A.,1.07,7.5,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-11,Riera J.,Britez Risso L. F.,1.08,7.0,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-11,Balderrama S.,Balseiro C.,1.671,2.1,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-11,Ortenzi J.,Lopez Ocampos V.,1.01,17.0,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-11,Rodriguez V.,Gerald Gonzalez J. G.,1.2,4.33,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-11,Bhamidipaty S. R.,Garland J.,4.33,1.2,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-11,Sun L.,Sawangkaew M.,1.441,2.62,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-11,Minnen G.,Gracheva V.,1.5,2.5,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-11,Back D.,Wong Hong Yi C.,1.73,2.0,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-11,Matoula M.,Zaar L.,2.25,1.571,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-11,Sonmez Z.,Bondar A.,1.571,2.5,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-11,Aksu A.,Toth A. K.,2.5,1.5,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-10,Marcinko P.,Zeltina B.,1.17,4.5,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-09,Britez Risso L. F.,Weedon K.,1.671,2.1,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-09,Riera J.,Labrana F.,1.1,6.5,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-09,Sanchez A. S.,Cabezas Dominguez E.,1.36,3.0,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-09,Rodriguez V.,Marruffo L.,1.01,17.0,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-09,Balseiro C.,Delmas Schaerer C.,1.36,3.0,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-09,Ortenzi J.,Vergara Rivera A.,1.25,3.75,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-09,Garland J.,Wong Hong Yi C.,1.17,4.5,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-09,Semenistaja D.,Grabher J.,1.73,2.1,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-09,Ruzic A.,Jorge F.,1.17,4.5,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-09,Sun L.,Back D.,1.08,7.5,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-09,Minnen G.,Bondar A.,1.5,2.5,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-09,Sonmez Z.,Gracheva V.,1.847,1.847,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-08,Vergara Rivera A.,Cabezas Dominguez E.,3.2,1.3,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-08,Sanchez A. S.,Britez Risso L. F.,1.441,2.63,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-08,Riera J.,Weedon K.,1.08,8.0,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-08,Rodriguez V.,Franco Martinessi P.,1.02,11.0,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-08,Sawangkaew M.,Wong Hong Yi C.,1.3,3.4,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-08,Jorge F.,Semenistaja D.,2.25,1.571,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-08,Sun L.,Yamalapalli S.,1.17,4.59,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-08,Back D.,Garland J.,3.4,1.3,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-08,Mikulskyte J.,Lovric P.,1.28,4.33,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-08,Minnen G.,Matoula M.,1.05,8.5,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-08,Gracheva V.,Zaar L.,1.13,5.5,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-08,Grabher J.,Ruzic A.,3.75,1.3,oddsportal,BJK G1 singles,wta,bjk_cup
2025-04-08,Bhamidipaty S. R.,Das A.,1.06,8.0,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-13,Gamiz A.,Ponce S. V.,1.03,10.0,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-13,Riera J.,Perez Garcia M. P.,1.06,8.0,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-13,Seguel D.,Ccuno R.,1.13,5.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-13,Vergara Rivera A.,Maguina Bunikowska F.,1.29,3.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-13,Lizarazo Y.,Capurro Taborda M.,3.75,1.25,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-13,Lamens S.,Kraus S.,1.571,2.25,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-13,Jorge F.,Topalova G.,1.571,2.25,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-13,Karatancheva L.,Voloshchuk A.,1.621,2.2,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-13,Paszek T.,Koevermans A.,1.571,2.25,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-13,Buyukakcay C.,Nagy A.,1.5,2.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-13,Svendsen J. C.,Lachinova A.,1.13,5.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-13,Sun L.,Raina A.,1.29,3.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-12,Carle M. L.,Seguel D.,1.2,4.33,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-12,Perez Garcia M. P.,Gamiz A.,2.5,1.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-12,Romero C.,Castro Z. M.,1.13,5.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-12,Lizarazo Y.,Suarez V.,1.441,2.63,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-12,Riera J.,Labrana F.,1.06,8.0,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-12,Tauson C.,Sakkari M.,3.4,1.3,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-12,Eikeri U.,Tomova V.,8.0,1.06,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-12,Kraus S.,Ristic M.,1.621,2.2,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-12,Szabanin N.,Cabaj Awad J.,1.529,2.38,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-12,Nagy A.,Nilsson L.,1.571,2.25,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-12,Paszek T.,Milovanovic E.,1.5,2.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-12,Topalova G.,Sartz-Lunde E.,1.36,3.0,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-12,Svendsen J. C.,Grammatikopoulou V.,2.63,1.441,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Bhosale R.,Chan H-C.,1.36,3.0,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Zhu L.,Ivanov V.,1.08,7.0,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Seguel D.,Perez Garcia M. P.,1.1,6.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Riera J.,Andrade Sabando T. I.,1.03,10.0,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Capurro Taborda M.,Ponce S. V.,1.05,8.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Lizarazo Y.,Vergara Rivera A.,1.833,1.833,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Sakkari M.,Helgo M.,1.06,8.0,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Ristic M.,Hennemann C. W.,1.671,2.1,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Tauson C.,Szabanin N.,1.1,6.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Ostapenko J.,Sonmez Z.,1.14,5.0,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Koevermans A.,Jorge M.,1.441,2.63,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Oz I.,Semenistaja D.,2.2,1.621,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Grammatikopoulou V.,Sartz-Lunde E.,1.25,3.75,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Krunic A.,Rinaldo Persson K.,1.36,3.0,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Svendsen J. C.,Nagy A.,1.671,2.1,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Paszek T.,Karatancheva L.,1.36,3.0,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Vedder E.,Garcia M.,1.17,4.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Jang S. J.,Yang Y. Y.,1.36,3.0,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-10,Zheng Q.,Raina A.,1.05,8.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-09,Ku Y.,Liang E. S.,2.63,1.441,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-09,Wang Xin.,Yamalapalli S.,1.03,10.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-09,Riera J.,Ccuno R.,1.03,10.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-09,Seguel D.,Gamiz A.,1.36,3.0,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-09,Perez Garcia M. P.,Romero C.,2.63,1.441,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-09,Suarez V.,Labrana F.,3.0,1.36,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-08,Hennemann C. W.,Grammatikopoulou V.,1.833,1.833,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-08,Ostapenko J.,Jorge F.,1.07,7.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-08,Tauson C.,Grabher J.,1.441,2.63,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-08,Oz I.,Koevermans A.,1.5,2.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-08,Krunic A.,Eikeri U.,1.33,3.25,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-08,Nagy A.,Topalova G.,2.63,1.441,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-08,Papamichail D.,Rinaldo Persson K.,1.5,2.5,oddsportal,BJK G1 singles,wta,bjk_cup
2024-04-08,Semenistaja D.,Voloshchuk A.,1.14,5.0,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-15,Bhosale R.,Ku Y.,2.5,1.5,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-15,Rinaldo Persson K.,Jani R-L.,1.833,1.833,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-15,Tauson C.,Samir S.,1.05,8.5,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-15,Shinikova I.,Buyukakcay C.,2.5,1.5,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-15,Danilovic O.,Pattinama Kerkhove L.,1.571,2.25,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-15,Zeltina B.,Haseth L. E.,2.1,1.671,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-15,Szabanin N.,Cabaj Awad J.,1.22,4.0,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-15,Lamens S.,Radivojevic L.,2.0,1.73,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-15,Glushkova D.,Cengiz B.,2.0,1.73,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-15,Alhussein L.,Munk Mortensen R.,3.5,1.29,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-14,Arango E.,Seguel D.,1.13,5.5,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-14,Riera J.,Ccuno R.,1.17,4.5,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-14,Peterson R.,Radivojevic L.,1.3,3.4,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-14,Oz I.,Marcinkevica D.,1.29,3.5,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-14,Wuerth T.,Helgo M.,1.33,3.25,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-14,Bondar A.,Pattinama Kerkhove L.,1.3,3.4,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-14,Tauson C.,Topalova G.,1.14,5.0,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-14,Karatancheva L.,Munk Mortensen R.,1.833,1.833,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-14,Hennemann C. W.,Ristic M.,2.0,1.73,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-14,Ruzic A.,Eikeri U.,1.22,4.0,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-14,Buyukakcay C.,Zeltina B.,1.02,12.0,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-13,Zeballos N.,Iamachkine A.,1.22,4.0,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-13,Arango E.,Weedon K.,1.03,10.0,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-13,Capurro Taborda M.,Labrana F.,1.17,4.5,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-13,Herazo Gonzalez M.,Morales M.,1.08,7.0,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-13,Perez Alarcon L.,Udaeta C.,1.02,11.0,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-13,Helgo M.,Topalova G.,2.38,1.529,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-10,Peterson R.,Helgo M.,1.14,5.0,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-10,Tauson C.,Ruzic A.,1.2,4.33,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-10,Buyukakcay C.,Refaat M.,1.1,6.5,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-10,Hennemann C. W.,Eikeri U.,1.571,2.25,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-10,Stevens L.,Marcinkevica D.,1.833,1.833,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-10,Marcinko P.,Svendsen J. C.,1.36,3.0,oddsportal,BJK G1 singles,wta,bjk_cup
2023-04-10,Ristic M.,Glushkova D.,1.621,2.2,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-16,Herazo Gonzalez M.,Doldan H.,1.06,8.0,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-16,Haddad Maia B.,Seguel D.,1.2,4.33,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-16,Reasco Gonzalez M. E.,Weedon K.,1.33,3.25,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-16,Carle M. L.,Zarazua R.,2.25,1.571,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-16,Uchijima M.,Zhu L.,1.833,1.833,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-16,Raina A.,Kim D.,1.25,3.75,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-16,Sutjiadi A.,Westbury K.,1.4,2.75,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-16,Haas B.,Cengiz B.,1.441,2.62,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-16,Martic P.,Krunic A.,1.441,2.62,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-16,Hennemann C. W.,Malygina E.,1.61,2.2,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-16,Bondar A.,Falkner Z.,1.14,5.0,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-16,Marcinko P.,Radivojevic L.,1.14,5.0,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-16,Nuudi M.,Cabaj Awad J.,1.833,1.833,oddsportal,BJK G1 singles,wta,bjk_cup
