Date,Winner,Loser,odds_w,odds_l,source,tournament,tour,event_type
2022-01-05,Bautista-Agut R.,Lajovic D.,1.14,5.0,oddsportal,Atp Cup,atp,atp_cup
2022-01-05,Carreno-Busta P.,Krajinovic F.,1.4,2.75,oddsportal,Atp Cup,atp,atp_cup
2022-01-05,Pervolarakis M.,Metreveli A.,1.28,3.5,oddsportal,Atp Cup,atp,atp_cup
2022-01-04,Hurkacz H.,Schwartzman D.,2.0,1.719,oddsportal,Atp Cup,atp,atp_cup
2022-01-04,Ruud C.,Garin C.,1.16,4.5,oddsportal,Atp Cup,atp,atp_cup
2022-01-04,Tabilo A.,Durasovic V.,1.16,4.5,oddsportal,Atp Cup,atp,atp_cup
2022-01-04,Majchrzak K.,Delbonis F.,1.5,2.5,oddsportal,Atp Cup,atp,atp_cup
2022-01-04,Medvedev D.,De Minaur A.,1.16,4.5,oddsportal,Atp Cup,atp,atp_cup
2022-01-04,Auger-Aliassime F.,Norrie C.,1.901,1.8,oddsportal,Atp Cup,atp,atp_cup
2022-01-04,Safiullin R.,Duckworth J.,2.25,1.571,oddsportal,Atp Cup,atp,atp_cup
2022-01-04,Evans D.,Shapovalov D.,1.901,1.8,oddsportal,Atp Cup,atp,atp_cup
2022-01-03,Zverev A.,Fritz T.,1.25,3.75,oddsportal,Atp Cup,atp,atp_cup
2022-01-03,Berrettini M.,Humbert U.,1.61,2.2,oddsportal,Atp Cup,atp,atp_cup
2022-01-03,Sinner J.,Rinderknech A.,1.11,6.0,oddsportal,Atp Cup,atp,atp_cup
2022-01-03,Struff J-L.,Isner J.,2.62,1.441,oddsportal,Atp Cup,atp,atp_cup
2022-01-01,Krajinovic F.,Durasovic V.,1.11,6.0,oddsportal,Atp Cup,atp,atp_cup
2022-01-01,Majchrzak K.,Pervolarakis M.,1.11,6.0,oddsportal,Atp Cup,atp,atp_cup
2021-12-31,Bautista-Agut R.,Garin C.,1.3,3.4,oddsportal,Atp Cup,atp,atp_cup
2021-12-31,Schwartzman D.,Basilashvili N.,1.441,2.62,oddsportal,Atp Cup,atp,atp_cup
2021-12-31,Delbonis F.,Metreveli A.,1.11,6.0,oddsportal,Atp Cup,atp,atp_cup
2021-12-31,Carreno-Busta P.,Tabilo A.,1.14,5.0,oddsportal,Atp Cup,atp,atp_cup
2026-01-11,Hurkacz H.,Wawrinka S.,1.18,5.0,oddsportal,United Cup,atp,united_cup
2026-01-10,Hurkacz H.,Fritz T.,1.909,1.833,oddsportal,United Cup,atp,united_cup
2026-01-09,Bergs Z.,Wawrinka S.,1.4,3.4,oddsportal,United Cup,atp,united_cup
2026-01-09,De Minaur A.,Hurkacz H.,1.5,2.63,oddsportal,United Cup,atp,united_cup
2026-01-08,Bergs Z.,Mensik J.,2.75,1.5,oddsportal,United Cup,atp,united_cup
2026-01-07,Baez S.,Wawrinka S.,2.0,1.752,oddsportal,United Cup,atp,united_cup
2026-01-06,Tsitsipas S.,Fritz T.,3.0,1.42,oddsportal,United Cup,atp,united_cup
2026-01-06,Hurkacz H.,Griekspoor T.,1.42,2.7,oddsportal,United Cup,atp,united_cup
2026-01-06,De Minaur A.,Mensik J.,1.3,3.29,oddsportal,United Cup,atp,united_cup
2026-01-05,Rinderknech A.,Cobolli F.,2.04,1.719,oddsportal,United Cup,atp,united_cup
2026-01-05,Bergs Z.,Auger-Aliassime F.,4.0,1.22,oddsportal,United Cup,atp,united_cup
2026-01-05,Tsitsipas S.,Harris B.,1.22,4.0,oddsportal,United Cup,atp,united_cup
2026-01-05,Hurkacz H.,Zverev A.,4.2,1.2,oddsportal,United Cup,atp,united_cup
2026-01-04,Fritz T.,Munar J.,1.36,2.95,oddsportal,United Cup,atp,united_cup
2026-01-04,Mensik J.,Ruud C.,2.35,1.549,oddsportal,United Cup,atp,united_cup
2026-01-04,Cobolli F.,Wawrinka S.,1.3,3.29,oddsportal,United Cup,atp,united_cup
2026-01-04,Auger-Aliassime F.,Zhang Z.,1.26,3.6,oddsportal,United Cup,atp,united_cup
2026-01-03,Harris B.,Mochizuki S.,2.45,1.5,oddsportal,United Cup,atp,united_cup
2026-01-03,Zverev A.,Griekspoor T.,1.36,3.2,oddsportal,United Cup,atp,united_cup
2026-01-03,Baez S.,Fritz T.,7.5,1.07,oddsportal,United Cup,atp,united_cup
2026-01-03,Ruud C.,De Minaur A.,3.6,1.33,oddsportal,United Cup,atp,united_cup
2026-01-02,Wawrinka S.,Rinderknech A.,2.75,1.441,oddsportal,United Cup,atp,united_cup
2026-01-02,Zhang Z.,Bergs Z.,2.29,1.621,oddsportal,United Cup,atp,united_cup
2026-01-02,Tsitsipas S.,Mochizuki S.,1.4,3.2,oddsportal,United Cup,atp,united_cup
2026-01-01,Baez S.,Munar J.,5.0,1.22,oddsportal,United Cup,atp,united_cup
2025-01-05,Fritz T.,Hurkacz H.,1.35,3.4,oddsportal,United Cup,atp,united_cup
2025-01-03,Hurkacz H.,Shevchenko A.,1.3,4.0,oddsportal,United Cup,atp,united_cup
2025-01-03,Machac T.,Cobolli F.,1.529,2.4,oddsportal,United Cup,atp,united_cup
2025-01-02,Hurkacz H.,Harris B.,1.11,6.5,oddsportal,United Cup,atp,united_cup
2025-01-01,Fritz T.,Zhang Z.,1.13,6.0,oddsportal,United Cup,atp,united_cup
2025-01-01,De Minaur A.,Harris B.,1.05,11.0,oddsportal,United Cup,atp,united_cup
2024-12-31,Machac T.,Hurkacz H.,1.752,2.1,oddsportal,United Cup,atp,united_cup
2024-12-30,Fritz T.,Coric B.,1.2,4.5,oddsportal,United Cup,atp,united_cup
2024-12-30,Cobolli F.,Humbert U.,3.4,1.36,oddsportal,United Cup,atp,united_cup
2024-12-30,Zverev A.,Zhang Z.,1.11,6.5,oddsportal,United Cup,atp,united_cup
2024-12-30,Ruud C.,Hurkacz H.,1.671,2.2,oddsportal,United Cup,atp,united_cup
2024-12-29,Shevchenko A.,Tsitsipas S.,5.0,1.17,oddsportal,United Cup,atp,united_cup
2024-12-29,Etcheverry T. M.,Harris B.,1.29,3.75,oddsportal,United Cup,atp,united_cup
2024-12-29,Auger-Aliassime F.,Fritz T.,3.75,1.29,oddsportal,United Cup,atp,united_cup
2024-12-29,Cobolli F.,Stricker D.,1.481,2.75,oddsportal,United Cup,atp,united_cup
2024-12-29,Zverev A.,Monteiro T.,1.04,13.0,oddsportal,United Cup,atp,united_cup
2024-12-28,Ruud C.,Machac T.,1.671,2.29,oddsportal,United Cup,atp,united_cup
2024-12-28,Tsitsipas S.,Carreno-Busta P.,1.4,3.0,oddsportal,United Cup,atp,united_cup
2024-12-28,De Minaur A.,Etcheverry T. M.,1.22,5.0,oddsportal,United Cup,atp,united_cup
2024-12-27,Coric B.,Auger-Aliassime F.,3.2,1.36,oddsportal,United Cup,atp,united_cup
2024-12-27,Humbert U.,Stricker D.,1.2,4.5,oddsportal,United Cup,atp,united_cup
2024-12-27,Zhang Z.,Monteiro T.,1.441,2.75,oddsportal,United Cup,atp,united_cup
2024-12-26,Carreno-Busta P.,Shevchenko A.,1.671,2.2,oddsportal,United Cup,atp,united_cup
2024-01-07,Zverev A.,Hurkacz H.,1.73,2.1,oddsportal,United Cup,atp,united_cup
2024-01-06,De Minaur A.,Zverev A.,2.38,1.571,oddsportal,United Cup,atp,united_cup
2024-01-05,Hurkacz H.,Mannarino A.,1.4,3.0,oddsportal,United Cup,atp,united_cup
2024-01-05,Zverev A.,Tsitsipas S.,1.5,2.63,oddsportal,United Cup,atp,united_cup
2024-01-04,Ruud C.,Mannarino A.,1.529,2.5,oddsportal,United Cup,atp,united_cup
2024-01-03,De Minaur A.,Djokovic N.,7.0,1.1,oddsportal,United Cup,atp,united_cup
2024-01-03,Tsitsipas S.,Diez S.,1.03,17.0,oddsportal,United Cup,atp,united_cup
2024-01-02,Hurkacz H.,Zhang Z.,1.571,2.38,oddsportal,United Cup,atp,united_cup
2024-01-02,Mannarino A.,Sonego L.,1.671,2.2,oddsportal,United Cup,atp,united_cup
2024-01-02,Coric B.,Griekspoor T.,2.5,1.529,oddsportal,United Cup,atp,united_cup
2024-01-01,Djokovic N.,Lehecka J.,1.04,13.0,oddsportal,United Cup,atp,united_cup
2024-01-01,Jarry N.,Sakellaridis S.,1.03,15.0,oddsportal,United Cup,atp,united_cup
2024-01-01,De Minaur A.,Fritz T.,2.29,1.621,oddsportal,United Cup,atp,united_cup
2024-01-01,Zverev A.,Mannarino A.,1.17,5.0,oddsportal,United Cup,atp,united_cup
2023-12-31,Ruud C.,Coric B.,1.33,3.4,oddsportal,United Cup,atp,united_cup
2023-12-31,Davidovich Fokina A.,Hurkacz H.,2.63,1.5,oddsportal,United Cup,atp,united_cup
2023-12-31,Djokovic N.,Zhang Z.,1.05,11.0,oddsportal,United Cup,atp,united_cup
2023-12-31,Fritz T.,Norrie C.,1.529,2.5,oddsportal,United Cup,atp,united_cup
2023-12-30,Jarry N.,Diez S.,1.03,17.0,oddsportal,United Cup,atp,united_cup
2023-12-30,Hurkacz H.,Seyboth Wild T.,1.08,8.0,oddsportal,United Cup,atp,united_cup
2023-12-30,Zverev A.,Sonego L.,1.2,4.5,oddsportal,United Cup,atp,united_cup
2023-12-29,Zhang Z.,Lehecka J.,2.2,1.671,oddsportal,United Cup,atp,united_cup
2023-12-29,Ruud C.,Griekspoor T.,1.621,2.29,oddsportal,United Cup,atp,united_cup
2023-12-29,Norrie C.,De Minaur A.,2.75,1.441,oddsportal,United Cup,atp,united_cup
2023-12-28,Davidovich Fokina A.,Seyboth Wild T.,1.29,3.75,oddsportal,United Cup,atp,united_cup
2023-01-08,Fritz T.,Berrettini M.,1.671,2.2,oddsportal,United Cup,atp,united_cup
2023-01-07,Tsitsipas S.,Berrettini M.,1.671,2.1,oddsportal,United Cup,atp,united_cup
2023-01-06,Fritz T.,Hurkacz H.,1.621,2.2,oddsportal,United Cup,atp,united_cup
2023-01-06,Musetti L.,Sakellaridis S.,1.02,11.0,oddsportal,United Cup,atp,united_cup
2023-01-05,Tiafoe F.,Zuk K.,1.06,8.0,oddsportal,United Cup,atp,united_cup
2023-01-04,Tiafoe F.,Evans D.,1.529,2.38,oddsportal,United Cup,atp,united_cup
2023-01-04,Berrettini M.,Hurkacz H.,1.833,1.833,oddsportal,United Cup,atp,united_cup
2023-01-04,Tsitsipas S.,Coric B.,1.441,2.63,oddsportal,United Cup,atp,united_cup
2023-01-03,Norrie C.,Fritz T.,2.38,1.529,oddsportal,United Cup,atp,united_cup
2023-01-03,Musetti L.,Michalski D.,1.04,9.0,oddsportal,United Cup,atp,united_cup
2023-01-03,Gojo B.,Mannarino A.,2.63,1.441,oddsportal,United Cup,atp,united_cup
2023-01-03,Kubler J.,Ramos A.,1.621,2.2,oddsportal,United Cup,atp,united_cup
2023-01-03,Hurkacz H.,Wawrinka S.,1.441,2.63,oddsportal,United Cup,atp,united_cup
2023-01-02,Tiafoe F.,Otte O.,1.29,3.5,oddsportal,United Cup,atp,united_cup
2023-01-02,Berrettini M.,Ruud C.,2.1,1.671,oddsportal,United Cup,atp,united_cup
2023-01-02,Coric B.,Rinderknech A.,1.529,2.38,oddsportal,United Cup,atp,united_cup
2023-01-02,Huesler M.,Michalski D.,1.1,6.5,oddsportal,United Cup,atp,united_cup
2023-01-02,De Minaur A.,Nadal R.,2.63,1.441,oddsportal,United Cup,atp,united_cup
2023-01-02,Tsitsipas S.,Goffin D.,1.14,5.0,oddsportal,United Cup,atp,united_cup
2023-01-02,Musetti L.,Durasovic V.,1.04,9.0,oddsportal,United Cup,atp,united_cup
2023-01-01,Fritz T.,Zverev A.,1.4,2.75,oddsportal,United Cup,atp,united_cup
2023-01-01,Gojo B.,Coria F.,1.33,3.25,oddsportal,United Cup,atp,united_cup
2023-01-01,Evans D.,Ramos A.,1.25,3.75,oddsportal,United Cup,atp,united_cup
2023-01-01,Hurkacz H.,Bublik A.,1.33,3.25,oddsportal,United Cup,atp,united_cup
2022-12-29,Norrie C.,De Minaur A.,2.2,1.621,oddsportal,United Cup,atp,united_cup
2022-12-29,Tsitsipas S.,Dimitrov G.,1.29,3.5,oddsportal,United Cup,atp,united_cup
2022-12-28,Musetti L.,Meligeni Alves F.,1.08,7.0,oddsportal,United Cup,atp,united_cup
2022-12-28,Fritz T.,Lehecka J.,1.13,5.5,oddsportal,United Cup,atp,united_cup
2026-01-11,Bencic B.,Swiatek I.,3.2,1.36,oddsportal,United Cup,wta,united_cup
2026-01-10,Gauff C.,Swiatek I.,2.63,1.45,oddsportal,United Cup,wta,united_cup
2026-01-09,Bencic B.,Mertens E.,1.529,2.45,oddsportal,United Cup,wta,united_cup
2026-01-09,Swiatek I.,Joint M.,1.04,10.0,oddsportal,United Cup,wta,united_cup
2026-01-08,Mertens E.,Krejcikova B.,1.671,2.14,oddsportal,United Cup,wta,united_cup
2026-01-07,Bencic B.,Sierra S.,1.14,6.0,oddsportal,United Cup,wta,united_cup
2026-01-06,Gauff C.,Sakkari M.,1.3,3.5,oddsportal,United Cup,wta,united_cup
2026-01-06,Swiatek I.,Lamens S.,1.02,11.0,oddsportal,United Cup,wta,united_cup
2026-01-06,Krejcikova B.,Joint M.,1.752,2.0,oddsportal,United Cup,wta,united_cup
2026-01-06,Paolini J.,Jeanjean L.,1.12,5.5,oddsportal,United Cup,wta,united_cup
2026-01-05,Mertens E.,Mboko V.,2.29,1.571,oddsportal,United Cup,wta,united_cup
2026-01-05,Sakkari M.,Raducanu E.,1.901,1.847,oddsportal,United Cup,wta,united_cup
2026-01-05,Swiatek I.,Lys E.,1.03,10.5,oddsportal,United Cup,wta,united_cup
2026-01-04,Bouzas Maneiro J.,Gauff C.,7.0,1.08,oddsportal,United Cup,wta,united_cup
2026-01-04,Krejcikova B.,Helgo M.,1.04,9.0,oddsportal,United Cup,wta,united_cup
2026-01-04,Bencic B.,Paolini J.,2.0,1.752,oddsportal,United Cup,wta,united_cup
2026-01-04,Mboko V.,Zhu L.,1.21,4.09,oddsportal,United Cup,wta,united_cup
2026-01-03,Osaka N.,Swan K.,1.08,6.75,oddsportal,United Cup,wta,united_cup
2026-01-03,Lys E.,Lamens S.,1.3,3.75,oddsportal,United Cup,wta,united_cup
2026-01-03,Gauff C.,Sierra S.,1.09,6.75,oddsportal,United Cup,wta,united_cup
2026-01-03,Hunter S.,Helgo M.,1.3,3.29,oddsportal,United Cup,wta,united_cup
2026-01-02,Bencic B.,Jeanjean L.,1.12,5.5,oddsportal,United Cup,wta,united_cup
2026-01-02,Mertens E.,Zhu L.,1.4,3.0,oddsportal,United Cup,wta,united_cup
2026-01-02,Sakkari M.,Osaka N.,3.0,1.441,oddsportal,United Cup,wta,united_cup
2026-01-01,Sierra S.,Bouzas Maneiro J.,3.4,1.36,oddsportal,United Cup,wta,united_cup
2025-01-05,Gauff C.,Swiatek I.,2.38,1.571,oddsportal,United Cup,wta,united_cup
2025-01-04,Gauff C.,Muchova K.,1.621,2.29,oddsportal,United Cup,wta,united_cup
2025-01-03,Swiatek I.,Rybakina E.,1.5,2.65,oddsportal,United Cup,wta,united_cup
2025-01-03,Muchova K.,Paolini J.,1.621,2.25,oddsportal,United Cup,wta,united_cup
2025-01-02,Swiatek I.,Boulter K.,1.09,7.5,oddsportal,United Cup,wta,united_cup
2025-01-01,Gauff C.,Zhang S.,1.03,15.0,oddsportal,United Cup,wta,united_cup
2025-01-01,Boulter K.,Gadecki O.,1.28,4.0,oddsportal,United Cup,wta,united_cup
2024-12-31,Rybakina E.,Siegemund L.,1.1,7.0,oddsportal,United Cup,wta,united_cup
2024-12-31,Swiatek I.,Muchova K.,1.36,3.2,oddsportal,United Cup,wta,united_cup
2024-12-30,Gauff C.,Vekic D.,1.19,5.0,oddsportal,United Cup,wta,united_cup
2024-12-30,Paolini J.,Paquet C.,1.05,11.0,oddsportal,United Cup,wta,united_cup
2024-12-30,Gao X.,Siegemund L.,2.62,1.481,oddsportal,United Cup,wta,united_cup
2024-12-30,Swiatek I.,Helgo M.,1.01,29.0,oddsportal,United Cup,wta,united_cup
2024-12-29,Rybakina E.,Sakkari M.,1.14,6.5,oddsportal,United Cup,wta,united_cup
2024-12-29,Boulter K.,Podoroska N.,1.22,4.33,oddsportal,United Cup,wta,united_cup
2024-12-29,Gauff C.,Fernandez L.,1.29,3.75,oddsportal,United Cup,wta,united_cup
2024-12-29,Paolini J.,Bencic B.,1.8,2.0,oddsportal,United Cup,wta,united_cup
2024-12-28,Siegemund L.,Haddad Maia B.,3.0,1.4,oddsportal,United Cup,wta,united_cup
2024-12-28,Muchova K.,Helgo M.,1.02,21.0,oddsportal,United Cup,wta,united_cup
2024-12-28,Bouzas Maneiro J.,Sakkari M.,2.75,1.45,oddsportal,United Cup,wta,united_cup
2024-12-28,Podoroska N.,Gadecki O.,2.79,1.441,oddsportal,United Cup,wta,united_cup
2024-12-27,Fernandez L.,Vekic D.,1.8,2.0,oddsportal,United Cup,wta,united_cup
2024-12-27,Bencic B.,Paquet C.,1.11,6.5,oddsportal,United Cup,wta,united_cup
2024-12-27,Gao X.,Haddad Maia B.,7.0,1.1,oddsportal,United Cup,wta,united_cup
2024-12-26,Rybakina E.,Bouzas Maneiro J.,1.11,8.0,oddsportal,United Cup,wta,united_cup
2024-01-03,Sakkari M.,Fernandez L.,1.671,2.2,oddsportal,United Cup,wta,united_cup
2024-01-02,Garcia C.,Paolini J.,1.671,2.2,oddsportal,United Cup,wta,united_cup
2024-01-02,Vekic D.,Rus A.,1.529,2.5,oddsportal,United Cup,wta,united_cup
2024-01-01,Vondrousova M.,Danilovic O.,1.2,4.5,oddsportal,United Cup,wta,united_cup
2024-01-01,Sakkari M.,Seguel D.,1.02,19.0,oddsportal,United Cup,wta,united_cup
2024-01-01,Pegula J.,Tomljanovic A.,1.14,5.5,oddsportal,United Cup,wta,united_cup
2024-01-01,Garcia C.,Kerber A.,1.441,2.75,oddsportal,United Cup,wta,united_cup
2023-12-31,Swiatek I.,Sorribes Tormo S.,1.05,11.0,oddsportal,United Cup,wta,united_cup
2023-12-31,Vekic D.,Helgo M.,1.07,9.0,oddsportal,United Cup,wta,united_cup
2023-12-31,Zheng Q.,Danilovic O.,1.08,8.0,oddsportal,United Cup,wta,united_cup
2023-12-30,Boulter K.,Pegula J.,5.5,1.14,oddsportal,United Cup,wta,united_cup
2023-12-30,Fernandez L.,Seguel D.,1.02,19.0,oddsportal,United Cup,wta,united_cup
2023-12-30,Swiatek I.,Haddad Maia B.,1.13,6.0,oddsportal,United Cup,wta,united_cup
2023-12-30,Paolini J.,Kerber A.,1.5,2.63,oddsportal,United Cup,wta,united_cup
2023-12-29,Zheng Q.,Vondrousova M.,2.1,1.73,oddsportal,United Cup,wta,united_cup
2023-12-29,Rus A.,Helgo M.,1.08,8.0,oddsportal,United Cup,wta,united_cup
2023-12-29,Boulter K.,Tomljanovic A.,2.2,1.671,oddsportal,United Cup,wta,united_cup
2023-12-28,Haddad Maia B.,Sorribes Tormo S.,1.441,2.75,oddsportal,United Cup,wta,united_cup
2023-01-04,Linette M.,Bronzetti L.,1.36,3.0,oddsportal,United Cup,wta,united_cup
2023-01-04,Sakkari M.,Martic P.,1.33,3.25,oddsportal,United Cup,wta,united_cup
2023-01-04,Pegula J.,Dart H.,1.17,4.5,oddsportal,United Cup,wta,united_cup
2023-01-03,Vekic D.,Papamichail D.,1.11,6.0,oddsportal,United Cup,wta,united_cup
2023-01-03,Swiatek I.,Trevisan M.,1.04,9.0,oddsportal,United Cup,wta,united_cup
2023-01-03,Keys M.,Swan K.,1.2,4.33,oddsportal,United Cup,wta,united_cup
2023-01-03,Garcia C.,Martic P.,1.22,4.0,oddsportal,United Cup,wta,united_cup
2023-01-03,Linette M.,Teichmann J.,1.621,2.2,oddsportal,United Cup,wta,united_cup
2023-01-02,Sakkari M.,Mertens E.,1.529,2.38,oddsportal,United Cup,wta,united_cup
2023-01-02,Bronzetti L.,Eikeri U.,1.1,6.5,oddsportal,United Cup,wta,united_cup
2023-01-02,Pegula J.,Siegemund L.,1.13,5.5,oddsportal,United Cup,wta,united_cup
2023-01-02,Parrizas-Diaz N.,Inglis M.,1.4,2.75,oddsportal,United Cup,wta,united_cup
2023-01-02,Vekic D.,Cornet A.,1.8,1.909,oddsportal,United Cup,wta,united_cup
2023-01-02,Swiatek I.,Bencic B.,1.2,4.33,oddsportal,United Cup,wta,united_cup
2023-01-01,Van Uytvanck A.,Papamichail D.,1.22,4.0,oddsportal,United Cup,wta,united_cup
2023-01-01,Trevisan M.,Helgo M.,1.25,3.75,oddsportal,United Cup,wta,united_cup
2023-01-01,Keys M.,Niemeier J.,1.4,2.75,oddsportal,United Cup,wta,united_cup
2023-01-01,Linette M.,Kulambayeva Z.,1.04,9.0,oddsportal,United Cup,wta,united_cup
2023-01-01,Martic P.,Podoroska N.,1.29,3.5,oddsportal,United Cup,wta,united_cup
2023-01-01,Badosa P.,Dart H.,1.36,3.0,oddsportal,United Cup,wta,united_cup
2022-12-31,Pigossi L.,Eikeri U.,1.36,3.0,oddsportal,United Cup,wta,united_cup
2022-12-31,Kvitova P.,Siegemund L.,1.14,5.0,oddsportal,United Cup,wta,united_cup
2022-12-31,Swan K.,Parrizas-Diaz N.,1.8,1.909,oddsportal,United Cup,wta,united_cup
2022-12-31,Vekic D.,Carle M. L.,1.11,6.0,oddsportal,United Cup,wta,united_cup
2022-12-31,Swiatek I.,Putintseva Y.,1.07,7.5,oddsportal,United Cup,wta,united_cup
2022-12-30,Van Uytvanck A.,Shinikova I.,1.08,7.0,oddsportal,United Cup,wta,united_cup
2022-12-30,Bouzkova M.,Niemeier J.,1.5,2.5,oddsportal,United Cup,wta,united_cup
2025-11-16,Mboko V.,Zarazua R.,1.26,3.75,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-16,Branstine C.,Garcia J.,1.12,6.0,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-16,Swiatek I.,Lee G.,1.01,20.0,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-16,Waltert S.,Sierra S.,2.04,1.719,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-16,Noskova L.,Ruzic A.,1.11,6.25,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-16,Vandewinkel H.,Seidel E.,2.9,1.4,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-16,Klimovicova L.,Bertea E. R.,1.33,3.25,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-16,Marcinko P.,Bartunkova N.,1.621,2.2,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-16,Lamens S.,Yamalapalli S.,1.09,7.0,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-16,Koevermans A.,Bhamidipaty S. R.,1.5,2.54,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-15,Joint M.,Pigossi L.,1.2,4.4,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-15,Munk Mortensen R.,Brace C.,3.5,1.28,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-15,Waltert S.,Sramkova R.,1.649,2.14,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-15,Lee G.,Tse E.,1.11,6.0,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-15,Osorio C.,Ruzic A.,2.2,1.621,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-15,Vandewinkel H.,Sonmez Z.,2.85,1.4,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-15,Bertea E. R.,Yang V.,1.12,5.5,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-15,Hruncakova V.,Bandecchi S.,1.671,2.1,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-15,Aksu A.,Costoulas S.,2.79,1.4,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-15,Juvan K.,Yamalapalli S.,1.06,7.75,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-15,Zidansek T.,Bhamidipaty S. R.,1.3,3.29,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-14,Pigossi L.,Jorge F.,2.2,1.649,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-14,Zarazua R.,Svendsen J. C.,1.16,5.0,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-14,Munk Mortensen R.,Rodriguez V.,2.5,1.481,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-14,Swiatek I.,Tse E.,1.01,14.5,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-14,Sierra S.,Sramkova R.,2.0,1.781,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-14,Sonmez Z.,Lys E.,2.6,1.481,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-14,Noskova L.,Osorio C.,1.25,3.8,oddsportal,BJK WG singles,wta,bjk_cup
2025-11-14,Juvan K.,Lamens S.,1.901,1.847,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-12,Pera B.,Svendsen J. C.,1.07,8.0,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-12,Lamens S.,Boulter K.,2.25,1.621,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-12,Kartal S.,Vedder E.,1.45,2.7,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-12,Shibahara E.,Bulgaru M.,1.2,4.4,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-11,Birrell K.,Lizarazo Y.,1.04,10.5,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-11,Bouzas Maneiro J.,Haddad Maia B.,2.14,1.671,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-11,Sramkova R.,Svendsen J. C.,1.04,9.75,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-11,Svitolina E.,Chwalinska M.,1.08,7.5,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-11,Boulter K.,Maria T.,1.34,3.2,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-11,Hruncakova V.,Munk Mortensen R.,1.16,5.0,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-11,Kostyuk M.,Kawa K.,1.08,7.5,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-11,Sorribes Tormo S.,Pigossi L.,1.14,5.5,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-11,Kartal S.,Niemeier J.,1.671,2.14,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-11,Stakusic M.,Todoni A. A.,2.54,1.5,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-11,Mboko V.,Bulgaru M.,1.2,4.4,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-10,Putintseva Y.,Mediorreal A. V.,1.01,23.0,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-10,Linette M.,Golubic V.,1.42,2.79,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-10,Noskova L.,Haddad Maia B.,1.2,4.4,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-10,Bouzkova M.,Pigossi L.,1.07,8.0,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-10,Kawa K.,Teichmann J.,2.45,1.529,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-10,Lamens S.,Maria T.,1.719,2.1,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-10,Vedder E.,Niemeier J.,4.75,1.18,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-10,Rybakina E.,Birrell K.,1.2,4.33,oddsportal,BJK WG singles,wta,bjk_cup
2025-04-09,Putintseva Y.,Joint M.,1.441,2.75,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-20,Paolini J.,Sramkova R.,1.3,3.4,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-20,Bronzetti L.,Hruncakova V.,1.4,2.75,oddsportal,BJK WG singles,wta,bjk_cup
2024-11-19,Sramkova R.,Boulter K.,2.25,1.671,oddsportal,BJK WG singles,wta,bjk_cup
