fighter_a,fighter_b,a_odds,b_odds,a_expected_value,b_expected_value,event_date,location,country,winner,title_bout,weight_class,gender,num_rounds,b_lose_streak,b_win_streak,b_draws,b_slpm,b_str_acc,b_sub_avg,b_td_avg,b_td_acc,b_longest_win_streak,b_losses,b_total_rounds,b_title_bouts,b_wins_dec_maj,b_wins_dec_split,b_wins_dec,b_wins_ko,b_wins_sub,b_wins_tko_doc,b_wins,b_stance,b_height,b_reach,b_weight,a_lose_streak,a_win_streak,a_draws,a_slpm,a_str_acc,a_sub_avg,a_td_avg,a_td_acc,a_longest_win_streak,a_losses,a_total_rounds,a_title_bouts,a_wins_dec_maj,a_wins_dec_split,a_wins_dec,a_wins_ko,a_wins_sub,a_wins_tko_doc,a_wins,a_stance,a_height,a_reach,a_weight,a_age,b_age,empty_arena,b_wc_rank,a_wc_rank,a_pfp_rank,b_pfp_rank,better_rank,method,finish_round,finish_time,total_fight_time_secs,a_dec_odds,b_dec_odds,a_sub_odds,b_sub_odds,a_ko_odds,b_ko_odds,target,event_name,a_sapm,a_str_def,a_td_def,a_sig_str_landed,a_sig_str_attempted,a_td_landed,a_td_attempted,a_kd,a_sub_att,a_rev,a_ctrl_seconds,a_total_str_landed,a_total_str_attempted,a_head_landed,a_head_attempted,a_body_landed,a_body_attempted,a_leg_landed,a_leg_attempted,a_distance_landed,a_distance_attempted,a_clinch_landed,a_clinch_attempted,a_ground_landed,a_ground_attempted,a_total_str_pm,a_sig_str_share,a_head_str_share,a_body_str_share,a_leg_str_share,a_distance_str_share,a_clinch_str_share,a_ground_str_share,a_control_share,a_control_per_td,a_finish_threat,b_sapm,b_str_def,b_td_def,b_sig_str_landed,b_sig_str_attempted,b_td_landed,b_td_attempted,b_kd,b_sub_att,b_rev,b_ctrl_seconds,b_total_str_landed,b_total_str_attempted,b_head_landed,b_head_attempted,b_body_landed,b_body_attempted,b_leg_landed,b_leg_attempted,b_distance_landed,b_distance_attempted,b_clinch_landed,b_clinch_attempted,b_ground_landed,b_ground_attempted,b_total_str_pm,b_sig_str_share,b_head_str_share,b_body_str_share,b_leg_str_share,b_distance_str_share,b_clinch_str_share,b_ground_str_share,b_control_share,b_control_per_td,b_finish_threat
Mike Pierce,Julio Paulino,-420.0,335.0,23.8095,335.0,2010-03-21,"Broomfield, Colorado, USA", USA,Mike Pierce,0.0,Welterweight,MALE,3.0,0.0,0.0,0.0,1.1333333333333333,27.419354838709676,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,185.42,170.0,1.0,0.0,0.0,40.5,40.5,0.0,3.5,52.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,172.72,177.8,170.0,29.0,34.0,0.0,,,,,neither,Decision - Unanimous ,3.0,5:00,900.0,,,,,,,1.0,UFC Live: Vera vs Jones,1.1333333333333333,72.58064516129032,,39.0,76.0,6.0,10.0,0.0,0.0,0.0,695.0,90.0,131.0,29.0,62.0,3.0,5.0,7.0,9.0,15.0,38.0,2.0,5.0,22.0,33.0,6.0,0.43333333333333335,0.7435897435897436,0.07692307692307693,0.1794871794871795,0.38461538461538464,0.05128205128205128,0.5641025641025641,0.7722222222222223,115.83333333333333,0.0,2.6,48.68421052631579,40.0,17.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,76.0,11.0,51.0,5.0,7.0,1.0,4.0,14.0,56.0,3.0,6.0,0.0,0.0,2.066666666666667,0.5483870967741935,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.8235294117647058,0.17647058823529413,0.0,0.0,,0.0
Ben Saunders,Jon Fitch,295.0,-325.0,295.0,30.7692,2010-03-27,"Newark, New Jersey, USA", USA,Jon Fitch,0.0,Welterweight,MALE,3.0,0.0,3.0,0.0,32.8333,50.0,0.9167,3.0833,56.10000000000001,8.0,1.0,34.0,1.0,0.0,1.0,6.0,1.0,3.0,0.0,11.0,Orthodox,182.88,193.04,170.0,0.0,1.0,0.0,28.0,66.8,1.2,0.2,20.0,3.0,1.0,9.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,Orthodox,187.96,195.58,170.0,26.0,32.0,0.0,,,,,neither,Decision - Unanimous ,3.0,5:00,900.0,,,,,,,0.0,UFC 111: St-Pierre vs Hardy,4.8,27.27272727272727,71.42857142857143,17.0,30.0,0.0,0.0,0.0,0.0,0.0,43.0,31.0,44.0,4.0,17.0,6.0,6.0,7.0,7.0,4.0,14.0,13.0,16.0,0.0,0.0,2.066666666666667,0.5483870967741935,0.23529411764705882,0.35294117647058826,0.4117647058823529,0.23529411764705882,0.7647058823529411,0.0,0.04777777777777778,,0.0,1.1333333333333333,43.333333333333336,,72.0,99.0,2.0,7.0,0.0,0.0,0.0,735.0,212.0,247.0,41.0,65.0,17.0,20.0,14.0,14.0,11.0,20.0,23.0,32.0,38.0,47.0,14.133333333333333,0.33962264150943394,0.5694444444444444,0.2361111111111111,0.19444444444444445,0.1527777777777778,0.3194444444444444,0.5277777777777778,0.8166666666666667,367.5,0.0
Frank Mir,Shane Carwin,-150.0,140.0,66.6667,140.0,2010-03-27,"Newark, New Jersey, USA", USA,Shane Carwin,1.0,UFC Interim Heavyweight,MALE,5.0,0.0,3.0,0.0,7.3333,43.7,0.0,0.3333,16.7,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Orthodox,187.96,203.2,265.0,0.0,1.0,0.0,10.3333,52.0,1.2667,0.8,35.099999999999994,4.0,4.0,20.0,3.0,0.0,0.0,1.0,2.0,7.0,0.0,11.0,Southpaw,190.5,200.66,264.0,30.0,35.0,0.0,,,,,neither,KO/TKO ,1.0,3:48,228.0,,,,,,,0.0,UFC 111: St-Pierre vs Hardy,12.894736842105264,22.22222222222222,100.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,2.0,9.0,1.0,1.0,0.0,0.0,2.0,9.0,1.0,1.0,0.0,0.0,0.7894736842105263,1.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.013157894736842105,,0.0,0.7894736842105263,70.0,,49.0,63.0,0.0,2.0,1.0,0.0,0.0,153.0,74.0,89.0,31.0,44.0,1.0,1.0,17.0,18.0,1.0,6.0,33.0,37.0,15.0,20.0,19.473684210526315,0.6621621621621622,0.6326530612244898,0.02040816326530612,0.3469387755102041,0.02040816326530612,0.673469387755102,0.30612244897959184,0.6710526315789473,,0.2631578947368421
Georges St-Pierre,Dan Hardy,-650.0,550.0,15.3846,550.0,2010-03-27,"Newark, New Jersey, USA", USA,Georges St-Pierre,1.0,UFC Welterweight,MALE,5.0,0.0,4.0,0.0,36.25,41.3,0.0,0.5,31.3,4.0,0.0,10.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,Orthodox,182.88,187.96,170.0,0.0,6.0,0.0,48.2,57.699999999999996,1.0667,3.4,75.1,6.0,2.0,38.0,8.0,0.0,1.0,5.0,5.0,2.0,0.0,13.0,Orthodox,180.34,193.04,185.0,28.0,27.0,0.0,,,,,neither,Decision - Unanimous ,5.0,5:00,1500.0,,,,,,,1.0,UFC 111: St-Pierre vs Hardy,0.16,85.18518518518519,,59.0,79.0,11.0,11.0,0.0,6.0,1.0,1231.0,174.0,201.0,35.0,54.0,17.0,18.0,7.0,7.0,10.0,18.0,0.0,0.0,49.0,61.0,6.96,0.3390804597701149,0.5932203389830508,0.288135593220339,0.11864406779661017,0.1694915254237288,0.0,0.8305084745762712,0.8206666666666667,111.9090909090909,0.24,2.36,25.31645569620253,0.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,36.0,42.0,72.0,3.0,24.0,0.0,1.0,1.0,2.0,1.0,21.0,0.0,1.0,3.0,5.0,1.68,0.09523809523809523,0.75,0.0,0.25,0.25,0.0,0.75,0.024,,0.0
Jim Miller,Mark Bocek,-320.0,290.0,31.25,290.0,2010-03-27,"Newark, New Jersey, USA", USA,Jim Miller,0.0,Lightweight,MALE,3.0,0.0,3.0,0.0,16.8333,36.199999999999996,1.3333,2.3333,54.0,3.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,Orthodox,172.72,190.5,155.0,0.0,3.0,0.0,29.0,37.0,1.8333,2.5,39.0,3.0,1.0,15.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,Southpaw,172.72,180.34,155.0,26.0,28.0,0.0,,,,,neither,Decision - Unanimous ,3.0,5:00,900.0,,,,,,,1.0,UFC 111: St-Pierre vs Hardy,1.1333333333333333,62.22222222222222,50.0,23.0,67.0,1.0,2.0,0.0,3.0,1.0,96.0,42.0,89.0,12.0,54.0,5.0,7.0,6.0,6.0,14.0,50.0,6.0,10.0,3.0,7.0,2.8,0.5476190476190477,0.5217391304347826,0.21739130434782608,0.2608695652173913,0.6086956521739131,0.2608695652173913,0.13043478260869565,0.10666666666666667,96.0,0.2,1.5333333333333334,65.67164179104478,50.0,17.0,45.0,4.0,8.0,0.0,1.0,0.0,592.0,52.0,81.0,7.0,34.0,7.0,8.0,3.0,3.0,6.0,29.0,8.0,9.0,3.0,7.0,3.466666666666667,0.3269230769230769,0.4117647058823529,0.4117647058823529,0.17647058823529413,0.35294117647058826,0.47058823529411764,0.17647058823529413,0.6577777777777778,148.0,0.06666666666666667
Kurt Pellegrino,Fabricio Camoes,-210.0,190.0,47.619,190.0,2010-03-27,"Newark, New Jersey, USA", USA,Kurt Pellegrino,0.0,Lightweight,MALE,3.0,1.0,0.0,0.0,22.0,30.0,2.0,5.0,100.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,185.42,155.0,0.0,3.0,0.0,22.4444,47.699999999999996,0.5556,2.1111,60.6,3.0,3.0,20.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,6.0,Orthodox,172.72,177.8,155.0,30.0,31.0,0.0,,,,,neither,Submission ,2.0,4:20,560.0,,,,,,,1.0,UFC 111: St-Pierre vs Hardy,0.8571428571428571,27.27272727272727,80.0,16.0,29.0,1.0,1.0,0.0,2.0,1.0,408.0,71.0,91.0,16.0,28.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,14.0,21.0,7.607142857142857,0.22535211267605634,1.0,0.0,0.0,0.0,0.125,0.875,0.7285714285714285,408.0,0.21428571428571427,1.7142857142857142,44.827586206896555,0.0,8.0,11.0,1.0,5.0,0.0,2.0,0.0,100.0,19.0,22.0,6.0,9.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,1.0,2.0,2.0357142857142856,0.42105263157894735,0.75,0.125,0.125,0.375,0.5,0.125,0.17857142857142858,100.0,0.21428571428571427
Matthew Riddle,Greg Soto,-230.0,190.0,43.4783,190.0,2010-03-27,"Newark, New Jersey, USA", USA,Matthew Riddle,0.0,Welterweight,MALE,3.0,0.0,0.0,0.0,1.826086956521739,53.84615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,185.42,170.0,1.0,0.0,0.0,45.75,63.800000000000004,1.0,3.75,50.3,3.0,1.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,Southpaw,185.42,187.96,170.0,24.0,23.0,0.0,,,,,neither,DQ ,3.0,1:30,690.0,,,,,,,1.0,UFC 111: St-Pierre vs Hardy,1.826086956521739,46.15384615384615,100.0,47.0,88.0,4.0,6.0,0.0,0.0,0.0,456.0,92.0,140.0,13.0,50.0,11.0,11.0,23.0,27.0,5.0,24.0,35.0,47.0,7.0,17.0,8.0,0.5108695652173914,0.2765957446808511,0.23404255319148937,0.48936170212765956,0.10638297872340426,0.7446808510638298,0.14893617021276595,0.6608695652173913,114.0,0.0,4.086956521739131,46.59090909090909,33.333333333333336,21.0,39.0,0.0,4.0,0.0,0.0,0.0,40.0,63.0,81.0,11.0,29.0,4.0,4.0,6.0,6.0,10.0,23.0,10.0,15.0,1.0,1.0,5.478260869565218,0.3333333333333333,0.5238095238095238,0.19047619047619047,0.2857142857142857,0.47619047619047616,0.47619047619047616,0.047619047619047616,0.057971014492753624,,0.0
Nate Diaz,Rory Markham,-235.0,195.0,42.5532,195.0,2010-03-27,"Newark, New Jersey, USA", USA,Nate Diaz,0.0,Welterweight,MALE,3.0,1.0,0.0,0.0,4.0,27.500000000000004,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,182.88,180.34,170.0,1.0,0.0,0.0,23.0,40.9,1.4444,1.3333,47.599999999999994,5.0,3.0,20.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,6.0,Southpaw,182.88,193.04,170.0,24.0,28.0,0.0,,,,,neither,KO/TKO ,1.0,2:47,167.0,,,,,,,1.0,UFC 111: St-Pierre vs Hardy,1.0778443113772456,86.36363636363636,,34.0,60.0,0.0,0.0,1.0,0.0,0.0,75.0,54.0,84.0,27.0,53.0,2.0,2.0,5.0,5.0,14.0,35.0,2.0,2.0,18.0,23.0,19.40119760479042,0.6296296296296297,0.7941176470588235,0.058823529411764705,0.14705882352941177,0.4117647058823529,0.058823529411764705,0.5294117647058824,0.4491017964071856,,0.3592814371257485,12.21556886227545,43.333333333333336,,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,1.0,19.0,1.0,2.0,1.0,1.0,1.0,19.0,2.0,3.0,0.0,0.0,1.0778443113772456,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,,0.0
Ricardo Almeida,Matt Brown,-185.0,160.0,54.0541,160.0,2010-03-27,"Newark, New Jersey, USA", USA,Ricardo Almeida,0.0,Welterweight,MALE,3.0,0.0,3.0,0.0,32.8,62.2,1.8,0.4,30.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,Orthodox,182.88,190.5,170.0,0.0,2.0,0.0,19.1429,59.0,1.4286,2.8571,49.3,2.0,3.0,16.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,Orthodox,182.88,187.96,170.0,33.0,29.0,0.0,,,,,neither,Submission ,2.0,3:30,510.0,,,,,,,1.0,UFC 111: St-Pierre vs Hardy,0.7058823529411765,40.0,,15.0,27.0,5.0,11.0,0.0,1.0,0.0,427.0,24.0,36.0,13.0,24.0,2.0,3.0,0.0,0.0,1.0,2.0,10.0,18.0,4.0,7.0,2.823529411764706,0.625,0.8666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.6666666666666666,0.26666666666666666,0.8372549019607843,85.4,0.11764705882352941,1.7647058823529411,44.44444444444444,54.54545454545454,6.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,23.0,28.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0,3.0,0.0,0.0,2.7058823529411766,0.2608695652173913,0.0,0.5,0.5,0.5,0.5,0.0,0.03137254901960784,,0.0
Rodney Wallace,Jared Hamman,-160.0,140.0,62.5,140.0,2010-03-27,"Newark, New Jersey, USA", USA,Jared Hamman,0.0,Light Heavyweight,MALE,3.0,1.0,0.0,0.0,6.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,190.5,185.0,1.0,0.0,0.0,15.0,42.0,2.0,7.0,46.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,175.26,182.88,205.0,28.0,28.0,0.0,,,,,neither,Decision - Unanimous ,3.0,5:00,900.0,,,,,,,0.0,UFC 111: St-Pierre vs Hardy,4.0,51.61290322580645,0.0,34.0,66.0,11.0,13.0,0.0,1.0,1.0,319.0,47.0,84.0,31.0,62.0,3.0,4.0,0.0,0.0,15.0,30.0,12.0,19.0,7.0,17.0,3.1333333333333333,0.723404255319149,0.9117647058823529,0.08823529411764706,0.0,0.4411764705882353,0.35294117647058826,0.20588235294117646,0.35444444444444445,29.0,0.06666666666666667,2.2666666666666666,48.484848484848484,15.384615384615385,60.0,124.0,2.0,2.0,1.0,0.0,3.0,426.0,176.0,250.0,38.0,100.0,19.0,21.0,3.0,3.0,5.0,30.0,11.0,25.0,44.0,69.0,11.733333333333333,0.3409090909090909,0.6333333333333333,0.31666666666666665,0.05,0.08333333333333333,0.18333333333333332,0.7333333333333333,0.47333333333333333,213.0,0.06666666666666667
Rousimar Palhares,Tomasz Drwal,-220.0,180.0,45.4545,180.0,2010-03-27,"Newark, New Jersey, USA", USA,Rousimar Palhares,0.0,Middleweight,MALE,3.0,0.0,3.0,0.0,28.75,45.5,0.25,2.25,68.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,Orthodox,185.42,193.04,205.0,0.0,2.0,0.0,12.75,33.800000000000004,1.75,2.75,57.99999999999999,2.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,Orthodox,172.72,180.34,170.0,30.0,28.0,0.0,,,,,neither,Submission ,1.0,0:45,45.0,,,,,,,1.0,UFC 111: St-Pierre vs Hardy,0.0,100.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.15555555555555556,,1.3333333333333333,0.0,100.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0
Andre Winner,Rafaello Oliveira,-190.0,165.0,52.6316,165.0,2010-03-31,"Charlotte, North Carolina, USA", USA,Andre Winner,0.0,Lightweight,MALE,3.0,0.0,1.0,0.0,25.0,36.0,2.0,5.0,71.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,172.72,180.34,155.0,0.0,1.0,0.0,30.0,51.5,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,180.34,185.42,155.0,28.0,28.0,0.0,,,,,neither,Decision - Unanimous ,3.0,5:00,900.0,,,,,,,1.0,UFC Fight Night: Florian vs Gomi,3.466666666666667,64.38356164383562,100.0,61.0,198.0,0.0,0.0,0.0,0.0,0.0,41.0,74.0,211.0,32.0,152.0,13.0,29.0,16.0,17.0,47.0,184.0,13.0,13.0,1.0,1.0,4.933333333333334,0.8243243243243243,0.5245901639344263,0.21311475409836064,0.26229508196721313,0.7704918032786885,0.21311475409836064,0.01639344262295082,0.04555555555555556,,0.0,4.066666666666666,69.1919191919192,,52.0,146.0,0.0,6.0,0.0,0.0,0.0,98.0,64.0,159.0,28.0,110.0,5.0,10.0,19.0,26.0,45.0,133.0,7.0,13.0,0.0,0.0,4.266666666666667,0.8125,0.5384615384615384,0.09615384615384616,0.36538461538461536,0.8653846153846154,0.1346153846153846,0.0,0.10888888888888888,,0.0
Caol Uno,Gleison Tibau,270.0,-330.0,270.0,30.303,2010-03-31,"Charlotte, North Carolina, USA", USA,Gleison Tibau,0.0,Lightweight,MALE,3.0,0.0,1.0,0.0,13.0,35.4,1.0,4.7,55.2,3.0,4.0,24.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,6.0,Southpaw,177.8,180.34,155.0,4.0,0.0,0.0,28.8889,49.4,0.2222,2.2222,34.2,2.0,6.0,26.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,Southpaw,170.18,177.8,155.0,34.0,26.0,0.0,,,,,neither,KO/TKO ,1.0,4:13,253.0,,,,,,,0.0,UFC Fight Night: Florian vs Gomi,5.217391304347826,62.71186440677966,0.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,34.0,2.0,17.0,0.0,2.0,4.0,9.0,6.0,28.0,0.0,0.0,0.0,0.0,2.3715415019762847,0.6,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,,0.0,1.4229249011857708,78.57142857142857,,22.0,59.0,1.0,1.0,1.0,0.0,0.0,90.0,26.0,65.0,21.0,58.0,0.0,0.0,1.0,1.0,6.0,36.0,1.0,2.0,15.0,21.0,6.16600790513834,0.8461538461538461,0.9545454545454546,0.0,0.045454545454545456,0.2727272727272727,0.045454545454545456,0.6818181818181818,0.3557312252964427,90.0,0.23715415019762845
Charlie Brenneman,Jason High,173.0,-205.0,173.0,48.7805,2010-03-31,"Charlotte, North Carolina, USA", USA,Charlie Brenneman,0.0,Welterweight,MALE,3.0,0.0,0.0,0.0,0.8,38.70967741935484,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,172.72,180.34,155.0,0.0,0.0,0.0,2.2,62.264150943396224,0.0,6.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,182.88,155.0,29.0,28.0,0.0,,,,,neither,Decision - Unanimous ,3.0,5:00,900.0,,,,,,,1.0,UFC Fight Night: Florian vs Gomi,0.8,61.29032258064516,,33.0,53.0,6.0,10.0,0.0,0.0,0.0,528.0,95.0,116.0,13.0,30.0,18.0,19.0,2.0,4.0,6.0,20.0,2.0,3.0,25.0,30.0,6.333333333333333,0.3473684210526316,0.3939393939393939,0.5454545454545454,0.06060606060606061,0.18181818181818182,0.06060606060606061,0.7575757575757576,0.5866666666666667,88.0,0.0,2.2,37.735849056603776,40.0,12.0,31.0,0.0,0.0,0.0,3.0,2.0,162.0,25.0,45.0,9.0,25.0,3.0,4.0,0.0,2.0,8.0,23.0,3.0,7.0,1.0,1.0,1.6666666666666667,0.48,0.75,0.25,0.0,0.6666666666666666,0.25,0.08333333333333333,0.18,,0.2
Gerald Harris,Mario Miranda,-155.0,135.0,64.5161,135.0,2010-03-31,"Charlotte, North Carolina, USA", USA,Gerald Harris,0.0,Middleweight,MALE,3.0,0.0,0.0,0.0,3.3217993079584778,40.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,187.96,185.0,0.0,1.0,0.0,21.0,25.0,0.0,1.0,50.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Southpaw,180.34,195.58,185.0,30.0,30.0,0.0,,,,,neither,KO/TKO ,1.0,4:49,289.0,,,,,,,1.0,UFC Fight Night: Florian vs Gomi,3.3217993079584778,60.0,,17.0,37.0,0.0,0.0,2.0,0.0,0.0,7.0,17.0,37.0,17.0,36.0,0.0,1.0,0.0,0.0,14.0,31.0,0.0,0.0,3.0,6.0,3.5294117647058827,1.0,1.0,0.0,0.0,0.8235294117647058,0.0,0.17647058823529413,0.02422145328719723,,0.4152249134948097,3.5294117647058827,54.054054054054056,,16.0,40.0,0.0,0.0,1.0,0.0,0.0,40.0,33.0,63.0,8.0,28.0,1.0,3.0,7.0,9.0,12.0,33.0,1.0,4.0,3.0,3.0,6.85121107266436,0.48484848484848486,0.5,0.0625,0.4375,0.75,0.0625,0.1875,0.1384083044982699,,0.20761245674740486
Jacob Volkmann,Ronys Torres,190.0,-230.0,190.0,43.4783,2010-03-31,"Charlotte, North Carolina, USA", USA,Jacob Volkmann,0.0,Lightweight,MALE,3.0,1.0,0.0,0.0,6.0,12.0,1.0,5.0,38.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,180.3,155.0,2.0,0.0,0.0,14.5,39.0,0.5,0.5,12.5,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,175.26,180.34,155.0,29.0,34.0,0.0,,,,,neither,Decision - Split ,3.0,5:00,900.0,,,,,,,1.0,UFC Fight Night: Florian vs Gomi,1.3333333333333333,60.0,25.0,24.0,57.0,5.0,6.0,0.0,0.0,0.0,602.0,79.0,125.0,19.0,52.0,5.0,5.0,0.0,0.0,3.0,24.0,1.0,1.0,20.0,32.0,5.266666666666667,0.3037974683544304,0.7916666666666666,0.20833333333333334,0.0,0.125,0.041666666666666664,0.8333333333333334,0.6688888888888889,120.4,0.0,1.6,57.89473684210527,16.666666666666664,20.0,50.0,3.0,4.0,0.0,0.0,1.0,186.0,32.0,63.0,13.0,42.0,2.0,2.0,5.0,6.0,8.0,27.0,7.0,16.0,5.0,7.0,2.1333333333333333,0.625,0.65,0.1,0.25,0.4,0.35,0.25,0.20666666666666667,62.0,0.0
Kenny Florian,Takanori Gomi,-360.0,300.0,27.7778,300.0,2010-03-31,"Charlotte, North Carolina, USA", USA,Kenny Florian,0.0,Lightweight,MALE,3.0,0.0,0.0,0.0,1.5544041450777202,17.24137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,170.18,177.8,155.0,0.0,1.0,0.0,23.6154,49.1,0.8462,1.5385,47.5,6.0,3.0,28.0,3.0,0.0,0.0,1.0,2.0,6.0,1.0,10.0,Southpaw,177.8,187.96,145.0,33.0,31.0,0.0,,,,,neither,Submission ,3.0,2:52,772.0,,,,,,,1.0,UFC Fight Night: Florian vs Gomi,1.5544041450777202,82.75862068965517,100.0,51.0,186.0,1.0,2.0,0.0,1.0,0.0,105.0,74.0,210.0,40.0,172.0,6.0,7.0,5.0,7.0,42.0,172.0,3.0,5.0,6.0,9.0,5.751295336787565,0.6891891891891891,0.7843137254901961,0.11764705882352941,0.09803921568627451,0.8235294117647058,0.058823529411764705,0.11764705882352941,0.13601036269430053,105.0,0.07772020725388601,3.9637305699481864,72.58064516129032,50.0,20.0,116.0,0.0,1.0,0.0,0.0,0.0,8.0,20.0,116.0,11.0,84.0,9.0,28.0,0.0,4.0,20.0,115.0,0.0,1.0,0.0,0.0,1.5544041450777202,1.0,0.55,0.45,0.0,1.0,0.0,0.0,0.010362694300518135,,0.0
Nate Quarry,Jorge Rivera,-230.0,190.0,43.4783,190.0,2010-03-31,"Charlotte, North Carolina, USA", USA,Jorge Rivera,0.0,Middleweight,MALE,3.0,0.0,2.0,0.0,28.1818,53.2,0.0909,0.5455,18.2,2.0,5.0,21.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,6.0,Orthodox,185.42,185.42,185.0,0.0,2.0,0.0,31.0,38.9,0.0,0.1111,11.1,3.0,2.0,15.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,7.0,Open Stance,182.88,182.88,185.0,38.0,38.0,0.0,,,,,neither,KO/TKO ,2.0,0:29,329.0,,,,,,,0.0,UFC Fight Night: Florian vs Gomi,5.288753799392097,55.38461538461539,,19.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,72.0,4.0,52.0,2.0,4.0,13.0,15.0,17.0,60.0,2.0,11.0,0.0,0.0,3.465045592705167,1.0,0.21052631578947367,0.10526315789473684,0.6842105263157895,0.8947368421052632,0.10526315789473684,0.0,0.0,,0.0,3.465045592705167,73.23943661971832,100.0,29.0,65.0,0.0,0.0,3.0,0.0,0.0,89.0,58.0,104.0,24.0,58.0,3.0,4.0,2.0,3.0,15.0,37.0,10.0,20.0,4.0,8.0,10.577507598784194,0.5,0.8275862068965517,0.10344827586206896,0.06896551724137931,0.5172413793103449,0.3448275862068966,0.13793103448275862,0.270516717325228,,0.547112462006079
