fighter_a,fighter_b,a_odds,b_odds,a_expected_value,b_expected_value,event_date,location,country,winner,title_bout,weight_class,gender,num_rounds,b_lose_streak,b_win_streak,b_draws,b_slpm,b_str_acc,b_sub_avg,b_td_avg,b_td_acc,b_longest_win_streak,b_losses,b_total_rounds,b_title_bouts,b_wins_dec_maj,b_wins_dec_split,b_wins_dec,b_wins_ko,b_wins_sub,b_wins_tko_doc,b_wins,b_stance,b_height,b_reach,b_weight,a_lose_streak,a_win_streak,a_draws,a_slpm_x,a_str_acc_x,a_sub_avg_x,a_td_avg_x,a_td_acc_x,a_longest_win_streak,a_losses,a_total_rounds,a_title_bouts,a_wins_dec_maj,a_wins_dec_split,a_wins_dec,a_wins_ko,a_wins_sub,a_wins_tko_doc,a_wins,a_stance,a_height,a_reach,a_weight,a_age,b_age,empty_arena,b_wc_rank,a_wc_rank,a_pfp_rank,b_pfp_rank,better_rank,method,finish_round,finish_time,total_fight_time_secs,a_dec_odds,b_dec_odds,a_sub_odds,b_sub_odds,a_ko_odds,b_ko_odds,target,a_elo,b_elo,a_slpm_y,a_opp_slpm,a_sapm,a_opp_sapm,a_str_acc_y,a_opp_str_acc,a_str_def,a_opp_str_def,a_td_avg_y,a_opp_td_avg,a_td_acc_y,a_opp_td_acc,a_td_def,a_opp_td_def,a_sub_avg_y,a_opp_sub_avg,a_sig_str_landed,a_opp_sig_str_landed,a_sig_str_attempted,a_opp_sig_str_attempted,a_td_landed,a_opp_td_landed,a_td_attempted,a_opp_td_attempted,a_kd,a_opp_kd,a_sub_att,a_opp_sub_att,a_rev,a_opp_rev,a_ctrl_seconds,a_opp_ctrl_seconds,a_roll_slpm,a_roll_sapm,a_roll_str_acc,a_roll_str_def,a_roll_td_avg,a_roll_td_acc,a_roll_td_def,a_roll_sub_avg,a_roll_sig_str_landed,a_roll_sig_str_attempted,a_roll_td_landed,a_roll_td_attempted,a_roll_kd,a_roll_sub_att,a_roll_rev,a_roll_ctrl_seconds,a_roll_opp_slpm,a_roll_opp_sapm,a_roll_opp_str_acc,a_roll_opp_str_def,a_roll_opp_td_avg,a_roll_opp_td_acc,a_roll_opp_td_def,a_roll_opp_sub_avg,a_roll_opp_sig_str_landed,a_roll_opp_sig_str_attempted,a_roll_opp_td_landed,a_roll_opp_td_attempted,a_roll_opp_kd,a_roll_opp_sub_att,a_roll_opp_rev,a_roll_opp_ctrl_seconds,a_roll_won,a_current_win_streak,a_num_fights,a_days_since_last_fight,b_roll_slpm,b_roll_sapm,b_roll_str_acc,b_roll_str_def,b_roll_td_avg,b_roll_td_acc,b_roll_td_def,b_roll_sub_avg,b_roll_sig_str_landed,b_roll_sig_str_attempted,b_roll_td_landed,b_roll_td_attempted,b_roll_kd,b_roll_sub_att,b_roll_rev,b_roll_ctrl_seconds,b_roll_opp_slpm,b_roll_opp_sapm,b_roll_opp_str_acc,b_roll_opp_str_def,b_roll_opp_td_avg,b_roll_opp_td_acc,b_roll_opp_td_def,b_roll_opp_sub_avg,b_roll_opp_sig_str_landed,b_roll_opp_sig_str_attempted,b_roll_opp_td_landed,b_roll_opp_td_attempted,b_roll_opp_kd,b_roll_opp_sub_att,b_roll_opp_rev,b_roll_opp_ctrl_seconds,b_roll_won,b_current_win_streak,b_num_fights,b_days_since_last_fight,diff_roll_slpm,diff_roll_sapm,diff_roll_str_acc,diff_roll_str_def,diff_roll_td_avg,diff_roll_td_acc,diff_roll_td_def,diff_roll_sub_avg,diff_roll_sig_str_landed,diff_roll_td_landed,diff_roll_kd,diff_roll_won,diff_elo,diff_current_win_streak,diff_num_fights,diff_days_since_last_fight,diff_height,diff_reach,diff_weight,diff_age,a_strike_diff,b_strike_diff,diff_strike_diff,a_stance_enc,b_stance_enc,same_stance,a_ko_rate,a_sub_rate,a_dec_rate,b_ko_rate,b_sub_rate,b_dec_rate,diff_ko_rate,diff_sub_rate,diff_dec_rate,a_implied_prob,b_implied_prob,diff_implied_prob,is_title_bout,num_rounds_feat,is_empty_arena,a_wc_rank_feat,a_pfp_rank_feat,b_wc_rank_feat,b_pfp_rank_feat,diff_wc_rank,diff_pfp_rank,diff_lose_streak,diff_longest_win_streak,diff_total_rounds,diff_title_bouts,diff_draws,a_ko_odds_prob,a_sub_odds_prob,a_dec_odds_prob,b_ko_odds_prob,b_sub_odds_prob,b_dec_odds_prob,a_win_pct,b_win_pct,diff_win_pct,weight_class_enc,a_cage_rust,a_layoff_log,b_cage_rust,b_layoff_log,diff_cage_rust,diff_layoff_log,a_wc_move,b_wc_move,diff_wc_move,a_striker_edge,a_grappler_edge,b_striker_edge,b_grappler_edge,diff_striker_edge,diff_grappler_edge,a_fight_pace,b_fight_pace,diff_fight_pace,a_ctrl_efficiency,b_ctrl_efficiency,diff_ctrl_efficiency,a_adj_win_pct,b_adj_win_pct,diff_adj_win_pct,has_data
Sai Wang,Danny Mitchell,175.0,-190.0,175.0,52.6316,2014-08-23,"Macau, China", China,Sai Wang,,Welterweight,MALE,3.0,1.0,0.0,0.0,18.0,52.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,187.96,187.96,170.0,1.0,0.0,0.0,31.0,39.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,182.88,182.88,170.0,28.0,28.0,0.0,,,,,neither,U-DEC,3.0,5:00,900.0,,,,,,,1,1476.0,1477.8679195710451,31.0,18.0,,,39.0,52.0,,,0.0,0.0,0.0,0.0,,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,175.0,,,,,,,,,,,,,,,,,21.0,,41.0,,1.0,16.0,,1.0,,,,,,,,,0.0,0,1,168.0,,,,,,,,,,,,0.0,-1.8679195710451495,0,0,7.0,-5.0800000000000125,-5.0800000000000125,0.0,0.0,,,,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.6551724137931034,-0.2915360501567398,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,5,0,5.170483995038151,0,5.1298987149230735,0,0.04058528011507789,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Ben Saunders,Chris Heatherly,-385.0,345.0,25.974,345.0,2014-08-23,"Tulsa, Oklahoma, USA", USA,Ben Saunders,,Welterweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,172.72,155.0,2.0,0.0,0.0,26.7143,65.10000000000001,1.0,0.1429,14.299999999999999,3.0,3.0,15.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,Orthodox,187.96,195.58,170.0,31.0,26.0,0.0,,,,,neither,SUB,1.0,2:18,138.0,295.0,515.0,375.0,1375.0,145.0,1270.0,1,1453.6552293468878,1500.0,26.7143,,,,65.10000000000001,,,,0.1429,,14.299999999999999,,,,1.0,,,,,,,,,,,,,,,,,,26.97792302926701,,65.796488001244,,0.18143502802301395,18.160228002280657,,1.0884986668048884,,,,,,,,,18.542564379048734,,35.61632801783061,,1.9218463627731202,33.96698536077036,,1.5206469712513218,,,,,,,,,0.0,0,2,1477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,-46.344770653112164,0,2,1112.0,12.700000000000017,22.860000000000014,15.0,5.0,,,,0.0,0.0,1,0.5,0.25,0.25,0.0,0.0,0.0,0.5,0.25,0.25,0.7938144329896907,0.2247191011235955,0.5690953318660952,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,2.0,3.0,15.0,0.0,0.0,0.40816326530612246,0.21052631578947367,0.25316455696202533,0.072992700729927,0.06779661016949153,0.16260162601626016,0.5714285714285714,0.5,0.0714285714285714,5,1,7.298445101508147,0,5.902633333401366,1,1.395811768106781,0,0,0,0.4975,0.24875,0.0,0.0,0.4975,0.24875,26.97792302926701,0.0,26.97792302926701,0.0,0.0,0.0,0.5714285714285714,0.5,0.0714285714285714,2
An Ying Wang,Colby Covington,380.0,-430.0,380.0,23.2558,2014-08-23,"Macau, China", China,Colby Covington,,Welterweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,182.88,170.0,0.0,1.0,0.0,13.0,28.000000000000004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Orthodox,182.88,182.88,170.0,23.0,26.0,0.0,,,,,neither,,,,,,,,,,,0,1524.0,1500.0,13.0,,,,28.000000000000004,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1,1,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,24.0,1,1,-190.0,2.539999999999992,0.0,0.0,-3.0,,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.8113207547169812,-0.6029874213836478,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,1.0,0.5,0.5,5,0,5.170483995038151,0,5.902633333401366,0,-0.7321493383632145,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1
Tony Ferguson,Danny Castillo,-265.0,245.0,37.7358,245.0,2014-08-30,"Sacramento, California, USA", USA,Tony Ferguson,,Lightweight,MALE,3.0,0.0,1.0,0.0,33.5,52.900000000000006,0.2,2.7,38.7,3.0,3.0,26.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,7.0,Orthodox,175.26,180.34,155.0,0.0,2.0,0.0,33.5,38.7,0.5,0.6667,36.0,3.0,1.0,10.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,Orthodox,180.34,193.04,155.0,30.0,35.0,0.0,,,,,neither,S-DEC,3.0,5:00,900.0,250.0,325.0,400.0,2700.0,135.0,1050.0,1,1577.9451112765908,1578.3279651125963,33.5,33.5,,,38.7,52.900000000000006,,,0.6667,2.7,36.0,38.7,,,0.5,0.2,,,,,,,,,,,,,,,,,32.83035355040844,,40.11390997726714,,0.9392940275015087,43.26668173452122,,0.24345376300067284,,,,,,,,,25.732665409977436,,44.64199299571349,,1.7755222571553797,47.413975749636236,,0.24415220697310672,,,,,,,,,0.8267193000700847,2,6,98.0,35.23476180269354,,53.92785083771238,,3.1349409066652587,44.825659472219996,,0.11665561534871989,,,,,,,,,33.35862678384896,,45.7437086295337,,1.0770418770942043,28.441404072506774,,0.33256810112685947,,,,,,,,,0.6912699686771412,1,10,126.0,-2.4044082522851014,,-13.813940860445236,,-2.19564687916375,-1.5589777376987755,,0.12679814765195296,,,,0.13544933139294346,-0.3828538360055518,1,-4,-28.0,5.0800000000000125,12.699999999999989,0.0,-5.0,,,,0.0,0.0,1,0.4,0.2,0.2,0.2857142857142857,0.0,0.5714285714285714,0.11428571428571432,0.2,-0.3714285714285714,0.726027397260274,0.2898550724637681,0.43617232479650586,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,-16.0,1.0,0.0,0.425531914893617,0.2,0.2857142857142857,0.08695652173913043,0.03571428571428571,0.23529411764705882,0.8333333333333334,0.7,0.13333333333333341,4,0,4.59511985013459,0,4.844187086458591,0,-0.2490672363240014,0,0,0,0.398,0.199,0.28428571428571425,0.0,0.11371428571428577,0.199,32.83035355040844,35.23476180269354,-2.4044082522851014,0.0,0.0,0.0,0.8433020818945607,0.7160695199886673,0.12723256190589338,16
Yancy Medeiros,Damon Jackson,-115.0,105.0,86.9565,105.0,2014-08-30,"Sacramento, California, USA", USA,Yancy Medeiros,,Lightweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,180.34,180.34,145.0,3.0,0.0,0.0,12.6667,30.3,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,190.5,155.0,26.0,26.0,0.0,,,,,neither,SUB,2.0,1:54,414.0,325.0,411.0,1330.0,170.0,235.0,1520.0,1,1461.0013167879335,1500.0,12.6667,,,,30.3,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,14.5,,28.999999999999996,,0.0,0.0,,0.0,,,,,,,,,20.97931415677517,,48.989022690233476,,3.0138825024620752,65.88454535455038,,1.045324998704171,,,,,,,,,0.0,0,2,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,-38.99868321206645,0,2,-239.0,-2.539999999999992,10.159999999999997,10.0,0.0,,,,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5348837209302325,0.4878048780487805,0.04707884288145203,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.29850746268656714,0.06993006993006994,0.23529411764705882,0.06172839506172839,0.37037037037037035,0.19569471624266144,0.0,0.5,-0.5,4,0,4.844187086458591,0,5.902633333401366,0,-1.0584462469427747,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,14.5,0.0,0.0,0.0,0.0,0.5,-0.5,2
Bethe Correia,Shayna Baszler,-145.0,135.0,68.9655,135.0,2014-08-30,"Sacramento, California, USA", USA,Bethe Correia,,Women's Bantamweight,FEMALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,170.18,135.0,0.0,2.0,0.0,78.0,51.5,0.0,0.5,12.5,2.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,Orthodox,165.1,162.56,135.0,31.0,34.0,0.0,,10.0,,,Red,KO/TKO,2.0,1:56,416.0,120.0,190.0,2000.0,425.0,435.0,1750.0,1,1546.4591089806581,1500.0,78.0,,,,51.5,,,,0.5,,12.5,,,,0.0,,,,,,,,,,,,,,,,,,65.0,,55.00000000000001,,1.0,25.0,,0.0,,,,,,,,,80.963133267678,,52.72519997926674,,1.4424933340244421,37.61018664731562,,1.6725199979266738,,,,,,,,,1.0,2,2,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,46.45910898065813,2,2,-239.0,-5.0800000000000125,-7.6200000000000045,0.0,-3.0,,,,0.0,0.0,1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5918367346938775,0.425531914893617,0.16630481980026052,0,3.0,0,10.0,16.0,16.0,16.0,-6.0,0.0,0.0,2.0,6.0,0.0,0.0,0.18691588785046728,0.047619047619047616,0.45454545454545453,0.05405405405405406,0.19047619047619047,0.3448275862068966,1.0,0.5,0.5,2,0,4.844187086458591,0,5.902633333401366,0,-1.0584462469427747,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,65.0,0.0,0.0,0.0,1.0,0.5,0.5,2
TJ Dillashaw,Joe Soto,-1100.0,900.0,9.0909,900.0,2014-08-30,"Sacramento, California, USA", USA,TJ Dillashaw,,Bantamweight,MALE,5.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,167.64,165.1,135.0,0.0,2.0,0.0,53.375,40.400000000000006,1.375,1.5,37.1,4.0,2.0,19.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,6.0,Orthodox,167.64,170.18,125.0,28.0,27.0,0.0,,0.0,11.0,,Red,KO/TKO,5.0,2:20,1340.0,400.0,1800.0,400.0,1910.0,-185.0,1450.0,1,1589.0331778800505,1500.0,53.375,,,,40.400000000000006,,,,1.5,,37.1,,,,1.375,,,,,,,,,,,,,,,,,,31.49156002989093,,36.77902086028668,,1.5581035538433459,37.3445522584677,,1.431827734456166,,,,,,,,,39.56164652287265,,42.61151219043946,,0.9797058460989039,16.99163873057149,,0.3324296564643609,,,,,,,,,0.7971590226503955,2,8,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,89.03317788005052,2,8,-267.0,0.0,5.0800000000000125,-10.0,1.0,,,,0.0,0.0,1,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.5,0.16666666666666666,0.3333333333333333,0.9166666666666666,0.1,0.8166666666666667,0,5.0,0,0.0,11.0,16.0,16.0,-16.0,-5.0,0.0,4.0,19.0,2.0,0.0,0.6491228070175439,0.2,0.2,0.06451612903225806,0.04975124378109453,0.05263157894736842,0.75,0.5,0.25,2,0,4.59511985013459,0,5.902633333401366,0,-1.307513483266776,0,0,0,0.4975,0.16583333333333333,0.0,0.0,0.4975,0.16583333333333333,31.49156002989093,0.0,31.49156002989093,0.0,0.0,0.0,0.777773281240222,0.5,0.27777328124022205,8
Ruan Potts,Anthony Hamilton,205.0,-225.0,205.0,44.4444,2014-08-30,"Sacramento, California, USA", USA,Anthony Hamilton,,Heavyweight,MALE,3.0,1.0,0.0,0.0,6.0,42.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,195.58,193.04,260.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,187.96,190.5,247.0,36.0,34.0,0.0,,,,,neither,KO/TKO,2.0,4:17,557.0,1200.0,354.0,478.0,1150.0,420.0,115.0,0,1479.047312800464,1476.0,0.0,6.0,,,0.0,42.0,,,0.0,0.0,0.0,0.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6667,,70.0,,2.0,100.0,,0.0,,,,,,,,,0.0,0,1,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,63.0,,,,,,,,,,,,0.0,3.047312800463942,0,0,49.0,-7.6200000000000045,-2.539999999999992,-13.0,2.0,,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32786885245901637,0.6923076923076923,-0.3644388398486759,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.17301038062283736,0.07692307692307693,0.46511627906976744,0.08,0.22026431718061673,0.0,0.0,0.0,8,0,4.727387818712341,0,4.1588830833596715,0,0.5685047353526693,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Lorenz Larkin,Derek Brunson,145.0,-165.0,145.0,60.6061,2014-08-30,"Sacramento, California, USA", USA,Derek Brunson,,Middleweight,MALE,3.0,1.0,0.0,0.0,26.6667,40.300000000000004,0.6667,2.3333,30.0,2.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Southpaw,185.42,195.58,185.0,2.0,0.0,0.0,33.25,41.0,0.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,180.34,182.88,170.0,27.0,30.0,0.0,,,,,neither,U-DEC,3.0,5:00,900.0,280.0,128.0,2770.0,834.0,260.0,620.0,0,1471.9199013928617,1523.9628886407975,33.25,26.6667,,,41.0,40.300000000000004,,,0.0,2.3333,0.0,30.0,,,0.0,0.6667,,,,,,,,,,,,,,,,,37.18055265073589,,38.01106210289973,,0.0,0.0,,0.0,,,,,,,,,36.55349445473141,,44.96501401728651,,0.7686325355038693,20.585906720072792,,0.32834375334278804,,,,,,,,,0.21546975315306086,0,4,112.0,29.849866680488844,,36.2963133267678,,2.8849866680488843,21.63740001036663,,1.0,,,,,,,,,29.006532463888245,,63.06238366933004,,0.3457910010971877,15.382230740659516,,0.20340874469369605,,,,,,,,,0.5874010519681995,0,3,227.0,7.330685970247046,,1.7147487761319269,,-2.8849866680488843,-21.63740001036663,,-1.0,,,,-0.37193129881513864,-52.0429872479358,0,1,-115.0,-5.079999999999984,-12.700000000000017,-15.0,-3.0,,,,0.0,1.0,0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,-0.5,0.5,0.40816326530612246,0.6226415094339622,-0.21447824412783978,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,1.0,-1.0,3.0,0.0,0.0,0.2777777777777778,0.03484320557491289,0.2631578947368421,0.1388888888888889,0.10706638115631692,0.43859649122807015,0.25,0.6666666666666666,-0.41666666666666663,6,0,4.727387818712341,0,5.429345628954441,0,-0.7019578102421002,0,0,0,0.0,0.0,0.0,0.4975,0.0,-0.4975,37.18055265073589,29.849866680488844,7.330685970247046,0.0,0.0,0.0,0.26153040436061636,0.6774230639027194,-0.4158926595421031,7
Ramsey Nijem,Diego Ferreira,170.0,-185.0,170.0,54.0541,2014-08-30,"Sacramento, California, USA", USA,Diego Ferreira,,Lightweight,MALE,3.0,0.0,1.0,0.0,7.0,70.0,1.0,1.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,175.26,187.96,155.0,0.0,2.0,0.0,26.375,37.3,0.75,2.75,57.599999999999994,3.0,3.0,15.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,Orthodox,180.34,190.5,155.0,26.0,29.0,0.0,,,,,neither,KO/TKO,2.0,1:53,413.0,310.0,324.0,1630.0,170.0,560.0,635.0,0,1537.99323712461,1522.4445494929878,26.375,7.0,,,37.3,70.0,,,2.75,1.0,57.599999999999994,100.0,,,0.75,1.0,,,,,,,,,,,,,,,,,25.47427824425785,,36.494496852952246,,2.884297748689595,40.80726540135433,,0.8767254990126269,,,,,,,,,19.336028937673703,,41.51425847211131,,0.7409023353512464,6.950060286820217,,0.8110590810838139,,,,,,,,,0.674727534507259,2,8,141.0,,,,,,,,,,,,,,,,,17.3333,,47.0,,3.0,36.3,,1.0,,,,,,,,,1.0,1,1,63.0,,,,,,,,,,,,-0.325272465492741,15.548687631622215,1,7,78.0,5.0800000000000125,2.539999999999992,0.0,-3.0,,,,0.0,0.0,1,0.4,0.0,0.6,0.0,1.0,0.0,0.4,-1.0,0.6,0.37037037037037035,0.6491228070175439,-0.27875243664717353,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,0.15151515151515152,0.057803468208092484,0.24390243902439024,0.1360544217687075,0.37037037037037035,0.2358490566037736,0.625,1.0,-0.375,4,0,4.955827057601261,0,4.1588830833596715,0,0.7969439742415894,0,0,0,0.398,0.0,0.0,0.995,0.398,-0.995,25.47427824425785,0.0,25.47427824425785,0.0,0.0,0.0,0.6315534325288144,0.9849672936800629,-0.3534138611512485,9
Chris Wade,Cain Carrizosa,-155.0,135.0,64.5161,135.0,2014-08-30,"Sacramento, California, USA", USA,Chris Wade,,Lightweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,187.96,155.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,177.8,155.0,26.0,28.0,0.0,,,,,neither,SUB,1.0,1:12,72.0,175.0,282.0,455.0,550.0,1075.0,450.0,1,1500.0,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,5.0800000000000125,-10.159999999999997,0.0,-2.0,,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6078431372549019,0.425531914893617,0.18231122236128489,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0851063829787234,0.18018018018018017,0.36363636363636365,0.18181818181818182,0.15384615384615385,0.2617801047120419,0.5,0.5,0.0,4,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0
Joe Lauzon,Michael Chiesa,190.0,-210.0,190.0,47.619,2014-09-05,"Ledyard, Connecticut, USA", USA,Joe Lauzon,,Lightweight,MALE,3.0,0.0,2.0,0.0,12.8,35.6,1.0,1.4,34.2,2.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,Southpaw,185.42,190.5,170.0,0.0,1.0,0.0,17.4375,41.699999999999996,1.625,1.3125,42.0,3.0,6.0,31.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,10.0,Orthodox,177.8,180.34,155.0,30.0,26.0,0.0,,,,,neither,KO/TKO,2.0,2:14,434.0,400.0,240.0,400.0,225.0,550.0,950.0,1,1524.0140854838087,1566.948036249509,17.4375,12.8,,,41.699999999999996,35.6,,,1.3125,1.4,42.0,34.2,,,1.625,1.0,,,,,,,,,,,,,,,,,13.735116463383273,,44.536663364669195,,1.4138756288881351,45.9409433422035,,1.7589875369476988,,,,,,,,,25.76249755364023,,40.02795151625522,,1.6474466256898004,41.25881347416989,,0.6939548632802258,,,,,,,,,0.523993683701032,1,9,265.0,10.334060481288795,,41.12903186230774,,1.1759918049141018,32.014200205181716,,1.1932441047821547,,,,,,,,,32.1389987533102,,50.88952451300866,,2.7845276346364023,41.39043431219881,,0.5850201155975766,,,,,,,,,0.8102820724308685,2,5,104.0,3.401055982094478,,3.407631502361454,,0.2378838239740333,13.92674313702178,,0.5657434321655441,,,,-0.2862883887298364,-42.933950765700274,-1,4,161.0,-7.619999999999976,-10.159999999999997,-15.0,4.0,,,,0.0,1.0,0,0.2,0.7,0.1,0.0,0.75,0.25,0.2,-0.050000000000000044,-0.15,0.3448275862068966,0.6774193548387096,-0.33259176863181306,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,1.0,21.0,-1.0,0.0,0.15384615384615385,0.2,0.2,0.09523809523809523,0.3076923076923077,0.29411764705882354,0.625,0.8,-0.17500000000000004,4,0,5.583496308781699,0,4.653960350157523,0,0.929535958624176,0,0,0,0.199,0.6965,0.0,0.74625,0.199,-0.04974999999999996,13.735116463383273,10.334060481288795,3.401055982094478,0.0,0.0,0.0,0.6315588445912963,0.8065850202847304,-0.17502617569343415,14
