event_year,tour,player_a,player_b,source_event_id,scheduled_match_start,snapshot_timestamp,bookmaker_last_update,snapshot_before_start,bookmaker_update_before_start,snapshot_gap_minutes
2022,wta,Greet Minnen,Jaqueline Cristian,ac90fa7ad36ffd432a7f06798f22e1c9,2022-01-17 05:15:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,680.0
2022,wta,Andrea Petkovic,Barbora Krejcikova,eecaf0812d78b2abb90de78a2dbc057f,2022-01-17 06:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,725.0
2022,wta,Madison Keys,Sofia Kenin,139384fa42843d14b5391198d9d0d13c,2022-01-17 06:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,725.0
2022,wta,Ashleigh Barty,Lesia Tsurenko,74a86fb5cdf937c3144e823155f1a6bc,2022-01-17 08:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,845.0
2022,wta,Ajla Tomljanovic,Paula Badosa,722a0c4faf24a1de798c83e01be3cdaf,2022-01-17 10:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,965.0
2022,wta,Anett Kontaveit,Katerina Siniakova,5de548d2ba595076ce23aad264aeddab,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Astra Sharma,Clara Tauson,3dfd3466eaf836176259c939f372ae26,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Ana Konjuh,Shelby Rogers,0747c91f6ffb6df267fe598704d0d218,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Elise Mertens,Vera Zvonareva,f70f43e379655e21c0f06ccc9c3e5c20,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Irina Camelia Begu,Oceane Dodin,dd12eee7fc4df81458989bf5fd5b84d6,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Shuai Zhang,Viktorija Golubic,966330318b2810ed07e13aa32d1c7360,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Elena Rybakina,Zarina Diyas,a5026273cac0ddac5830860256944d02,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Magdalena Frech,Simona Halep,2626351c328af82f6be97d6ee2e30f9d,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Beatriz Haddad Maia,Katie Volynets,fb3e7ef77c35f6b34bdb850dd2fbf567,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Danka Kovinic,Su Jeong Jang,6a86e897c0ad7d25daf5f47c203facfa,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Emma Raducanu,Sloane Stephens,ac5be1a9e58569e1c76b0d61c5a7efce,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Arantxa Rus,Tamara Zidansek,735b657a216310fecbed361adcfb385b,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Heather Watson,Mayar Sherif,106b75240b3fe587740c58b09c524770,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Clara Burel,Garbine Muguruza,f2032151561563cd47f1bb7587160402,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Harriet Dart,Iga Swiatek,feaa7bcd66d9dea5adae213fcfa95b81,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Daria Saville,Rebecca Peterson,507854c048fb0be8649fd9b0a61ddc05,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Anastasija Sevastova,Magda Linette,5362d203769e25cf25501b8440a92065,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Daria Kasatkina,Stefanie Voegele,171908ce2548d4d53829279ffe9a49cb,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Petra Kvitova,Sorana Cirstea,e0da62239ae3cf34775467f7ec2a3473,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Kristina Kucova,Misaki Doi,1314cf088d6f55a33be48704ca347cea,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Robin Anderson,Samantha Stosur,a296605995c32adbd86ea146ccabd1a8,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Anastasia Pavlyuchenkova,Anna Bondar,5ad27fe5cd14ae20fab47c01ff0bbc27,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Angelique Kerber,Kaia Kanepi,f9f6e62d3729cd1099cfecba436931b4,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Marie Bouzkova,Rebecca Marino,57687690e777bb2330d4bd7f585e4ec2,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Caroline Garcia,Hailey Baptiste,b62a9ac814ce7e1b1a07ace69265d36f,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Leylah Fernandez,Maddison Inglis,d83fde6aa23e28acfebe1bd8d2cff0d0,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Marketa Vondrousova,Priscilla Hon,a7703d654adf72736ed0b65077e0245e,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2022,wta,Emina Bektas,Liudmila Samsonova,cff9c65a4177f3c7266a22246cc465a4,2022-01-18 00:00:00+00:00,2022-01-16 17:55:00+00:00,2022-01-16 17:48:55+00:00,True,True,1805.0
2023,atp,Juncheng Shang,Oscar Otte,d2d17dba0e9b63f212819b9e9bf59bfe,2023-01-16 00:00:00+00:00,2023-01-15 17:55:38+00:00,2023-01-15 17:55:35+00:00,True,True,364.37
2023,atp,Arthur Rinderknech,Yosuke Watanuki,78a27cbd45278dff757f6b1c56f5fbe3,2023-01-16 00:00:00+00:00,2023-01-15 17:55:38+00:00,2023-01-15 17:55:35+00:00,True,True,364.37
2023,atp,Botic Van De Zandschulp,Ilya Ivashka,a7ca1ce4bea1448b50b3a75ad39e3bf8,2023-01-16 00:00:00+00:00,2023-01-15 17:55:38+00:00,2023-01-15 17:55:35+00:00,True,True,364.37
2023,atp,Gregoire Barrere,Tomas Martin Etcheverry,0d08076109a1c17196c3157564a51d60,2023-01-16 00:00:00+00:00,2023-01-15 17:55:38+00:00,2023-01-15 17:55:35+00:00,True,True,364.37
2023,atp,Jannik Sinner,Kyle Edmund,0c6ea71d1123a9390ddb92ff5a5f7371,2023-01-16 00:00:00+00:00,2023-01-15 17:55:38+00:00,2023-01-15 17:55:35+00:00,True,True,364.37
2023,atp,Francisco Cerundolo,Guido Pella,b6b12d1cf96c36301552fa4ffbfda098,2023-01-16 00:00:00+00:00,2023-01-15 17:55:38+00:00,2023-01-15 17:55:35+00:00,True,True,364.37
2023,atp,Corentin Moutet,Yibing Wu,f358035b8251325461d0cb39d8ab9342,2023-01-16 00:00:00+00:00,2023-01-15 17:55:38+00:00,2023-01-15 17:55:35+00:00,True,True,364.37
2023,atp,Brandon Nakashima,Mackenzie Mcdonald,0f734a231fa15b84d5a9e69f3c6b6a47,2023-01-16 01:30:00+00:00,2023-01-15 17:55:38+00:00,2023-01-15 17:55:35+00:00,True,True,454.37
2023,atp,Mikael Ymer,Yoshihito Nishioka,df7347a23292fb5668616c6eab41e34d,2023-01-16 01:30:00+00:00,2023-01-15 17:55:38+00:00,2023-01-15 17:55:35+00:00,True,True,454.37
2023,atp,Daniel Altmaier,Frances Tiafoe,53cdab8004f7f48537fe4b2bd79b9eb7,2023-01-16 01:30:00+00:00,2023-01-15 17:55:38+00:00,2023-01-15 17:55:35+00:00,True,True,454.37
2023,atp,Hubert Hurkacz,Pedro Martinez,becdd1ef0b8339c2fd36e590ab7f14eb,2023-01-16 01:30:00+00:00,2023-01-15 17:55:38+00:00,2023-01-15 17:55:35+00:00,True,True,454.37
2023,atp,Denis Shapovalov,Dusan Lajovic,9559c2a3eb773328251f3fa5383210e0,2023-01-16 01:30:00+00:00,2023-01-15 17:55:38+00:00,2023-01-15 17:55:35+00:00,True,True,454.37
2023,atp,Cristian Garin,Sebastian Korda,7b261f7792441a38e4d5d865a95815a1,2023-01-16 01:30:00+00:00,2023-01-15 17:55:38+00:00,2023-01-15 17:55:35+00:00,True,True,454.37
2023,atp,Pavel Kotov,Tallon Griekspoor,bffd1dc26ad4114339401a17a5f955f9,2023-01-16 01:30:00+00:00,2023-01-15 17:55:38+00:00,2023-01-15 17:55:35+00:00,True,True,454.37
2023,atp,Bernabe Zapata Miralles,Karen Khachanov,5c122f4f00a7735ef34eea10ed2d8f37,2023-01-16 02:00:00+00:00,2023-01-15 17:55:38+00:00,2023-01-15 17:55:35+00:00,True,True,484.37
