tour,snapshot_date,player_id,display_name,full_name,rank,rank_points,source_url,fetched_at_utc
wta,2025-05-05,320760,Aryna Sabalenka,Aryna Sabalenka,1,11118,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,326408,Iga Swiatek,Iga Swiatek,2,6773,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,328560,Coco Gauff,Coco Gauff,3,6603,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,316956,Jessica Pegula,Jessica Pegula,4,6243,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,319280,Jasmine Paolini,Jasmine Paolini,5,4875,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,316959,Madison Keys,Madison Keys,6,4824,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,331809,Mirra Andreeva,Mirra Andreeva,7,4781,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,328120,Qinwen Zheng,Qinwen Zheng,8,4193,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,325410,Emma Navarro,Emma Navarro,9,3797,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,320124,Paula Badosa,Paula Badosa,10,3761,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,330482,Diana Shnaider,Diana Shnaider,11,3023,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,324166,Elena Rybakina,Elena Rybakina,12,2983,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,322191,Karolina Muchova,Karolina Muchova,13,2919,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,316738,Elina Svitolina,Elina Svitolina,14,2810,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,322082,Daria Kasatkina,Daria Kasatkina,15,2686,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,318314,Barbora Krejcikova,Barbora Krejcikova,16,2664,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,326384,Amanda Anisimova,Amanda Anisimova,17,2617,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,319939,Jelena Ostapenko,Jelena Ostapenko,18,2235,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,318516,Donna Vekic,Donna Vekic,19,2226,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,319007,Ekaterina Alexandrova,Ekaterina Alexandrova,20,2158,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,322222,Liudmila Samsonova,Liudmila Samsonova,21,2150,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,318176,Beatriz Haddad Maia,Beatriz Haddad Maia,22,2059,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,327793,Clara Tauson,Clara Tauson,23,2043,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,317964,Elise Mertens,Elise Mertens,24,1811,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,320277,Magdalena Frech,Magdalena Frech,25,1800,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,326735,Leylah Fernandez,Leylah Fernandez,26,1708,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,326482,Marta Kostyuk,Marta Kostyuk,27,1686,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,323942,Anna Kalinskaya,Anna Kalinskaya,28,1674,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,317683,Yulia Putintseva,Yulia Putintseva,29,1668,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,329668,Linda Noskova,Linda Noskova,30,1628,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,320942,Sofia Kenin,Sofia Kenin,31,1618,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,315130,Magda Linette,Magda Linette,32,1551,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,324934,Olga Danilovic,Olga Danilovic,33,1504,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,325601,Anastasia Potapova,Anastasia Potapova,34,1469,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,316925,Danielle Collins,Danielle Collins,35,1461,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,316847,Ons Jabeur,Ons Jabeur,36,1458,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
wta,2025-05-05,329409,Ashlyn Krueger,Ashlyn Krueger,37,1434,https://api.wtatennis.com/tennis/players/ranked?page=0&pageSize=100&type=rankSingles&sort=asc&metric=SINGLES&at=2025-05-05&name=&nationality=,2026-03-22T00:45:22Z
