label,bankroll,initial_bankroll,total_bets,wins,losses,win_rate,total_wagered,total_profit,roi,bankroll_change,bankroll_change_pct,peak_bankroll,max_drawdown,current_drawdown,avg_edge,avg_bet_size,avg_clv,median_clv,pct_positive_clv,clv_sample_size
OLD XGBoost,1909.8584734400838,1000.0,113,70,43,0.6194690265486725,4403.039999999999,909.8584734400846,0.2066432449943868,909.8584734400838,0.9098584734400837,1909.8584734400838,0.5033230986185482,0.0,0.06540926912316425,38.96495575221238,0.055259238161088534,0.05046725647573802,0.8053097345132744,113
NEW XGBoost,1977.9595768215524,1000.0,106,67,39,0.6320754716981132,4150.179999999999,977.9595768215518,0.2356426894307119,977.9595768215524,0.9779595768215524,2097.910407305851,0.5417258531605595,0.057176336065914324,0.06673320110515912,39.152641509433955,0.05295118428281806,0.048513925056623886,0.8301886792452831,106
