event_date,tour,tourney_name,bucket,round,winner,loser_name,player_a,player_b,candidate_source,candidate_date,candidate_names,candidate_tournament,candidate_has_numeric_odds,classification
2022-09-17,atp,Davis Cup WG2 R1: TPE vs HKG,Davis Cup WG2 R1: TPE vs HKG 2022,RR,Tung Lin Wu,Coleman Wong,Coleman Wong,Tung Lin Wu,betexplorer_team_events,2022-09-18,Wu Tung-Lin vs Wong C.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-17,atp,Davis Cup WG2 R1: TPE vs HKG,Davis Cup WG2 R1: TPE vs HKG 2022,RR,Tung Lin Wu,Hong Kit Jack Wong,Hong Kit Jack Wong,Tung Lin Wu,betexplorer_team_events,2022-09-17,Wu Tung-Lin vs Wong H. K.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-18,atp,Davis Cup Finals RR: ESP vs KOR,Davis Cup Finals RR: ESP vs KOR 2022,RR,Roberto Bautista Agut,Seong Chan Hong,Roberto Bautista Agut,Seong Chan Hong,betexplorer_team_events,2022-09-18,Bautista-Agut R. vs Hong S. C.,dc-wg-2022,False,source_has_no_numeric_odds
2022-09-18,atp,Davis Cup Finals RR: GER vs AUS,Davis Cup Finals RR: GER vs AUS 2022,RR,Jan Lennard Struff,Max Purcell,Jan Lennard Struff,Max Purcell,betexplorer_team_events,2022-09-18,Struff J-L. vs Purcell M.,dc-wg-2022,False,source_has_no_numeric_odds
2022-09-23,atp,Laver Cup,Laver Cup 2022,RR,Frances Tiafoe,Stefanos Tsitsipas,Frances Tiafoe,Stefanos Tsitsipas,betexplorer_team_events,2022-09-25,Tiafoe F. vs Tsitsipas S.,lc-2022,False,source_has_no_numeric_odds
2022-11-12,wta,BJK Cup Finals SF: GBR vs AUS,BJK Cup Finals SF: GBR vs AUS 2022,RR,Storm Hunter,Heather Watson,Heather Watson,Storm Hunter,betexplorer_team_events,2022-11-12,Hunter S. vs Watson H.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-11-12,wta,BJK Cup Playoffs: BRA vs ARG,BJK Cup Playoffs: BRA vs ARG 2022,RR,Beatriz Haddad Maia,Maria Lourdes Carle,Beatriz Haddad Maia,Maria Lourdes Carle,betexplorer_team_events,2022-11-12,Haddad Maia B. vs Carle M. L.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-11-12,wta,BJK Cup Playoffs: BRA vs ARG,BJK Cup Playoffs: BRA vs ARG 2022,RR,Laura Pigossi,Solana Sierra,Laura Pigossi,Solana Sierra,betexplorer_team_events,2022-11-12,Pigossi L. vs Sierra S.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-11-12,wta,BJK Cup Playoffs: CHN vs SLO,BJK Cup Playoffs: CHN vs SLO 2022,RR,Nina Potocnik,Xiyu Wang,Nina Potocnik,Xiyu Wang,betexplorer_team_events,2022-11-12,Potocnik N. vs Wang Xiy.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-11-12,wta,BJK Cup Playoffs: FRA vs NED,BJK Cup Playoffs: FRA vs NED 2022,RR,Caroline Garcia,Lesley Pattinama Kerkhove,Caroline Garcia,Lesley Pattinama Kerkhove,betexplorer_team_events,2022-11-12,Garcia C. vs Pattinama Kerkhove L.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-11-12,wta,BJK Cup Playoffs: GER vs CRO,BJK Cup Playoffs: GER vs CRO 2022,RR,Anna Lena Friedsam,Petra Marcinko,Anna Lena Friedsam,Petra Marcinko,betexplorer_team_events,2022-11-12,Friedsam A-L. vs Marcinko P.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-11-12,wta,BJK Cup Playoffs: LAT vs AUT,BJK Cup Playoffs: LAT vs AUT 2022,RR,Tamira Paszek,Diana Marcinkevica,Diana Marcinkevica,Tamira Paszek,betexplorer_team_events,2022-11-12,Paszek T. vs Marcinkevica D.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-11-12,wta,BJK Cup Playoffs: ROU vs HUN,BJK Cup Playoffs: ROU vs HUN 2022,RR,Ana Bogdan,Panna Udvardy,Ana Bogdan,Panna Udvardy,betexplorer_team_events,2022-11-12,Bogdan A. vs Udvardy P.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-11-24,atp,Davis Cup Finals QF: ITA vs USA,Davis Cup Finals QF: ITA vs USA 2022,RR,Lorenzo Sonego,Frances Tiafoe,Frances Tiafoe,Lorenzo Sonego,betexplorer_team_events,2022-11-24,Sonego L. vs Tiafoe F.,dc-wg-2022,False,source_has_no_numeric_odds
2022-11-25,atp,Davis Cup Finals SF: AUS vs CRO,Davis Cup Finals SF: AUS vs CRO 2022,RR,Alex De Minaur,Marin Cilic,Alex De Minaur,Marin Cilic,betexplorer_team_events,2022-11-25,De Minaur A. vs Cilic M.,dc-wg-2022,False,source_has_no_numeric_odds
2022-11-25,atp,Davis Cup Finals SF: AUS vs CRO,Davis Cup Finals SF: AUS vs CRO 2022,RR,Borna Coric,Thanasi Kokkinakis,Borna Coric,Thanasi Kokkinakis,betexplorer_team_events,2022-11-25,Coric B. vs Kokkinakis T.,dc-wg-2022,False,source_has_no_numeric_odds
2022-11-26,atp,Davis Cup Finals SF: ITA vs CAN,Davis Cup Finals SF: ITA vs CAN 2022,RR,Felix Auger Aliassime,Lorenzo Musetti,Felix Auger Aliassime,Lorenzo Musetti,betexplorer_team_events,2022-11-26,Auger-Aliassime F. vs Musetti L.,dc-wg-2022,False,source_has_no_numeric_odds
2022-11-27,atp,Davis Cup Finals F: CAN vs AUS,Davis Cup Finals F: CAN vs AUS 2022,RR,Felix Auger Aliassime,Alex De Minaur,Alex De Minaur,Felix Auger Aliassime,betexplorer_team_events,2022-11-27,Auger-Aliassime F. vs De Minaur A.,dc-wg-2022,False,source_has_no_numeric_odds
2023-01-02,atp,United Cup,United Cup 2023,RR,Borna Gojo,Stefanos Sakellaridis,Borna Gojo,Stefanos Sakellaridis,betexplorer_team_events,2023-01-04,Gojo B. vs Sakellaridis S.,uc-atp-2023,False,source_has_no_numeric_odds
2023-01-02,atp,United Cup,United Cup 2023,RR,Stefanos Sakellaridis,Zizou Bergs,Stefanos Sakellaridis,Zizou Bergs,betexplorer_team_events,2023-01-02,Sakellaridis S. vs Bergs Z.,uc-atp-2023,False,source_has_no_numeric_odds
2023-01-02,wta,United Cup,United Cup 2023,RR,Elise Mertens,Gergana Topalova,Elise Mertens,Gergana Topalova,betexplorer_team_events,2022-12-31,Mertens E. vs Topalova G.,uc-wta-2023,False,source_has_no_numeric_odds
2023-01-02,wta,United Cup,United Cup 2023,RR,Jessica Bouzas Maneiro,Olivia Gadecki,Jessica Bouzas Maneiro,Olivia Gadecki,betexplorer_team_events,2023-01-03,Bouzas Maneiro J. vs Gadecki O.,uc-wta-2023,False,source_has_no_numeric_odds
2023-01-02,wta,United Cup,United Cup 2023,SF,Jessica Pegula,Iga Swiatek,Iga Swiatek,Jessica Pegula,betexplorer_team_events,2023-01-05,Pegula J. vs Swiatek I.,uc-wta-2023,False,source_has_no_numeric_odds
2023-01-02,wta,United Cup,United Cup 2023,F,Jessica Pegula,Martina Trevisan,Jessica Pegula,Martina Trevisan,betexplorer_team_events,2023-01-07,Pegula J. vs Trevisan M.,uc-wta-2023,False,source_has_no_numeric_odds
2023-01-02,wta,United Cup,United Cup 2023,SF,Lucia Bronzetti,Valentini Grammatikopoulou,Lucia Bronzetti,Valentini Grammatikopoulou,betexplorer_team_events,2023-01-07,Bronzetti L. vs Grammatikopoulou V.,uc-wta-2023,False,source_has_no_numeric_odds
2023-01-02,wta,United Cup,United Cup 2023,F,Madison Keys,Lucia Bronzetti,Lucia Bronzetti,Madison Keys,betexplorer_team_events,2023-01-08,Keys M. vs Bronzetti L.,uc-wta-2023,False,source_has_no_numeric_odds
2023-01-02,wta,United Cup,United Cup 2023,SF,Madison Keys,Magda Linette,Madison Keys,Magda Linette,betexplorer_team_events,2023-01-06,Keys M. vs Linette M.,uc-wta-2023,False,source_has_no_numeric_odds
2023-01-02,wta,United Cup,United Cup 2023,SF,Martina Trevisan,Maria Sakkari,Maria Sakkari,Martina Trevisan,betexplorer_team_events,2023-01-06,Trevisan M. vs Sakkari M.,uc-wta-2023,False,source_has_no_numeric_odds
2023-01-09,atp,Adelaide 2,Adelaide 2 2023,R32,Robin Haase,Benjamin Bonzi,Benjamin Bonzi,Robin Haase,tennis_data,2023-01-10,Haase R. vs Bonzi B.,Adelaide International 2,False,source_has_no_numeric_odds
2023-02-02,atp,Davis Cup WG2 PO: BOL vs GEO,Davis Cup WG2 PO: BOL vs GEO 2023,RR,Saba Purtseladze,Juan Carlos Prado Angelo,Juan Carlos Prado Angelo,Saba Purtseladze,betexplorer_team_events,2023-02-03,Purtseladze S. vs Prado Angelo J. C.,dc-wg2-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: FRA vs HUN,Davis Cup QLS R1: FRA vs HUN 2023,RR,Adrian Mannarino,Marton Fucsovics,Adrian Mannarino,Marton Fucsovics,betexplorer_team_events,2023-02-04,Mannarino A. vs Fucsovics M.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: FRA vs HUN,Davis Cup QLS R1: FRA vs HUN 2023,RR,Ugo Humbert,Fabian Marozsan,Fabian Marozsan,Ugo Humbert,betexplorer_team_events,2023-02-04,Humbert U. vs Marozsan F.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: FRA vs HUN,Davis Cup QLS R1: FRA vs HUN 2023,RR,Ugo Humbert,Marton Fucsovics,Marton Fucsovics,Ugo Humbert,betexplorer_team_events,2023-02-03,Humbert U. vs Fucsovics M.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: FRA vs HUN,Davis Cup QLS R1: FRA vs HUN 2023,RR,Zsombor Piros,Benjamin Bonzi,Benjamin Bonzi,Zsombor Piros,betexplorer_team_events,2023-02-03,Piros Z. vs Bonzi B.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: GBR vs COL,Davis Cup QLS R1: GBR vs COL 2023,RR,Cameron Norrie,Nicolas Barrientos,Cameron Norrie,Nicolas Barrientos,betexplorer_team_events,2023-02-03,Norrie C. vs Barrientos N.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: GBR vs COL,Davis Cup QLS R1: GBR vs COL 2023,RR,Cameron Norrie,Nicolas Mejia,Cameron Norrie,Nicolas Mejia,betexplorer_team_events,2023-02-04,Norrie C. vs Mejia N.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: GBR vs COL,Davis Cup QLS R1: GBR vs COL 2023,RR,Nicolas Mejia,Daniel Evans,Daniel Evans,Nicolas Mejia,betexplorer_team_events,2023-02-03,Mejia N. vs Evans D.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: GER vs SUI,Davis Cup QLS R1: GER vs SUI 2023,RR,Alexander Zverev,Stan Wawrinka,Alexander Zverev,Stan Wawrinka,betexplorer_team_events,2023-02-03,Zverev A. vs Wawrinka S.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: GER vs SUI,Davis Cup QLS R1: GER vs SUI 2023,RR,Marc Andrea Huesler,Alexander Zverev,Alexander Zverev,Marc Andrea Huesler,betexplorer_team_events,2023-02-04,Huesler M. vs Zverev A.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: GER vs SUI,Davis Cup QLS R1: GER vs SUI 2023,RR,Marc Andrea Huesler,Oscar Otte,Marc Andrea Huesler,Oscar Otte,betexplorer_team_events,2023-02-03,Huesler M. vs Otte O.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: GER vs SUI,Davis Cup QLS R1: GER vs SUI 2023,RR,Stan Wawrinka,Daniel Altmaier,Daniel Altmaier,Stan Wawrinka,betexplorer_team_events,2023-02-04,Wawrinka S. vs Altmaier D.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: SRB vs NOR,Davis Cup QLS R1: SRB vs NOR 2023,RR,Hamad Medjedovic,Viktor Durasovic,Hamad Medjedovic,Viktor Durasovic,betexplorer_team_events,2023-02-04,Medjedovic H. vs Durasovic V.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: SRB vs NOR,Davis Cup QLS R1: SRB vs NOR 2023,RR,Laslo Djere,Viktor Durasovic,Laslo Djere,Viktor Durasovic,betexplorer_team_events,2023-02-03,Djere L. vs Durasovic V.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: SRB vs NOR,Davis Cup QLS R1: SRB vs NOR 2023,RR,Miomir Kecmanovic,Andreja Petrovic,Andreja Petrovic,Miomir Kecmanovic,betexplorer_team_events,2023-02-03,Kecmanovic M. vs Petrovic A.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: SWE vs BIH,Davis Cup QLS R1: SWE vs BIH 2023,RR,Elias Ymer,Damir Dzumhur,Damir Dzumhur,Elias Ymer,betexplorer_team_events,2023-02-03,Ymer E. vs Dzumhur D.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: SWE vs BIH,Davis Cup QLS R1: SWE vs BIH 2023,RR,Mikael Ymer,Damir Dzumhur,Damir Dzumhur,Mikael Ymer,betexplorer_team_events,2023-02-04,Ymer M. vs Dzumhur D.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: SWE vs BIH,Davis Cup QLS R1: SWE vs BIH 2023,RR,Mikael Ymer,Mirza Basic,Mikael Ymer,Mirza Basic,betexplorer_team_events,2023-02-03,Ymer M. vs Basic M.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: USA vs UZB,Davis Cup QLS R1: USA vs UZB 2023,RR,Denis Kudla,Amir Milushev,Amir Milushev,Denis Kudla,betexplorer_team_events,2023-02-04,Kudla D. vs Milushev A.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: USA vs UZB,Davis Cup QLS R1: USA vs UZB 2023,RR,Mackenzie Mcdonald,Sergey Fomin,Mackenzie Mcdonald,Sergey Fomin,betexplorer_team_events,2023-02-03,McDonald M. vs Fomin S.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup QLS R1: USA vs UZB,Davis Cup QLS R1: USA vs UZB 2023,RR,Tommy Paul,Khumoun Sultanov,Khumoun Sultanov,Tommy Paul,betexplorer_team_events,2023-02-03,Paul T. vs Sultanov K.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup WG1 PO: BRA vs CHN,Davis Cup WG1 PO: BRA vs CHN 2023,RR,Thiago Monteiro,Jie Cui,Jie Cui,Thiago Monteiro,betexplorer_team_events,2023-02-03,Monteiro T. vs Cui J.,dc-wg1-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup WG1 PO: IND vs DEN,Davis Cup WG1 PO: IND vs DEN 2023,RR,Prajnesh Gunneswaran,Elmer Moller,Elmer Moller,Prajnesh Gunneswaran,betexplorer_team_events,2023-02-04,Gunneswaran P. vs Moller E.,dc-wg1-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup WG1 PO: PAK vs LTU,Davis Cup WG1 PO: PAK vs LTU 2023,RR,Edas Butvilas,Aqeel Khan,Aqeel Khan,Edas Butvilas,betexplorer_team_events,2023-02-03,Butvilas E. vs Khan A.,dc-wg1-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup WG1 PO: PAK vs LTU,Davis Cup WG1 PO: PAK vs LTU 2023,RR,Ricardas Berankis,Muhammad Shoaib,Muhammad Shoaib,Ricardas Berankis,betexplorer_team_events,2023-02-03,Berankis R. vs Shoaib M.,dc-wg1-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup WG1 PO: PAK vs LTU,Davis Cup WG1 PO: PAK vs LTU 2023,RR,Vilius Gaubas,Mahammad Abid,Mahammad Abid,Vilius Gaubas,betexplorer_team_events,2023-02-04,Gaubas V. vs Abid M.,dc-wg1-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup WG1 PO: PER vs IRL,Davis Cup WG1 PO: PER vs IRL 2023,RR,Conner Huertas Del Pino,Michael Agwi,Conner Huertas Del Pino,Michael Agwi,betexplorer_team_events,2023-02-04,Huertas Del Pino C. vs Agwi M.,dc-wg1-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup WG1 PO: ROU vs THA,Davis Cup WG1 PO: ROU vs THA 2023,RR,Filip Cristian Jianu,Yuttana Charoenphon,Filip Cristian Jianu,Yuttana Charoenphon,betexplorer_team_events,2023-02-04,Jianu F. C. vs Charoenphon Y.,dc-wg1-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup WG1 PO: TUR vs SLO,Davis Cup WG1 PO: TUR vs SLO 2023,RR,Ergi Kirkin,Matic Kriznik,Ergi Kirkin,Matic Kriznik,betexplorer_team_events,2023-02-04,Kirkin E. vs Kriznik M.,dc-wg1-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup WG1 PO: UKR vs LBN,Davis Cup WG1 PO: UKR vs LBN 2023,RR,Benjamin Hassan,Oleksandr Ovcharenko,Benjamin Hassan,Oleksandr Ovcharenko,betexplorer_team_events,2023-02-04,Hassan B. vs Ovcharenko O.,dc-wg1-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup WG2 PO: EGY vs PAR,Davis Cup WG2 PO: EGY vs PAR 2023,RR,Mohamed Safwat,Juan Borba,Juan Borba,Mohamed Safwat,betexplorer_team_events,2023-02-04,Safwat M. vs Borba J.,dc-wg2-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup WG2 PO: TUN vs CYP,Davis Cup WG2 PO: TUN vs CYP 2023,RR,Menelaos Efstathiou,Aziz Dougaz,Aziz Dougaz,Menelaos Efstathiou,betexplorer_team_events,2023-02-04,Efstathiou M. vs Dougaz A.,dc-wg2-2023,False,source_has_no_numeric_odds
2023-02-03,atp,Davis Cup WG2 PO: TUN vs CYP,Davis Cup WG2 PO: TUN vs CYP 2023,RR,Moez Echargui,Petros Chrysochos,Moez Echargui,Petros Chrysochos,betexplorer_team_events,2023-02-04,Echargui M. vs Chrysochos P.,dc-wg2-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: ARG vs FIN,Davis Cup QLS R1: ARG vs FIN 2023,RR,Emil Ruusuvuori,Facundo Bagnis,Emil Ruusuvuori,Facundo Bagnis,betexplorer_team_events,2023-02-05,Ruusuvuori E. vs Bagnis F.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: ARG vs FIN,Davis Cup QLS R1: ARG vs FIN 2023,RR,Emil Ruusuvuori,Pedro Cachin,Emil Ruusuvuori,Pedro Cachin,betexplorer_team_events,2023-02-04,Ruusuvuori E. vs Cachin P.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: ARG vs FIN,Davis Cup QLS R1: ARG vs FIN 2023,RR,Francisco Cerundolo,Otto Virtanen,Francisco Cerundolo,Otto Virtanen,betexplorer_team_events,2023-02-04,Cerundolo F. vs Virtanen O.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: BEL vs KOR,Davis Cup QLS R1: BEL vs KOR 2023,RR,David Goffin,Seong Chan Hong,David Goffin,Seong Chan Hong,betexplorer_team_events,2023-02-04,Goffin D. vs Hong S. C.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: BEL vs KOR,Davis Cup QLS R1: BEL vs KOR 2023,RR,Seong Chan Hong,Zizou Bergs,Seong Chan Hong,Zizou Bergs,betexplorer_team_events,2023-02-05,Hong S. C. vs Bergs Z.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: BEL vs KOR,Davis Cup QLS R1: BEL vs KOR 2023,RR,Soon Woo Kwon,David Goffin,David Goffin,Soon Woo Kwon,betexplorer_team_events,2023-02-05,Kwon S. vs Goffin D.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: BEL vs KOR,Davis Cup QLS R1: BEL vs KOR 2023,RR,Zizou Bergs,Soon Woo Kwon,Soon Woo Kwon,Zizou Bergs,betexplorer_team_events,2023-02-03,Bergs Z. vs Kwon S.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: CRO vs AUT,Davis Cup QLS R1: CRO vs AUT 2023,RR,Borna Coric,Dennis Novak,Borna Coric,Dennis Novak,betexplorer_team_events,2023-02-04,Coric B. vs Novak D.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: CRO vs AUT,Davis Cup QLS R1: CRO vs AUT 2023,RR,Borna Coric,Dominic Thiem,Borna Coric,Dominic Thiem,betexplorer_team_events,2023-02-05,Coric B. vs Thiem D.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: CRO vs AUT,Davis Cup QLS R1: CRO vs AUT 2023,RR,Borna Gojo,Dominic Thiem,Borna Gojo,Dominic Thiem,betexplorer_team_events,2023-02-04,Gojo B. vs Thiem D.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: CZE vs POR,Davis Cup QLS R1: CZE vs POR 2023,RR,Jiri Lehecka,Joao Sousa,Jiri Lehecka,Joao Sousa,betexplorer_team_events,2023-02-05,Lehecka J. vs Sousa J.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: CZE vs POR,Davis Cup QLS R1: CZE vs POR 2023,RR,Jiri Lehecka,Nuno Borges,Jiri Lehecka,Nuno Borges,betexplorer_team_events,2023-02-04,Lehecka J. vs Borges N.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: CZE vs POR,Davis Cup QLS R1: CZE vs POR 2023,RR,Tomas Machac,Joao Sousa,Joao Sousa,Tomas Machac,betexplorer_team_events,2023-02-04,Machac T. vs Sousa J.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: KAZ vs CHI,Davis Cup QLS R1: KAZ vs CHI 2023,RR,Cristian Garin,Alexander Bublik,Alexander Bublik,Cristian Garin,betexplorer_team_events,2023-02-05,Garin C. vs Bublik A.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: KAZ vs CHI,Davis Cup QLS R1: KAZ vs CHI 2023,RR,Nicolas Jarry,Alexander Bublik,Alexander Bublik,Nicolas Jarry,betexplorer_team_events,2023-02-04,Jarry N. vs Bublik A.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: KAZ vs CHI,Davis Cup QLS R1: KAZ vs CHI 2023,RR,Timofey Skatov,Cristian Garin,Cristian Garin,Timofey Skatov,betexplorer_team_events,2023-02-04,Skatov T. vs Garin C.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: NED vs SVK,Davis Cup QLS R1: NED vs SVK 2023,RR,Matwe Middelkoop,Jozef Kovalik,Jozef Kovalik,Matwe Middelkoop,betexplorer_team_events,2023-02-05,Middelkoop M. vs Kovalik J.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: NED vs SVK,Davis Cup QLS R1: NED vs SVK 2023,RR,Tallon Griekspoor,Lukas Klein,Lukas Klein,Tallon Griekspoor,betexplorer_team_events,2023-02-04,Griekspoor T. vs Klein L.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup QLS R1: NED vs SVK,Davis Cup QLS R1: NED vs SVK 2023,RR,Tim Van Rijthoven,Alex Molcan,Alex Molcan,Tim Van Rijthoven,betexplorer_team_events,2023-02-04,van Rijthoven T. vs Molcan A.,dc-wg-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup WG1 PO: ISR vs LAT,Davis Cup WG1 PO: ISR vs LAT 2023,RR,Yshai Oliel,Robert Strombachs,Robert Strombachs,Yshai Oliel,betexplorer_team_events,2023-02-05,Oliel Y. vs Strombachs R.,dc-wg1-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup WG2 PO: EST vs JAM,Davis Cup WG2 PO: EST vs JAM 2023,RR,Blaise Bicknell,Kenneth Raisma,Blaise Bicknell,Kenneth Raisma,betexplorer_team_events,2023-02-04,Bicknell B. vs Raisma K.,dc-wg2-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup WG2 PO: EST vs JAM,Davis Cup WG2 PO: EST vs JAM 2023,RR,Johannes Seeman,Jacob Bicknell,Jacob Bicknell,Johannes Seeman,betexplorer_team_events,2023-02-05,Seeman J. vs Bicknell J.,dc-wg2-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup WG2 PO: INA vs VIE,Davis Cup WG2 PO: INA vs VIE 2023,RR,Christopher Rungkat,Dac Tien Nguyen,Christopher Rungkat,Dac Tien Nguyen,betexplorer_team_events,2023-02-05,Rungkat C. vs Nguyen D. T.,dc-wg2-2023,False,source_has_no_numeric_odds
2023-02-04,atp,Davis Cup WG2 PO: RSA vs LUX,Davis Cup WG2 PO: RSA vs LUX 2023,RR,Raphael Calzi,Devin Badenhorst,Devin Badenhorst,Raphael Calzi,betexplorer_team_events,2023-02-05,Calzi R. vs Badenhorst D.,dc-wg2-2023,False,source_has_no_numeric_odds
2023-02-27,wta,Austin,Austin 2023,R32,Erika Andreeva,Harriet Dart,Erika Andreeva,Harriet Dart,tennis_data,2023-02-28,Andreeva E. vs Dart H.,ATX Open,False,source_has_no_numeric_odds
2023-04-10,wta,BJK Cup G1 RR: LAT vs NED,BJK Cup G1 RR: LAT vs NED 2023,RR,Lesley Pattinama Kerkhove,Daniela Vismane,Daniela Vismane,Lesley Pattinama Kerkhove,betexplorer_team_events,2023-04-10,Pattinama Kerkhove L. vs Vismane D.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-10,wta,BJK Cup G2 RR: BIH vs MLT,BJK Cup G2 RR: BIH vs MLT 2023,RR,Dea Herdzelas,Elaine Genovese,Dea Herdzelas,Elaine Genovese,betexplorer_team_events,2023-04-10,Herdzelas D. vs Genovese E.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-10,wta,BJK Cup G2 RR: BIH vs MLT,BJK Cup G2 RR: BIH vs MLT 2023,RR,Francesca Curmi,Nefisa Berberovic,Francesca Curmi,Nefisa Berberovic,betexplorer_team_events,2023-04-10,Curmi F. vs Berberovic N.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-10,wta,BJK Cup G2 RR: EST vs RSA,BJK Cup G2 RR: EST vs RSA 2023,RR,Anett Kontaveit,Isabella Kruger,Anett Kontaveit,Isabella Kruger,betexplorer_team_events,2023-04-10,Kontaveit A. vs Kruger I.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-10,wta,BJK Cup G2 RR: EST vs RSA,BJK Cup G2 RR: EST vs RSA 2023,RR,Elena Malygina,Suzanie Pretorius,Elena Malygina,Suzanie Pretorius,betexplorer_team_events,2023-04-10,Malygina E. vs Pretorius S.,bjk-g2-2023,False,source_has_no_numeric_odds
