tour,event_date,tourney_id,tourney_name,tournament_seed,tourney_level,surface,draw_size,match_num,round,best_of,minutes,score,winner,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,player_a,player_b,target,player_a_id,player_b_id,player_a_rank,player_b_rank,player_a_rank_points,player_b_rank_points,player_a_age,player_b_age,player_a_hand,player_b_hand,player_a_height_cm,player_b_height_cm,player_a_seed,player_b_seed,player_a_entry,player_b_entry,player_a_birth_date,player_a_birth_place,player_a_country_code,player_a_country_name,player_a_backhand,player_a_weight_kg,player_b_birth_date,player_b_birth_place,player_b_country_code,player_b_country_name,player_b_backhand,player_b_weight_kg,b365_a,b365_b,ps_a,ps_b,max_a,max_b,avg_a,avg_b,odds_date_diff,year
wta,2023-04-17,2023-1051,Stuttgart,stuttgart,P,Clay,32,292,R16,3,140.0,6-2 6-7(5) 7-6(5),Karolina Pliskova,Donna Vekic,17.0,23.0,2210.0,1707.0,Donna Vekic,Karolina Pliskova,0,202499,201662,23.0,17.0,1707.0,2210.0,26.8,31.0,R,R,179.0,184.0,,,,,1996-06-28,"Osijek, Croatia",CRO,Croatia,,,1992-03-21,"Louny, Czech Republic",CZE,Czech Republic,,,2.63,1.5,2.59,1.56,2.66,1.57,2.48,1.52,3.0,2023
wta,2023-04-17,2023-1051,Stuttgart,stuttgart,P,Clay,32,291,R16,3,123.0,1-6 7-5 6-3,Ons Jabeur,Jelena Ostapenko,4.0,22.0,5031.0,1715.0,Jelena Ostapenko,Ons Jabeur,0,211533,202460,22.0,4.0,1715.0,5031.0,25.8,28.6,R,R,177.0,167.0,,3.0,,,1997-06-08,"Riga, Latvia",LAT,Latvia,,,1994-08-28,"Ksar Hellar, Tunisia",TUN,Tunisia,,,2.3,1.62,2.66,1.53,2.67,1.65,2.43,1.55,2.0,2023
wta,2023-04-17,2023-1051,Stuttgart,stuttgart,P,Clay,32,289,R16,3,77.0,6-2 6-3,Anastasia Potapova,Coco Gauff,24.0,6.0,1679.0,4346.0,Anastasia Potapova,Coco Gauff,1,215713,221103,24.0,6.0,1679.0,4346.0,22.0,19.0,R,R,175.0,175.0,,5.0,,,2001-03-30,"Saratov, Russia",AUT,Austria,,,2004-03-13,"Delray Beach, Fl. USA",USA,United States,,,2.38,1.57,2.41,1.63,2.46,1.67,2.32,1.59,3.0,2023
wta,2023-04-17,2023-1051,Stuttgart,stuttgart,P,Clay,32,288,R16,3,99.0,7-6(5) 6-4,Caroline Garcia,Tatjana Maria,5.0,71.0,4990.0,833.0,Caroline Garcia,Tatjana Maria,1,201614,213583,5.0,71.0,4990.0,833.0,29.5,35.6,R,R,177.0,172.0,4.0,,,WC,1993-10-16,"Saint-Germain-en-Laye, France",FRA,France,,,1987-08-08,"Bad Saulgau, Germany",GER,Germany,,,1.25,4.0,1.28,4.07,1.29,4.08,1.26,3.78,3.0,2023
wta,2023-04-17,2023-1051,Stuttgart,stuttgart,P,Clay,32,287,R16,3,70.0,6-1 6-2,Paula Badosa,Cristina Bucsa,31.0,77.0,1283.0,770.0,Cristina Bucsa,Paula Badosa,0,213710,211651,77.0,31.0,770.0,1283.0,25.2,25.4,R,R,176.0,180.0,,,Q,WC,1998-01-01,"Chisináu, Moldova",ESP,Spain,,,1997-11-15,"New York City, USA",ESP,Spain,,,9.0,1.07,9.19,1.09,9.19,1.09,8.11,1.07,3.0,2023
wta,2023-04-17,2023-1051,Stuttgart,stuttgart,P,Clay,32,286,R16,3,75.0,6-2 6-3,Aryna Sabalenka,Barbora Krejcikova,2.0,12.0,6891.0,2443.0,Aryna Sabalenka,Barbora Krejcikova,1,214544,206252,2.0,12.0,6891.0,2443.0,24.9,27.3,R,R,182.0,178.0,2.0,,,,1998-05-05,"Minsk, Belarus",BLR,Belarus,,,1995-12-18,"Brno, Czech Republic",CZE,Czech Republic,,,1.8,2.0,1.88,2.01,1.88,2.14,1.79,2.0,2.0,2023
wta,2023-04-17,2023-1051,Stuttgart,stuttgart,P,Clay,32,284,R32,3,101.0,6-4 6-4,Qinwen Zheng,Alycia Parks,25.0,55.0,1675.0,978.0,Alycia Parks,Qinwen Zheng,0,219917,221012,55.0,25.0,978.0,1675.0,22.2,20.5,R,R,185.0,178.0,,,LL,,2000-12-31,"Atlanta, Georgia",USA,United States,,,2002-10-08,"Shiyan, Hubei Province, China",CHN,China,,,5.0,1.17,5.03,1.2,5.05,1.2,4.66,1.18,0.0,2023
wta,2023-04-17,2023-1051,Stuttgart,stuttgart,P,Clay,32,283,R32,3,130.0,7-6(7) 7-6(5),Donna Vekic,Ekaterina Alexandrova,23.0,18.0,1707.0,2100.0,Donna Vekic,Ekaterina Alexandrova,1,202499,206420,23.0,18.0,1707.0,2100.0,26.8,28.4,R,R,179.0,175.0,,,,,1996-06-28,"Osijek, Croatia",CRO,Croatia,,,1994-11-15,"Chelyabinsk, Russia",RUS,Russia,,,2.3,1.62,2.33,1.67,2.47,1.7,2.25,1.63,0.0,2023
wta,2023-04-17,2023-1051,Stuttgart,stuttgart,P,Clay,32,282,R32,3,71.0,6-2 6-3,Karolina Pliskova,Maria Sakkari,17.0,9.0,2210.0,3191.0,Karolina Pliskova,Maria Sakkari,1,201662,206289,17.0,9.0,2210.0,3191.0,31.0,27.7,R,R,184.0,172.0,,8.0,,,1992-03-21,"Louny, Czech Republic",CZE,Czech Republic,,,1995-07-25,"Athens, Greece",GRE,Greece,,,2.1,1.73,2.15,1.77,2.26,1.79,2.09,1.72,2.0,2023
wta,2023-04-17,2023-1051,Stuttgart,stuttgart,P,Clay,32,280,R32,3,58.0,6-2 6-1,Jelena Ostapenko,Emma Raducanu,22.0,68.0,1715.0,839.0,Emma Raducanu,Jelena Ostapenko,0,221054,211533,68.0,22.0,839.0,1715.0,20.4,25.8,R,R,175.0,177.0,,,WC,,2002-11-13,"Toronto, Canada",GBR,Great Britain,,,1997-06-08,"Riga, Latvia",LAT,Latvia,,,2.2,1.67,2.4,1.63,2.4,1.78,2.25,1.63,1.0,2023
wta,2023-04-17,2023-1051,Stuttgart,stuttgart,P,Clay,32,278,R32,3,90.0,7-5 6-3,Elena Rybakina,Jule Niemeier,7.0,65.0,4305.0,858.0,Elena Rybakina,Jule Niemeier,1,214981,215898,7.0,65.0,4305.0,858.0,23.8,23.6,R,R,184.0,178.0,6.0,,,WC,1999-06-17,"Moscow, Russia",KAZ,Kazakhstan,,,1999-08-12,"Dortmund, Germany",GER,Germany,,,1.2,4.5,1.16,6.03,1.2,6.03,1.16,5.04,2.0,2023
wta,2023-04-17,2023-1051,Stuttgart,stuttgart,P,Clay,32,277,R32,3,165.0,6-2 4-6 7-6(3),Coco Gauff,Veronika Kudermetova,6.0,13.0,4346.0,2360.0,Coco Gauff,Veronika Kudermetova,1,221103,206368,6.0,13.0,4346.0,2360.0,19.0,25.9,R,R,175.0,175.0,5.0,,,,2004-03-13,"Delray Beach, Fl. USA",USA,United States,,,1997-04-24,"Kazan,Russia",RUS,Russia,,,1.44,2.75,1.48,2.82,1.56,2.88,1.46,2.68,2.0,2023
wta,2023-04-17,2023-1051,Stuttgart,stuttgart,P,Clay,32,276,R32,3,164.0,6-3 3-6 7-6(4),Anastasia Potapova,Petra Martic,24.0,32.0,1679.0,1280.0,Anastasia Potapova,Petra Martic,1,215713,201549,24.0,32.0,1679.0,1280.0,22.0,32.2,R,R,175.0,181.0,,,,Q,2001-03-30,"Saratov, Russia",AUT,Austria,,,1991-01-19,"Split, Croatia",CRO,Croatia,,,1.53,2.5,1.59,2.5,1.59,2.62,1.53,2.46,1.0,2023
wta,2023-04-17,2023-1051,Stuttgart,stuttgart,P,Clay,32,275,R32,3,165.0,6-2 4-6 7-6(4),Tatjana Maria,Ylena In Albon,71.0,138.0,833.0,480.0,Tatjana Maria,Ylena In Albon,1,213583,213837,71.0,138.0,833.0,480.0,35.6,24.1,R,R,172.0,160.0,,,WC,Q,1987-08-08,"Bad Saulgau, Germany",GER,Germany,,,1999-03-06,"Visp, Switzerland",SUI,Switzerland,,,1.29,3.75,1.34,3.54,1.34,3.9,1.3,3.43,1.0,2023
wta,2023-04-17,2023-1051,Stuttgart,stuttgart,P,Clay,32,273,R32,3,70.0,6-1 6-1,Paula Badosa,Daria Kasatkina,31.0,8.0,1283.0,3505.0,Daria Kasatkina,Paula Badosa,0,214082,211651,8.0,31.0,3505.0,1283.0,25.9,25.4,R,R,170.0,180.0,7.0,,,WC,1997-05-07,"Togliatty, Russia",AUS,Australia,,,1997-11-15,"New York City, USA",ESP,Spain,,,2.2,1.67,2.28,1.69,2.33,1.73,2.2,1.65,1.0,2023
wta,2023-04-17,2023-1051,Stuttgart,stuttgart,P,Clay,32,271,R32,3,83.0,6-2 6-0,Barbora Krejcikova,Liudmila Samsonova,12.0,15.0,2443.0,2246.0,Barbora Krejcikova,Liudmila Samsonova,1,206252,214643,12.0,15.0,2443.0,2246.0,27.3,24.4,R,R,178.0,180.0,,,,,1995-12-18,"Brno, Czech Republic",CZE,Czech Republic,,,1998-11-11,"Olenegorsk, Russia",RUS,Russia,,,1.57,2.38,1.56,2.58,1.59,2.65,1.53,2.46,1.0,2023
atp,2023-04-17,2023-0308,Munich,munich,A,Clay,32,300,F,3,172.0,6-4 1-6 7-6(3),Holger Rune,Botic Van De Zandschulp,7.0,29.0,3865.0,1250.0,Botic Van De Zandschulp,Holger Rune,0,122298,208029,29.0,7.0,1250.0,3865.0,27.5,19.9,R,R,191.0,188.0,4.0,1.0,,,1995-10-04,"Wageningen, Netherlands",NED,Netherlands,Two-Handed,85.0,2003-04-29,"Gentofte, Denmark",DEN,Denmark,Two-Handed,77.0,4.0,1.25,4.48,1.26,4.48,1.29,4.03,1.24,6.0,2023
atp,2023-04-17,2023-0308,Munich,munich,A,Clay,32,299,SF,3,79.0,6-3 6-2,Holger Rune,Christopher Oconnell,7.0,82.0,3865.0,700.0,Christopher Oconnell,Holger Rune,0,106331,208029,82.0,7.0,700.0,3865.0,28.8,19.9,R,R,183.0,188.0,,1.0,,,,,,,,,2003-04-29,"Gentofte, Denmark",DEN,Denmark,Two-Handed,77.0,4.5,1.2,5.62,1.18,5.62,1.21,4.9,1.17,5.0,2023
atp,2023-04-17,2023-0308,Munich,munich,A,Clay,32,298,SF,3,108.0,6-4 7-6(2),Botic Van De Zandschulp,Taylor Fritz,29.0,10.0,1250.0,3245.0,Botic Van De Zandschulp,Taylor Fritz,1,122298,126203,29.0,10.0,1250.0,3245.0,27.5,25.4,R,R,191.0,196.0,4.0,2.0,,,1995-10-04,"Wageningen, Netherlands",NED,Netherlands,Two-Handed,85.0,1997-10-28,"Rancho Santa Fe, CA, USA",USA,United States,Two-Handed,86.0,2.75,1.44,2.79,1.5,2.8,1.73,2.68,1.46,5.0,2023
atp,2023-04-17,2023-0308,Munich,munich,A,Clay,32,297,QF,3,93.0,6-2 6-4,Holger Rune,Cristian Garin,7.0,86.0,3865.0,678.0,Cristian Garin,Holger Rune,0,106426,208029,86.0,7.0,678.0,3865.0,26.8,19.9,R,R,185.0,188.0,,1.0,,,1996-05-30,"Santiago, Chile",CHI,Chile,Two-Handed,85.0,2003-04-29,"Gentofte, Denmark",DEN,Denmark,Two-Handed,77.0,4.0,1.25,4.05,1.29,4.05,1.32,3.83,1.26,4.0,2023
atp,2023-04-17,2023-0308,Munich,munich,A,Clay,32,295,QF,3,111.0,7-6(5) 6-3,Botic Van De Zandschulp,Marcos Giron,29.0,68.0,1250.0,756.0,Botic Van De Zandschulp,Marcos Giron,1,122298,106218,29.0,68.0,1250.0,756.0,27.5,29.7,R,R,191.0,180.0,4.0,,,,1995-10-04,"Wageningen, Netherlands",NED,Netherlands,Two-Handed,85.0,1993-07-24,"Thousand Oaks, CA, USA",USA,United States,Two-Handed,77.0,1.4,3.0,1.42,3.11,1.45,3.15,1.38,2.98,4.0,2023
atp,2023-04-17,2023-0425,Barcelona,barcelona,A,Clay,64,290,R16,3,88.0,6-3 6-4,Daniel Evans,Karen Khachanov,26.0,11.0,1390.0,2900.0,Daniel Evans,Karen Khachanov,1,105554,111575,26.0,11.0,1390.0,2900.0,32.9,26.9,R,R,175.0,198.0,12.0,6.0,,,1990-05-23,"Birmingham, England",GBR,Great Britain,One-Handed,75.0,1996-05-21,"Moscow, Russia",RUS,Russia,Two-Handed,87.0,4.0,1.25,4.21,1.27,4.3,1.32,3.95,1.25,3.0,2023
atp,2023-04-17,2023-0425,Barcelona,barcelona,A,Clay,64,244,R64,3,63.0,6-2 6-2,Alexander Shevchenko,Lorenzo Giustino,98.0,223.0,610.0,259.0,Alexander Shevchenko,Lorenzo Giustino,1,207686,105841,98.0,223.0,610.0,259.0,22.3,31.6,R,R,185.0,180.0,,,,Q,2000-11-29,"Rostov-on-Don, Russia",KAZ,Kazakhstan,Two-Handed,80.0,,,,,,,1.33,3.4,1.3,3.87,1.34,4.16,1.3,3.57,1.0,2023
atp,2023-04-17,2023-0425,Barcelona,barcelona,A,Clay,64,288,R16,3,128.0,6-1 4-6 6-3,Jannik Sinner,Yoshihito Nishioka,8.0,35.0,3525.0,1093.0,Jannik Sinner,Yoshihito Nishioka,1,206173,106415,8.0,35.0,3525.0,1093.0,21.6,27.5,R,L,191.0,170.0,4.0,16.0,,,2001-08-16,"San Candido, Italy",ITA,Italy,Two-Handed,77.0,1995-09-27,"Mie, Japan",JPN,Japan,Two-Handed,64.0,1.05,11.0,1.06,14.0,1.06,14.7,1.04,11.51,3.0,2023
atp,2023-04-17,2023-0425,Barcelona,barcelona,A,Clay,64,239,R64,3,78.0,6-3 7-5,Pedro Cachin,Gijs Brouwer,69.0,121.0,747.0,496.0,Gijs Brouwer,Pedro Cachin,0,133835,106398,121.0,69.0,496.0,747.0,27.0,28.0,L,R,191.0,185.0,,,,,,,,,,,,,,,,,2.5,1.53,2.57,1.56,2.72,1.58,2.52,1.53,1.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,300,F,3,152.0,6-3 4-6 6-4,Dusan Lajovic,Andrey Rublev,70.0,6.0,744.0,4380.0,Andrey Rublev,Dusan Lajovic,0,126094,105583,6.0,70.0,4380.0,744.0,25.4,32.7,R,R,188.0,183.0,2.0,,,,1997-10-20,"Moscow, Russia",RUS,Russia,Two-Handed,75.0,1990-06-30,"Belgrade, Serbia",SRB,Serbia,One-Handed,83.0,1.25,4.0,1.27,4.19,1.3,4.25,1.25,3.87,6.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,299,SF,3,179.0,4-6 7-6(5) 6-4,Dusan Lajovic,Miomir Kecmanovic,70.0,33.0,744.0,1125.0,Dusan Lajovic,Miomir Kecmanovic,1,105583,200175,70.0,33.0,744.0,1125.0,32.7,23.6,R,R,183.0,183.0,,4.0,,,1990-06-30,"Belgrade, Serbia",SRB,Serbia,One-Handed,83.0,1999-08-31,"Belgrade, Serbia",SRB,Serbia,Two-Handed,75.0,2.2,1.67,2.2,1.75,2.2,1.76,2.14,1.69,5.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,298,SF,3,89.0,6-2 6-4,Andrey Rublev,Alex Molcan,6.0,73.0,4380.0,735.0,Alex Molcan,Andrey Rublev,0,144684,126094,73.0,6.0,735.0,4380.0,25.3,25.4,L,R,178.0,188.0,,2.0,,,,,,,,,1997-10-20,"Moscow, Russia",RUS,Russia,Two-Handed,75.0,5.0,1.17,4.67,1.23,5.0,1.25,4.47,1.2,5.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,297,QF,3,149.0,6-4 7-6(6),Dusan Lajovic,Novak Djokovic,70.0,1.0,744.0,7240.0,Dusan Lajovic,Novak Djokovic,1,105583,104925,70.0,1.0,744.0,7240.0,32.7,35.9,R,R,183.0,188.0,,1.0,,,1990-06-30,"Belgrade, Serbia",SRB,Serbia,One-Handed,83.0,1987-05-22,"Belgrade, Serbia",SRB,Serbia,Two-Handed,82.0,8.0,1.08,8.11,1.11,8.75,1.14,7.26,1.09,4.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,296,QF,3,93.0,7-5 6-0,Miomir Kecmanovic,Jiri Lehecka,33.0,36.0,1125.0,1033.0,Jiri Lehecka,Miomir Kecmanovic,0,208103,200175,36.0,33.0,1033.0,1125.0,21.4,23.6,R,R,185.0,183.0,6.0,4.0,,,2001-11-08,"Mlada Boleslav, Czechia",CZE,Czechia,Two-Handed,81.0,1999-08-31,"Belgrade, Serbia",SRB,Serbia,Two-Handed,75.0,1.4,3.0,1.43,3.09,1.46,3.09,1.41,2.85,4.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,295,QF,3,149.0,6-2 4-6 7-5,Alex Molcan,Laslo Djere,73.0,78.0,735.0,716.0,Alex Molcan,Laslo Djere,1,144684,111513,73.0,78.0,735.0,716.0,25.3,27.8,L,R,178.0,188.0,,,,,,,,,,,1995-06-02,"Senta, Serbia",SRB,Serbia,Two-Handed,82.0,2.5,1.53,2.36,1.67,2.51,1.67,2.35,1.58,4.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,294,QF,3,111.0,7-5 6-3,Andrey Rublev,Damir Dzumhur,6.0,202.0,4380.0,282.0,Andrey Rublev,Damir Dzumhur,1,126094,106000,6.0,202.0,4380.0,282.0,25.4,30.9,R,R,188.0,175.0,2.0,,,WC,1997-10-20,"Moscow, Russia",RUS,Russia,Two-Handed,75.0,1992-05-20,"Sarajevo, Bosnia-Herzegovina",BIH,Bosnia-Herzegovina,Two-Handed,68.0,1.06,10.0,1.07,11.71,1.09,11.71,1.06,9.3,4.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,293,R16,3,158.0,6-7(4) 6-3 6-2,Novak Djokovic,Luca Van Assche,1.0,87.0,7240.0,672.0,Luca Van Assche,Novak Djokovic,0,209414,104925,87.0,1.0,672.0,7240.0,18.9,35.9,R,R,178.0,188.0,,1.0,,,2004-05-11,"Woluwe St Lambert, Belgium",FRA,France,Two-Handed,72.0,1987-05-22,"Belgrade, Serbia",SRB,Serbia,Two-Handed,82.0,10.0,1.06,11.48,1.07,11.48,1.07,9.12,1.06,2.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,292,R16,3,64.0,6-3 6-0,Dusan Lajovic,Gregoire Barrere,70.0,57.0,744.0,838.0,Dusan Lajovic,Gregoire Barrere,1,105583,106296,70.0,57.0,744.0,838.0,32.7,29.1,R,R,183.0,183.0,,8.0,,,1990-06-30,"Belgrade, Serbia",SRB,Serbia,One-Handed,83.0,1994-02-16,"Charenton-le-Pont, France",FRA,France,Two-Handed,80.0,1.36,3.2,1.34,3.56,1.39,3.56,1.34,3.21,3.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,291,R16,3,124.0,6-4 7-6(4),Miomir Kecmanovic,Abedallah Shelbayh,33.0,267.0,1125.0,201.0,Abedallah Shelbayh,Miomir Kecmanovic,0,209406,200175,267.0,33.0,201.0,1125.0,19.4,23.6,L,R,180.0,183.0,,4.0,Q,,,,,,,,1999-08-31,"Belgrade, Serbia",SRB,Serbia,Two-Handed,75.0,4.5,1.2,4.87,1.22,4.87,1.25,4.31,1.21,3.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,290,R16,3,60.0,6-0 6-2,Jiri Lehecka,Radu Albot,36.0,110.0,1033.0,536.0,Jiri Lehecka,Radu Albot,1,208103,105430,36.0,110.0,1033.0,536.0,21.4,33.4,R,R,185.0,175.0,6.0,,,Q,2001-11-08,"Mlada Boleslav, Czechia",CZE,Czechia,Two-Handed,81.0,,,,,,,1.22,4.33,1.25,4.46,1.28,4.51,1.23,4.09,3.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,289,R16,3,177.0,7-6(4) 4-6 7-5,Alex Molcan,Alexei Popyrin,73.0,81.0,735.0,701.0,Alex Molcan,Alexei Popyrin,1,144684,200615,73.0,81.0,735.0,701.0,25.3,23.6,L,R,178.0,196.0,,,,,,,,,,,1999-08-05,"Sydney, Australia",AUS,Australia,Two-Handed,78.0,1.8,2.0,1.83,2.1,1.86,2.18,1.77,2.01,2.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,288,R16,3,195.0,6-4 6-7(1) 6-4,Laslo Djere,Borna Coric,78.0,21.0,716.0,1890.0,Borna Coric,Laslo Djere,0,106432,111513,21.0,78.0,1890.0,716.0,26.4,27.8,R,R,188.0,188.0,3.0,,,,1996-11-14,"Zagreb, Croatia",CRO,Croatia,Two-Handed,85.0,1995-06-02,"Senta, Serbia",SRB,Serbia,Two-Handed,82.0,2.2,1.67,2.32,1.68,2.36,1.73,2.19,1.65,2.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,287,R16,3,161.0,6-4 1-6 7-6(3),Damir Dzumhur,Richard Gasquet,202.0,42.0,282.0,940.0,Damir Dzumhur,Richard Gasquet,1,106000,104755,202.0,42.0,282.0,940.0,30.9,36.8,R,R,175.0,183.0,,7.0,WC,,1992-05-20,"Sarajevo, Bosnia-Herzegovina",BIH,Bosnia-Herzegovina,Two-Handed,68.0,1986-06-18,"Beziers, France",FRA,France,One-Handed,79.0,2.75,1.44,3.06,1.43,3.06,1.47,2.82,1.42,3.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,286,R16,3,69.0,6-2 6-2,Andrey Rublev,Juan Pablo Varillas,6.0,92.0,4380.0,647.0,Andrey Rublev,Juan Pablo Varillas,1,126094,122669,6.0,92.0,4380.0,647.0,25.4,27.5,R,R,188.0,185.0,2.0,,,,1997-10-20,"Moscow, Russia",RUS,Russia,Two-Handed,75.0,,,,,,,1.17,5.0,1.22,4.84,1.22,5.25,1.19,4.57,3.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,284,R32,3,162.0,1-6 7-6(4) 6-4,Luca Van Assche,Stan Wawrinka,87.0,84.0,672.0,692.0,Luca Van Assche,Stan Wawrinka,1,209414,104527,87.0,84.0,672.0,692.0,18.9,38.0,R,R,178.0,183.0,,,,,2004-05-11,"Woluwe St Lambert, Belgium",FRA,France,Two-Handed,72.0,1985-03-28,"Lausanne, Switzerland",SUI,Switzerland,One-Handed,81.0,2.2,1.67,2.2,1.74,2.44,1.74,2.18,1.66,0.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,283,R32,3,133.0,6-2 4-6 6-4,Dusan Lajovic,Filip Krajinovic,70.0,74.0,744.0,731.0,Dusan Lajovic,Filip Krajinovic,1,105583,105936,70.0,74.0,744.0,731.0,32.7,31.1,R,R,183.0,185.0,,,,,1990-06-30,"Belgrade, Serbia",SRB,Serbia,One-Handed,83.0,,,,,,,1.67,2.2,1.75,2.19,1.75,2.2,1.7,2.14,1.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,282,R32,3,125.0,7-6(6) 7-5,Gregoire Barrere,Hamad Medjedovic,57.0,212.0,838.0,272.0,Gregoire Barrere,Hamad Medjedovic,1,106296,209098,57.0,212.0,838.0,272.0,29.1,19.7,R,R,183.0,188.0,8.0,,,WC,1994-02-16,"Charenton-le-Pont, France",FRA,France,Two-Handed,80.0,2003-07-18,"Novi Pazar, Serbia",SRB,Serbia,Two-Handed,86.0,2.2,1.67,2.25,1.71,2.25,1.75,2.18,1.66,2.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,280,R32,3,91.0,6-1 7-5,Abedallah Shelbayh,Elias Ymer,267.0,139.0,201.0,419.0,Abedallah Shelbayh,Elias Ymer,1,209406,111200,267.0,139.0,201.0,419.0,19.4,27.0,L,R,180.0,185.0,,,Q,Q,,,,,,,1996-04-10,"Skara, Sweden",SWE,Sweden,Two-Handed,78.0,2.63,1.5,2.53,1.58,2.63,1.62,2.35,1.57,1.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,277,R32,3,132.0,7-6(4) 7-6(4),Alexei Popyrin,Tallon Griekspoor,81.0,34.0,701.0,1094.0,Alexei Popyrin,Tallon Griekspoor,1,200615,134868,81.0,34.0,701.0,1094.0,23.6,26.7,R,R,196.0,188.0,,5.0,,,1999-08-05,"Sydney, Australia",AUS,Australia,Two-Handed,78.0,1996-07-02,"Haarlem, Netherlands",NED,Netherlands,Two-Handed,85.0,2.5,1.53,2.48,1.6,2.56,1.62,2.38,1.56,0.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,276,R32,3,160.0,3-6 7-5 6-1,Alex Molcan,Taro Daniel,73.0,100.0,735.0,587.0,Alex Molcan,Taro Daniel,1,144684,106121,73.0,100.0,735.0,587.0,25.3,30.2,L,R,178.0,191.0,,,,,,,,,,,1993-01-27,"New York, NY, USA",JPN,Japan,Two-Handed,84.0,2.1,1.73,2.11,1.8,2.2,1.83,2.06,1.74,0.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,275,R32,3,89.0,6-4 6-2,Laslo Djere,Roman Safiullin,78.0,106.0,716.0,557.0,Laslo Djere,Roman Safiullin,1,111513,126128,78.0,106.0,716.0,557.0,27.8,25.6,R,R,188.0,185.0,,,,,1995-06-02,"Senta, Serbia",SRB,Serbia,Two-Handed,82.0,1997-08-07,"Podolsk, Russia",RUS,Russia,Two-Handed,75.0,1.3,3.5,1.32,3.68,1.34,3.68,1.3,3.42,1.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,273,R32,3,95.0,6-3 6-1,Richard Gasquet,Dino Prizmic,42.0,342.0,940.0,140.0,Dino Prizmic,Richard Gasquet,0,209976,104755,342.0,42.0,140.0,940.0,17.6,36.8,R,R,188.0,183.0,,7.0,Q,,2005-08-05,"Split, Croatia",CRO,Croatia,Two-Handed,80.0,1986-06-18,"Beziers, France",FRA,France,One-Handed,79.0,2.2,1.67,2.13,1.79,2.25,1.86,2.11,1.7,1.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,272,R32,3,67.0,6-3 6-0,Damir Dzumhur,Liam Broady,202.0,132.0,282.0,433.0,Damir Dzumhur,Liam Broady,1,106000,106281,202.0,132.0,282.0,433.0,30.9,29.2,R,L,175.0,183.0,,,WC,LL,1992-05-20,"Sarajevo, Bosnia-Herzegovina",BIH,Bosnia-Herzegovina,Two-Handed,68.0,,,,,,,2.2,1.67,2.2,1.74,2.22,1.8,2.14,1.7,2.0,2023
atp,2023-04-17,2023-2841,Banja Luka,banja luka,A,Clay,32,271,R32,3,104.0,7-5 6-3,Juan Pablo Varillas,Hugo Gaston,92.0,107.0,647.0,555.0,Hugo Gaston,Juan Pablo Varillas,0,200384,122669,107.0,92.0,555.0,647.0,22.5,27.5,L,R,173.0,185.0,,,,,2000-09-26,"Toulouse, France",FRA,France,Two-Handed,68.0,,,,,,,2.3,1.62,2.32,1.68,2.4,1.7,2.25,1.62,2.0,2023
atp,2023-04-17,2023-0425,Barcelona,barcelona,A,Clay,64,289,R16,3,124.0,3-6 6-4 6-1,Lorenzo Musetti,Cameron Norrie,20.0,13.0,1930.0,2735.0,Cameron Norrie,Lorenzo Musetti,0,111815,207518,13.0,20.0,2735.0,1930.0,27.6,21.1,L,R,188.0,185.0,7.0,9.0,,,1995-08-23,"Johannesburg, South Africa",GBR,Great Britain,Two-Handed,82.0,2002-03-03,"Carrara, Italy",ITA,Italy,One-Handed,78.0,1.91,1.91,1.9,2.0,1.95,2.0,1.87,1.93,3.0,2023
