tour,player_id,player_name,needs_age,needs_hand,needs_height,affected_rows,latest_event_date,missing_fields
wta,332761,Ruth Roura Llaverias,False,False,True,2,2025-04-28,height_cm
wta,325614,Sada Nahimana,False,False,True,14,2025-12-01,height_cm
wta,331152,Sahaja Yamalapalli,False,False,True,8,2026-02-02,height_cm
wta,331491,Samira De Stefano,False,False,True,2,2025-10-20,height_cm
wta,322752,Sara Cakarevic,False,False,True,1,2025-04-28,height_cm
wta,332175,Sara Saito,False,False,True,11,2026-01-26,height_cm
wta,330848,Sara Svetac,False,False,True,1,2025-06-03,height_cm
wta,320329,Shilin Xu,False,False,True,1,2026-02-16,height_cm
wta,328071,Shrivalli Bhamidipaty,False,False,True,6,2026-02-02,height_cm
wta,328426,Sijia Wei,False,False,True,14,2025-10-27,height_cm
wta,329578,Silvia Ambrosio,False,False,True,9,2025-10-20,height_cm
wta,327061,Sinja Kraus,False,False,True,41,2026-03-17,height_cm
wta,330451,Sofia Costoulas,False,False,True,18,2026-02-16,height_cm
wta,330932,Sofia Da Cruz Mendonca,False,False,True,2,2025-10-20,height_cm
wta,326561,Sohyun Park,False,False,True,3,2026-02-02,height_cm
wta,321032,Susan Bandecchi,False,False,True,10,2025-10-20,height_cm
wta,332661,Tahlia Kokkinis,False,False,True,1,2026-01-05,height_cm
wta,313144,Tania Varela,False,False,True,1,2025-12-01,height_cm
wta,330236,Tara Wuerth,False,False,True,15,2025-10-13,height_cm
wta,322735,Tatiana Pieri,False,False,True,5,2025-09-29,height_cm
wta,330723,Tatiana Prozorova,False,False,True,25,2026-02-02,height_cm
wta,318559,Tena Lukas,False,False,True,1,2025-06-03,height_cm
wta,337030,Tennielle Madis,True,False,True,1,2026-01-26,"age,height_cm"
wta,321236,Thaisa Grana Pedretti,False,False,True,2,2025-10-13,height_cm
wta,327633,Thasaporn Naklo,False,False,True,1,2025-10-27,height_cm
wta,326908,Tina Smith,False,False,True,11,2026-01-05,height_cm
wta,324972,Tiphanie Lemaitre,False,False,True,5,2026-02-16,height_cm
wta,322990,Vaidehee Chaudhari,False,False,True,1,2026-02-02,height_cm
