rank_gap_bucket,rows,log_loss,brier_score,accuracy,avg_pred,actual_win_rate
0-10,2383,0.667564859386754,0.23763514886010442,0.5786823331934536,0.5051094225592162,0.4989509022240873
100+,2930,0.5909016678687216,0.20165117901068333,0.7051194539249147,0.53641885679392,0.5378839590443686
11-25,3349,0.6636434731246811,0.2359635831281888,0.594505822633622,0.5133814745613807,0.5067184234099731
26-50,4312,0.6283670737697155,0.2199838864987966,0.6354359925788498,0.5245516979501708,0.5310760667903525
51-100,4226,0.5928999023665197,0.2042570102014731,0.6791292001893043,0.5211854163924825,0.5134879318504496
missing,16,0.6430744599015643,0.22550273072610771,0.6875,0.4958241513595367,0.4375
