tour,rows,log_loss,brier_score,accuracy,avg_pred,actual_win_rate
atp,636,0.6022315086322968,0.2085541605751192,0.6588050314465409,0.536805110872564,0.5125786163522013
wta,941,0.6212848839256415,0.21738431641943334,0.6429330499468651,0.5234965914832067,0.5239107332624867
