confidence_bucket,rows,log_loss,brier_score,accuracy,avg_pred,actual_win_rate
0.50-0.55,3849,0.6902890300205627,0.2485733703553925,0.5320862561704339,0.5000433839112339,0.48947778643803586
0.55-0.60,3391,0.6826376962657392,0.24477069624355274,0.5691536419935123,0.502922628572659,0.4945443821881451
0.60-0.65,2902,0.6652589320670468,0.23619737443649322,0.6161268090971743,0.5047142393479964,0.5079255685733977
0.65-0.70,2285,0.6345859683216777,0.22132710834423322,0.6682713347921225,0.5148644289306145,0.512910284463895
0.70-0.75,1668,0.5932364237867951,0.20175597713224408,0.7194244604316546,0.5239137794735768,0.5221822541966427
0.75+,3121,0.45761561076150303,0.1436240676127641,0.8215315603973086,0.5837601715180679,0.5930791413008651
