history_bucket,rows,log_loss,brier_score,accuracy,avg_pred,actual_win_rate
11-20,2579,0.6410357439679548,0.22531895943405217,0.6281504459092672,0.5224726117917252,0.5176424970918961
21+,11516,0.622959792115486,0.21754026151350367,0.6421500521014241,0.5215382341796563,0.5184091698506426
3-5,1385,0.6209170024000511,0.21572925621756567,0.6577617328519856,0.5207398962391211,0.5285198555956678
6-10,1736,0.6237832610043393,0.21754433968077888,0.6514976958525346,0.5140042127957479,0.5138248847926268
