tour,event_date,tourney_id,tourney_name,tournament_seed,tourney_level,surface,draw_size,match_num,round,best_of,minutes,score,winner,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,player_a,player_b,target,player_a_id,player_b_id,player_a_rank,player_b_rank,player_a_rank_points,player_b_rank_points,player_a_age,player_b_age,player_a_hand,player_b_hand,player_a_height_cm,player_b_height_cm,player_a_seed,player_b_seed,player_a_entry,player_b_entry,b365_a,b365_b,ps_a,ps_b,max_a,max_b,avg_a,avg_b,odds_date_diff,year,fighter_a,fighter_b,best_of_5,surface_is_hard,surface_is_clay,surface_is_grass,surface_is_carpet,a_h2h_wins,b_h2h_wins,diff_h2h_wins,same_hand,a_elo,a_surface_elo,a_recent_form,a_surface_win_rate,a_num_matches,a_days_since_last_match,a_matches_last_7d,a_matches_last_30d,a_rank,a_rank_trend,a_age,a_is_left_handed,b_elo,b_surface_elo,b_recent_form,b_surface_win_rate,b_num_matches,b_days_since_last_match,b_matches_last_7d,b_matches_last_30d,b_rank,b_rank_trend,b_age,b_is_left_handed,diff_elo,diff_surface_elo,diff_recent_form,diff_surface_win_rate,diff_num_matches,diff_days_since_last_match,diff_matches_last_7d,diff_matches_last_30d,diff_rank,diff_rank_trend,diff_age,diff_is_left_handed,prob_a,prob_b,predicted_winner,confidence,fold,fold_start_date,fold_end_date,b365_a_odds,b365_b_odds,ps_a_odds,ps_b_odds,max_a_odds,max_b_odds,avg_a_odds,avg_b_odds,b365_imp_a,b365_imp_b,b365_fair_a,b365_fair_b,ps_imp_a,ps_imp_b,ps_fair_a,ps_fair_b,avg_imp_a,avg_imp_b,avg_fair_a,avg_fair_b,max_imp_a,max_imp_b,max_fair_a,max_fair_b
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,173,R64,3,109.0,6-3 6-3,Caroline Wozniacki,Renata Zarazua,71.0,92.0,908.0,784.0,Caroline Wozniacki,Renata Zarazua,1,201496,213887,71.0,92.0,908.0,784.0,34.1,26.9,R,R,177.0,,,,,,1.13,6.0,1.22,4.98,1.22,6.05,1.17,5.21,4.0,2024,Caroline Wozniacki,Renata Zarazua,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1614.3277208127174,1553.980654696836,0.6,0.5789473684210527,30,0.0,1.0,5.0,71.0,8.666666666666671,34.1,0.0,1442.557027102564,1476.4859286184185,0.4,0.3333333333333333,17,0.0,3.0,3.0,92.0,3.3333333333333286,26.9,0.0,171.7706937101534,77.49472607841767,0.1999999999999999,0.2456140350877193,13,0.0,-2.0,2.0,-21.0,5.333333333333343,7.200000000000003,0.0,0.721648797490327,0.27835120250967293,a,0.721648797490327,3,2024-07-01,2025-01-01,1.13,6.0,1.22,4.98,1.22,6.05,1.17,5.21,0.8849557522123894,0.16666666666666666,0.8415147265077139,0.15848527349228608,0.819672131147541,0.2008032128514056,0.8032258064516129,0.19677419354838704,0.8547008547008548,0.19193857965451055,0.8166144200626959,0.18338557993730406,0.819672131147541,0.1652892561983471,0.8321870701513068,0.16781292984869325
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,174,R64,3,73.0,6-2 6-1,Beatriz Haddad Maia,Sara Sorribes Tormo,21.0,115.0,2221.0,624.0,Beatriz Haddad Maia,Sara Sorribes Tormo,1,206242,204427,21.0,115.0,2221.0,624.0,28.2,27.8,L,R,185.0,176.0,22.0,,,,1.25,4.0,1.29,4.03,1.3,4.03,1.27,3.79,3.0,2024,Beatriz Haddad Maia,Sara Sorribes Tormo,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1646.93552324197,1606.38071992068,0.8,0.5816326530612245,156,0.0,6.0,10.0,21.0,1.333333333333332,28.2,1.0,1563.097373240416,1506.48888307428,0.4,0.4883720930232558,99,0.0,3.0,4.0,115.0,-28.0,27.8,0.0,83.83815000155391,99.89183684639988,0.4,0.0932605600379686,57,0.0,3.0,6.0,-94.0,29.33333333333333,0.3999999999999986,1.0,0.6305488638765404,0.36945113612345953,a,0.6305488638765404,3,2024-07-01,2025-01-01,1.25,4.0,1.29,4.03,1.3,4.03,1.27,3.79,0.8,0.25,0.7619047619047619,0.23809523809523808,0.7751937984496123,0.24813895781637715,0.7575187969924811,0.2424812030075188,0.7874015748031495,0.2638522427440633,0.7490118577075099,0.25098814229249017,0.7692307692307692,0.24813895781637715,0.7560975609756098,0.24390243902439027
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,175,R64,3,76.0,6-2 6-4,Anna Kalinskaya,Anna Bondar,15.0,84.0,2712.0,861.0,Anna Bondar,Anna Kalinskaya,0,214388,214939,84.0,15.0,861.0,2712.0,27.2,25.7,R,R,,175.0,,15.0,,,5.5,1.14,6.23,1.16,6.39,1.17,5.74,1.14,3.0,2024,Anna Bondar,Anna Kalinskaya,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1483.746217392547,1405.8856942296002,0.6,0.3103448275862069,74,0.0,1.0,1.0,84.0,10.0,27.2,0.0,1730.070863272752,1664.6069203242685,0.8,0.65,89,0.0,1.0,5.0,15.0,0.6666666666666661,25.7,0.0,-246.32464588020525,-258.7212260946683,-0.2,-0.3396551724137931,-15,0.0,0.0,-4.0,69.0,9.333333333333334,1.5,0.0,0.1835860685652848,0.8164139314347152,b,0.8164139314347152,3,2024-07-01,2025-01-01,5.5,1.14,6.23,1.16,6.39,1.17,5.74,1.14,0.18181818181818182,0.8771929824561404,0.1716867469879518,0.8283132530120482,0.16051364365971107,0.8620689655172414,0.15696887686062244,0.8430311231393776,0.17421602787456444,0.8771929824561404,0.16569767441860464,0.8343023255813954,0.1564945226917058,0.8547008547008548,0.15476190476190477,0.8452380952380952
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,189,R64,3,96.0,6-4 6-0,Jule Niemeier,Moyuka Uchijima,101.0,64.0,724.0,968.0,Jule Niemeier,Moyuka Uchijima,1,215898,220416,101.0,64.0,724.0,968.0,25.0,23.0,R,R,178.0,171.0,,,,,1.8,2.0,1.78,2.16,1.83,2.16,1.79,2.01,2.0,2024,Jule Niemeier,Moyuka Uchijima,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1521.3577219534654,1460.3189633235963,0.6,0.3870967741935484,71,0.0,1.0,1.0,101.0,-7.333333333333329,25.0,0.0,1461.8413130264894,1448.2041970639004,0.4,0.3636363636363636,31,0.0,2.0,5.0,64.0,-0.6666666666666643,23.0,0.0,59.516408926976055,12.114766259695898,0.1999999999999999,0.0234604105571847,40,0.0,-1.0,-4.0,37.0,-6.666666666666664,2.0,0.0,0.5798720694978651,0.4201279305021349,a,0.5798720694978651,3,2024-07-01,2025-01-01,1.8,2.0,1.78,2.16,1.83,2.16,1.79,2.01,0.5555555555555556,0.5,0.5263157894736842,0.47368421052631576,0.5617977528089888,0.4629629629629629,0.5482233502538072,0.4517766497461929,0.5586592178770949,0.49751243781094534,0.5289473684210526,0.4710526315789474,0.5464480874316939,0.4629629629629629,0.5413533834586466,0.45864661654135336
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,200,R32,3,75.0,6-3 6-2,Caroline Wozniacki,Jessika Ponchet,71.0,143.0,908.0,532.0,Caroline Wozniacki,Jessika Ponchet,1,201496,211316,71.0,143.0,908.0,532.0,34.1,27.9,R,R,177.0,,,,,Q,1.08,8.0,1.13,7.09,1.13,8.0,1.11,6.64,5.0,2024,Caroline Wozniacki,Jessika Ponchet,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1623.004547243357,1563.3476025841749,0.6,0.6,31,0.0,2.0,6.0,71.0,4.333333333333329,34.1,0.0,1402.6450081038088,1455.48925980842,0.2,0.25,12,0.0,1.0,1.0,143.0,2.666666666666657,27.9,0.0,220.3595391395479,107.85834277575486,0.3999999999999999,0.35,19,0.0,1.0,5.0,-72.0,1.6666666666666714,6.200000000000003,0.0,0.7733653039758811,0.22663469602411895,a,0.7733653039758811,3,2024-07-01,2025-01-01,1.08,8.0,1.13,7.09,1.13,8.0,1.11,6.64,0.9259259259259258,0.125,0.8810572687224669,0.11894273127753305,0.8849557522123894,0.14104372355430184,0.8625304136253041,0.13746958637469586,0.9009009009009008,0.15060240963855423,0.856774193548387,0.14322580645161292,0.8849557522123894,0.125,0.8762322015334063,0.12376779846659364
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,180,R64,3,105.0,6-4 7-5,Elena Gabriela Ruse,Barbora Krejcikova,122.0,8.0,588.0,3571.0,Barbora Krejcikova,Elena Gabriela Ruse,0,206252,211817,8.0,122.0,3571.0,588.0,28.6,26.8,R,R,178.0,,8.0,,,Q,1.36,3.2,1.3,3.89,1.36,3.89,1.31,3.44,2.0,2024,Barbora Krejcikova,Elena Gabriela Ruse,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1734.4329142128315,1660.4085690441389,0.8,0.6621621621621622,116,0.0,1.0,5.0,8.0,1.333333333333334,28.6,0.0,1521.1796379836685,1507.933428189344,0.4,0.46875,52,0.0,1.0,1.0,122.0,16.666666666666657,26.8,0.0,213.25327622916325,152.47514085479474,0.4,0.1934121621621621,64,0.0,0.0,4.0,-114.0,-15.333333333333323,1.8000000000000007,0.0,0.7752635443015977,0.22473645569840234,a,0.7752635443015977,3,2024-07-01,2025-01-01,1.36,3.2,1.3,3.89,1.36,3.89,1.31,3.44,0.7352941176470588,0.3125,0.7017543859649122,0.2982456140350877,0.7692307692307692,0.2570694087403599,0.7495183044315993,0.25048169556840083,0.7633587786259541,0.29069767441860467,0.7242105263157894,0.27578947368421053,0.7352941176470588,0.2570694087403599,0.7409523809523809,0.259047619047619
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,181,R64,3,100.0,6-3 7-5,Paula Badosa,Taylor Townsend,29.0,48.0,1895.0,1267.0,Paula Badosa,Taylor Townsend,1,211651,203501,29.0,48.0,1895.0,1267.0,26.7,28.3,R,L,180.0,170.0,26.0,,,,1.44,2.75,1.4,3.23,1.45,3.23,1.41,2.87,2.0,2024,Paula Badosa,Taylor Townsend,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1800.1969271883147,1666.9710727277377,0.8,0.65625,114,0.0,1.0,12.0,29.0,5.333333333333336,26.7,0.0,1604.9252206209917,1572.2037540472825,0.6,0.5294117647058824,46,0.0,1.0,9.0,48.0,3.333333333333336,28.3,1.0,195.271706567323,94.76731868045522,0.2,0.1268382352941176,68,0.0,0.0,3.0,-19.0,2.0,-1.6000000000000014,-1.0,0.7480537600853816,0.2519462399146183,a,0.7480537600853816,3,2024-07-01,2025-01-01,1.44,2.75,1.4,3.23,1.45,3.23,1.41,2.87,0.6944444444444444,0.36363636363636365,0.6563245823389022,0.3436754176610979,0.7142857142857143,0.30959752321981426,0.6976241900647947,0.3023758099352052,0.7092198581560284,0.3484320557491289,0.6705607476635514,0.3294392523364486,0.6896551724137931,0.30959752321981426,0.6901709401709402,0.30982905982905984
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,182,R64,3,86.0,6-1 6-4,Victoria Azarenka,Clara Burel,20.0,56.0,2266.0,1075.0,Clara Burel,Victoria Azarenka,0,216262,201458,56.0,20.0,1075.0,2266.0,23.4,35.0,R,R,176.0,180.0,,20.0,,,4.5,1.2,4.61,1.24,4.98,1.25,4.4,1.22,3.0,2024,Clara Burel,Victoria Azarenka,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1544.90110285594,1548.33158826179,0.6,0.5365853658536586,79,0.0,4.0,7.0,56.0,1.3333333333333357,23.4,0.0,1752.3813830907395,1693.3682806318463,0.8,0.654320987654321,116,0.0,1.0,6.0,20.0,-0.6666666666666679,35.0,0.0,-207.4802802347997,-145.03669237005624,-0.2,-0.1177356218006624,-37,0.0,3.0,1.0,36.0,2.000000000000004,-11.6,0.0,0.23497145298890304,0.7650285470110969,b,0.7650285470110969,3,2024-07-01,2025-01-01,4.5,1.2,4.61,1.24,4.98,1.25,4.4,1.22,0.2222222222222222,0.8333333333333334,0.21052631578947367,0.7894736842105263,0.21691973969631234,0.8064516129032259,0.21196581196581193,0.788034188034188,0.22727272727272727,0.819672131147541,0.21708185053380782,0.7829181494661922,0.2008032128514056,0.8,0.2006420545746388,0.7993579454253611
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,183,R64,3,94.0,6-0 6-4,Yafan Wang,Diane Parry,80.0,60.0,861.0,1002.0,Diane Parry,Yafan Wang,0,220348,206374,60.0,80.0,1002.0,861.0,21.9,30.3,R,R,170.0,170.0,,,,,2.1,1.73,2.3,1.69,2.31,1.73,2.19,1.69,2.0,2024,Diane Parry,Yafan Wang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1577.1043425324822,1516.1920092061623,0.4,0.4736842105263157,77,0.0,2.0,4.0,60.0,0.3333333333333357,21.9,0.0,1507.138894897251,1510.6176257445095,0.2,0.5,28,7.0,1.0,6.0,80.0,-9.333333333333329,30.3,0.0,69.96544763523116,5.574383461652815,0.2,-0.0263157894736842,49,-7.0,1.0,-2.0,-20.0,9.666666666666664,-8.400000000000002,0.0,0.5909670103866821,0.4090329896133179,a,0.5909670103866821,3,2024-07-01,2025-01-01,2.1,1.73,2.3,1.69,2.31,1.73,2.19,1.69,0.47619047619047616,0.5780346820809249,0.4516971279373368,0.5483028720626633,0.4347826086956522,0.591715976331361,0.4235588972431078,0.5764411027568922,0.4566210045662101,0.591715976331361,0.43556701030927836,0.5644329896907216,0.4329004329004329,0.5780346820809249,0.42821782178217827,0.5717821782178218
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,184,R64,3,63.0,6-1 6-1,Emma Navarro,Arantxa Rus,12.0,93.0,3040.0,779.0,Arantxa Rus,Emma Navarro,0,201551,215613,93.0,12.0,779.0,3040.0,33.7,23.2,L,R,180.0,,,13.0,,,6.5,1.11,6.71,1.14,6.71,1.14,6.04,1.13,2.0,2024,Arantxa Rus,Emma Navarro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510.0834467909638,1469.4902608139028,0.6,0.3888888888888889,77,0.0,4.0,6.0,93.0,1.3333333333333286,33.7,1.0,1728.8585323360885,1653.2239245499177,0.6,0.6346153846153846,92,0.0,4.0,12.0,12.0,0.6666666666666661,23.2,0.0,-218.77508554512477,-183.73366373601493,0.0,-0.2457264957264957,-15,0.0,0.0,-6.0,81.0,0.6666666666666625,10.500000000000004,1.0,0.21805965002553612,0.7819403499744639,b,0.7819403499744639,3,2024-07-01,2025-01-01,6.5,1.11,6.71,1.14,6.71,1.14,6.04,1.13,0.15384615384615385,0.9009009009009008,0.14586070959264127,0.8541392904073586,0.14903129657228018,0.8771929824561404,0.14522292993630573,0.8547770700636943,0.16556291390728478,0.8849557522123894,0.1576011157601116,0.8423988842398885,0.14903129657228018,0.8771929824561404,0.14522292993630573,0.8547770700636943
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,185,R64,3,94.0,7-6(10) 6-1,Marta Kostyuk,Harriet Dart,19.0,78.0,2348.0,874.0,Harriet Dart,Marta Kostyuk,0,211279,216146,78.0,19.0,874.0,2348.0,28.0,22.1,R,R,175.0,175.0,,19.0,,,5.0,1.17,5.22,1.2,5.22,1.23,4.69,1.2,2.0,2024,Harriet Dart,Marta Kostyuk,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1538.3839674532092,1468.8846947951442,0.4,0.4102564102564102,75,0.0,1.0,3.0,78.0,-0.3333333333333286,28.0,0.0,1736.1361354255816,1688.5325225983554,0.6,0.6067415730337079,126,0.0,1.0,11.0,19.0,1.333333333333332,22.1,0.0,-197.7521679723725,-219.6478278032112,-0.1999999999999999,-0.1964851627772976,-51,0.0,0.0,-8.0,59.0,-1.6666666666666607,5.899999999999999,0.0,0.23004746382282013,0.7699525361771797,b,0.7699525361771797,3,2024-07-01,2025-01-01,5.0,1.17,5.22,1.2,5.22,1.23,4.69,1.2,0.2,0.8547008547008548,0.18962722852512157,0.8103727714748785,0.19157088122605365,0.8333333333333334,0.1869158878504673,0.8130841121495328,0.21321961620469082,0.8333333333333334,0.2037351443123939,0.7962648556876062,0.19157088122605365,0.8130081300813008,0.19069767441860466,0.8093023255813953
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,186,R64,3,77.0,6-1 6-2,Elina Svitolina,Anhelina Kalinina,28.0,55.0,1942.0,1076.0,Anhelina Kalinina,Elina Svitolina,0,211843,202494,55.0,28.0,1076.0,1942.0,27.5,29.9,R,R,179.0,174.0,,27.0,,,4.5,1.2,4.69,1.24,4.69,1.24,4.3,1.21,3.0,2024,Anhelina Kalinina,Elina Svitolina,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1561.4610127364692,1527.2680249272223,0.4,0.4857142857142857,124,0.0,2.0,3.0,55.0,-1.6666666666666643,27.5,0.0,1713.116318184955,1595.9639594961293,0.6,0.5609756097560976,83,0.0,3.0,11.0,28.0,0.0,29.9,0.0,-151.6553054484857,-68.69593456890698,-0.1999999999999999,-0.0752613240418119,41,0.0,-1.0,-8.0,27.0,-1.6666666666666643,-2.3999999999999986,0.0,0.30544373147916265,0.6945562685208373,b,0.6945562685208373,3,2024-07-01,2025-01-01,4.5,1.2,4.69,1.24,4.69,1.24,4.3,1.21,0.2222222222222222,0.8333333333333334,0.21052631578947367,0.7894736842105263,0.21321961620469082,0.8064516129032259,0.209106239460371,0.7908937605396291,0.23255813953488372,0.8264462809917356,0.21960072595281305,0.7803992740471869,0.21321961620469082,0.8064516129032259,0.209106239460371,0.7908937605396291
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,187,R64,3,80.0,6-4 6-0,Coco Gauff,Tatjana Maria,3.0,99.0,6743.0,735.0,Coco Gauff,Tatjana Maria,1,221103,213583,3.0,99.0,6743.0,735.0,20.4,37.0,R,R,175.0,172.0,3.0,,,,1.02,19.0,1.03,24.47,1.03,24.47,1.02,15.71,3.0,2024,Coco Gauff,Tatjana Maria,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1796.6579560913506,1751.275056441052,0.4,0.7217391304347827,179,0.0,1.0,7.0,3.0,-0.6666666666666665,20.4,0.0,1420.4825414138877,1458.878636388317,0.2,0.4310344827586206,111,0.0,2.0,4.0,99.0,-14.666666666666671,37.0,0.0,376.17541467746287,292.3964200527348,0.2,0.290704647676162,68,0.0,-1.0,3.0,-96.0,14.000000000000004,-16.6,0.0,0.9002111874417297,0.09978881255827037,a,0.9002111874417297,3,2024-07-01,2025-01-01,1.02,19.0,1.03,24.47,1.03,24.47,1.02,15.71,0.9803921568627451,0.05263157894736842,0.949050949050949,0.050949050949050945,0.970873786407767,0.040866366979975484,0.9596078431372548,0.040392156862745096,0.9803921568627451,0.06365372374283895,0.9390316796174536,0.060968320382546314,0.970873786407767,0.040866366979975484,0.9596078431372548,0.040392156862745096
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,188,R64,3,148.0,6-7(3) 6-1 6-2,Qinwen Zheng,Erika Andreeva,7.0,75.0,3980.0,892.0,Erika Andreeva,Qinwen Zheng,0,222965,221012,75.0,7.0,892.0,3980.0,20.1,21.8,R,R,,,,7.0,,,5.0,1.17,5.75,1.18,6.0,1.18,5.36,1.15,2.0,2024,Erika Andreeva,Qinwen Zheng,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1478.3480774067937,1487.0097808509445,0.6,0.4,33,0.0,4.0,5.0,75.0,9.333333333333329,20.1,0.0,1820.582275950304,1682.5180562510418,0.8,0.6375,133,0.0,1.0,9.0,7.0,0.0,21.8,0.0,-342.23419854351005,-195.5082754000973,-0.2,-0.2374999999999999,-100,0.0,3.0,-4.0,68.0,9.333333333333329,-1.6999999999999993,0.0,0.12921885660804916,0.8707811433919508,b,0.8707811433919508,3,2024-07-01,2025-01-01,5.0,1.17,5.75,1.18,6.0,1.18,5.36,1.15,0.2,0.8547008547008548,0.18962722852512157,0.8103727714748785,0.17391304347826086,0.8474576271186441,0.17027417027417024,0.8297258297258298,0.18656716417910446,0.8695652173913044,0.17665130568356371,0.8233486943164363,0.16666666666666666,0.8474576271186441,0.16434540389972144,0.8356545961002786
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,190,R64,3,80.0,7-5 6-1,Donna Vekic,Greet Minnen,24.0,70.0,2013.0,918.0,Donna Vekic,Greet Minnen,1,202499,213889,24.0,70.0,2013.0,918.0,28.1,27.0,R,R,179.0,,24.0,,,,1.29,3.75,1.32,3.74,1.32,3.75,1.3,3.46,2.0,2024,Donna Vekic,Greet Minnen,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1705.1138928013493,1560.1183033252537,0.6,0.5645161290322581,118,0.0,1.0,8.0,24.0,-1.666666666666668,28.1,0.0,1505.7951471533715,1465.972362934512,0.6,0.3870967741935484,50,0.0,3.0,5.0,70.0,3.3333333333333286,27.0,0.0,199.3187456479777,94.14594039074176,0.0,0.1774193548387097,68,0.0,-2.0,3.0,-46.0,-4.9999999999999964,1.1000000000000014,0.0,0.7517303145591117,0.2482696854408884,a,0.7517303145591117,3,2024-07-01,2025-01-01,1.29,3.75,1.32,3.74,1.32,3.75,1.3,3.46,0.7751937984496123,0.26666666666666666,0.744047619047619,0.25595238095238093,0.7575757575757576,0.267379679144385,0.7391304347826088,0.2608695652173913,0.7692307692307692,0.28901734104046245,0.726890756302521,0.273109243697479,0.7575757575757576,0.26666666666666666,0.7396449704142012,0.2603550295857988
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,102,R128,3,66.0,6-3 6-0,Elisabetta Cocciaretto,Kateryna Baindl,65.0,329.0,963.0,191.0,Elisabetta Cocciaretto,Kateryna Baindl,1,220714,203462,65.0,329.0,963.0,191.0,23.5,30.5,R,R,,175.0,,,,,1.2,4.5,1.18,5.63,1.21,5.63,1.18,4.89,1.0,2024,Elisabetta Cocciaretto,Kateryna Baindl,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1572.1184107557333,1428.412631442812,0.2,0.35,87,7.0,1.0,5.0,65.0,0.3333333333333286,23.5,0.0,1422.3619393990189,1450.9696063162482,0.2,0.3333333333333333,30,56.0,0.0,0.0,329.0,-209.3333333333333,30.5,0.0,149.75647135671443,-22.556974873436275,0.0,0.0166666666666666,57,-49.0,1.0,5.0,-264.0,209.66666666666663,-7.0,0.0,0.6766346138000794,0.32336538619992056,a,0.6766346138000794,3,2024-07-01,2025-01-01,1.2,4.5,1.18,5.63,1.21,5.63,1.18,4.89,0.8333333333333334,0.2222222222222222,0.7894736842105263,0.21052631578947367,0.8474576271186441,0.17761989342806395,0.8267254038179149,0.17327459618208518,0.8474576271186441,0.20449897750511248,0.8056013179571665,0.19439868204283361,0.8264462809917356,0.17761989342806395,0.8230994152046784,0.17690058479532167
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,193,R64,3,96.0,6-3 6-2,Elise Mertens,Ajla Tomljanovic,35.0,118.0,1639.0,607.0,Ajla Tomljanovic,Elise Mertens,0,201548,210722,118.0,35.0,607.0,1639.0,31.3,28.7,R,R,180.0,179.0,,33.0,,,3.0,1.4,3.31,1.38,3.31,1.4,3.03,1.38,2.0,2024,Ajla Tomljanovic,Elise Mertens,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1533.353555543433,1468.1577880757309,0.2,0.4318181818181818,74,0.0,2.0,4.0,118.0,2.0,31.3,0.0,1632.8751738560748,1578.0909947559785,0.6,0.5543478260869565,132,0.0,1.0,6.0,35.0,-1.0,28.7,0.0,-99.52161831264176,-109.93320668024784,-0.3999999999999999,-0.1225296442687747,-58,0.0,1.0,-2.0,83.0,3.0,2.6000000000000014,0.0,0.3538884199991012,0.6461115800008989,b,0.6461115800008989,3,2024-07-01,2025-01-01,3.0,1.4,3.31,1.38,3.31,1.4,3.03,1.38,0.3333333333333333,0.7142857142857143,0.3181818181818181,0.6818181818181818,0.3021148036253776,0.7246376811594204,0.2942430703624733,0.7057569296375268,0.33003300330033003,0.7246376811594204,0.31292517006802717,0.6870748299319728,0.3021148036253776,0.7142857142857143,0.29723991507430997,0.70276008492569
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,195,R64,3,61.0,6-3 6-1,Aryna Sabalenka,Lucia Bronzetti,2.0,76.0,8016.0,891.0,Aryna Sabalenka,Lucia Bronzetti,1,214544,214459,2.0,76.0,8016.0,891.0,26.3,25.7,R,R,182.0,,2.0,,,,1.04,13.0,1.04,18.91,1.05,19.28,1.03,12.7,2.0,2024,Aryna Sabalenka,Lucia Bronzetti,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1937.7973655333055,1808.051638083979,1.0,0.7222222222222222,172,0.0,1.0,12.0,2.0,0.6666666666666665,26.3,0.0,1458.743124369887,1453.873758940124,0.2,0.3962264150943396,97,7.0,1.0,3.0,76.0,-8.666666666666671,25.7,0.0,479.05424116341874,354.1778791438551,0.8,0.3259958071278825,75,-7.0,0.0,9.0,-74.0,9.333333333333336,0.6000000000000014,0.0,0.9415002086304625,0.0584997913695374,a,0.9415002086304625,3,2024-07-01,2025-01-01,1.04,13.0,1.04,18.91,1.05,19.28,1.03,12.7,0.9615384615384615,0.07692307692307693,0.9259259259259259,0.07407407407407408,0.9615384615384615,0.052882072977260705,0.9478696741854636,0.05213032581453634,0.970873786407767,0.07874015748031496,0.9249817916970138,0.07501820830298615,0.9523809523809523,0.051867219917012444,0.9483521888834234,0.051647811116576486
wta,2024-08-26,2024-560,Us Open,us open,G,Hard,128.0,197,R32,3,62.0,6-1 6-1,Liudmila Samsonova,Ashlyn Krueger,16.0,59.0,2610.0,1017.0,Ashlyn Krueger,Liudmila Samsonova,0,221909,214643,59.0,16.0,1017.0,2610.0,20.3,25.7,R,R,185.0,180.0,,16.0,,,2.38,1.57,2.54,1.58,2.54,1.65,2.35,1.59,5.0,2024,Ashlyn Krueger,Liudmila Samsonova,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1555.528056505224,1493.4473062701084,0.6,0.3714285714285714,50,0.0,2.0,8.0,59.0,2.0,20.3,0.0,1734.9185142015222,1646.1414482263676,0.8,0.6391752577319587,145,0.0,2.0,9.0,16.0,0.3333333333333321,25.7,0.0,-179.3904576962982,-152.69414195625927,-0.2,-0.2677466863033872,-95,0.0,0.0,-1.0,43.0,1.666666666666668,-5.399999999999999,0.0,0.2597508588352699,0.74024914116473,b,0.74024914116473,3,2024-07-01,2025-01-01,2.38,1.57,2.54,1.58,2.54,1.65,2.35,1.59,0.42016806722689076,0.6369426751592356,0.39746835443037976,0.6025316455696202,0.39370078740157477,0.6329113924050632,0.3834951456310679,0.616504854368932,0.425531914893617,0.6289308176100629,0.4035532994923858,0.5964467005076142,0.39370078740157477,0.6060606060606061,0.39379474940334125,0.6062052505966588
