tour,event_date,tourney_id,tourney_name,tournament_seed,tourney_level,surface,draw_size,match_num,round,best_of,minutes,score,winner,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,player_a,player_b,target,player_a_id,player_b_id,player_a_rank,player_b_rank,player_a_rank_points,player_b_rank_points,player_a_age,player_b_age,player_a_hand,player_b_hand,player_a_height_cm,player_b_height_cm,player_a_seed,player_b_seed,player_a_entry,player_b_entry,b365_a,b365_b,ps_a,ps_b,max_a,max_b,avg_a,avg_b,odds_date_diff,year,fighter_a,fighter_b,best_of_5,surface_is_hard,surface_is_clay,surface_is_grass,surface_is_carpet,a_h2h_wins,b_h2h_wins,diff_h2h_wins,same_hand,a_elo,a_surface_elo,a_recent_form,a_surface_win_rate,a_num_matches,a_days_since_last_match,a_matches_last_7d,a_matches_last_30d,a_rank,a_rank_trend,a_age,a_is_left_handed,b_elo,b_surface_elo,b_recent_form,b_surface_win_rate,b_num_matches,b_days_since_last_match,b_matches_last_7d,b_matches_last_30d,b_rank,b_rank_trend,b_age,b_is_left_handed,diff_elo,diff_surface_elo,diff_recent_form,diff_surface_win_rate,diff_num_matches,diff_days_since_last_match,diff_matches_last_7d,diff_matches_last_30d,diff_rank,diff_rank_trend,diff_age,diff_is_left_handed,prob_a,prob_b,predicted_winner,confidence,fold,fold_start_date,fold_end_date,b365_a_odds,b365_b_odds,ps_a_odds,ps_b_odds,max_a_odds,max_b_odds,avg_a_odds,avg_b_odds,b365_imp_a,b365_imp_b,b365_fair_a,b365_fair_b,ps_imp_a,ps_imp_b,ps_fair_a,ps_fair_b,avg_imp_a,avg_imp_b,avg_fair_a,avg_fair_b,max_imp_a,max_imp_b,max_fair_a,max_fair_b
atp,2023-02-06,2023-0424,Dallas,dallas,A,Hard,32.0,289,R16,3,77.0,6-3 7-6(1),John Isner,Daniel Altmaier,39.0,99.0,980.0,539.0,Daniel Altmaier,John Isner,0,127157,104545,99.0,39.0,539.0,980.0,24.4,37.7,R,R,188.0,208.0,,5.0,,,2.75,1.44,2.94,1.46,3.75,1.54,2.81,1.43,3.0,2023,Daniel Altmaier,John Isner,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1362.414748266363,1412.8617512515127,0.2,0.1875,29,0.0,2.0,3.0,99.0,-5.0,24.4,0.0,1579.4332728996044,1515.339217925636,0.4,0.5,43,0.0,1.0,3.0,39.0,2.333333333333336,37.7,0.0,-217.01852463324144,-102.4774666741232,-0.2,-0.3125,-14,0.0,1.0,0.0,60.0,-7.333333333333336,-13.300000000000004,0.0,0.21922474766476613,0.780775252335234,b,0.780775252335234,0,2023-01-01,2023-07-01,2.75,1.44,2.94,1.46,3.75,1.54,2.81,1.43,0.36363636363636365,0.6944444444444444,0.3436754176610979,0.6563245823389022,0.3401360544217687,0.684931506849315,0.3318181818181818,0.6681818181818181,0.35587188612099646,0.6993006993006994,0.33726415094339623,0.6627358490566039,0.26666666666666666,0.6493506493506493,0.29111531190926276,0.7088846880907372
atp,2023-02-06,2023-0424,Dallas,dallas,A,Hard,32.0,293,R16,3,96.0,7-6(5) 6-4,Taylor Fritz,Jack Sock,8.0,141.0,3410.0,405.0,Jack Sock,Taylor Fritz,0,106058,126203,141.0,8.0,405.0,3410.0,30.3,25.2,R,R,191.0,196.0,,1.0,WC,,6.5,1.11,6.68,1.14,6.68,1.15,5.98,1.13,4.0,2023,Jack Sock,Taylor Fritz,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1502.55144135276,1490.1024005177983,0.4,0.4166666666666667,18,0.0,1.0,1.0,141.0,-16.33333333333333,30.3,0.0,1723.163793510435,1662.3033512919008,0.6,0.7037037037037037,73,21.0,0.0,2.0,8.0,1.0,25.2,0.0,-220.6123521576751,-172.20095077410247,-0.1999999999999999,-0.287037037037037,-55,-21.0,1.0,-1.0,133.0,-17.33333333333333,5.100000000000001,0.0,0.22206562248424738,0.7779343775157527,b,0.7779343775157527,0,2023-01-01,2023-07-01,6.5,1.11,6.68,1.14,6.68,1.15,5.98,1.13,0.15384615384615385,0.9009009009009008,0.14586070959264127,0.8541392904073586,0.14970059880239522,0.8771929824561404,0.14578005115089515,0.8542199488491049,0.16722408026755853,0.8849557522123894,0.1589310829817159,0.8410689170182842,0.14970059880239522,0.8695652173913044,0.14687100893997446,0.8531289910600256
atp,2023-02-06,2023-0424,Dallas,dallas,A,Hard,32.0,291,R16,3,93.0,7-6(1) 6-4,Yibing Wu,Denis Shapovalov,97.0,27.0,544.0,1560.0,Denis Shapovalov,Yibing Wu,0,133430,200059,27.0,97.0,1560.0,544.0,23.8,23.3,L,R,185.0,183.0,3.0,,,,1.36,3.2,1.44,3.04,1.45,3.32,1.39,2.96,3.0,2023,Denis Shapovalov,Yibing Wu,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1624.6732549780525,1607.2240424795557,0.6,0.6226415094339622,66,21.0,0.0,3.0,27.0,-5.0,23.8,1.0,1522.012388082483,1515.5855744821254,0.6,0.6,5,0.0,1.0,2.0,97.0,31.333333333333343,23.3,0.0,102.66086689556936,91.63846799743033,0.0,0.0226415094339622,61,21.0,-1.0,1.0,-70.0,-36.33333333333334,0.5,1.0,0.6599255634823733,0.3400744365176267,a,0.6599255634823733,0,2023-01-01,2023-07-01,1.36,3.2,1.44,3.04,1.45,3.32,1.39,2.96,0.7352941176470588,0.3125,0.7017543859649122,0.2982456140350877,0.6944444444444444,0.32894736842105265,0.6785714285714286,0.32142857142857145,0.7194244604316548,0.33783783783783783,0.6804597701149425,0.3195402298850574,0.6896551724137931,0.30120481927710846,0.6960167714884696,0.3039832285115304
atp,2023-02-06,2023-0424,Dallas,dallas,A,Hard,32.0,295,QF,3,107.0,7-6(8) 7-5,John Isner,Emilio Gomez,39.0,102.0,980.0,533.0,Emilio Gomez,John Isner,0,105877,104545,102.0,39.0,533.0,980.0,31.1,37.7,R,R,185.0,208.0,,5.0,,,4.0,1.25,4.17,1.27,4.33,1.28,4.0,1.24,4.0,2023,Emilio Gomez,John Isner,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1494.2325593117696,1495.928402334583,0.8,0.4444444444444444,9,0.0,2.0,2.0,102.0,0.0,31.1,0.0,1586.5637825728727,1523.8989626072564,0.4,0.5185185185185185,44,0.0,2.0,4.0,39.0,1.3333333333333357,37.7,0.0,-92.3312232611031,-27.97056027267331,0.4,-0.074074074074074,-35,0.0,0.0,-2.0,63.0,-1.3333333333333357,-6.600000000000001,0.0,0.37208209948620574,0.6279179005137943,b,0.6279179005137943,0,2023-01-01,2023-07-01,4.0,1.25,4.17,1.27,4.33,1.28,4.0,1.24,0.25,0.8,0.23809523809523808,0.7619047619047619,0.23980815347721823,0.7874015748031495,0.23345588235294118,0.7665441176470588,0.25,0.8064516129032259,0.23664122137404575,0.7633587786259541,0.23094688221709006,0.78125,0.2281639928698752,0.7718360071301247
atp,2023-02-06,2023-0424,Dallas,dallas,A,Hard,32.0,290,R16,3,105.0,6-2 7-6(3),Adrian Mannarino,Jordan Thompson,63.0,84.0,791.0,604.0,Adrian Mannarino,Jordan Thompson,1,105173,111442,63.0,84.0,791.0,604.0,34.6,28.7,L,R,180.0,183.0,8.0,,,,1.53,2.5,1.59,2.53,1.61,2.53,1.57,2.39,3.0,2023,Adrian Mannarino,Jordan Thompson,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1552.5265738139735,1539.0814051573886,0.6,0.5510204081632653,61,0.0,2.0,5.0,63.0,-7.666666666666664,34.6,1.0,1441.8896243657334,1480.3289912259988,0.4,0.4545454545454545,31,0.0,1.0,2.0,84.0,1.3333333333333286,28.7,0.0,110.6369494482401,58.75241393138981,0.1999999999999999,0.0964749536178107,30,0.0,1.0,3.0,-21.0,-8.999999999999993,5.900000000000002,1.0,0.6746939489302438,0.3253060510697563,a,0.6746939489302438,0,2023-01-01,2023-07-01,1.53,2.5,1.59,2.53,1.61,2.53,1.57,2.39,0.6535947712418301,0.4,0.6203473945409429,0.3796526054590571,0.6289308176100629,0.3952569169960475,0.6140776699029126,0.38592233009708743,0.6369426751592356,0.41841004184100417,0.6035353535353536,0.3964646464646465,0.6211180124223602,0.3952569169960475,0.611111111111111,0.38888888888888895
atp,2023-02-06,2023-0424,Dallas,dallas,A,Hard,32.0,294,QF,3,125.0,4-6 6-3 6-4,J J Wolf,Frances Tiafoe,43.0,14.0,922.0,2305.0,Frances Tiafoe,J J Wolf,0,126207,200670,14.0,43.0,2305.0,922.0,25.0,24.1,R,R,188.0,183.0,2.0,6.0,,,1.44,2.75,1.47,2.91,1.48,2.91,1.44,2.77,4.0,2023,Frances Tiafoe,J J Wolf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1684.3733481676827,1631.6150905479662,0.8,0.6382978723404256,67,0.0,1.0,4.0,14.0,2.0,25.0,0.0,1597.1027007033051,1570.8042366761274,0.8,0.5882352941176471,36,0.0,2.0,8.0,43.0,8.0,24.1,0.0,87.27064746437736,60.810853871838844,0.0,0.0500625782227784,31,0.0,-1.0,-4.0,-29.0,-6.0,0.8999999999999986,0.0,0.6411094770655981,0.3588905229344019,a,0.6411094770655981,0,2023-01-01,2023-07-01,1.44,2.75,1.47,2.91,1.48,2.91,1.44,2.77,0.6944444444444444,0.36363636363636365,0.6563245823389022,0.3436754176610979,0.6802721088435374,0.3436426116838488,0.6643835616438356,0.3356164383561644,0.6944444444444444,0.36101083032490977,0.6579572446555819,0.3420427553444181,0.6756756756756757,0.3436426116838488,0.6628701594533031,0.3371298405466971
atp,2023-02-06,2023-0424,Dallas,dallas,A,Hard,32.0,296,QF,3,73.0,6-3 6-4,Yibing Wu,Adrian Mannarino,97.0,63.0,544.0,791.0,Adrian Mannarino,Yibing Wu,0,105173,200059,63.0,97.0,791.0,544.0,34.6,23.3,L,R,180.0,183.0,8.0,,,,1.8,2.0,1.83,2.09,1.83,2.1,1.78,2.02,5.0,2023,Adrian Mannarino,Yibing Wu,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1563.597061199827,1549.071292527459,0.8,0.56,62,0.0,3.0,6.0,63.0,-1.6666666666666643,34.6,1.0,1542.6071457246435,1530.6792457992078,0.6,0.6666666666666666,6,0.0,2.0,3.0,97.0,5.666666666666671,23.3,0.0,20.989915475183352,18.392046728251216,0.2,-0.1066666666666665,56,0.0,1.0,3.0,-34.0,-7.333333333333336,11.3,1.0,0.5441709415953118,0.45582905840468824,a,0.5441709415953118,0,2023-01-01,2023-07-01,1.8,2.0,1.83,2.09,1.83,2.1,1.78,2.02,0.5555555555555556,0.5,0.5263157894736842,0.47368421052631576,0.5464480874316939,0.47846889952153115,0.5331632653061223,0.4668367346938776,0.5617977528089888,0.49504950495049505,0.531578947368421,0.4684210526315789,0.5464480874316939,0.47619047619047616,0.5343511450381679,0.4656488549618321
atp,2023-02-06,2023-0424,Dallas,dallas,A,Hard,32.0,297,QF,3,111.0,7-6(7) 3-6 6-3,Taylor Fritz,Marcos Giron,8.0,55.0,3410.0,841.0,Marcos Giron,Taylor Fritz,0,106218,126203,55.0,8.0,841.0,3410.0,29.5,25.2,R,R,180.0,196.0,7.0,1.0,,,4.33,1.22,4.31,1.26,4.7,1.27,4.11,1.23,5.0,2023,Marcos Giron,Taylor Fritz,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1534.1488379993257,1514.6545840056533,0.6,0.4594594594594595,53,0.0,2.0,6.0,55.0,0.3333333333333357,29.5,0.0,1730.1803170946755,1668.7992303272113,0.8,0.7090909090909091,74,0.0,1.0,3.0,8.0,0.6666666666666661,25.2,0.0,-196.03147909535005,-154.14464632155796,-0.2,-0.2496314496314496,-21,0.0,1.0,3.0,47.0,-0.3333333333333304,4.300000000000001,0.0,0.24757094378984093,0.7524290562101591,b,0.7524290562101591,0,2023-01-01,2023-07-01,4.33,1.22,4.31,1.26,4.7,1.27,4.11,1.23,0.23094688221709006,0.819672131147541,0.2198198198198198,0.7801801801801801,0.2320185614849188,0.7936507936507936,0.22621184919210058,0.7737881508078995,0.24330900243309,0.8130081300813008,0.2303370786516854,0.7696629213483147,0.2127659574468085,0.7874015748031495,0.21273031825795644,0.7872696817420435
atp,2023-02-06,2023-0424,Dallas,dallas,A,Hard,32.0,278,R32,3,92.0,7-6(6) 6-2,Adrian Mannarino,Steve Johnson,63.0,120.0,791.0,448.0,Adrian Mannarino,Steve Johnson,1,105173,105449,63.0,120.0,791.0,448.0,34.6,33.1,L,R,180.0,188.0,8.0,,,,1.57,2.38,1.58,2.51,1.62,2.53,1.57,2.38,1.0,2023,Adrian Mannarino,Steve Johnson,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1539.1784149047105,1528.6753314170771,0.4,0.5416666666666666,60,3.0,1.0,4.0,63.0,-13.666666666666664,34.6,1.0,1481.0582795281605,1482.252127153547,0.2,0.4583333333333333,32,126.0,0.0,0.0,120.0,-4.666666666666671,33.1,0.0,58.1201353765498,46.42320426353013,0.2,0.0833333333333333,28,-123.0,1.0,4.0,-57.0,-8.999999999999993,1.5,1.0,0.5990139363871431,0.40098606361285694,a,0.5990139363871431,0,2023-01-01,2023-07-01,1.57,2.38,1.58,2.51,1.62,2.53,1.57,2.38,0.6369426751592356,0.42016806722689076,0.6025316455696202,0.39746835443037976,0.6329113924050632,0.39840637450199207,0.6136919315403423,0.38630806845965776,0.6369426751592356,0.42016806722689076,0.6025316455696202,0.39746835443037976,0.6172839506172839,0.3952569169960475,0.6096385542168674,0.3903614457831326
atp,2023-02-06,2023-0375,Montpellier,montpellier,A,Hard,32.0,283,R32,3,156.0,6-7(3) 7-5 6-2,Nikoloz Basilashvili,Constant Lestienne,87.0,48.0,595.0,879.0,Constant Lestienne,Nikoloz Basilashvili,0,106005,105932,48.0,87.0,879.0,595.0,30.7,30.9,R,R,180.0,185.0,,,,,1.4,3.0,1.43,3.01,1.47,3.2,1.41,2.89,0.0,2023,Constant Lestienne,Nikoloz Basilashvili,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1574.3406472324416,1553.4481812333324,0.8,0.625,16,21.0,0.0,5.0,48.0,10.333333333333336,30.7,0.0,1389.9663149104576,1389.076838984939,0.2,0.1818181818181818,40,21.0,0.0,1.0,87.0,8.666666666666671,30.9,0.0,184.374332321984,164.37134224839338,0.6000000000000001,0.4431818181818182,-24,0.0,0.0,4.0,-39.0,1.6666666666666643,-0.1999999999999993,0.0,0.7571948706143112,0.24280512938568877,a,0.7571948706143112,0,2023-01-01,2023-07-01,1.4,3.0,1.43,3.01,1.47,3.2,1.41,2.89,0.7142857142857143,0.3333333333333333,0.6818181818181818,0.3181818181818181,0.6993006993006994,0.33222591362126247,0.677927927927928,0.32207207207207206,0.7092198581560284,0.3460207612456747,0.6720930232558139,0.327906976744186,0.6802721088435374,0.3125,0.6852248394004282,0.3147751605995717
atp,2023-02-06,2023-0424,Dallas,dallas,A,Hard,32.0,298,SF,3,151.0,3-6 7-5 7-6(4),John Isner,J J Wolf,39.0,43.0,980.0,922.0,J J Wolf,John Isner,0,200670,104545,43.0,39.0,922.0,980.0,24.1,37.7,R,R,183.0,208.0,6.0,5.0,,,1.73,2.1,1.74,2.22,1.78,2.25,1.72,2.12,5.0,2023,J J Wolf,John Isner,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1617.039218530691,1584.883381074866,0.8,0.6,37,0.0,3.0,9.0,43.0,0.0,24.1,0.0,1598.4091206340374,1534.9349753709996,0.6,0.5357142857142857,45,0.0,3.0,5.0,39.0,0.0,37.7,0.0,18.630097896653524,49.948405703866456,0.2,0.0642857142857142,-8,0.0,0.0,4.0,4.0,0.0,-13.6,0.0,0.5370207140972921,0.46297928590270787,a,0.5370207140972921,0,2023-01-01,2023-07-01,1.73,2.1,1.74,2.22,1.78,2.25,1.72,2.12,0.5780346820809249,0.47619047619047616,0.5483028720626633,0.4516971279373368,0.5747126436781609,0.4504504504504504,0.5606060606060607,0.43939393939393945,0.5813953488372093,0.4716981132075471,0.5520833333333334,0.44791666666666663,0.5617977528089888,0.4444444444444444,0.5583126550868487,0.4416873449131513
atp,2023-02-06,2023-0424,Dallas,dallas,A,Hard,32.0,299,SF,3,152.0,6-7(3) 7-5 6-4,Yibing Wu,Taylor Fritz,97.0,8.0,544.0,3410.0,Taylor Fritz,Yibing Wu,0,126203,200059,8.0,97.0,3410.0,544.0,25.2,23.3,R,R,196.0,183.0,1.0,,,,1.29,3.75,1.3,3.88,1.33,3.9,1.29,3.62,5.0,2023,Taylor Fritz,Yibing Wu,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1738.002641846242,1675.7991077729096,0.8,0.7142857142857143,75,0.0,2.0,4.0,8.0,0.3333333333333339,25.2,0.0,1559.5725927669494,1543.313891880647,0.6,0.7142857142857143,7,0.0,3.0,4.0,97.0,0.0,23.3,0.0,178.43004907929253,132.4852158922629,0.2,0.0,68,0.0,-1.0,0.0,-89.0,0.3333333333333339,1.8999999999999984,0.0,0.7538587602489255,0.24614123975107444,a,0.7538587602489255,0,2023-01-01,2023-07-01,1.29,3.75,1.3,3.88,1.33,3.9,1.29,3.62,0.7751937984496123,0.26666666666666666,0.744047619047619,0.25595238095238093,0.7692307692307692,0.2577319587628866,0.7490347490347491,0.250965250965251,0.7751937984496123,0.27624309392265195,0.7372708757637474,0.26272912423625255,0.7518796992481203,0.25641025641025644,0.745697896749522,0.2543021032504781
atp,2023-02-06,2023-0424,Dallas,dallas,A,Hard,32.0,300,F,3,178.0,6-7(4) 7-6(3) 7-6(12),Yibing Wu,John Isner,97.0,39.0,544.0,980.0,John Isner,Yibing Wu,0,104545,200059,39.0,97.0,980.0,544.0,37.7,23.3,R,R,208.0,183.0,5.0,,,,2.0,1.8,2.04,1.87,2.1,1.92,1.97,1.83,6.0,2023,John Isner,Yibing Wu,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1615.266247009744,1548.6483445505175,0.8,0.5517241379310345,46,0.0,4.0,6.0,39.0,0.0,37.7,0.0,1583.136058934188,1559.6801633585858,0.8,0.75,8,0.0,4.0,5.0,97.0,0.0,23.3,0.0,32.13018807555591,-11.031818808068238,0.0,-0.1982758620689655,38,0.0,0.0,1.0,-58.0,0.0,14.400000000000002,0.0,0.5648335852988408,0.43516641470115924,a,0.5648335852988408,0,2023-01-01,2023-07-01,2.0,1.8,2.04,1.87,2.1,1.92,1.97,1.83,0.5,0.5555555555555556,0.47368421052631576,0.5263157894736842,0.49019607843137253,0.53475935828877,0.4782608695652174,0.5217391304347826,0.5076142131979695,0.5464480874316939,0.48157894736842105,0.5184210526315789,0.47619047619047616,0.5208333333333334,0.47761194029850745,0.5223880597014926
atp,2023-02-06,2023-0375,Montpellier,montpellier,A,Hard,32.0,272,R32,3,125.0,3-6 7-6(7) 6-2,Filip Krajinovic,Aslan Karatsev,71.0,95.0,755.0,555.0,Aslan Karatsev,Filip Krajinovic,0,106234,105936,95.0,71.0,555.0,755.0,29.4,30.9,R,R,185.0,185.0,,,,,2.0,1.8,2.06,1.83,2.08,1.87,2.0,1.8,1.0,2023,Aslan Karatsev,Filip Krajinovic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1414.3486404136452,1438.4296683449024,0.6,0.3939393939393939,50,21.0,0.0,1.0,95.0,-28.33333333333333,29.4,0.0,1556.5868127092058,1496.2147204821936,0.4,0.4761904761904761,40,21.0,0.0,1.0,71.0,-17.0,30.9,0.0,-142.23817229556062,-57.78505213729113,0.1999999999999999,-0.0822510822510822,10,0.0,0.0,0.0,24.0,-11.333333333333329,-1.5,0.0,0.3047889105813987,0.6952110894186013,b,0.6952110894186013,0,2023-01-01,2023-07-01,2.0,1.8,2.06,1.83,2.08,1.87,2.0,1.8,0.5,0.5555555555555556,0.47368421052631576,0.5263157894736842,0.4854368932038835,0.5464480874316939,0.47043701799485865,0.5295629820051414,0.5,0.5555555555555556,0.47368421052631576,0.5263157894736842,0.4807692307692307,0.53475935828877,0.4734177215189873,0.5265822784810126
atp,2023-02-06,2023-0375,Montpellier,montpellier,A,Hard,32.0,273,R32,3,82.0,6-3 6-4,Lorenzo Sonego,Benjamin Bonzi,56.0,42.0,835.0,956.0,Benjamin Bonzi,Lorenzo Sonego,0,126127,132283,42.0,56.0,956.0,835.0,26.6,27.7,R,R,183.0,191.0,8.0,,,,1.8,2.0,1.89,2.0,1.92,2.0,1.85,1.94,1.0,2023,Benjamin Bonzi,Lorenzo Sonego,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1511.131159092199,1492.7009333487892,0.4,0.4615384615384615,54,3.0,1.0,5.0,42.0,5.0,26.6,0.0,1505.9900765895072,1499.3672745346285,0.6,0.4666666666666667,58,21.0,0.0,3.0,56.0,-10.0,27.7,0.0,5.141082502691688,-6.666341185839201,-0.1999999999999999,-0.0051282051282051,-4,-18.0,1.0,2.0,-14.0,15.0,-1.099999999999998,0.0,0.5217165138021623,0.47828348619783767,a,0.5217165138021623,0,2023-01-01,2023-07-01,1.8,2.0,1.89,2.0,1.92,2.0,1.85,1.94,0.5555555555555556,0.5,0.5263157894736842,0.47368421052631576,0.5291005291005292,0.5,0.5141388174807198,0.4858611825192801,0.5405405405405405,0.5154639175257733,0.5118733509234827,0.4881266490765172,0.5208333333333334,0.5,0.5102040816326531,0.48979591836734687
atp,2023-02-06,2023-0375,Montpellier,montpellier,A,Hard,32.0,278,R32,3,75.0,6-4 6-0,Emil Ruusuvuori,Mikael Ymer,53.0,73.0,846.0,741.0,Emil Ruusuvuori,Mikael Ymer,1,200325,144707,53.0,73.0,846.0,741.0,23.8,24.4,R,R,188.0,183.0,7.0,,,,2.0,1.8,1.95,1.93,2.0,1.95,1.93,1.86,2.0,2023,Emil Ruusuvuori,Mikael Ymer,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-2.0,1.0,1563.608595400355,1558.9308725656067,0.6,0.574468085106383,70,2.0,2.0,5.0,53.0,-9.0,23.8,0.0,1592.652508283376,1573.503367378957,0.6,0.5853658536585366,49,3.0,2.0,6.0,73.0,-10.0,24.4,0.0,-29.043912883020997,-14.572494813349977,0.0,-0.0108977685521535,21,-1.0,0.0,-1.0,-20.0,1.0,-0.5999999999999979,0.0,0.46817576469042016,0.5318242353095799,b,0.5318242353095799,0,2023-01-01,2023-07-01,2.0,1.8,1.95,1.93,2.0,1.95,1.93,1.86,0.5,0.5555555555555556,0.47368421052631576,0.5263157894736842,0.5128205128205129,0.5181347150259068,0.4974226804123712,0.502577319587629,0.5181347150259068,0.5376344086021505,0.4907651715039578,0.5092348284960422,0.5,0.5128205128205129,0.4936708860759494,0.5063291139240507
atp,2023-02-06,2023-0375,Montpellier,montpellier,A,Hard,32.0,279,R32,3,71.0,6-3 6-2,Maxime Cressy,Antoine Bellier,51.0,190.0,857.0,313.0,Antoine Bellier,Maxime Cressy,0,134472,202195,190.0,51.0,313.0,857.0,26.3,25.7,L,R,196.0,201.0,,,Q,,4.33,1.22,4.67,1.23,4.67,1.28,4.3,1.21,1.0,2023,Antoine Bellier,Maxime Cressy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532.24479154153,1502.2573867129108,0.6,0.5,6,112.0,0.0,0.0,190.0,39.0,26.3,1.0,1518.857307977496,1480.108118248883,0.4,0.4722222222222222,55,21.0,0.0,2.0,51.0,-12.333333333333336,25.7,0.0,13.387483564034028,22.149268464027728,0.1999999999999999,0.0277777777777777,-49,91.0,0.0,-2.0,139.0,51.333333333333336,0.6000000000000014,1.0,0.5317202224154789,0.4682797775845211,a,0.5317202224154789,0,2023-01-01,2023-07-01,4.33,1.22,4.67,1.23,4.67,1.28,4.3,1.21,0.23094688221709006,0.819672131147541,0.2198198198198198,0.7801801801801801,0.21413276231263384,0.8130081300813008,0.20847457627118643,0.7915254237288135,0.23255813953488372,0.8264462809917356,0.21960072595281305,0.7803992740471869,0.21413276231263384,0.78125,0.21512605042016805,0.7848739495798319
atp,2023-02-06,2023-0375,Montpellier,montpellier,A,Hard,32.0,280,R32,3,82.0,6-4 6-4,Arthur Rinderknech,Luca Nardi,68.0,164.0,772.0,360.0,Arthur Rinderknech,Luca Nardi,1,126239,208134,68.0,164.0,772.0,360.0,27.5,19.5,R,R,196.0,185.0,,,,Q,1.57,2.38,1.66,2.34,1.67,2.45,1.61,2.3,1.0,2023,Arthur Rinderknech,Luca Nardi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1526.0843756726686,1535.5351721823592,0.2,0.5641025641025641,45,21.0,0.0,2.0,68.0,-18.666666666666664,27.5,0.0,1471.3359529085835,1491.7394225740009,0.2,0.3333333333333333,5,112.0,0.0,0.0,164.0,-19.333333333333343,19.5,0.0,54.74842276408481,43.79574960835839,0.0,0.2307692307692307,40,-91.0,0.0,2.0,-96.0,0.6666666666666785,8.0,0.0,0.5941316513100738,0.40586834868992616,a,0.5941316513100738,0,2023-01-01,2023-07-01,1.57,2.38,1.66,2.34,1.67,2.45,1.61,2.3,0.6369426751592356,0.42016806722689076,0.6025316455696202,0.39746835443037976,0.6024096385542169,0.4273504273504274,0.585,0.415,0.6211180124223602,0.4347826086956522,0.588235294117647,0.411764705882353,0.5988023952095809,0.4081632653061224,0.5946601941747574,0.40533980582524265
atp,2023-02-06,2023-0375,Montpellier,montpellier,A,Hard,32.0,282,R32,3,147.0,6-4 6-7(12) 7-6(3),Gregoire Barrere,Alexander Bublik,75.0,50.0,713.0,865.0,Alexander Bublik,Gregoire Barrere,0,122330,106296,50.0,75.0,865.0,713.0,25.6,28.9,R,R,196.0,183.0,6.0,,,,2.0,1.8,2.0,1.89,2.1,1.9,2.01,1.79,2.0,2023,Alexander Bublik,Gregoire Barrere,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1473.7719572446335,1498.025686883919,0.0,0.5121951219512195,63,2.0,2.0,4.0,50.0,-14.0,25.6,0.0,1473.6026842120775,1487.8126105478586,0.4,0.4,8,21.0,0.0,3.0,75.0,11.333333333333329,28.9,0.0,0.1692730325557931,10.21307633606034,-0.4,0.1121951219512195,55,-19.0,2.0,1.0,-25.0,-25.33333333333333,-3.299999999999997,0.0,0.5119875395564806,0.48801246044351937,a,0.5119875395564806,0,2023-01-01,2023-07-01,2.0,1.8,2.0,1.89,2.1,1.9,2.01,1.79,0.5,0.5555555555555556,0.47368421052631576,0.5263157894736842,0.5,0.5291005291005292,0.4858611825192801,0.5141388174807198,0.49751243781094534,0.5586592178770949,0.4710526315789474,0.5289473684210526,0.47619047619047616,0.5263157894736842,0.475,0.525
