event_id,fighter_a,fighter_b,sport_key,tour,tournament_name,tournament_seed,event_title,commence_time,a_odds_avg,b_odds_avg,a_fair_prob_avg,b_fair_prob_avg,num_bookmakers,surface,best_of,tourney_level,best_of_5,surface_is_hard,surface_is_clay,surface_is_grass,surface_is_carpet,a_h2h_wins,b_h2h_wins,diff_h2h_wins,same_hand,a_elo,a_surface_elo,a_recent_form,a_surface_win_rate,a_num_matches,a_days_since_last_match,a_matches_last_7d,a_matches_last_30d,a_rank,a_rank_points,a_rank_trend,a_age,a_is_left_handed,b_elo,b_surface_elo,b_recent_form,b_surface_win_rate,b_num_matches,b_days_since_last_match,b_matches_last_7d,b_matches_last_30d,b_rank,b_rank_points,b_rank_trend,b_age,b_is_left_handed,diff_elo,diff_surface_elo,diff_recent_form,diff_surface_win_rate,diff_num_matches,diff_days_since_last_match,diff_matches_last_7d,diff_matches_last_30d,diff_rank,diff_rank_points,diff_rank_trend,diff_age,diff_is_left_handed,log_rank_diff,log_rank_points_diff,prob_a,prob_b,predicted_winner,confidence,reference_market_prob_a,reference_market_prob_b,reference_edge_a,reference_edge_b,decision_side,decision_fighter,decision_model_prob,decision_market_prob,decision_edge,decision_confidence,min_player_matches,uncertainty_penalty,required_edge,decision_status,decision_reasons,match_key,structured_status,automation_status,execution_allowed,automation_reasons,llm_veto_status,llm_veto_reason,llm_veto_flags,second_source_required,second_source_name,second_source_detail,second_source_side_prob,second_source_gap_vs_reference,second_source_status,second_source_reasons,trade_ready,trade_status,trade_reasons,llm_veto_confidence,llm_veto_sources,llm_coverage_quality,llm_contradiction_strength,llm_policy_adjustment
4f1d3c0cb8919452465191c47be8fdb9,Jiri Lehecka,Taylor Fritz,tennis_atp_miami_open,atp,Miami Open,miami open,ATP Miami Open,2026-03-23 14:00:00+00:00,2.6133333333333333,1.4933333333333334,0.3636700937601595,0.6363299062398404,3,Hard,3,1000,0.0,1.0,0.0,0.0,0.0,0.0,3.0,-3.0,1.0,1669.4137247374981,1603.070627667079,0.4,0.5612244897959183,136,504.0,0.0,0.0,31.0,1560.0,0.0,22.9,0.0,1865.3237188172977,1767.875461976573,0.6,0.7071428571428572,217,487.0,0.0,0.0,4.0,5100.0,0.666666666666667,27.0,0.0,-195.90999407979962,-164.80483430949403,-0.19999999999999996,-0.14591836734693886,-81,17.0,0.0,0.0,27.0,-3540.0,-0.666666666666667,-4.100000000000001,0.0,-1.8562979903656263,-1.184109957407495,0.2448492015224732,0.7551507984775266,b,0.7551507984775266,0.3636700937601595,0.6363299062398404,-0.11882089223768627,0.11882089223768644,b,Taylor Fritz,0.7551507984775269,0.6363299062398404,0.11882089223768644,0.7551507984775269,136.0,0.0,0.02,reference_qualified,,jiri lehecka|taylor fritz,auto_skip,auto_skip,False,"thin_market_auto_skip,second_source_unavailable",NO_VETO,structured_status_auto_skip,,True,,,,,unavailable,second_source_unavailable,False,auto_skipped,"thin_market_auto_skip,second_source_unavailable",0.0,,unknown,unknown,
ae0db0fce741abda1bc9dca61e695a72,Alexander Shevchenko,Ugo Humbert,tennis_atp_miami_open,atp,Miami Open,miami open,ATP Miami Open,2026-03-23 15:00:00+00:00,4.0777777777777775,1.2466666666666668,0.23444809643527678,0.7655519035647232,9,Hard,3,1000,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,1530.0894548296596,1528.670472920733,0.4,0.49019607843137253,82,504.0,0.0,0.0,64.0,840.0,-2.0,23.9,0.0,1728.0293876552084,1714.8735445715674,0.8,0.6185567010309279,146,511.0,0.0,0.0,18.0,2385.0,0.0,26.3,1.0,-197.9399328255488,-186.20307165083454,-0.4,-0.12836062259955533,-64,-7.0,0.0,0.0,46.0,-1545.0,-2.0,-2.400000000000002,-1.0,-1.2299482907291965,-1.042781942684913,0.24590376320138194,0.754096236798618,b,0.754096236798618,0.23444809643527678,0.7655519035647232,0.011455666766105155,-0.01145566676610521,a,Alexander Shevchenko,0.24590376320138194,0.23444809643527678,0.011455666766105155,0.754096236798618,82.0,0.0,0.02,insufficient_reference_edge,insufficient_reference_edge,alexander shevchenko|ugo humbert,not_eligible,not_eligible,False,insufficient_reference_edge,NO_VETO,structured_status_not_eligible,,False,,,,,not_required,,False,not_tradeable,insufficient_reference_edge,0.0,,unknown,unknown,
c69187d7518d53a07ada302c1b581914,Karolina Muchova,Alexandra Eala,tennis_wta_miami_open,wta,Miami Open,miami open,WTA Miami Open,2026-03-23 15:00:00+00:00,1.224,4.265,0.7769510390566464,0.22304896094335364,10,unknown,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1892.0726930905273,1500.0,0.8,,142,6.0,2.0,5.0,14.0,2668.0,-0.3333333333333339,29.6,0.0,1661.3896610210368,1500.0,0.6,,81,6.0,2.0,4.0,29.0,1525.0,1.0,20.8,1.0,230.68303206949054,0.0,0.20000000000000007,,61,0.0,0.0,1.0,-15.0,1143.0,-1.333333333333334,8.8,-1.0,0.6931471805599454,0.5590539375601216,0.6778096508529027,0.3221903491470973,a,0.6778096508529027,0.7769510390566464,0.22304896094335364,-0.09914138820374374,0.09914138820374369,b,Alexandra Eala,0.3221903491470973,0.22304896094335364,0.09914138820374369,0.6778096508529027,81.0,0.0,0.02,reference_qualified,,alexandra eala|karolina muchova,auto_eligible,auto_eligible,True,,NO_VETO,not_live_trade_candidate,,False,,,,,not_required,,False,reference_only_eligible,,0.0,,unknown,unknown,
462cce45e936f3983a0439a59dd6c4f7,Francisco Cerundolo,Daniil Medvedev,tennis_atp_miami_open,atp,Miami Open,miami open,ATP Miami Open,2026-03-23 16:00:00+00:00,4.043333333333333,1.25,0.23633920472936193,0.763660795270638,9,Hard,3,1000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1650.3021402021634,1549.666927761761,0.6,0.4507042253521127,169,487.0,0.0,0.0,30.0,1620.0,-0.6666666666666679,26.2,0.0,1810.7919728806207,1774.2442065063992,0.2,0.738255033557047,208,497.0,0.0,0.0,4.0,4830.0,0.0,28.7,0.0,-160.48983267845733,-224.5772787446383,0.39999999999999997,-0.28755080820493434,-39,-10.0,0.0,0.0,26.0,-3210.0,-0.6666666666666679,-2.5,0.0,-1.824549292051046,-1.0920102428187297,0.251361895717254,0.748638104282746,b,0.748638104282746,0.23633920472936193,0.763660795270638,0.015022690987892051,-0.015022690987891996,a,Francisco Cerundolo,0.251361895717254,0.23633920472936193,0.015022690987892051,0.748638104282746,169.0,0.0,0.02,insufficient_reference_edge,insufficient_reference_edge,daniil medvedev|francisco cerundolo,not_eligible,not_eligible,False,insufficient_reference_edge,NO_VETO,structured_status_not_eligible,,False,,,,,not_required,,False,not_tradeable,insufficient_reference_edge,0.0,,unknown,unknown,
68933489fdf6ba558b36d4128bea277d,Felix Auger-Aliassime,Terence Atmane,tennis_atp_miami_open,atp,Miami Open,miami open,ATP Miami Open,2026-03-23 16:30:00+00:00,1.2822222222222224,3.75,0.7451012585593049,0.25489874144069524,9,Hard,3,1000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1653.292557348263,1580.4590032282945,0.4,0.6377952755905512,182,518.0,0.0,0.0,19.0,2130.0,0.6666666666666679,24.2,0.0,1452.6589104206848,1457.0402570896601,0.2,0.2222222222222222,12,537.0,0.0,0.0,161.0,369.0,1.0,22.7,1.0,200.63364692757818,123.41874613863433,0.2,0.41557305336832895,170,-19.0,0.0,0.0,-142.0,1761.0,-0.33333333333333215,1.5,-1.0,2.091864061678393,1.7508436264603473,0.7842577463878153,0.2157422536121847,a,0.7842577463878153,0.7451012585593049,0.25489874144069524,0.039156487828510445,-0.039156487828510556,a,Felix Auger-Aliassime,0.7842577463878153,0.7451012585593049,0.039156487828510445,0.7842577463878153,12.0,0.0,0.02,reference_qualified,,felix auger aliassime|terence atmane,auto_eligible,auto_eligible,True,,NO_VETO,not_live_trade_candidate,,False,,,,,not_required,,False,reference_only_eligible,,0.0,,unknown,unknown,
30d9d289114cdfe3ee49b202a2324221,Mirra Andreeva,Victoria Mboko,tennis_wta_miami_open,wta,Miami Open,miami open,WTA Miami Open,2026-03-23 16:30:00+00:00,1.813,1.9929999999999999,0.5236455853918593,0.47635441460814054,10,unknown,3,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1808.1579959395635,1500.0,0.6,,142,6.0,2.0,4.0,10.0,3066.0,-0.6666666666666661,18.9,0.0,1877.771955758511,1500.0,0.8,,57,6.0,2.0,6.0,9.0,3351.0,0.3333333333333339,19.6,0.0,-69.61395981894748,0.0,-0.20000000000000007,,85,0.0,0.0,-2.0,1.0,-285.0,-1.0,-0.7000000000000028,0.0,-0.09531017980432477,-0.08885729748772242,0.4452842891936701,0.5547157108063299,b,0.5547157108063299,0.5236455853918595,0.4763544146081406,-0.07836129619818938,0.07836129619818927,b,Victoria Mboko,0.5547157108063299,0.4763544146081406,0.07836129619818927,0.5547157108063299,57.0,0.01,0.03,reference_qualified,low_confidence,mirra andreeva|victoria mboko,auto_eligible,auto_eligible,True,,NO_VETO,not_live_trade_candidate,,False,,,,,not_required,,False,reference_only_eligible,,0.0,,unknown,unknown,
6552a3df9d7b4ce865f935bef34ae7d6,Sorana Cirstea,Coco Gauff,tennis_wta_miami_open,wta,Miami Open,miami open,WTA Miami Open,2026-03-23 17:00:00+00:00,2.649,1.4929999999999999,0.3605362167926192,0.6394637832073808,10,unknown,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1798.5288581433572,1500.0,0.8,,177,6.0,3.0,6.0,35.0,1374.0,0.0,35.9,0.0,1914.2093047454741,1500.0,0.8,,268,6.0,2.0,3.0,4.0,6748.0,0.0,22.0,0.0,-115.68044660211694,0.0,0.0,,-91,0.0,1.0,3.0,31.0,-5374.0,0.0,13.899999999999999,0.0,-1.9740810260220096,-1.5909406146427347,0.2667356572649862,0.7332643427350138,b,0.7332643427350138,0.3605362167926192,0.6394637832073808,-0.093800559527633,0.093800559527633,b,Coco Gauff,0.7332643427350138,0.6394637832073808,0.093800559527633,0.7332643427350138,177.0,0.0,0.02,reference_qualified,,coco gauff|sorana cirstea,auto_eligible,auto_eligible,True,,NO_VETO,not_live_trade_candidate,,False,,,,,not_required,,False,reference_only_eligible,,0.0,,unknown,unknown,
3a24a32ff76756c9dc628da801fc3250,Frances Tiafoe,Jakub Mensik,tennis_atp_miami_open,atp,Miami Open,miami open,ATP Miami Open,2026-03-23 18:00:00+00:00,2.321111111111111,1.6277777777777778,0.4122494215797741,0.5877505784202258,9,Hard,3,1000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1649.6590804606865,1599.2515971992636,0.4,0.5775862068965517,172,511.0,0.0,0.0,17.0,2585.0,-1.333333333333334,26.7,0.0,1626.9451380130797,1595.0768699718299,0.2,0.625,47,460.0,0.0,0.0,48.0,1136.0,0.0,19.2,0.0,22.71394244760677,4.174727227433777,0.2,-0.04741379310344829,125,51.0,0.0,0.0,-31.0,1449.0,-1.333333333333334,7.5,0.0,1.001448540214462,0.8217190655812665,0.5631203893023793,0.4368796106976207,a,0.5631203893023793,0.4122494215797741,0.5877505784202258,0.15087096772260516,-0.1508709677226051,a,Frances Tiafoe,0.5631203893023793,0.4122494215797741,0.15087096772260516,0.5631203893023793,47.0,0.01,0.03,reference_qualified,low_confidence,frances tiafoe|jakub mensik,auto_eligible,auto_eligible,True,,NO_VETO,not_live_trade_candidate,,False,,,,,not_required,,False,reference_only_eligible,,0.0,,unknown,unknown,
22b1b5eceda04ea7d3c5eeccd171a1bf,Hailey Baptiste,Jelena Ostapenko,tennis_wta_miami_open,wta,Miami Open,miami open,WTA Miami Open,2026-03-23 18:00:00+00:00,2.0140000000000002,1.802,0.4722380465687718,0.5277619534312282,5,unknown,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1668.4357838241067,1500.0,0.8,,91,6.0,3.0,5.0,45.0,1244.0,0.0,24.4,0.0,1685.8420387130166,1500.0,0.6,,205,6.0,2.0,4.0,24.0,1655.0,0.6666666666666679,28.8,0.0,-17.40625488890987,0.0,0.20000000000000007,,-114,0.0,1.0,1.0,21.0,-411.0,-0.6666666666666679,-4.400000000000002,0.0,-0.6097655716208945,-0.2852695260463971,0.47512802257974884,0.5248719774202512,b,0.5248719774202512,0.4722380465687718,0.5277619534312282,0.002889976010977069,-0.002889976010977069,a,Hailey Baptiste,0.47512802257974884,0.4722380465687718,0.002889976010977069,0.5248719774202512,91.0,0.01,0.03,insufficient_reference_edge,"low_confidence,insufficient_reference_edge",hailey baptiste|jelena ostapenko,not_eligible,not_eligible,False,insufficient_reference_edge,NO_VETO,structured_status_not_eligible,,False,,,,,not_required,,False,not_tradeable,insufficient_reference_edge,0.0,,unknown,unknown,
b487c59c1aab847302ecda320a3070b9,Jaqueline Cristian,Jessica Pegula,tennis_wta_miami_open,wta,Miami Open,miami open,WTA Miami Open,2026-03-23 19:30:00+00:00,6.45,1.12,0.1480417030866525,0.8519582969133476,5,unknown,3,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1683.6499426907826,1499.172385326556,0.8,0.5,139,6.0,2.0,5.0,36.0,1367.0,-0.3333333333333357,27.8,0.0,1970.0428414945563,1523.172385326556,0.8,1.0,281,6.0,1.0,5.0,5.0,6678.0,0.0,32.1,0.0,-286.39289880377373,-24.0,0.0,-0.5,-142,0.0,1.0,0.0,31.0,-5311.0,-0.3333333333333357,-4.300000000000001,0.0,-1.8191584434161694,-1.5856184565431404,0.21171345029272798,0.7882865497072721,b,0.7882865497072721,0.1480417030866525,0.8519582969133476,0.06367174720607549,-0.06367174720607549,a,Jaqueline Cristian,0.21171345029272798,0.1480417030866525,0.06367174720607549,0.7882865497072721,139.0,0.0,0.02,reference_qualified,,jaqueline cristian|jessica pegula,auto_eligible,auto_eligible,True,,NO_VETO,not_live_trade_candidate,,False,,,,,not_required,,False,reference_only_eligible,,0.0,,unknown,unknown,
