tour,event_date,tourney_id,tourney_name,tournament_seed,tourney_level,surface,draw_size,match_num,round,best_of,minutes,score,winner,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,player_a,player_b,target,player_a_id,player_b_id,player_a_rank,player_b_rank,player_a_rank_points,player_b_rank_points,player_a_age,player_b_age,player_a_hand,player_b_hand,player_a_height_cm,player_b_height_cm,player_a_seed,player_b_seed,player_a_entry,player_b_entry,fighter_a,fighter_b,best_of_5,surface_is_hard,surface_is_clay,surface_is_grass,surface_is_carpet,a_h2h_wins,b_h2h_wins,diff_h2h_wins,same_hand,a_elo,a_surface_elo,a_recent_form,a_surface_win_rate,a_num_matches,a_days_since_last_match,a_matches_last_7d,a_matches_last_30d,a_rank,a_rank_trend,a_age,a_is_left_handed,b_elo,b_surface_elo,b_recent_form,b_surface_win_rate,b_num_matches,b_days_since_last_match,b_matches_last_7d,b_matches_last_30d,b_rank,b_rank_trend,b_age,b_is_left_handed,diff_elo,diff_surface_elo,diff_recent_form,diff_surface_win_rate,diff_num_matches,diff_days_since_last_match,diff_matches_last_7d,diff_matches_last_30d,diff_rank,diff_rank_trend,diff_age,diff_is_left_handed
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,273,R32,3,63.0,6-0 6-2,Marcos Giron,Emilio Gomez,69.0,99.0,746.0,577.0,Emilio Gomez,Marcos Giron,0,105877,106218,99.0,69.0,577.0,746.0,31.3,29.6,R,R,185.0,180.0,,7.0,,,Emilio Gomez,Marcos Giron,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1484.3189737998214,1500.0,0.4,,13,35.0,0.0,0.0,99.0,-6.333333333333329,31.3,0.0,1513.8459558839609,1452.8375919542673,0.2,0.2222222222222222,61,14.0,0.0,3.0,69.0,3.3333333333333286,29.6,0.0,-29.52698208413949,47.16240804573272,0.2,,-48,21.0,0.0,-3.0,30.0,-9.666666666666657,1.6999999999999993,0.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,275,R32,3,63.0,6-3 6-0,Cristian Garin,Hugo Dellien,74.0,112.0,723.0,506.0,Cristian Garin,Hugo Dellien,1,106426,106198,74.0,112.0,723.0,506.0,26.8,29.7,R,R,185.0,180.0,,,,,Cristian Garin,Hugo Dellien,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1539.3528252328392,1481.0918321295405,0.6,0.4444444444444444,55,14.0,0.0,7.0,74.0,8.0,26.8,0.0,1466.9347200680618,1488.5196392091673,0.4,0.42857142857142855,23,42.0,0.0,0.0,112.0,-1.0,29.7,0.0,72.41810516477744,-7.427807079626746,0.19999999999999996,0.015873015873015872,32,-28.0,0.0,7.0,-38.0,9.0,-2.8999999999999986,0.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,276,R32,3,132.0,6-4 3-6 6-3,Max Purcell,Daniel Altmaier,86.0,108.0,658.0,515.0,Daniel Altmaier,Max Purcell,0,127157,126845,108.0,86.0,515.0,658.0,24.5,24.9,R,R,188.0,185.0,,,,,Daniel Altmaier,Max Purcell,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1332.4633008074582,1447.199991882032,0.2,0.14285714285714285,33,14.0,0.0,1.0,108.0,-6.0,24.5,0.0,1431.8744182128419,1487.173318275606,0.2,0.0,9,77.0,0.0,0.0,86.0,135.66666666666666,24.9,0.0,-99.41111740538372,-39.9733263935741,0.0,0.14285714285714285,24,-63.0,0.0,1.0,22.0,-141.66666666666666,-0.3999999999999986,0.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,277,R32,3,107.0,6-3 6-4,Tomas Martin Etcheverry,Juan Manuel Cerundolo,73.0,119.0,729.0,492.0,Juan Manuel Cerundolo,Tomas Martin Etcheverry,0,207678,144869,119.0,73.0,492.0,729.0,21.3,23.7,L,R,183.0,196.0,,8.0,,,Juan Manuel Cerundolo,Tomas Martin Etcheverry,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1461.0307565411715,1482.7589080091873,0.4,0.3333333333333333,13,35.0,0.0,0.0,119.0,-11.333333333333329,21.3,1.0,1458.9393650869097,1479.9937691954574,0.4,0.3684210526315789,33,14.0,0.0,3.0,73.0,-4.0,23.7,0.0,2.0913914542618386,2.765138813729891,0.0,-0.03508771929824561,-20,21.0,0.0,-3.0,46.0,-7.333333333333329,-2.3999999999999986,1.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,278,R32,3,74.0,6-3 6-2,J J Wolf,Jordan Thompson,54.0,84.0,875.0,668.0,J J Wolf,Jordan Thompson,1,200670,111442,54.0,84.0,875.0,668.0,24.2,28.9,R,R,183.0,183.0,5.0,,,,J J Wolf,Jordan Thompson,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1555.3467431239048,1500.0,0.2,0.5,44,14.0,0.0,3.0,54.0,-6.0,24.2,0.0,1438.6916745980475,1465.050694830319,0.4,0.2,37,14.0,0.0,4.0,84.0,1.6666666666666714,28.9,0.0,116.65506852585736,34.94930516968111,-0.2,0.3,7,0.0,0.0,-1.0,-30.0,-7.666666666666671,-4.699999999999999,0.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,279,R32,3,115.0,6-4 4-6 6-4,Denis Kudla,Aleksandar Vukic,137.0,151.0,424.0,381.0,Aleksandar Vukic,Denis Kudla,0,126846,106045,151.0,137.0,381.0,424.0,26.9,30.6,R,R,188.0,180.0,,,Q,,Aleksandar Vukic,Denis Kudla,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1470.990633042458,1500.0,0.2,,16,14.0,0.0,2.0,151.0,24.0,26.9,0.0,1410.347425291914,1476.414300586377,0.4,0.0,29,14.0,0.0,1.0,137.0,-33.0,30.6,0.0,60.64320775054398,23.585699413622933,-0.2,,-13,0.0,0.0,1.0,14.0,57.0,-3.700000000000003,0.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,280,R32,3,75.0,6-4 6-4,Gijs Brouwer,Aleksandar Kovacevic,123.0,101.0,477.0,568.0,Aleksandar Kovacevic,Gijs Brouwer,0,206499,133835,101.0,123.0,568.0,477.0,24.5,27.0,R,L,183.0,191.0,,,,,Aleksandar Kovacevic,Gijs Brouwer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1497.1187754780867,1500.0,0.2,,8,14.0,0.0,3.0,101.0,2.6666666666666714,24.5,0.0,1532.3519377354958,1511.585699413623,0.4,0.6666666666666666,9,42.0,0.0,0.0,123.0,7.666666666666657,27.0,1.0,-35.23316225740905,-11.585699413622933,-0.2,,-1,-28.0,0.0,3.0,-22.0,-4.999999999999986,-2.5,-1.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,282,R32,3,99.0,7-6(7) 6-0,Jason Kubler,Fernando Verdasco,71.0,232.0,733.0,242.0,Fernando Verdasco,Jason Kubler,0,104269,106186,232.0,71.0,242.0,733.0,39.3,29.8,L,R,188.0,178.0,,6.0,WC,,Fernando Verdasco,Jason Kubler,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.6444785181043,1500.9010208877971,0.2,0.5,19,42.0,0.0,0.0,232.0,-97.0,39.3,1.0,1523.9783063163623,1501.8571168105248,0.2,0.5,29,14.0,0.0,3.0,71.0,2.3333333333333286,29.8,0.0,-146.33382779825797,-0.9560959227276271,0.0,0.0,-10,28.0,0.0,-3.0,161.0,-99.33333333333333,9.499999999999996,1.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,283,R32,3,81.0,6-2 6-3,Daniel Elahi Galan,Zhizhen Zhang,94.0,93.0,621.0,625.0,Daniel Elahi Galan,Zhizhen Zhang,1,123755,111190,94.0,93.0,621.0,625.0,26.7,26.4,R,R,191.0,193.0,,,,,Daniel Elahi Galan,Zhizhen Zhang,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1431.2511498521646,1458.95214586259,0.2,0.375,33,14.0,0.0,2.0,94.0,-7.0,26.7,0.0,1482.6267801886847,1524.0,0.4,1.0,11,28.0,0.0,1.0,93.0,6.333333333333329,26.4,0.0,-51.37563033652009,-65.04785413741001,-0.2,-0.625,22,-14.0,0.0,1.0,1.0,-13.333333333333329,0.3000000000000007,0.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,284,R32,3,113.0,7-6(5) 1-6 6-1,Steve Johnson,Facundo Bagnis,152.0,113.0,381.0,505.0,Facundo Bagnis,Steve Johnson,0,105487,105449,113.0,152.0,505.0,381.0,33.0,33.2,L,R,183.0,188.0,,,,WC,Facundo Bagnis,Steve Johnson,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.8156991505227,1463.483732881938,0.2,0.3333333333333333,27,14.0,0.0,2.0,113.0,-15.0,33.0,1.0,1451.540421842912,1498.771976722193,0.2,0.5,34,49.0,0.0,0.0,152.0,-35.33333333333333,33.2,0.0,-46.72472269238938,-35.288243840254836,0.0,-0.16666666666666669,-7,-35.0,0.0,2.0,-39.0,20.33333333333333,-0.20000000000000284,1.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,286,R16,3,120.0,7-6(6) 6-2,Yannick Hanfmann,Tommy Paul,134.0,18.0,432.0,2090.0,Tommy Paul,Yannick Hanfmann,0,126205,105870,18.0,134.0,2090.0,432.0,25.8,31.3,R,R,185.0,193.0,2.0,,,Q,Tommy Paul,Yannick Hanfmann,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1716.7498300809368,1448.0337267922496,0.6,0.14285714285714285,85,14.0,0.0,6.0,18.0,1.0,25.8,0.0,1504.1832469399096,1526.5529934575707,0.6,0.5714285714285714,18,0.0,1.0,1.0,134.0,12.666666666666657,31.3,0.0,212.5665831410272,-78.51926666532108,0.0,-0.42857142857142855,67,14.0,-1.0,5.0,-116.0,-11.666666666666657,-5.5,0.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,287,R16,3,106.0,6-4 6-4,Tomas Machac,Marcos Giron,138.0,69.0,420.0,746.0,Marcos Giron,Tomas Machac,0,106218,207830,69.0,138.0,746.0,420.0,29.6,22.4,R,R,180.0,183.0,7.0,,,Q,Marcos Giron,Tomas Machac,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1528.489452333933,1466.4565918359438,0.4,0.3,62,0.0,1.0,4.0,69.0,2.0,29.6,0.0,1501.004035661693,1513.421423107653,0.4,0.6666666666666666,14,0.0,1.0,1.0,138.0,-8.0,22.4,0.0,27.485416672240035,-46.96483127170927,0.0,-0.36666666666666664,48,0.0,0.0,3.0,-69.0,10.0,7.200000000000003,0.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,288,R16,3,127.0,7-6(4) 7-6(1),Cristian Garin,Zizou Bergs,74.0,167.0,723.0,359.0,Cristian Garin,Zizou Bergs,1,106426,200267,74.0,167.0,723.0,359.0,26.8,23.8,R,R,185.0,185.0,,,,LL,Cristian Garin,Zizou Bergs,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1552.0653201203982,1493.3483404187184,0.6,0.4642857142857143,56,0.0,1.0,8.0,74.0,5.333333333333329,26.8,0.0,1390.379470273989,1500.0,0.2,,13,14.0,0.0,1.0,167.0,-39.66666666666667,23.8,0.0,161.68584984640916,-6.651659581281592,0.39999999999999997,,43,-14.0,1.0,7.0,-93.0,45.0,3.0,0.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,289,R16,3,109.0,7-6(5) 6-1,Tomas Martin Etcheverry,Max Purcell,73.0,86.0,729.0,658.0,Max Purcell,Tomas Martin Etcheverry,0,126845,144869,86.0,73.0,658.0,729.0,24.9,23.7,R,R,185.0,196.0,,8.0,,,Max Purcell,Tomas Martin Etcheverry,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1443.417341004398,1497.7987482428891,0.4,0.5,10,0.0,1.0,1.0,86.0,86.33333333333334,24.9,0.0,1475.035676059377,1492.0892716902447,0.4,0.4,34,0.0,1.0,4.0,73.0,0.0,23.7,0.0,-31.61833505497907,5.709476552644446,0.0,0.09999999999999998,-24,0.0,0.0,-3.0,13.0,86.33333333333334,1.1999999999999993,0.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,290,R16,3,76.0,6-4 6-1,J J Wolf,Denis Kudla,54.0,137.0,875.0,424.0,Denis Kudla,J J Wolf,0,106045,200670,137.0,54.0,424.0,875.0,30.6,24.2,R,R,180.0,183.0,,5.0,,,Denis Kudla,J J Wolf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1429.1121285728418,1489.227672723766,0.4,0.3333333333333333,30,0.0,1.0,2.0,137.0,-19.0,30.6,0.0,1566.167749423373,1510.796948835429,0.4,0.6666666666666666,45,0.0,1.0,4.0,54.0,-2.6666666666666643,24.2,0.0,-137.0556208505311,-21.56927611166293,0.0,-0.3333333333333333,-15,0.0,0.0,-2.0,83.0,-16.333333333333336,6.400000000000002,0.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,291,R16,3,76.0,6-4 7-6(4),Gijs Brouwer,John Isner,123.0,46.0,477.0,915.0,Gijs Brouwer,John Isner,1,133835,104545,123.0,46.0,477.0,915.0,27.0,37.9,L,R,191.0,208.0,,4.0,,,Gijs Brouwer,John Isner,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1546.734929863455,1523.185691787672,0.6,0.75,10,0.0,1.0,1.0,123.0,-4.666666666666671,27.0,1.0,1551.24456049102,1530.3221746946417,0.2,0.6363636363636364,50,14.0,0.0,2.0,46.0,-5.0,37.9,0.0,-4.509630627565002,-7.136482906969604,0.39999999999999997,0.11363636363636365,-40,-14.0,1.0,-1.0,77.0,0.3333333333333286,-10.899999999999999,1.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,292,R16,3,80.0,6-4 6-2,Jason Kubler,Daniel Elahi Galan,71.0,94.0,733.0,621.0,Daniel Elahi Galan,Jason Kubler,0,123755,106186,94.0,71.0,621.0,733.0,26.7,29.8,R,R,191.0,178.0,,6.0,,,Daniel Elahi Galan,Jason Kubler,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1449.5999901954183,1473.1729316527124,0.2,0.4117647058823529,34,0.0,1.0,3.0,94.0,-3.3333333333333286,26.7,0.0,1533.6114862836018,1513.8240945105943,0.4,0.6666666666666666,30,0.0,1.0,4.0,71.0,1.0,29.8,0.0,-84.01149608818355,-40.6511628578819,-0.2,-0.2549019607843137,4,0.0,0.0,-1.0,23.0,-4.333333333333329,-3.1000000000000014,0.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,293,R16,3,74.0,6-2 6-4,Frances Tiafoe,Steve Johnson,15.0,152.0,2665.0,381.0,Frances Tiafoe,Steve Johnson,1,126207,105449,15.0,152.0,2665.0,381.0,25.1,33.2,R,R,188.0,188.0,1.0,,,WC,Frances Tiafoe,Steve Johnson,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1697.5241610463293,1515.7671791620173,0.6,0.5714285714285714,78,14.0,0.0,7.0,15.0,-0.3333333333333339,25.1,0.0,1465.4015479504394,1509.5573378289869,0.2,0.6,35,0.0,1.0,1.0,152.0,-22.0,33.2,0.0,232.12261309588985,6.209841333030454,0.39999999999999997,-0.02857142857142858,43,14.0,-1.0,6.0,-137.0,21.666666666666664,-8.100000000000001,0.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,294,QF,3,64.0,6-2 6-1,Yannick Hanfmann,Tomas Machac,134.0,138.0,432.0,420.0,Tomas Machac,Yannick Hanfmann,0,207830,105870,138.0,134.0,420.0,432.0,22.4,31.3,R,R,183.0,193.0,,,Q,Q,Tomas Machac,Yannick Hanfmann,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1518.2671519894852,1523.809123584365,0.6,0.75,15,0.0,2.0,2.0,138.0,-2.666666666666657,22.4,0.0,1528.909711404346,1535.8862805419058,0.8,0.6,19,0.0,2.0,2.0,134.0,6.333333333333343,31.3,0.0,-10.64255941486067,-12.077156957540865,-0.20000000000000007,0.15000000000000002,-4,0.0,0.0,0.0,4.0,-9.0,-8.900000000000002,0.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,295,QF,3,156.0,6-1 6-7(2) 6-3,Tomas Martin Etcheverry,Cristian Garin,73.0,74.0,729.0,723.0,Cristian Garin,Tomas Martin Etcheverry,0,106426,144869,74.0,73.0,723.0,729.0,26.8,23.7,R,R,185.0,196.0,,8.0,,,Cristian Garin,Tomas Martin Etcheverry,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1561.11411688496,1505.5780525367531,0.8,0.4827586206896552,57,0.0,2.0,9.0,74.0,2.6666666666666714,26.8,0.0,1489.5836043407894,1504.286452275017,0.6,0.42857142857142855,35,0.0,2.0,5.0,73.0,0.0,23.7,0.0,71.5305125441705,1.291600261736221,0.20000000000000007,0.054187192118226646,22,0.0,0.0,4.0,1.0,2.6666666666666714,3.1000000000000014,0.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,296,QF,3,76.0,6-3 6-4,Gijs Brouwer,J J Wolf,123.0,54.0,477.0,875.0,Gijs Brouwer,J J Wolf,1,133835,200670,123.0,54.0,477.0,875.0,27.0,24.2,L,R,191.0,183.0,,5.0,,,Gijs Brouwer,J J Wolf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1562.9425943667093,1535.4321425160044,0.6,0.8,11,0.0,2.0,2.0,123.0,-2.3333333333333286,27.0,1.0,1576.1643245266719,1522.0529280278772,0.6,0.75,46,0.0,2.0,5.0,54.0,-1.3333333333333357,24.2,0.0,-13.22173015996259,13.379214488127218,0.0,0.050000000000000044,-35,0.0,0.0,-3.0,69.0,-0.9999999999999929,2.8000000000000007,1.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,297,QF,3,88.0,6-4 6-4,Frances Tiafoe,Jason Kubler,15.0,71.0,2665.0,733.0,Frances Tiafoe,Jason Kubler,1,126207,106186,15.0,71.0,2665.0,733.0,25.1,29.8,R,R,188.0,178.0,1.0,6.0,,,Frances Tiafoe,Jason Kubler,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1704.1844749466425,1527.5527216769299,0.6,0.6,79,0.0,1.0,8.0,15.0,-0.6666666666666661,25.1,0.0,1545.8162947451617,1524.4264252145144,0.6,0.75,31,0.0,2.0,5.0,71.0,-0.3333333333333286,29.8,0.0,158.36818020148075,3.1262964624154392,0.0,-0.15000000000000002,48,0.0,-1.0,3.0,-56.0,-0.3333333333333375,-4.699999999999999,0.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,298,SF,3,94.0,6-3 6-4,Tomas Martin Etcheverry,Yannick Hanfmann,73.0,134.0,729.0,432.0,Tomas Martin Etcheverry,Yannick Hanfmann,1,144869,105870,73.0,134.0,729.0,432.0,23.7,31.3,R,R,196.0,193.0,8.0,,,Q,Tomas Martin Etcheverry,Yannick Hanfmann,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1508.8319394751984,1516.3310623621453,0.8,0.45454545454545453,36,0.0,3.0,6.0,73.0,0.0,23.7,0.0,1544.419756663727,1547.4693182455894,0.8,0.625,20,0.0,3.0,3.0,134.0,0.0,31.3,0.0,-35.58781718852856,-31.138255883444117,0.0,-0.17045454545454547,16,0.0,0.0,3.0,-61.0,0.0,-7.600000000000001,0.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,299,SF,3,58.0,6-4 6-1,Frances Tiafoe,Gijs Brouwer,15.0,123.0,2665.0,477.0,Frances Tiafoe,Gijs Brouwer,1,126207,133835,15.0,123.0,2665.0,477.0,25.1,27.0,R,L,188.0,191.0,1.0,,,,Frances Tiafoe,Gijs Brouwer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1713.3577310090675,1539.444746136631,0.6,0.625,80,0.0,2.0,9.0,15.0,-0.3333333333333339,25.1,0.0,1579.5511837844488,1546.970269100327,0.8,0.8333333333333334,12,0.0,3.0,3.0,123.0,0.0,27.0,1.0,133.80654722461873,-7.525522963695948,-0.20000000000000007,-0.20833333333333337,68,0.0,-1.0,6.0,-108.0,-0.3333333333333339,-1.8999999999999986,-1.0
atp,2023-04-03,2023-0717,Houston,houston,A,Clay,32,300,F,3,113.0,7-6(1) 7-6(6),Frances Tiafoe,Tomas Martin Etcheverry,15.0,73.0,2665.0,729.0,Frances Tiafoe,Tomas Martin Etcheverry,1,126207,144869,15.0,73.0,2665.0,729.0,25.1,23.7,R,R,188.0,196.0,1.0,8.0,,,Frances Tiafoe,Tomas Martin Etcheverry,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1723.4833152993722,1551.7046278504097,0.8,0.6470588235294118,81,0.0,3.0,10.0,15.0,0.0,25.1,0.0,1526.4651113219104,1529.4036693221312,0.8,0.4782608695652174,37,0.0,4.0,7.0,73.0,0.0,23.7,0.0,197.01820397746178,22.300958528278443,0.0,0.1687979539641944,44,0.0,-1.0,3.0,-58.0,0.0,1.4000000000000021,0.0
atp,2023-04-03,2023-0360,Marrakech,marrakech,A,Clay,32,271,R32,3,71.0,6-3 6-2,Alexei Popyrin,Younes Lalami Laaroussi,95.0,937.0,611.0,13.0,Alexei Popyrin,Younes Lalami Laaroussi,1,200615,207794,95.0,937.0,611.0,13.0,23.6,21.9,R,R,196.0,188.0,,,,WC,Alexei Popyrin,Younes Lalami Laaroussi,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1414.8217578998626,1488.4327550756664,0.2,0.0,32,14.0,0.0,3.0,95.0,3.3333333333333286,23.6,0.0,1500.0,1500.0,,,0,,0.0,0.0,937.0,,21.9,0.0,-85.17824210013737,-11.567244924333636,,,32,,0.0,3.0,-842.0,,1.7000000000000028,0.0
atp,2023-04-03,2023-0360,Marrakech,marrakech,A,Clay,32,272,R32,3,90.0,6-4 6-4,Jaume Munar,Elliot Benchetrit,83.0,445.0,675.0,98.0,Elliot Benchetrit,Jaume Munar,0,200611,144719,445.0,83.0,98.0,675.0,24.5,25.9,R,R,193.0,183.0,,,WC,,Elliot Benchetrit,Jaume Munar,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1488.8342096122399,1488.0,0.0,0.0,1,364.0,0.0,0.0,445.0,-9.0,24.5,0.0,1435.6281735899315,1528.6286741402905,0.4,0.52,54,14.0,0.0,2.0,83.0,-19.666666666666664,25.9,0.0,53.20603602230835,-40.628674140290514,-0.4,-0.52,-53,350.0,0.0,-2.0,362.0,10.666666666666664,-1.3999999999999986,0.0
atp,2023-04-03,2023-0360,Marrakech,marrakech,A,Clay,32,273,R32,3,122.0,6-2 3-6 6-3,Andrea Vavassori,Nicolas Jarry,201.0,59.0,293.0,859.0,Andrea Vavassori,Nicolas Jarry,1,131934,111797,201.0,59.0,293.0,859.0,27.9,27.4,R,R,193.0,201.0,,8.0,Q,,Andrea Vavassori,Nicolas Jarry,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1467.39451037136,1488.0,0.0,0.0,2,56.0,0.0,0.0,201.0,37.5,27.9,0.0,1594.692542054641,1584.5232570785843,1.0,0.65,26,35.0,0.0,0.0,59.0,28.0,27.4,0.0,-127.29803168328112,-96.52325707858427,-1.0,-0.65,-24,21.0,0.0,0.0,142.0,9.5,0.5,0.0
atp,2023-04-03,2023-0360,Marrakech,marrakech,A,Clay,32,275,R32,3,96.0,6-4 7-6(6),Elias Ymer,Adam Moundir,157.0,720.0,376.0,33.0,Adam Moundir,Elias Ymer,0,125842,111200,720.0,157.0,33.0,376.0,27.9,26.9,R,R,191.0,185.0,,,WC,Q,Adam Moundir,Elias Ymer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1500.0,1500.0,,,0,,0.0,0.0,720.0,,27.9,0.0,1522.339277026137,1489.6348880439662,0.4,0.4,24,35.0,0.0,0.0,157.0,13.666666666666657,26.9,0.0,-22.339277026137097,10.365111956033843,,,-24,,0.0,0.0,563.0,,1.0,0.0
atp,2023-04-03,2023-0360,Marrakech,marrakech,A,Clay,32,276,R32,3,100.0,6-3 6-4,Dimitar Kuzmanov,Hugo Grenier,207.0,129.0,283.0,464.0,Dimitar Kuzmanov,Hugo Grenier,1,106220,126409,207.0,129.0,283.0,464.0,29.6,27.0,R,R,183.0,196.0,,,Q,LL,Dimitar Kuzmanov,Hugo Grenier,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1522.6701913923268,1512.0,0.75,1.0,4,91.0,0.0,0.0,207.0,-23.666666666666657,29.6,0.0,1445.9027454548768,1487.585699413623,0.2,0.0,8,168.0,0.0,0.0,129.0,-18.33333333333333,27.0,0.0,76.76744593745002,24.414300586377067,0.55,1.0,-4,-77.0,0.0,0.0,78.0,-5.333333333333329,2.6000000000000014,0.0
atp,2023-04-03,2023-0360,Marrakech,marrakech,A,Clay,32,277,R32,3,138.0,6-7(4) 6-3 6-1,Roberto Carballes Baena,Maxime Cressy,82.0,38.0,675.0,1016.0,Maxime Cressy,Roberto Carballes Baena,0,202195,106148,38.0,82.0,1016.0,675.0,25.9,30.0,R,R,201.0,183.0,5.0,,,,Maxime Cressy,Roberto Carballes Baena,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1533.9005460964188,1456.1377825004554,0.2,0.16666666666666666,67,14.0,0.0,2.0,38.0,-1.3333333333333357,25.9,0.0,1422.178950515201,1458.1258579031044,0.0,0.38095238095238093,39,14.0,0.0,2.0,82.0,-3.0,30.0,0.0,111.7215955812178,-1.988075402648974,0.2,-0.21428571428571427,28,0.0,0.0,0.0,-44.0,1.6666666666666643,-4.100000000000001,0.0
atp,2023-04-03,2023-0360,Marrakech,marrakech,A,Clay,32,278,R32,3,81.0,6-3 6-3,Benjamin Bonzi,Alexey Vatutin,50.0,295.0,889.0,176.0,Alexey Vatutin,Benjamin Bonzi,0,106072,126127,295.0,50.0,176.0,889.0,30.4,26.8,R,R,178.0,183.0,,7.0,LL,,Alexey Vatutin,Benjamin Bonzi,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1483.7543689643835,1500.0,0.0,,1,175.0,0.0,0.0,295.0,-16.0,30.4,0.0,1554.4288906994368,1477.0453817209038,0.8,0.25,61,42.0,0.0,0.0,50.0,10.0,26.8,0.0,-70.6745217350533,22.954618279096167,-0.8,,-60,133.0,0.0,0.0,245.0,-26.0,3.599999999999998,0.0
atp,2023-04-03,2023-0360,Marrakech,marrakech,A,Clay,32,279,R32,3,161.0,6-2 1-6 7-6(5),Pavel Kotov,Pedro Martinez,114.0,125.0,502.0,471.0,Pavel Kotov,Pedro Martinez,1,200303,124079,114.0,125.0,502.0,471.0,24.3,25.9,R,R,191.0,185.0,,,,,Pavel Kotov,Pedro Martinez,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1458.624605258498,1490.2634629465733,0.2,0.3333333333333333,10,14.0,0.0,1.0,114.0,17.0,24.3,0.0,1399.1812779728648,1473.223116452913,0.2,0.4642857142857143,55,14.0,0.0,3.0,125.0,-4.666666666666671,25.9,0.0,59.44332728563313,17.04034649366031,0.0,-0.130952380952381,-45,0.0,0.0,-2.0,-11.0,21.66666666666667,-1.5999999999999979,0.0
